iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_high_tech_exports_pct,wb_ict_service_exports_pct,stanford_fig_4.2.7,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_4.5.4,stanford_fig_4.5.5,stanford_fig_4.5.7,stanford_fig_1.2.4,stanford_fig_1.2.5,stanford_fig_1.3.3,stanford_fig_6.2.1,stanford_fig_6.2.15,stanford_fig_6.2.16,stanford_fig_6.2.17,stanford_fig_6.2.4
PAN,Panama,LATAM,HI,Additional research (PAN),0,strategy_led,2,low,2,"National AI Strategy 2024, AIG Panama, no binding AI law.",IAPP_supplementary_research,2026-02,39.3,102,23.0,53.03,41.75,61.33,20.84,30.73,8.67,20.0,62.01,22.0,20.3,21.5,1.2,Panama,F,83,36,47,2025,Data year 2024,Panama,1,2,Law 81 of 2019 Personal Data Protection,2019,1,none,1,ANTAI (National Authority for Transparency) enforcement,French,0,25.8798675140179,82,HI,Latin America and the Caribbean,41292.26,4515.58,34.7307511630105,18.3897086951914,30.987042533797,24.7798260480336,28.5706542779949,27.4402919960308,44.1851200795698,39.1102913340714,22.0795120816797,65.0544708170577,43.8683513823866,29.9118983206021,16.345810476208,19.5735924044457,51.9937011548727,42.022562111691,19.6372886047861,4.17209413167181,14.7679049124889,14.3673587608577,4.51697194434117,16.8430264945342,21.7420778436978,24.0554106968774,23.1993573320615,28.8576844487652,39.3432340171897,1.94061015680529,20.112806008664,36.8553235865178,0.295190561101589,3.5406650582061,1.69%,42,388,0.927028226,5.892677976,46.1,2011,-9%,4.577701054,3.652353356,10,1,5,25,3,4
