iso3,country_name,region,income_group,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_year_enacted,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_policy_vision,oxford_dimension_policy_commitment,oxford_dimension_compute_capacity,oxford_dimension_enabling_technical_infrastructure,oxford_dimension_data_quality,oxford_dimension_governance_principles,oxford_dimension_regulatory_compliance,oxford_dimension_government_digital_policy,oxford_dimension_e_government_delivery,oxford_dimension_ai_sector_maturity,oxford_dimension_ai_technology_diffusion,oxford_dimension_societal_transition,oxford_dimension_safety_and_security,oxford_dimension_human_capital,ms_ai_adoption_h1_2025,ms_ai_adoption_h2_2025,ms_ai_adoption_change_pp,stanford_ai_investment_cumulative_2013_2024_bn,stanford_ai_investment_2024_bn,stanford_ai_newly_funded_companies_cumulative_2013_2024,stanford_ai_skill_penetration_rate,stanford_ai_skill_penetration_female,stanford_ai_skill_penetration_male,stanford_ai_talent_concentration_pct,stanford_ai_talent_change_pct,stanford_net_ai_talent_migration_per10k,stanford_ai_hiring_rate_yoy_pct,stanford_ai_patents_per100k_2023,stanford_ai_bills_passed_2016_2024,wipo_gii_rank,wipo_gii_score,wipo_income_group,wipo_ppp_per_capita,wipo_population_thousands,wipo_innovation_inputs,wipo_innovation_outputs,wipo_institutions,wipo_human_capital_and_research,wipo_infrastructure,wipo_market_sophistication,wipo_business_sophistication,wipo_knowledge_and_technology_outputs,wipo_creative_outputs,wipo_regulatory_environment,wipo_business_environment,wipo_education,wipo_tertiary_education,wipo_research_and_development,wipo_information_and_communication_technologies,wipo_general_infrastructure,wipo_investment,wipo_credit,wipo_trade_diversification,wipo_intangible_assets,wipo_innovation_linkages,wipo_knowledge_creation,wipo_knowledge_impact,wipo_knowledge_diffusion,wipo_knowledge_absorption,wipo_ecological_sustainability,wipo_online_creativity,wipo_creative_goods_and_services,wipo_institutional_environment,wipo_knowledge_workers,wb_gdp_per_capita_ppp_2024,wb_gdp_current_usd_bn_2024,wb_population_2024,wb_internet_penetration_2023,wb_rd_expenditure_pct_gdp_2021,wb_tertiary_education_rate_2023,wb_mobile_subscriptions_per100_2023,wb_exports_pct_gdp_2024,wb_inflation_2024,wb_unemployment_rate_2024,wb_fdi_net_inflows_usd_2024,wb_education_expenditure_pct_gdp_2022,wb_patent_applications_residents_2021,wb_high_tech_exports_pct_2019,wb_ict_service_exports_pct_2019,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_and_accountability_2023,wb_political_stability_2023,fh_status,fh_total_score,fh_political_rights_score,fh_civil_liberties_score,fh_year,gdpr_has_gdpr_like_law,gdpr_similarity_level,gdpr_law_name,gdpr_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,legal_origin,is_common_law,oecd_has_ai_law_2024,oecd_regulatory_approach_2024,oecd_year_enacted,oecd_regulatory_intensity_2024,oecd_enforcement_level_2024,oecd_thematic_coverage_2024,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments
CHL,Chile,Latin America and the Caribbean,HI,0,strategy_led,4,,low,8,"National AI Policy, law on neurorights (world first), draft AI regulation law Mar 2024, Transparency Council guidance",IAPP_Global_AI_Law_Policy_Tracker,2026-02,59.3,50,92.5,57.77,53.54,70.76,45.26,56.46,100.0,87.5,18.18,75.24,79.88,55.5,51.58,45.0,96.53,24.68,52.95,57.58,55.33,65.02,19.6,20.8,1.2,0.682,0.009,17,0.58,0.347,0.603,0.32,153,-0.19,22.18,0.005,0,51,33.07,HI,33574.4,19764.77,40.91,24.34,56.32,33.52,45.6,38.59,30.52,21.15,27.53,65.59,40.91,50.25,36.13,14.19,82.29,29.99,17.58,35.87,62.32,36.49,20.11,16.73,35.08,11.65,36.76,24.51,27.1,10.03,62.46,34.69,36181.16,330.27,19764771,94.46,0.36,104.73,135.87,33.72,4.3,8.72,12521388616.31,4.9,402,7.63,4.53,0.72,0.93,0.63,0.97,1.02,0.14,F,94,38,56,2025,1,2,Law 21.719 Personal Data Protection,2024,1,none,0,French,0,1,light_touch,2020.0,7,low,14,8,1,7,0,0,1,1
