iso3,country_name,wb_region,wb_income_group,control_of_corruption_2018,control_of_corruption_2019,control_of_corruption_2020,control_of_corruption_2021,control_of_corruption_2022,control_of_corruption_2023,control_of_corruption_2024,control_of_corruption_se_2018,control_of_corruption_se_2019,control_of_corruption_se_2020,control_of_corruption_se_2021,control_of_corruption_se_2022,control_of_corruption_se_2023,control_of_corruption_se_2024,education_expenditure_pct_gdp_2018,education_expenditure_pct_gdp_2019,education_expenditure_pct_gdp_2020,education_expenditure_pct_gdp_2021,education_expenditure_pct_gdp_2022,education_expenditure_pct_gdp_2023,education_expenditure_pct_gdp_2024,education_expenditure_pct_gdp_2025,electric_consumption_kwh_pc_2018,electric_consumption_kwh_pc_2019,electric_consumption_kwh_pc_2020,electric_consumption_kwh_pc_2021,electric_consumption_kwh_pc_2022,electric_consumption_kwh_pc_2023,electric_consumption_kwh_pc_2024,exports_pct_gdp_2018,exports_pct_gdp_2019,exports_pct_gdp_2020,exports_pct_gdp_2021,exports_pct_gdp_2022,exports_pct_gdp_2023,exports_pct_gdp_2024,fdi_net_inflows_2018,fdi_net_inflows_2019,fdi_net_inflows_2020,fdi_net_inflows_2021,fdi_net_inflows_2022,fdi_net_inflows_2023,fdi_net_inflows_2024,fdi_pct_gdp_2018,fdi_pct_gdp_2019,fdi_pct_gdp_2020,fdi_pct_gdp_2021,fdi_pct_gdp_2022,fdi_pct_gdp_2023,fdi_pct_gdp_2024,fixed_broadband_per100_2018,fixed_broadband_per100_2019,fixed_broadband_per100_2020,fixed_broadband_per100_2021,fixed_broadband_per100_2022,fixed_broadband_per100_2023,fixed_broadband_per100_2024,gdp_current_usd_2018,gdp_current_usd_2019,gdp_current_usd_2020,gdp_current_usd_2021,gdp_current_usd_2022,gdp_current_usd_2023,gdp_current_usd_2024,gdp_growth_annual_pct_2018,gdp_growth_annual_pct_2019,gdp_growth_annual_pct_2020,gdp_growth_annual_pct_2021,gdp_growth_annual_pct_2022,gdp_growth_annual_pct_2023,gdp_growth_annual_pct_2024,gdp_per_capita_ppp_2018,gdp_per_capita_ppp_2019,gdp_per_capita_ppp_2020,gdp_per_capita_ppp_2021,gdp_per_capita_ppp_2022,gdp_per_capita_ppp_2023,gdp_per_capita_ppp_2024,government_effectiveness_2018,government_effectiveness_2019,government_effectiveness_2020,government_effectiveness_2021,government_effectiveness_2022,government_effectiveness_2023,government_effectiveness_2024,government_effectiveness_se_2018,government_effectiveness_se_2019,government_effectiveness_se_2020,government_effectiveness_se_2021,government_effectiveness_se_2022,government_effectiveness_se_2023,government_effectiveness_se_2024,gross_capital_formation_pct_gdp_2018,gross_capital_formation_pct_gdp_2019,gross_capital_formation_pct_gdp_2020,gross_capital_formation_pct_gdp_2021,gross_capital_formation_pct_gdp_2022,gross_capital_formation_pct_gdp_2023,gross_capital_formation_pct_gdp_2024,high_tech_exports_pct_manufactured_2018,high_tech_exports_pct_manufactured_2019,high_tech_exports_pct_manufactured_2020,high_tech_exports_pct_manufactured_2021,high_tech_exports_pct_manufactured_2022,high_tech_exports_pct_manufactured_2023,high_tech_exports_pct_manufactured_2024,ict_goods_exports_pct_2018,ict_goods_exports_pct_2019,ict_goods_exports_pct_2020,ict_goods_exports_pct_2021,ict_goods_exports_pct_2022,ict_service_exports_pct_2018,ict_service_exports_pct_2019,ict_service_exports_pct_2020,ict_service_exports_pct_2021,ict_service_exports_pct_2022,ict_service_exports_pct_2023,ict_service_exports_pct_2024,inflation_consumer_prices_2018,inflation_consumer_prices_2019,inflation_consumer_prices_2020,inflation_consumer_prices_2021,inflation_consumer_prices_2022,inflation_consumer_prices_2023,inflation_consumer_prices_2024,internet_penetration_2018,internet_penetration_2019,internet_penetration_2020,internet_penetration_2021,internet_penetration_2022,internet_penetration_2023,internet_penetration_2024,internet_penetration_2025,labor_force_2018,labor_force_2019,labor_force_2020,labor_force_2021,labor_force_2022,labor_force_2023,labor_force_2024,labor_force_2025,mobile_subscriptions_per100_2018,mobile_subscriptions_per100_2019,mobile_subscriptions_per100_2020,mobile_subscriptions_per100_2021,mobile_subscriptions_per100_2022,mobile_subscriptions_per100_2023,mobile_subscriptions_per100_2024,patent_applications_residents_2018,patent_applications_residents_2019,patent_applications_residents_2020,patent_applications_residents_2021,political_stability_2018,political_stability_2019,political_stability_2020,political_stability_2021,political_stability_2022,political_stability_2023,political_stability_2024,political_stability_se_2018,political_stability_se_2019,political_stability_se_2020,political_stability_se_2021,political_stability_se_2022,political_stability_se_2023,political_stability_se_2024,population_2018,population_2019,population_2020,population_2021,population_2022,population_2023,population_2024,rd_expenditure_pct_gdp_2018,rd_expenditure_pct_gdp_2019,rd_expenditure_pct_gdp_2020,rd_expenditure_pct_gdp_2021,rd_expenditure_pct_gdp_2022,rd_expenditure_pct_gdp_2023,rd_expenditure_pct_gdp_2024,regulatory_quality_2018,regulatory_quality_2019,regulatory_quality_2020,regulatory_quality_2021,regulatory_quality_2022,regulatory_quality_2023,regulatory_quality_2024,regulatory_quality_se_2018,regulatory_quality_se_2019,regulatory_quality_se_2020,regulatory_quality_se_2021,regulatory_quality_se_2022,regulatory_quality_se_2023,regulatory_quality_se_2024,researchers_rd_per_million_2018,researchers_rd_per_million_2019,researchers_rd_per_million_2020,researchers_rd_per_million_2021,researchers_rd_per_million_2022,researchers_rd_per_million_2023,researchers_rd_per_million_2024,rule_of_law_2018,rule_of_law_2019,rule_of_law_2020,rule_of_law_2021,rule_of_law_2022,rule_of_law_2023,rule_of_law_2024,rule_of_law_se_2018,rule_of_law_se_2019,rule_of_law_se_2020,rule_of_law_se_2021,rule_of_law_se_2022,rule_of_law_se_2023,rule_of_law_se_2024,secure_servers_per_1m_2018,secure_servers_per_1m_2019,secure_servers_per_1m_2020,secure_servers_per_1m_2021,secure_servers_per_1m_2022,secure_servers_per_1m_2023,secure_servers_per_1m_2024,tertiary_education_enrollment_2018,tertiary_education_enrollment_2019,tertiary_education_enrollment_2020,tertiary_education_enrollment_2021,tertiary_education_enrollment_2022,tertiary_education_enrollment_2023,tertiary_education_enrollment_2024,tertiary_education_enrollment_2025,trade_pct_gdp_2018,trade_pct_gdp_2019,trade_pct_gdp_2020,trade_pct_gdp_2021,trade_pct_gdp_2022,trade_pct_gdp_2023,trade_pct_gdp_2024,unemployment_rate_2018,unemployment_rate_2019,unemployment_rate_2020,unemployment_rate_2021,unemployment_rate_2022,unemployment_rate_2023,unemployment_rate_2024,unemployment_rate_2025,voice_accountability_2018,voice_accountability_2019,voice_accountability_2020,voice_accountability_2021,voice_accountability_2022,voice_accountability_2023,voice_accountability_2024,voice_accountability_se_2018,voice_accountability_se_2019,voice_accountability_se_2020,voice_accountability_se_2021,voice_accountability_se_2022,voice_accountability_se_2023,voice_accountability_se_2024
ABW,Aruba,Latin America & Caribbean ,High income,1.1629372,1.1651628,1.165722,0.8692192,0.8688452,0.8675607,0.8687982,0.2832675,0.2832675,0.2832675,0.2832675,0.2832675,0.2832675,0.2832675,4.54876355243615,4.43503686776957,,3.61855755636695,,,,,,,,,,,,68.4088639609739,66.7217875421583,53.5769436483474,67.5199048286586,80.8068810212559,82.4000749026328,83.9924869695432,144146269.421965,-75226540.6843182,161066979.086053,133545121.178455,248150282.616618,-137459364.921322,103250590.0,4.39981717177271,-2.2478342012416,6.51718576425329,4.63553026601194,7.4653342753216,-3.58459079731401,2.42051208397071,,17.7444058425791,17.6908752327747,17.664887781476,17.4862221892338,,,3276187709.49721,3346623191.45988,2471419181.71957,2880902798.92288,3324034443.26581,3834729616.12027,4265650673.00236,3.21247111920076,1.22511225158814,-23.8979898352395,14.7306159219273,10.6364309604414,7.70679839650956,6.81077669324542,39287.0597126122,38543.9072936041,28854.5972997864,35104.7868035374,41758.8957566544,46574.3574197653,50649.3015232212,0.9066629,0.9077089,0.9047216,0.9064944,1.0084741,0.6576185999999999,0.6567856,0.3465764,0.3465764,0.3465764,0.3465764,0.3173074999999999,0.3173074999999999,0.3173074999999999,22.4017184437014,22.6154511785237,23.9492805852762,20.2449106732973,19.8080671623567,22.335385480803,25.1538409611884,8.51650729790994,4.95360767044503,6.7561753872818,4.81705330254684,7.12514654462656,6.86800836378335,,1.33,1.38,1.01,0.65,,0.474606665558122,0.274074437578878,0.532187398794988,0.48905828412005,0.517627856083631,0.661532629582052,,3.6260414135296,4.25746204335427,,,,,,,,,,,,,,,,,,,,,,,131.682169673877,131.284916201117,131.09206195727,130.647974615427,,,,,,,1.3341522,1.3349373999999998,1.3345061,1.3328137,1.3357267,1.3362003,1.3302095,0.2985983,0.2985983,0.2985983,0.2985983,0.2985983,0.2985983,0.2985983,108908.0,109203.0,108587.0,107700.0,107310.0,107359.0,107995.0,,,,,,,,0.9845005,0.9858983,0.9835183,0.9825611,0.9800098,0.9802816,0.9808972,0.3281202,0.3281202,0.3281202,0.3281202,0.3281202,0.3281202,0.3281202,,,,,,,,1.2931496,1.2930625,1.2938144,1.2183341,1.2205245,1.2201246,1.22006,0.2702530999999999,0.2702530999999999,0.2702530999999999,0.2702530999999999,0.2560219999999999,0.2560219999999999,0.2560219999999999,1120.21155470672,1364.43138009029,1556.3557331909,1643.45403899721,1621.47050601062,1397.18141935003,1574.14695124774,,,,,,,14.0655418559377,,138.824972245657,137.9619293134,122.723738046404,139.917797708768,160.634546418015,159.018596924652,160.365278789947,,,,,,,,,1.4179056,1.4172559,1.4163396,0.9629543,0.9608656,0.9587989,0.9576687,0.3743377,0.3743377,0.3743377,0.3743377,0.3743377,0.3743377,0.3743377
AFG,Afghanistan,"Middle East, North Africa, Afghanistan & Pakistan",Low income,-1.5398439,-1.5013636,-1.40089,-1.2220249,-1.1719937,-1.1987543,-1.3087183,0.1768236,0.1768236,0.1768236,0.1768236,0.1768236,0.1768236,0.1768236,,,,,,,,,,,,,,,,,,10.4208171386207,14.342152797537,18.3800424016375,16.8527881206002,,119435105.715177,23404553.647249,12970147.9832,20600980.0,,,,0.661572217787196,0.124495985291258,0.0649939571808755,0.144466946606861,,,,0.043542941562346,0.0519942336405782,0.0680079200431626,0.066424315829547,0.0796301678593983,0.0800873028793967,,18053222687.4126,18799444490.1128,19955929052.1496,14259995441.0759,14497243872.1337,17152234636.8715,,1.18922812944517,3.91160341625552,-2.35110067203466,-20.7388393676343,-6.24017199240269,2.26694373649188,,2432.27670083336,2583.48533239877,2561.98176058622,2144.16657002819,2122.99581512663,2201.72290691677,,-1.6312498,-1.6540804999999998,-1.7167282,-1.7059035,-1.9646115,-2.0924592,-1.9339966,0.2640636,0.2640636,0.2640636,0.2640636,0.2504085,0.2504085,0.2504085,,,11.5,13.0,16.7,15.2924823859473,,0.0,0.0,,,,,,0.0,0.01,,,,9.97759368519341,8.24454575651439,7.82851624017411,,,,,0.626149149168846,2.30237251516833,5.60188791482224,5.13320340824962,13.7121023720064,-4.64470870797774,-6.60118564073725,16.79999924,17.60000038,17.04850006,16.51429939,15.86629963,15.92840004,16.09499931,,9215046.0,9192643.0,9060510.0,9128262.0,8617545.0,8846502.0,9145340.0,9433041.0,59.8109345283062,59.6470805870469,58.0461137722591,56.6944760468967,56.2655188632539,55.5474967036959,60.0990815591219,,,,,-2.5824048,-2.5893714,-2.5896897,-2.4506389,-2.4492487,-2.3922828,-2.2052112,0.2564806,0.2564806,0.2564806,0.2564806,0.2564806,0.2564806,0.2564806,36743039.0,37856121.0,39068979.0,40000412.0,40578842.0,41454761.0,42647492.0,,,,,,,,-1.3029823,-1.2762178,-1.3026506,-1.4099446999999998,-1.4229756,-1.4305608,-1.538435,0.1943538,0.1943538,0.1943538,0.1943538,0.1943538,0.1943538,0.1943538,,,,,,,,-1.6668738,-1.6571549,-1.6556645,-1.7202682,-1.8586889,-1.896805,-1.9354887,0.1595372,0.1595372,0.1595372,0.1595372,0.1564528,0.1564528,0.1564528,53.4795175761047,27.6573503133086,34.861417801576,39.1245970166507,36.7432860701151,43.758544404586,41.0575140034026,9.99592018127441,,10.85435962677,,,,,,,,46.7098945514103,51.4117163747271,72.8854696086536,67.5846651516385,,11.192,11.187,11.71,12.006,14.1,14.008,13.687,13.351,-1.1858104,-1.1404758,-1.081484,-1.4279721,-1.8416443,-2.0370816,-2.1483748,0.1613269,0.1613269,0.1619344999999999,0.1619344999999999,0.1619344999999999,0.1619344999999999,0.1619344999999999
AGO,Angola,Sub-Saharan Africa ,Lower middle income,-1.181782,-0.9647988,-0.8918322999999999,-0.6416506,-0.6031537,-0.6242518,-0.6225793,0.1897510999999999,0.1860021999999999,0.1860021999999999,0.1659415,0.1659415,0.1659415,0.1645596,2.18351298946275,2.07306438181603,2.66744733689285,2.29719689513241,2.38535898416633,2.51273663315785,,,370.736573340292,411.266102851676,439.11817393803,394.730414127544,373.031827755774,379.103010494775,,36.2458951290851,37.1603311244083,31.5758280076577,39.4494840713604,35.1960530217063,32.3263024339928,31.4835234652022,-6456076413.12033,-4098478747.63754,-1866468113.07453,-4355116552.71588,-6598652652.09389,-2119632185.51477,-1109663097.06424,-7.21246216123288,-5.07649440156737,-3.17143620765821,-5.47403409372737,-5.02899288556058,-1.97786390222726,-1.0986881170909,0.350066962955579,0.367770426844486,0.363264238710965,0.39092529517689,0.386698155907211,0.373668982990052,0.362845240712436,89512794227.495,80734428592.5368,58852456453.8769,79559543805.2963,131212208930.344,107167747140.127,100998916781.079,-0.59441122698307,-0.204680245744115,-4.04244724639663,2.10275251923413,4.21600258475137,1.26330814020108,4.42390664406875,8278.36886170469,8572.87895610671,7827.42804325818,8862.28133314521,9588.24129511188,9753.60046763783,10118.6089945408,-0.9784602,-0.9116965,-1.0163604,-0.9347008,-0.8325718,-0.8287026,-0.7851908999999999,0.2172827,0.2185513999999999,0.2185513999999999,0.2185513999999999,0.2106189,0.2106189,0.2096645,24.2002490160737,24.6757736004733,19.6439562319095,15.9851660648707,14.1769859541901,12.3076318613212,10.4110011927256,23.3127754550372,27.4965016903098,23.3946213847164,16.1269540436105,22.0635039995781,23.4714139423334,16.6897206933082,0.01,0.01,0.01,0.01,0.02,4.89911877603347,4.54927897038293,18.4351987850453,33.9601733430611,27.1675572912458,45.4147601334516,22.3087695729056,19.628937970152,17.080954143438,22.2715392470509,25.754294884189,21.3552901320822,13.6441017767714,28.2404948915772,29.0,32.12939835,33.32089996,34.55649948,35.83800125,37.88589859,40.70479965,,12917977.0,13331298.0,13484525.0,14529142.0,14812783.0,15255232.0,15787244.0,16321277.0,42.4588784507729,45.8065312825399,43.7804317055698,44.3868689341257,66.6008073123779,70.0519587723571,69.7039467163584,6.0,2.0,,,-0.4058117,-0.4207038999999999,-0.6427634,-0.7936068,-0.5414068,-0.3131654,-0.5735964,0.2242436,0.2276886,0.2276886,0.2239262,0.2239262,0.2239262,0.2193761,31297155.0,32375632.0,33451132.0,34532429.0,35635029.0,36749906.0,37885849.0,,,,,,,,-1.0624393,-0.9960854,-1.0388818,-0.8486184,-0.8618821,-0.904342,-0.7730199999999999,0.2127555,0.2127555,0.2127555,0.1954615999999999,0.1954615999999999,0.1954615999999999,0.1952107,,,,,,,,-1.1105522,-1.0519682,-0.9475038,-1.0980135,-1.1625439,-1.1944432,-1.1697408,0.1763302,0.1759432,0.1895331999999999,0.1525140999999999,0.1498126,0.1498126,0.1490691999999999,11.023366181367,14.4862036978923,19.7302740008918,26.1782917153033,36.5370826553838,40.2177899448233,48.5141563014729,,,,,,10.04935810264,9.9549065722902,,58.916480075976,60.7148243336685,54.3442286847189,61.5262136695806,55.2547732713835,53.033483632308,50.8422305562091,16.602,16.497,16.696,15.799,14.124,14.051,14.02,14.108,-1.005668,-0.9382176,-0.9376898,-0.9985085,-1.0480912,-1.0209359999999998,-1.0588932,0.1616529,0.1624321,0.1630522999999999,0.1439753,0.1439753,0.1439753,0.1439753
ALB,Albania,Europe & Central Asia,Upper middle income,-0.5871088999999999,-0.5384935,-0.6594306,-0.60203,-0.500456,-0.4640443999999999,-0.4207600999999999,0.1716251,0.1716251,0.1716251,0.1720769999999999,0.1720769999999999,0.1720769999999999,0.1720769999999999,3.08201370407389,3.8701798915863,3.32505011558533,3.00555992126465,2.72977995872498,3.09153008460998,,,2502.55681850864,2553.9362279242,2642.69442510916,2834.40746545252,2840.96007727085,2888.86725667383,,31.1140135421951,30.9361224858484,22.5407585558933,31.1330562572669,37.1970755614977,38.4188212901288,36.2848685351465,1204383363.60476,1201022154.46643,1069744879.65452,1218586452.37157,1441381891.41694,1620982550.54309,1710279512.48091,7.83109146132114,7.70621465029911,7.01865154497786,6.75791457973236,7.57934042905775,6.90036950940795,6.32349466068578,12.5058089696365,15.1192543526712,17.720931463387,19.6303737145283,20.6989441252111,22.5048592377088,24.8815713356962,15379508329.7568,15585111614.0376,15241458744.5927,18031989573.0294,19017247013.8821,23491242727.4082,27046429296.6673,3.67141928098908,2.06257790176122,-3.31375636888916,8.96957619074095,4.8268006234359,4.01541716935742,4.04592845095348,15055.2807998752,16442.1259393239,16287.6097663649,18212.8702466686,22138.4182857345,24822.3543089995,26701.6749563776,0.2684643,0.0266494,0.0187103,0.1116368,0.1929668,0.293429,0.3123437,0.2464294,0.2464294,0.2464294,0.2464294,0.2352208999999999,0.2352208999999999,0.2352208999999999,27.1252994132038,25.2875256073276,26.2183472454095,28.6722669213413,26.8023654741294,23.4392861436214,24.9514965978049,0.0447019828200661,0.128427412960995,0.285854495639881,0.419509988977299,0.0596409977568037,0.682326849473647,1.52935344981595,0.02,0.02,0.04,0.08,0.01,2.22991910767151,2.83792236221843,3.23621181177001,2.78403158682428,3.26125770158615,3.01704699517659,2.98437302423958,2.02805963071134,1.41109078954242,1.6208866171702,2.04147163139544,6.72520271530059,4.75834555150038,2.21587375089991,65.40000153,68.5503911218006,72.23767711,79.32371752,82.61367544,83.13559161,85.86389923,,1267869.0,1273761.0,1238064.0,1227911.0,1261497.0,1279356.0,1265271.0,1262236.0,93.8030862083918,91.1634968336332,91.1880900599383,92.4843357131703,98.3950391992101,92.9973271969712,89.1328603947682,15.0,4.0,,23.0,0.1502031999999999,0.0043749999999999,-0.0049854,0.0239536,0.0115424999999999,0.0246567,0.0204668,0.2451896999999999,0.2451896999999999,0.2451896999999999,0.2451896999999999,0.2451896999999999,0.2497135999999999,0.2497135999999999,2607733.0,2567801.0,2528480.0,2489762.0,2451636.0,2414095.0,2377128.0,,,,0.18998,0.19997,,,0.1139598,0.0917374,-0.0195592999999999,-0.0049463,0.0155769,0.0632513,0.1357346999999999,0.1965356,0.2083394999999999,0.2083394999999999,0.2083394999999999,0.2083394999999999,0.2083394999999999,0.2083394999999999,,,,449.1043,428.69994,,,-0.1743527,-0.2914280999999999,-0.2567381999999999,-0.2015586,-0.1309656,-0.1530110999999999,-0.1185025,0.14748,0.14748,0.1552117999999999,0.1552117999999999,0.1523671,0.1523671,0.1523671,578.280061647416,852.869829087223,993.086755679302,1115.76929843093,1254.67239019169,1388.09781719444,1512.74983930188,56.0802964109938,61.4085141527142,61.5853024328899,59.9698690125562,62.647921513098,64.7293520237257,84.1496200561523,,75.6940783717425,75.382128932689,59.5206994391875,75.5904040905009,84.6980435944865,82.3524933990723,79.4546360752224,12.304,11.466,11.639,11.474,10.785,10.669,10.689,10.926,0.1354782,0.0967645999999999,0.0554688,-0.0004042999999999,0.024176,-0.0363936,-0.0124167999999999,0.1489188,0.1489188,0.1489188,0.1489188,0.1489188,0.150092,0.150092
AND,Andorra,Europe & Central Asia,High income,,,,,,,,,,,,,,,3.2467200756073,3.15060997009277,2.63213046553066,2.381921736037,2.64727997779846,1.89867997169495,,,,,,,,,,,,,,,,,,422216126.281171,272687591.327234,484821990.091782,593981421.298943,275778939.21399,268353295.972631,,13.3818072686093,9.43228499707799,14.5826559404996,17.5702350620217,7.28597529959797,6.64266743694098,47.4481786008887,47.5429557758192,48.6559834582579,50.2769128681537,51.2050686907973,51.7401306025527,52.3554394786302,3218418631.67579,3155150255.91195,2891002460.29153,3324648075.56293,3380611694.73392,3785065524.84754,4039842405.48117,1.58876549046354,2.01554763848308,-11.1839399355384,8.28677879049404,9.56461225648184,2.58355480961319,3.37182032638998,55244.6554088177,57475.0692842215,52095.8414004627,59332.2029100127,68470.0759483848,71730.668682165,74939.4746038578,,,,,,,,,,,,,,,,,,,,,,28.4603950348388,32.5215915853416,23.0406088299837,24.3806762508654,13.3076613572665,21.4346319155008,,26.38,30.06,21.3,21.09,12.56,,3.56962126350976,5.15972527394617,4.19949147547107,4.71903721684595,4.3489255543822,3.91604925721237,,,,,,,,93.5,90.71869659,93.20570374,93.89749908,94.05169678,94.21499634,94.39759827,,,,,,,,,,109.914584497485,114.952794413788,103.876970793487,119.687611658415,142.426447525249,156.09725932522,155.692108667529,1.0,3.0,3.0,3.0,,,,,,,,,,,,,,,75162.0,76474.0,77380.0,78364.0,79705.0,80856.0,81938.0,,,,,0.15818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5321.83816290147,20359.8608677459,9705.35021969501,11280.6901128069,13725.6131986701,14618.5811813595,17623.0808660206,15.7132150886835,15.4352596927579,15.2605749006777,15.4117647058823,34.6414389161411,62.4106937082277,67.6767676767677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,1.0948106,1.0878297,1.0614313,1.0349829,1.0223468,0.9918577,1.1702182,0.1643323,0.1643323,0.1643323,0.1643323,0.1643323,0.1643323,0.1643323,,3.86019992828369,3.98417997360229,3.89404010772705,,,,,13702.8027322154,13914.1426572805,13855.0657916711,14828.6941032372,14687.9739775088,15284.7010578561,,90.8429581255868,93.3023091201398,98.0724675358339,100.642574267637,102.051988974133,106.846139017261,,10385286000.0,17874660000.0,19884470000.0,20667120000.0,22736555480.0,30687542545.9496,45636487406.3989,2.35729150002132,4.11928564301823,5.56735507865122,4.89230472033291,4.44591399207935,5.87184069440898,8.26261712974626,32.3591212887309,32.480344369022,34.345290333178,36.5005361093336,36.8485872897377,37.0968234502256,40.840113505519,440560108917.631,433926208304.969,357161878829.135,422441388699.796,511403403675.97,522622191967.325,552324846834.581,1.53716683173516,1.27134240761141,-8.69342617885171,4.55278571242283,7.51448425801082,4.30118228020602,3.99180705485398,77446.2269929923,79816.3010904406,66790.6822664754,68580.1485423483,75071.6586300351,77955.2951760879,79228.738801276,1.4114572,1.3982082999999998,1.0036502,1.0744083,1.133184,1.3100836,1.2599659,0.2352524999999999,0.2352524999999999,0.2352524999999999,0.2352524999999999,0.2254425,0.2254425,0.2254425,21.1611309818493,23.185328258013,22.8266562576,25.3830049451598,26.058486930344,26.6386707861598,,2.90326432456259,2.99865577867219,5.37704492826553,8.95796265725262,9.2877602243891,8.96029397394575,,7.06,7.79,9.05,8.45,,,,,,,4.8744939271255,4.58026730740353,3.06863379251996,-1.93108114782172,-2.07940317940943,0.179935336174431,5.29122604376849,1.62670837213248,1.66336510224894,98.4500017817194,99.1499979561243,100.0,100.0,100.0,100.0,100.0,,6158515.0,6256531.0,6178311.0,6160044.0,6499963.0,6873426.0,7233386.0,7424844.0,214.842134318761,209.033214126867,194.467749671801,186.30089463245,195.624592490241,199.423843889179,203.206410299544,57.0,55.0,39.0,69.0,0.8336610999999999,0.8295526,0.826942,0.8395809999999999,0.883216,0.7829522999999999,0.7886704,0.2394968999999999,0.2394968999999999,0.2394968999999999,0.2394968999999999,0.2394968999999999,0.2437075,0.2394968999999999,9346701.0,9445785.0,9401038.0,9575152.0,10074977.0,10483751.0,10986400.0,1.26389,1.31065,1.48831,1.49469,,,,1.079234,1.1457173,1.0663205999999998,1.0613347,1.0576162,1.105352,1.1257177,0.1963167999999999,0.1963167999999999,0.1963167999999999,0.1963167999999999,0.1963167999999999,0.1963167999999999,0.1963167999999999,2464.56964,2476.63113,2581.47405,2606.78477,,,,0.3893195,0.4262682,0.3974987,0.3385039999999999,0.4099029999999999,0.4492886,0.4968448,0.1459709,0.1459709,0.1534556,0.1534556,0.1507047,0.1507047,0.1507047,1529.09566701663,1977.81338448843,1478.66650469874,2580.22013645319,1626.60420961755,2119.66117852284,4192.27408432243,53.2113281680102,53.8814655213653,54.9746998074699,56.4520334436146,60.4188226013954,61.3456114422447,63.7384451086316,,154.747005019293,163.822152944853,181.29188817064,182.909355066597,185.741660982819,199.044979237546,,2.236,2.331,4.294,3.105,2.872,2.151,2.16,2.174,-0.8308639999999999,-0.8093064,-0.814912,-0.8358884999999999,-0.8265908,-0.9077037,-0.8537486999999999,0.1578319,0.1578319,0.1578319,0.1578319,0.1578319,0.1592307,0.1592307
