iso3,year,value,wb_indicator,canonical_name,var_year
CHL,2020,5.62992000579834,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
CHL,2019,5.62629985809326,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
CHL,2018,5.473060131073,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
CHN,2023,3.89714002609253,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
COL,2020,5.26166009902954,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
COL,2019,4.51068019866943,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
COL,2018,4.44910001754761,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
COM,2023,2.34146896682989,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
COM,2022,2.43164424110924,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
COM,2021,2.27485390045927,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
COM,2020,2.37805076679617,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
COD,2022,2.84466514463005,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
COD,2021,2.66048474102788,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
COD,2020,2.62263835311571,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
COG,2023,3.34005209256916,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
COG,2022,2.72738253259215,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
COG,2021,3.31281536274069,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
COG,2020,4.22208879466149,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
COG,2019,3.24716413970868,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
COG,2018,2.77167010307312,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
CRI,2023,5.31208992004395,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
CRI,2022,5.5472297668457,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
CRI,2021,6.24842977523804,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
CRI,2020,6.62899017333984,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
CRI,2019,6.73809003829956,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
CRI,2018,6.76992988586426,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
CIV,2024,3.61279988288879,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2024
CIV,2023,3.39421010017395,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
CIV,2022,3.47484993934631,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
CIV,2021,3.32717990875244,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
CIV,2020,3.78674006462097,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
CIV,2019,3.4130699634552,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
CIV,2018,3.21164989471436,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
HRV,2021,4.0916600227356,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
HRV,2020,4.40854978561401,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
HRV,2019,3.94555997848511,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
HRV,2018,3.92432999610901,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
CUB,2022,8.44086351669284,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
CUB,2021,9.3858620562531,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
CUB,2020,11.5248184008093,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
CUB,2019,9.04700486137163,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
CUB,2018,8.02498461098619,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
CUW,2024,5.44313725490196,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2024
CUW,2023,5.30074159005788,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
CUW,2022,6.08167033605813,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
CUW,2021,6.18160236726664,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
CUW,2020,7.11645238834347,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
CUW,2019,5.81155632881729,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
CUW,2018,5.93873270793721,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
CYP,2022,4.74210977554321,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
CYP,2021,5.08247995376587,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
CYP,2020,5.56462001800537,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
CYP,2019,5.16293001174927,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
CZE,2022,4.30291986465454,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
CZE,2021,4.65163993835449,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
CZE,2020,4.62503004074097,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
CZE,2019,4.46737003326416,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
CZE,2018,4.21541023254395,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
DNK,2022,6.35586023330688,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
DNK,2021,6.95915985107422,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
DNK,2020,7.38574981689453,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
DNK,2019,7.27585983276367,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
DNK,2018,7.32747983932495,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
DJI,2018,3.75143003463745,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
DMA,2024,5.38572189060925,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2024
DMA,2023,4.69423746286593,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
DMA,2022,6.04314243406571,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
DMA,2021,5.71689183034862,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
DMA,2020,4.45777988433838,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
DMA,2019,4.88721990585327,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
DMA,2018,5.1536046272165,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
DOM,2023,3.7606477375256,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
DOM,2022,3.61088872070271,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
DOM,2021,3.58043271614957,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
DOM,2020,4.51769850778985,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
DOM,2019,4.04276873126053,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
DOM,2018,3.92849467476802,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
ECU,2024,3.69074988365173,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2024
ECU,2023,3.81964993476868,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
ECU,2022,3.61301994323731,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
ECU,2021,3.65649008750915,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
ECU,2020,4.26103019714355,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
ECU,2019,4.24576997756958,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
ECU,2018,4.6250260585881,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
SLV,2024,3.31666994094849,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2024
SLV,2023,3.18734002113342,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
SLV,2022,3.26848006248474,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
SLV,2021,3.57766008377075,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
SLV,2020,3.66088008880615,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
SLV,2019,3.38710999488831,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
SLV,2018,3.60575008392334,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
EST,2022,5.20733976364136,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
EST,2021,5.21514987945557,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
EST,2020,5.44180011749268,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
EST,2019,5.16415023803711,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
EST,2018,5.13962984085083,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
SWZ,2024,6.03082905337534,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2024
SWZ,2023,5.00431592836751,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
SWZ,2022,5.57274175738511,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
SWZ,2021,5.28714899285221,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
SWZ,2020,5.32546270122803,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
SWZ,2019,5.69914824136892,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
SWZ,2018,5.73687354676617,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
ETH,2024,2.2978069565991,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2024
ETH,2023,2.9272447768927,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
ETH,2022,3.73649512188829,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
ETH,2021,4.06524874309096,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
ETH,2020,4.0905654220699,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
ETH,2019,4.48086946127054,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
ETH,2018,5.22011189522399,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
FJI,2023,4.24679790890603,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
FJI,2022,3.93839539074194,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
FJI,2021,4.8526862712935,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
FJI,2020,5.80519512902055,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
FJI,2019,5.15273175975853,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
FJI,2018,4.79706049383602,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
FIN,2022,6.37578010559082,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
FIN,2021,6.58820009231567,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
FIN,2020,6.6812801361084,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
FIN,2019,6.45300006866455,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
FIN,2018,6.31771993637085,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
FRA,2022,5.32434988021851,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
FRA,2021,5.41743993759155,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
FRA,2020,5.65871000289917,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
FRA,2019,5.36638021469116,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
FRA,2018,5.42540979385376,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
GAB,2023,2.31594287726056,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
GAB,2022,2.20773650357931,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
GAB,2021,2.7007928993976,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
GAB,2020,3.39874087928788,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
GAB,2019,2.87430983233369,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
GAB,2018,3.071542956299,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
GMB,2023,2.80838156544977,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
GMB,2022,2.89168744551701,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
GMB,2021,3.04477694635226,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
GMB,2020,2.88734569797808,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
GMB,2019,2.80809703332656,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
GMB,2018,2.36543989181519,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
GEO,2024,3.98011682083814,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2024
GEO,2023,3.70918011665344,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
GEO,2022,3.75498008728027,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
GEO,2021,3.59441995620727,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
GEO,2020,3.80951130708125,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
GEO,2019,3.82985997200012,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
GEO,2018,3.46094989776611,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
DEU,2022,5.23916006088257,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
DEU,2021,5.36734008789062,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
DEU,2020,5.51600980758667,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
DEU,2019,5.02757978439331,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
DEU,2018,4.88401985168457,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
GHA,2022,2.90963831638452,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
GHA,2021,3.4005042684722,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
GHA,2020,3.40915991351725,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
GHA,2019,3.15307114842573,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
GHA,2018,3.8861300945282,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
GRC,2022,3.37547993659973,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
GRC,2019,3.55062007904053,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
GRC,2018,3.57626008987427,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
GRD,2023,5.12544845968893,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
GRD,2022,4.03767284869161,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
GRD,2021,4.09030334217367,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
GRD,2018,3.55919341882594,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
GTM,2024,3.07588005065918,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2024
GTM,2023,3.10877990722656,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
GTM,2022,3.20787000656128,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
GTM,2021,3.09189009666443,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
GTM,2020,3.29485011100769,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
GTM,2019,3.19297003746033,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
GTM,2018,3.13193988800049,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
GIN,2023,1.72470879088585,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
GIN,2022,2.00722302981184,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
GIN,2021,2.04074820610586,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
GIN,2020,2.44806003570557,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
GIN,2019,1.85811996459961,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
GIN,2018,2.38432002067566,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
GUY,2018,4.45058012008667,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
HTI,2023,0.964648012977964,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
HTI,2022,1.02689812206798,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
HTI,2021,1.24275181117048,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
HTI,2020,1.11353641558643,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
HTI,2019,1.08414978067408,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
HTI,2018,1.63715994358063,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
HND,2023,4.54962037172702,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
HND,2022,4.48280030802056,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
HND,2021,5.88160201792279,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
HND,2020,6.09801328648889,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
HND,2019,5.98198266311593,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
HND,2018,6.05646991729736,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
HKG,2024,3.80552005767822,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2024
HKG,2023,3.80328011512756,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
HKG,2022,3.72866988182068,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
HKG,2021,4.00030994415283,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
HKG,2020,4.40563011169434,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
HKG,2019,3.81017994880676,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
HKG,2018,3.32624006271362,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
HUN,2022,3.8011999130249,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
HUN,2021,4.65407991409302,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
HUN,2020,4.12265014648438,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
HUN,2019,4.20140981674194,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
HUN,2018,4.60567998886108,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
ISL,2022,7.30798006057739,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
ISL,2021,8.2265796661377,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
ISL,2020,8.5838098526001,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
ISL,2019,7.60129976272583,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
ISL,2018,7.56350994110107,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
IND,2022,4.09865814174589,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
IND,2021,4.62949991226196,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
IND,2020,4.29335021972656,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
IND,2019,3.89732003211975,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
IND,2018,4.36374998092651,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2018
IDN,2023,1.27517088245674,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2023
IDN,2022,0.863943349575907,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2022
IDN,2021,1.03221750658374,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2021
IDN,2020,1.01593221347809,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2020
IDN,2019,0.964399077622927,SE.XPD.TOTL.GD.ZS,education_expenditure_pct_gdp,education_expenditure_pct_gdp_2019
