Country,2023,2022
United States,86301,"55,706"
United Kingdom,27624,"21,688"
France,15233,"13,940"
Germany,12650,"12,500"
Australia,8895,"9,716"
Poland,4571,"4,164"
Colombia,4010,"2,982"
Ireland,3906,"3,728"
Mexico,3758,"3,373"
Spain,3588,"3,214"
Canada,3342,"4,044"
Korea,3261,"2,910"
Netherlands,2727,"2,452"
Italy,2461,"2,403"
Romania,2334,"2,200"
