iso3,year,vc_seed_pct_gdp,vc_startup_pct_gdp,vc_later_pct_gdp,vc_total_pct_gdp,ai_investment_vc_proxy
ESP,2013,0.0020179133767346,0.0078804307631228,0.0057562269543103,0.0156545710941677,0.0156545710941677
ESP,2014,0.0011777523306235,0.0095174718078286,0.01787914711988,0.0285743712583321,0.0285743712583321
ESP,2015,0.0015395595831757,0.0280399255018223,0.0104131680586256,0.0399926531436236,0.0399926531436236
ESP,2016,0.0011852259584702,0.0160678444733653,0.0213359230500387,0.038588993481874195,0.038588993481874195
ESP,2017,0.0016905944912688,0.0213543146380684,0.0239366319214082,0.046981541050745396,0.046981541050745396
ESP,2018,0.0024925318881547,0.0267130781904446,0.0131690158175638,0.0423746258961631,0.0423746258961631
ESP,2019,0.0016722276860103,0.0238581722760033,0.0193841060796714,0.044914506041684996,0.044914506041684996
ESP,2020,0.0065025496023001,0.0321096730045472,0.0267279542063873,0.0653401768132346,0.0653401768132346
ESP,2021,0.0040113281709079,0.0324241483485509,0.0790989315095989,0.1155344080290577,0.1155344080290577
ESP,2022,0.0030167180781997,0.0328224351371937,0.0293432311424898,0.06518238435788319,0.06518238435788319
ESP,2023,0.0024495799262937,0.0280027791495784,0.0192787562814055,0.0497311153572776,0.0497311153572776
ESP,2024,0.0013413393742255,0.0335469152660473,0.0209329142072867,0.0558211688475595,0.0558211688475595
EST,2009,0.0152341034939768,0.0144511002925632,0.0028303025534559,0.0325155063399959,0.0325155063399959
EST,2010,0.0106025256889933,0.0337557148485679,0.002252103985122,0.04661034452268321,0.04661034452268321
EST,2011,0.0009138738126385,0.0072213950292809,0.0,0.0081352688419194,0.0081352688419194
EST,2012,0.003293110700084,0.0347482339846934,0.0062478426646994,0.0442891873494768,0.0442891873494768
EST,2013,0.0,0.0119343285787837,0.0156546350386317,0.027588963617415398,0.027588963617415398
EST,2014,0.0190404860118994,0.0063684662375277,0.0252334620888791,0.0506424143383062,0.0506424143383062
EST,2015,0.0007615050753397,0.0139783775392045,0.0120943663887469,0.0268342490032911,0.0268342490032911
EST,2016,0.0045067509802319,0.0174053877582244,0.0071206665487664,0.0290328052872227,0.0290328052872227
EST,2017,0.0043387587420234,0.003906939151585,0.0083133085037685,0.016559006397376896,0.016559006397376896
EST,2018,0.0137656487048565,0.0041454252900896,0.1004979311045236,0.1184090050994697,0.1184090050994697
EST,2019,0.01554283265176,0.0364389408329213,0.0400474671924363,0.0920292406771176,0.0920292406771176
EST,2020,0.043681059378212,0.0267296717421105,0.0316043842412286,0.10201511536155111,0.10201511536155111
EST,2021,0.0724188982141423,0.1931454820047913,0.2062434606753466,0.4718078408942802,0.4718078408942802
EST,2022,0.0373326543200176,0.2438816036107569,0.1348378899160484,0.4160521478468229,0.4160521478468229
EST,2023,0.0496610540999404,0.0365787799964133,0.039169022085669,0.1254088561820227,0.1254088561820227
EST,2024,0.0183649073968122,0.0949678316084064,0.0839162626311315,0.1972490016363501,0.1972490016363501
FIN,2009,0.0046705327934507,0.0279956952021491,0.0183848139042123,0.051051041899812105,0.051051041899812105
FIN,2010,0.0028435168855643,0.0347954942754256,0.0172391533052859,0.0548781644662758,0.0548781644662758
FIN,2011,0.0016554091670432,0.0258274691904472,0.0166906325708002,0.044173510928290596,0.044173510928290596
FIN,2012,0.0030387612897753,0.0305490829610322,0.0068667321547929,0.0404545764056004,0.0404545764056004
FIN,2013,0.0030855496019363,0.0330305013588512,0.0225432249033155,0.058659275864103,0.058659275864103
FIN,2014,0.0039659109105162,0.0357338432387524,0.0180789369925665,0.057778691141835106,0.057778691141835106
FIN,2015,0.0040024027641693,0.0303858934948842,0.0176616749053885,0.052049971164442,0.052049971164442
FIN,2016,0.0054191190680904,0.0332134163420641,0.0197506211797931,0.0583831565899476,0.0583831565899476
FIN,2017,0.0083338184900732,0.0380200512784391,0.0204359006675299,0.0667897704360422,0.0667897704360422
FIN,2018,0.0057145996519909,0.0452174543484679,0.0435189900365451,0.0944510440370039,0.0944510440370039
FIN,2019,0.0130057643940656,0.0390871788460834,0.0589728763912366,0.11106581963138559,0.11106581963138559
FIN,2020,0.0069396451056253,0.0581838841645965,0.1190309339194373,0.1841544631896591,0.1841544631896591
FIN,2021,0.0150920538383961,0.0595210785070506,0.0758743567350386,0.15048748908048531,0.15048748908048531
FIN,2022,0.0236285653868625,0.0587051518523185,0.0439346541499413,0.12626837138912228,0.12626837138912228
FIN,2023,0.0134443667592102,0.0401461527004593,0.0139847206286804,0.0675752400883499,0.0675752400883499
FIN,2024,0.0184398953098491,0.0525452042699293,0.0221240485910056,0.093109148170784,0.093109148170784
FRA,2009,0.0014271275529682,0.0048174413468926,0.0152943635507881,0.0215389324506489,0.0215389324506489
FRA,2010,0.0013647267225539,0.0026739705621308,0.0162796176097074,0.0203183148943921,0.0203183148943921
FRA,2011,0.0008392701527825,0.002583225457914,0.0162202629460862,0.0196427585567827,0.0196427585567827
FRA,2012,0.0009944233592308,0.0025058681787452,0.0138227658328774,0.0173230573708534,0.0173230573708534
FRA,2013,0.0018248991948398,0.0034572737692983,0.0178489371815796,0.0231311101457177,0.0231311101457177
FRA,2014,0.0019981882396439,0.0041553344356253,0.0124899714586493,0.018643494133918498,0.018643494133918498
FRA,2015,0.0038206220937158,0.0049537944651786,0.0168155478757026,0.025589964434597,0.025589964434597
FRA,2016,0.0050534887491757,0.0081088244691291,0.0134457931256393,0.026608106343944102,0.026608106343944102
FRA,2017,0.0042555762895197,0.0145623249413478,0.0210546692402741,0.0398725704711416,0.0398725704711416
FRA,2018,0.0050290058610114,0.0196848762281344,0.0226744295947163,0.0473883116838621,0.0473883116838621
FRA,2019,0.0046378391649863,0.0229575469791896,0.0379290335306292,0.0655244196748051,0.0655244196748051
FRA,2020,0.0073414657389258,0.0310230542199458,0.0245307845492883,0.0628953045081599,0.0628953045081599
FRA,2021,0.0089217818776191,0.0328603683090707,0.0604951859609616,0.1022773361476514,0.1022773361476514
FRA,2022,0.0037500832786128,0.0419598143629483,0.0720877128352323,0.11779761047679341,0.11779761047679341
FRA,2023,0.0087184635789448,0.0424165305900324,0.0270387160686663,0.0781737102376435,0.0781737102376435
FRA,2024,0.0096679494078503,0.026286653357076,0.034467235522318,0.0704218382872443,0.0704218382872443
GBR,2009,0.0006946343306005,0.019002440484034,0.0211228379148121,0.0408199127294466,0.0408199127294466
GBR,2010,0.0006513348405162,0.0157642476449131,0.0204761275953408,0.0368917100807701,0.0368917100807701
GBR,2011,0.0019796262717465,0.0152123059524652,0.0238587239275802,0.041050656151791896,0.041050656151791896
GBR,2012,0.0004231294440367,0.0239649311383975,0.0139955113255289,0.0383835719079631,0.0383835719079631
GBR,2013,0.0004375136036556,0.0193093559619917,0.0119572110150683,0.031704080580715596,0.031704080580715596
GBR,2014,0.0016243780716612,0.0171902462949465,0.020539551135949,0.0393541755025567,0.0393541755025567
GBR,2015,0.0058499416961615,0.0192383030478159,0.0256020887439118,0.0506903334878892,0.0506903334878892
GBR,2016,0.0015986704234362,0.0172969989729793,0.0177215380807103,0.036617207477125796,0.036617207477125796
GBR,2017,0.005615750435116,0.0408545322777062,0.0401240130956667,0.0865942958084889,0.0865942958084889
GBR,2018,0.003854687141712,0.0489495145568341,0.0369405386720278,0.0897447403705739,0.0897447403705739
GBR,2019,0.0067116018439948,0.0597410512548504,0.0520895269619165,0.1185421800607617,0.1185421800607617
GBR,2020,0.0077109128446174,0.0582988623580166,0.0496700696269693,0.1156798448296033,0.1156798448296033
GBR,2021,0.0093894275235146,0.0749432654364041,0.1275262147713343,0.211858907731253,0.211858907731253
GBR,2022,0.011103588066789,0.0690360048242676,0.0410507445225085,0.12119033741356511,0.12119033741356511
GBR,2023,0.0071201971300467,0.0530151946811161,0.0548655013872496,0.11500089319841239,0.11500089319841239
GBR,2024,0.0147772795830677,0.0702305656162009,0.0879011095845027,0.1729089547837713,0.1729089547837713
GRC,2009,1.066905343311966e-05,0.0017070485492991,0.0053469540299987,0.0070646716327309195,0.0070646716327309195
GRC,2010,0.0011181141722609,0.0011181141722609,0.0,0.0022362283445218,0.0022362283445218
GRC,2011,0.0024818782090968,0.0022312330830296,0.0001430151601677,0.0048561264522941,0.0048561264522941
GRC,2012,0.0,0.0,0.0,0.0,0.0
GRC,2013,0.0020306637211049,0.003712718632512,0.0020864090163361,0.007829791369953,0.007829791369953
GRC,2014,0.0014446690598416,0.0020259307467826,0.0028300896838378,0.006300689490462,0.006300689490462
GRC,2015,0.0013699504993845,0.0043872197425197,0.0136747106450271,0.0194318808869313,0.0194318808869313
GRC,2016,0.0006908248925933,0.0032092606216219,0.0008025315523061,0.0047026170665213,0.0047026170665213
GRC,2017,0.000691234242649,0.0022522476138839,0.0019036481671832,0.0048471300237161,0.0048471300237161
GRC,2018,0.0035789899321108,0.0033894882004149,0.0100541667150984,0.0170226448476241,0.0170226448476241
GRC,2019,0.0042699885189507,0.0068920966974062,0.0023220458531607,0.0134841310695176,0.0134841310695176
GRC,2020,0.0028486411327257,0.0072967853680535,0.0014623414439043,0.0116077679446835,0.0116077679446835
GRC,2021,0.0015489659108738,0.0341779517859383,2.7089295398283563e-05,0.03575400699221038,0.03575400699221038
GRC,2022,0.0035641165226644,0.0032054282789295,0.0241995996057997,0.030969144407393602,0.030969144407393602
GRC,2023,0.0018682255035018,0.0048701538207579,0.0029239742037787,0.0096623535280384,0.0096623535280384
GRC,2024,0.0011054091193169,0.0087765651997801,0.0001052305570982,0.009987204876195201,0.009987204876195201
HRV,2009,0.0,0.0,0.0,0.0,0.0
HRV,2010,0.0,0.000672402112854,0.0,0.000672402112854,0.000672402112854
HRV,2011,0.0,0.0255213111229957,0.0,0.0255213111229957,0.0255213111229957
HRV,2012,0.0,0.0146955900780019,0.0066972671559223,0.0213928572339242,0.0213928572339242
HRV,2013,0.0,0.0144846213951788,0.0,0.0144846213951788,0.0144846213951788
HRV,2014,0.0,0.0015600112593484,0.0,0.0015600112593484,0.0015600112593484
HRV,2015,0.0,0.0021752638739115,0.0,0.0021752638739115,0.0021752638739115
HRV,2016,0.0,0.0086868156668171,0.0,0.0086868156668171,0.0086868156668171
HRV,2017,0.0,0.0052819715607089,0.0,0.0052819715607089,0.0052819715607089
HRV,2018,0.0005745223544511,0.0009575372574185,0.0,0.0015320596118696,0.0015320596118696
HRV,2019,0.0013659667375879,0.0048009177603758,0.0011838378392429,0.0073507223372066,0.0073507223372066
HRV,2020,0.0056055332353292,0.0156206824636084,0.0016749817199529,0.0229011974188905,0.0229011974188905
HRV,2021,0.0069705066337985,0.0144883937982733,0.0398478218367519,0.06130672226882371,0.06130672226882371
HRV,2022,0.0081780234175624,0.0070930106281494,0.0070628101712981,0.0223338442170099,0.0223338442170099
HRV,2023,0.0030093328703127,0.0027350700390864,8.890578956093808e-05,0.005833308698960038,0.005833308698960038
HRV,2024,0.0062861749270776,0.0009546726053693,0.0105774767057628,0.0178183242382097,0.0178183242382097
HUN,2009,0.0,0.001161424781416,0.0001774840297338,0.0013389088111497999,0.0013389088111497999
HUN,2010,0.0003045352071583,0.0072848733400935,0.011343898775403,0.018933307322654802,0.018933307322654802
HUN,2011,0.0032126758967814,0.0237494598785361,0.0084666432211275,0.035428778996445,0.035428778996445
HUN,2012,0.0002815494317635,0.0276387275485819,0.0120420111063224,0.039962288086667797,0.039962288086667797
HUN,2013,0.001105939323975,0.0128015947680666,0.0137906875891084,0.02769822168115,0.02769822168115
HUN,2014,0.0026546952799206,0.0311945733949909,0.0089656693759237,0.0428149380508352,0.0428149380508352
HUN,2015,0.0037165634543892,0.033880991266896,0.0065773923658375,0.0441749470871227,0.0441749470871227
HUN,2016,0.0061972036647817,0.0299188656901114,0.0086749660758867,0.0447910354307798,0.0447910354307798
HUN,2017,0.0155748935032342,0.0237847008038319,0.0001194505729732,0.039479044880039296,0.039479044880039296
HUN,2018,0.0146157086615332,0.0344426661949251,0.0012234054187367,0.050281780275195004,0.050281780275195004
HUN,2019,0.0204648399392957,0.0526138357343844,0.0231412770120946,0.0962199526857747,0.0962199526857747
HUN,2020,0.0305240931678908,0.0430823688074618,0.0199399093337529,0.09354637130910551,0.09354637130910551
HUN,2021,0.0130803658368719,0.0337867134697769,0.0400646657037119,0.0869317450103607,0.0869317450103607
HUN,2022,0.0080731475247711,0.0291996033666284,0.012402582776065,0.0496753336674645,0.0496753336674645
HUN,2023,0.00322489076163,0.0217914557136644,0.0005052114145035,0.0255215578897979,0.0255215578897979
HUN,2024,0.0002136548773014,0.014129055305454,0.0005037982006767,0.014846508383432102,0.014846508383432102
IRL,2009,7.373777325810165e-05,0.0272114504654372,0.0188146706675753,0.0460998589062706,0.0460998589062706
IRL,2010,0.0007465091643464,0.0203433481763917,0.0095035692883623,0.0305934266291004,0.0305934266291004
IRL,2011,0.0003952419953754,0.0204299339859799,0.0144195010109945,0.0352446769923498,0.0352446769923498
IRL,2012,0.000467195880932,0.0233824404177709,0.022324957770768,0.0461745940694709,0.0461745940694709
IRL,2013,0.0005868126432501,0.0445632890559186,0.0169406423401258,0.0620907440392945,0.0620907440392945
IRL,2014,0.0001568583721671,0.0158971976486689,0.029699853004713,0.045753909025549,0.045753909025549
IRL,2015,0.0003854277790807,0.0126342423176296,0.0205919283827641,0.0336115984794744,0.0336115984794744
