iso3,year,vc_seed_pct_gdp,vc_startup_pct_gdp,vc_later_pct_gdp,vc_total_pct_gdp,ai_investment_vc_proxy
AUS,2009,0.0028367229354792,0.013110260053161,0.0364173890365584,0.0523643720251986,0.0523643720251986
AUS,2010,0.0,0.0090232403332956,0.0192448797733571,0.0282681201066527,0.0282681201066527
AUS,2011,0.0,0.0059304165221387,0.0099950840260765,0.0159255005482152,0.0159255005482152
AUS,2012,0.0009107045745471,0.0081312908441707,0.0117741091423593,0.0208161045610771,0.0208161045610771
AUS,2013,0.0007503125709998,0.0083159643285818,0.0073155475672486,0.0163818244668302,0.0163818244668302
AUS,2014,0.0012929716484058,0.0058491574570742,0.0110210440506978,0.0181631731561778,0.0181631731561778
AUS,2015,0.0026539371253977,0.0067554763191941,0.0137522196497881,0.0231616330943799,0.0231616330943799
AUS,2016,0.0022757591514939,0.0066565955181198,0.003755002599965,0.0126873572695787,0.0126873572695787
AUS,2017,0.0029858129211483,0.0071659510107559,0.0149833521133988,0.025135116045303,0.025135116045303
AUS,2018,0.0034919809746185,0.0072407252561942,0.0187437214078788,0.029476427638691502,0.029476427638691502
AUS,2019,0.0032296097184797,0.0073170845184305,0.0248276247108127,0.0353743189477229,0.0353743189477229
AUT,2009,0.002227585847206,0.0135091955929856,0.0103072915715999,0.0260440730117915,0.0260440730117915
AUT,2010,0.0020499827643532,0.0053407410800212,0.0051457101301475,0.0125364339745219,0.0125364339745219
AUT,2011,0.0023988598309635,0.0111610859793876,0.018152533346185,0.0317124791565361,0.0317124791565361
AUT,2012,0.0028983948025662,0.0077957786395293,0.0025462379388529,0.0132404113809484,0.0132404113809484
AUT,2013,0.0035651563763118,0.0040037693054346,0.0122297192778539,0.0197986449596003,0.0197986449596003
AUT,2014,0.0031049929732406,0.0051667295123024,0.0096779692592315,0.017949691744774503,0.017949691744774503
AUT,2015,0.0029550684108515,0.0135861351552373,0.0177472104593292,0.034288414025418,0.034288414025418
AUT,2016,0.0005209954759989,0.0073844065583797,0.0073313341859838,0.0152367362203624,0.0152367362203624
AUT,2017,0.0004081190574268,0.0081783764751697,0.0182737417984663,0.026860237331062797,0.026860237331062797
AUT,2018,0.000615527217876,0.0067060556746206,0.0145305140049333,0.0218520968974299,0.0218520968974299
AUT,2019,0.0009952715258241,0.0087014437709172,0.0076658520173979,0.0173625673141392,0.0173625673141392
AUT,2020,0.000353138476431,0.0106768771223647,0.0133500253495208,0.0243800409483165,0.0243800409483165
AUT,2021,0.00351291105625,0.0133613540035364,0.156744035017396,0.1736183000771824,0.1736183000771824
AUT,2022,0.0006475266797064,0.0190529006295097,0.0206493416020337,0.0403497689112498,0.0403497689112498
AUT,2023,0.0017363586939028,0.0170722381003979,0.0020518249462247,0.0208604217405254,0.0208604217405254
AUT,2024,0.001898970356398,0.0049075611054046,0.0212145570858169,0.0280210885476195,0.0280210885476195
BEL,2009,0.0018304414648243,0.0220766035246985,0.018822578986686,0.0427296239762088,0.0427296239762088
BEL,2010,0.0013817205337965,0.0186446626862686,0.0026894051833226,0.0227157884033877,0.0227157884033877
BEL,2011,0.0001602658658789,0.0200935930035588,0.0104315652744581,0.0306854241438958,0.0306854241438958
BEL,2012,0.0005802524210674,0.0147508878243813,0.0171220838009026,0.0324532240463513,0.0324532240463513
BEL,2013,0.000133800866485,0.0125019677800541,0.0155445006537396,0.0281802693002787,0.0281802693002787
BEL,2014,0.0010568997640634,0.016553050512731,0.0140400466090007,0.0316499968857951,0.0316499968857951
BEL,2015,0.0,0.0143887899728137,0.0087798761464573,0.023168666119271,0.023168666119271
BEL,2016,0.0027477160314547,0.0123843140595643,0.0241091988637251,0.0392412289547441,0.0392412289547441
BEL,2017,0.0103590150490716,0.0182728318823451,0.0187354763868122,0.047367323318228904,0.047367323318228904
BEL,2018,0.0082152007606611,0.039320821515877,0.0190568571040795,0.0665928793806176,0.0665928793806176
BEL,2019,0.0049504948644232,0.0580998833920973,0.027504304286867,0.0905546825433875,0.0905546825433875
BEL,2020,0.0054414153095512,0.0532360066239356,0.0341853139629757,0.0928627358964625,0.0928627358964625
BEL,2021,0.0035920844537811,0.0568210341793136,0.0165186249152825,0.0769317435483772,0.0769317435483772
BEL,2022,0.0035690014005238,0.0269812113557242,0.0363613598997705,0.06691157265601849,0.06691157265601849
BEL,2023,0.0038624329928842,0.0221551237778296,0.0307000987766153,0.056717655547329104,0.056717655547329104
BEL,2024,0.003654769454671,0.0472028693144902,0.029130999704304,0.0799886384734652,0.0799886384734652
BGR,2009,0.0053620729886099,0.0107652194563126,0.0065358039554517,0.0226630964003742,0.0226630964003742
BGR,2010,0.0,0.0006616944834457,0.0034172204671165,0.0040789149505622,0.0040789149505622
BGR,2011,8.4461839705998e-05,0.0002413195420171,0.004151926852359,0.004477708234082098,0.004477708234082098
BGR,2012,0.0,4.969070505520289e-05,0.0,4.969070505520289e-05,4.969070505520289e-05
BGR,2013,0.0,0.0083395505905802,0.0,0.0083395505905802,0.0083395505905802
BGR,2014,0.002741672215876,0.0020990084221834,0.0003141984288143,0.0051548790668737,0.0051548790668737
BGR,2015,0.000163915745002,0.0118459504815396,0.0065566298000824,0.018566496026624,0.018566496026624
BGR,2016,0.0021551452162426,0.0093389626037182,0.0,0.0114941078199608,0.0114941078199608
BGR,2017,0.0064342453022769,0.0015923372419796,0.0,0.0080265825442565,0.0080265825442565
BGR,2018,0.0060437911877696,0.0012834136994429,0.0,0.0073272048872125,0.0073272048872125
BGR,2019,0.0028348146569509,0.0023650640118405,0.0,0.0051998786687914005,0.0051998786687914005
BGR,2020,0.0056174367185651,0.0051404895845219,0.0015710923533252,0.012329018656412201,0.012329018656412201
BGR,2021,0.0124899500676173,0.0125132927045496,0.0,0.025003242772166902,0.025003242772166902
BGR,2022,0.0060755330091563,0.0076942277833317,0.0,0.013769760792488001,0.013769760792488001
BGR,2023,0.000950361595649,0.0178807577540843,0.0070432353810877,0.025874354730820996,0.025874354730820996
BGR,2024,0.0019052778350844,0.0018931144143686,0.024559470469928,0.028357862719381,0.028357862719381
CAN,2009,0.0011285953619334,0.0274715664760236,0.0303922699575039,0.058992431795460896,0.058992431795460896
CAN,2010,0.000982384844287,0.0262194175328542,0.0380660772201384,0.0652678795972796,0.0652678795972796
CAN,2011,0.0014083487910561,0.0230310826152684,0.0540165597872182,0.0784559911935427,0.0784559911935427
CAN,2013,0.004344636516578,0.0472502709721561,0.0338153234493275,0.0854102309380616,0.0854102309380616
CAN,2014,0.0068772340167799,0.0484186986271832,0.0354327276694634,0.0907286603134265,0.0907286603134265
CAN,2015,0.007795304761693,0.0612107455154141,0.0347789845910748,0.1037850348681819,0.1037850348681819
CAN,2016,0.0103837647137725,0.0765057194160812,0.0617239241985403,0.148613408328394,0.148613408328394
CAN,2017,0.0111628608068337,0.0941033354301759,0.0629367942647224,0.168202990501732,0.168202990501732
CAN,2018,0.0130682476710741,0.0764558597633907,0.0659233329752937,0.1554474404097585,0.1554474404097585
CAN,2019,0.0148350131092336,0.1174815753384146,0.0909260359800127,0.2232426244276609,0.2232426244276609
CAN,2020,0.0157764604176036,0.0829949561375115,0.0814581188434866,0.1802295353986017,0.1802295353986017
CAN,2021,0.0347096642203724,0.2434591570617702,0.194257620563757,0.4724264418458996,0.4724264418458996
CAN,2022,0.0356220422160673,0.1413418608074637,0.1511611287563392,0.3281250317798702,0.3281250317798702
CAN,2023,0.0380609404030848,0.1078204797531622,0.081615281064813,0.22749670122106,0.22749670122106
CAN,2024,0.0210307113707006,0.1075738089008599,0.0711505205374938,0.1997550408090543,0.1997550408090543
CHE,2009,0.0017092547821346,0.0289129105902173,0.013834780317538,0.0444569456898899,0.0444569456898899
CHE,2010,0.0014862103571256,0.0209441454321618,0.0132509216314212,0.035681277420708604,0.035681277420708604
CHE,2011,0.001332385411167,0.0266027581452879,0.0068496779203907,0.0347848214768456,0.0347848214768456
CHE,2012,0.0023516675131905,0.0066684653641898,0.0119051013033212,0.0209252341807015,0.0209252341807015
CHE,2013,0.001526105393502,0.013332514115218,0.0136702591214313,0.0285288786301513,0.0285288786301513
CHE,2014,0.0006395486986614,0.0117811504221493,0.0155123253646378,0.0279330244854485,0.0279330244854485
CHE,2015,0.0007827561538962,0.0245789847242236,0.0216879449930087,0.0470496858711285,0.0470496858711285
CHE,2016,0.0009664755222752,0.0193762456214779,0.0316690788986358,0.0520118000423889,0.0520118000423889
CHE,2017,0.0020494502735845,0.0245564872013103,0.0207621760151277,0.0473681134900225,0.0473681134900225
CHE,2018,0.0052051368646286,0.0510971572493705,0.0120111590508067,0.0683134531648058,0.0683134531648058
CHE,2019,0.0033529054181143,0.0501659961518472,0.0171940962997239,0.0707129978696854,0.0707129978696854
CHE,2020,0.0134673287010909,0.0511221873916889,0.0167909395163291,0.08138045560910889,0.08138045560910889
CHE,2021,0.0067905894250313,0.0446115014708415,0.0428355073194267,0.0942375982152995,0.0942375982152995
CHE,2022,0.0071416716159006,0.0562073090059412,0.0436443413132613,0.10699332193510311,0.10699332193510311
CHE,2023,0.0067918672116262,0.0366138416185108,0.0448400482161334,0.08824575704627041,0.08824575704627041
CHE,2024,0.0126740356290635,0.0452368128656778,0.0595521995279367,0.11746304802267801,0.11746304802267801
CZE,2009,0.0,0.0,0.000115061530729,0.000115061530729,0.000115061530729
CZE,2010,0.0,0.008249704497242,0.0,0.008249704497242,0.008249704497242
CZE,2011,0.0,0.0016344703527711,0.0004414723970318,0.0020759427498028998,0.0020759427498028998
CZE,2012,0.0,7.785820699378424e-05,0.0031297252471055,0.003207583454099284,0.003207583454099284
CZE,2013,0.0016221414730516,0.0006470074087909,0.0004987674793381,0.0027679163611806,0.0027679163611806
CZE,2014,0.0,0.0030241500393895,0.0016377059637193,0.0046618560031088,0.0046618560031088
CZE,2015,0.000699861217746,0.0021729280950256,4.1069601832760686e-05,0.0029138589146043606,0.0029138589146043606
CZE,2016,0.0004773411777085,0.003944076516956,0.0,0.0044214176946645,0.0044214176946645
CZE,2017,0.001741189865363,0.0013728264317867,0.0,0.0031140162971497,0.0031140162971497
CZE,2018,0.0005391556522286,0.0053716530579459,0.0,0.005910808710174501,0.005910808710174501
CZE,2019,0.0024273764933449,0.0045618823713475,0.0057237566572476,0.01271301552194,0.01271301552194
CZE,2020,0.0015705912846741,0.0044466593624408,0.0020011788840752,0.0080184295311901,0.0080184295311901
CZE,2021,0.0020636343544394,0.0362587198326837,0.0068875204516492,0.0452098746387723,0.0452098746387723
CZE,2022,0.0035908026802934,0.0077788891660995,0.0140680140759744,0.0254377059223673,0.0254377059223673
CZE,2023,0.0014803217020891,0.0027526830166821,0.0147749256624447,0.0190079303812159,0.0190079303812159
CZE,2024,0.0022670709892357,0.0019443460205637,0.0023600076993057,0.0065714247091050995,0.0065714247091050995
DEU,2009,0.0021646216985961,0.0119974369579572,0.0113681140178485,0.025530172674401802,0.025530172674401802
DEU,2010,0.0018953947887618,0.0123829691247035,0.0113362862232445,0.0256146501367098,0.0256146501367098
DEU,2011,0.0015086157773533,0.012917107035428,0.0110875531663909,0.025513275979172197,0.025513275979172197
DEU,2012,0.001129517266568,0.0115088382815344,0.0080111941594353,0.020649549707537698,0.020649549707537698
DEU,2013,0.0014898162517437,0.0126940553125547,0.0099343762320105,0.0241182477963089,0.0241182477963089
DEU,2014,0.0010850151685175,0.0128469302620148,0.0086415248895075,0.0225734703200398,0.0225734703200398
DEU,2015,0.0014203041802049,0.0166820938773587,0.0119852663165047,0.030087664374068304,0.030087664374068304
DEU,2016,0.0017869870407034,0.0185774167867443,0.0224974099442071,0.0428618137716548,0.0428618137716548
DEU,2017,0.0028430128831707,0.0249698456872432,0.0133870829958703,0.0411999415662842,0.0411999415662842
DEU,2018,0.0020731434719172,0.0256205053152104,0.0153452086138863,0.0430388574010139,0.0430388574010139
DEU,2019,0.00422750564643,0.0303715212809347,0.0247593391950704,0.0593583661224351,0.0593583661224351
DEU,2020,0.0034923193152353,0.0352322848413558,0.0151195243967042,0.053844128553295297,0.053844128553295297
DEU,2021,0.0056919430897943,0.038961440983752,0.0673894707863016,0.11204285485984791,0.11204285485984791
DEU,2022,0.0067040374233953,0.0414249664561897,0.0365266084686344,0.08465561234821939,0.08465561234821939
DEU,2023,0.003903091977185,0.0281990061739744,0.0247445068445686,0.056846604995727995,0.056846604995727995
DEU,2024,0.0042092903178872,0.0295592532542826,0.0347410567967139,0.0685096003688837,0.0685096003688837
DNK,2009,0.0029282904103118,0.01983795376769,0.0097534556066991,0.0325196997847009,0.0325196997847009
DNK,2010,0.0027927091467237,0.0124645604573383,0.0102741581667896,0.0255314277708516,0.0255314277708516
DNK,2011,0.0021093024181311,0.0167331766129796,0.0338317497666346,0.0526742287977453,0.0526742287977453
DNK,2012,0.0001648087356639,0.0162108852480722,0.0102389196208997,0.026614613604635802,0.026614613604635802
DNK,2013,0.0008346814045921,0.0191379393457826,0.0034282711057739,0.0234008918561486,0.0234008918561486
DNK,2014,0.0008073652634997,0.0207037346503828,0.0041009935305259,0.0256120934444084,0.0256120934444084
DNK,2015,0.0005631598147112,0.0074822251664696,0.0195315067451007,0.0275768917262815,0.0275768917262815
DNK,2016,0.0025474032174261,0.0195870494270556,0.0127912652672766,0.0349257179117583,0.0349257179117583
DNK,2017,0.0015361621345225,0.0162374529114182,0.0170457409140924,0.034819355960033105,0.034819355960033105
DNK,2018,0.0154879567697355,0.0339568304054023,0.0521342554790948,0.1015790426542326,0.1015790426542326
DNK,2019,0.0033591300752355,0.0595421323347218,0.0375258630418622,0.1004271254518195,0.1004271254518195
DNK,2020,0.0048360433611928,0.0240054143696977,0.0537358092611819,0.08257726699207239,0.08257726699207239
DNK,2021,0.0087462652132638,0.1317565573277318,0.1060782903141444,0.24658111285514,0.24658111285514
DNK,2022,0.0149976315869537,0.0459088348167359,0.026069869042877,0.08697633544656659,0.08697633544656659
DNK,2023,0.0217672204271314,0.0839180678231581,0.0420879082062138,0.1477731964565033,0.1477731964565033
DNK,2024,0.0162445659811133,0.0812288132082538,0.027613473693234,0.1250868528826011,0.1250868528826011
ESP,2009,0.0019221049981452,0.0110078517079533,0.0050631157140679,0.0179930724201664,0.0179930724201664
ESP,2010,0.001429708242923,0.0113226220014218,0.0107974689056542,0.023549799149999,0.023549799149999
ESP,2011,0.0018850831716815,0.0105949259233976,0.0145594778715889,0.027039486966667997,0.027039486966667997
ESP,2012,0.0019154369459651,0.0116364789710182,0.0065348024117891,0.0200867183287724,0.0200867183287724
