iso3,entity_type,pais_original,year,scale,framework,total_score,government,technology_sector,data_infrastructure,vision,governance_ethics,digital_capacity,adaptability,dim_size_maturity,size,maturity,innovation_capacity,human_capital,infrastructure,data_availability,data_representativeness,ranking_detail
COL,pais,Colombia,2021,0-100,3_pillars_10_dims,58.91032079,73.03005438,34.65873328,69.04217471,100.0,76.17579,52.8778775,63.06655,18.44246336,18.44246336,,44.76631493,40.76742154,56.98051955,77.376674,72.76933056,
ISL,pais,Iceland,2021,0-100,3_pillars_10_dims,58.52549589,49.97365529,50.72969361,74.87313877,0.0,60.5335325,59.90248533,79.45860333,32.15812348,32.15812348,,70.54970631,49.48125104,51.86298476,82.60046538,90.15596618,
IDN,pais,Indonesia,2021,0-100,3_pillars_10_dims,58.13597168,73.05164917,40.95895465,60.39731122,100.0,63.21877,56.03354,72.95428667,25.51291861,25.51291861,,53.3572533,44.00669203,38.03948569,80.346382,62.80606598,
URY,pais,Uruguay,2021,0-100,3_pillars_10_dims,57.92660526,69.48173,31.63116711,72.66691867,100.0,55.86418,56.15372,65.90902,25.01176866,25.01176866,,40.70009187,29.18164079,54.30172201,82.066182,81.63285199,
OMN,pais,Oman,2021,0-100,3_pillars_10_dims,57.25811351,63.01486979,34.98535728,73.77411347,50.0,64.6895425,63.25933,74.11060667,19.90916063,19.90916063,,46.70201618,38.34489501,60.40492721,80.051305,80.86610821,
GRC,pais,Greece,2021,0-100,3_pillars_10_dims,56.22319444,52.54341,43.33541875,72.79075455,50.0,55.5725575,43.80417917,60.79690333,30.92335716,30.92335716,,46.19726923,52.88562986,59.25249724,78.67674442,80.443022,
IND,pais,India,2021,0-100,3_pillars_10_dims,56.10603803,73.25807458,48.04415459,47.01588493,100.0,64.088365,57.74315,71.20078333,34.99927557,34.99927557,,53.14318329,55.99000492,37.08459626,62.12683846,41.83622005,
SRB,pais,Serbia,2021,0-100,3_pillars_10_dims,55.9756157,68.15432354,36.34816007,63.4243635,100.0,58.3797825,49.253385,64.98412667,21.06861769,21.06861769,,48.53023135,39.44563116,35.74719119,78.568216,75.9576833,
TUR,pais,Turkey,2021,0-100,3_pillars_10_dims,55.48568205,71.41239146,39.05315931,55.99149538,100.0,61.7681625,56.5889,67.29250333,27.13259304,27.13259304,,45.74980368,44.2770812,37.26715034,56.74985862,73.95747718,
ARG,pais,Argentina,2021,0-100,3_pillars_10_dims,54.35665427,64.86036479,33.62326077,64.58633725,100.0,48.0264325,48.91609,62.49893667,23.23066003,23.23066003,,43.43795857,34.20116371,38.29274355,81.37778,74.08848821,
BHR,pais,Bahrain,2021,0-100,3_pillars_10_dims,53.53874411,51.46084649,31.5376487,77.61773716,0.0,59.95601429,69.588855,76.29851667,30.39350342,30.39350342,,33.49672513,30.72271755,66.12791011,79.67534,87.04996136,
ROU,pais,Romania,2021,0-100,3_pillars_10_dims,53.22358321,52.08561271,37.49964582,70.0854911,50.0,56.928275,41.7304425,59.68373333,27.80743581,27.80743581,,43.31463522,41.37686644,59.28929441,78.31007651,72.65710237,
BRN,pais,Brunei Darussalam,2021,0-100,3_pillars_10_dims,52.92662721,41.04797504,43.50380837,74.22809821,0.0,22.9715225,65.95782767,75.26255,29.23925335,29.23925335,,51.96300521,49.30916654,48.39271801,87.1998225,87.09175412,
MUS,pais,Mauritius,2021,0-100,3_pillars_10_dims,52.71322634,68.52355201,33.81802847,55.79809854,100.0,60.58181,52.5512725,60.96112556,22.60965708,22.60965708,,45.98503621,32.85939213,36.14740846,56.83961,74.40727716,
THA,pais,Thailand,2021,0-100,3_pillars_10_dims,52.62806047,45.45380479,41.21915346,71.21122316,0.0,57.5780125,56.274,67.96320667,25.80571121,25.80571121,,59.31864527,38.53310392,61.00285301,79.30665,73.32416647,
MEX,pais,Mexico,2021,0-100,3_pillars_10_dims,52.62055216,54.69832333,40.22111569,62.94221746,50.0,57.07139,51.63803,60.08387333,27.38813233,27.38813233,,46.66960241,46.60561234,36.10643051,77.42796323,75.29225862,
HRV,pais,Croatia,2021,0-100,3_pillars_10_dims,52.29801885,48.70074347,36.48164072,71.71167234,50.0,55.2929275,41.0537375,48.45630889,26.00055112,26.00055112,,43.19512308,40.24924796,60.00339426,77.97858954,77.15303323,
VNM,pais,Viet Nam,2021,0-100,3_pillars_10_dims,51.81976952,70.80847458,32.78299682,51.86783715,100.0,59.4168475,56.0153175,67.80173333,23.06653945,23.06653945,,43.83652975,31.44592126,38.26219589,53.24962,64.09169557,
KWT,pais,Kuwait,2021,0-100,3_pillars_10_dims,50.96595392,46.53480063,34.36816068,71.99490046,0.0,54.880685,65.76558417,65.49293333,32.00198879,32.00198879,,39.53243443,31.57005883,59.40363879,68.95,87.6310626,
UKR,pais,Ukraine,2021,0-100,3_pillars_10_dims,50.57953842,52.363005,38.18769946,61.18791081,50.0,51.2268575,48.0464325,60.17873,27.00343339,27.00343339,,44.13802689,43.42163811,36.64375462,74.80053,72.11944781,
EGY,pais,Egypt,2021,0-100,3_pillars_10_dims,49.75186942,62.71826833,35.17151838,51.36582156,100.0,34.3209725,50.6528875,65.89921333,15.63336299,15.63336299,,44.93504399,44.94614816,33.90108072,71.19791385,48.9984701,
KAZ,pais,Kazakhstan,2021,0-100,3_pillars_10_dims,48.42782516,48.80436604,32.38406477,64.09504466,0.0,60.9131075,65.60724,68.69711667,15.19720316,15.19720316,,44.11568956,37.8393016,36.01867729,79.45692,76.80953668,
AZE,pais,Azerbaijan,2021,0-100,3_pillars_10_dims,48.26467933,50.59965917,33.85716915,60.33720967,0.0,62.345815,66.049685,74.00313667,13.94143746,13.94143746,,54.93373391,32.69633607,39.80654792,74.78898974,66.41609134,
ZAF,pais,South Africa,2021,0-100,3_pillars_10_dims,48.23683389,40.91705458,39.13712123,64.65632586,0.0,55.22487,45.369975,63.07337333,26.43813056,26.43813056,,52.38122824,38.5920049,57.43916967,65.961652,70.56815591,
FJI,pais,Fiji,2021,0-100,3_pillars_10_dims,48.16911225,44.5725542,37.99072766,61.94405489,0.0,46.71577583,61.13913542,70.43530556,22.94562011,22.94562011,,63.83266505,27.19389781,39.48626448,72.51345682,73.83244338,
SYC,pais,Seychelles,2021,0-100,3_pillars_10_dims,47.47717158,41.28188583,33.82346778,67.32616112,0.0,30.09391,61.76,73.27363333,25.09249051,25.09249051,,44.73766733,31.64024551,60.07476974,74.5775525,,
PHL,pais,Philippines,2021,0-100,3_pillars_10_dims,47.204124,41.96891479,37.1990219,62.44443532,0.0,55.35513,47.5667225,64.95380667,23.97298994,23.97298994,,50.18052382,37.44355194,54.85721588,70.97502,61.50107008,
IRN,pais,Iran,2021,0-100,3_pillars_10_dims,46.2258541,36.41610868,35.19978636,67.06166726,0.0,54.7420425,47.99831,42.92408222,15.61321609,15.61321609,,37.5968965,52.38924648,53.74093951,77.97146,69.47260227,
BLR,pais,Belarus,2021,0-100,3_pillars_10_dims,46.19630163,39.88792698,34.29852077,64.40245714,0.0,48.95824875,50.65809727,59.9353619,21.55624573,21.55624573,,37.62122081,43.71809576,40.82165536,73.64053277,78.7451833,
CRI,pais,Costa Rica,2021,0-100,3_pillars_10_dims,46.18967035,40.63989583,34.56711652,63.3619987,0.0,52.723525,46.003895,63.83216333,27.3101434,27.3101434,,44.80273585,31.5884703,41.97833353,69.489838,78.61782457,
MNE,pais,Montenegro,2021,0-100,3_pillars_10_dims,46.09707305,40.71351333,34.61281161,62.96489421,0.0,49.323295,46.251915,67.27884333,26.52823655,26.52823655,,44.76638887,32.54380942,40.32593133,76.163568,72.4051833,
ARM,pais,Armenia,2021,0-100,3_pillars_10_dims,45.92539398,43.10368917,31.13789199,63.53460079,0.0,50.1570275,56.2217025,66.03602667,19.82907298,19.82907298,,45.25227355,28.33232943,38.58811841,80.03300067,71.9826833,
TUN,pais,Tunisia,2021,0-100,3_pillars_10_dims,45.71261411,50.22096076,36.309979,50.60690255,50.0,55.65711,45.3350675,49.89166556,21.80800152,21.80800152,,45.00586541,42.11607009,32.99624904,58.471848,60.35261061,
KEN,pais,Kenya,2021,0-100,3_pillars_10_dims,45.53691503,57.14643958,28.74595369,50.7183518,50.0,58.741755,55.06523,64.77877333,12.6612531,12.6612531,,49.74512753,23.83148045,33.58379943,63.11528877,55.4559672,
GEO,pais,Georgia,2021,0-100,3_pillars_10_dims,45.41491686,44.19947932,29.21881213,62.82645912,0.0,58.16444,49.38834727,69.24513,17.24147041,17.24147041,,42.0509427,28.36402329,37.73996607,81.724228,69.0151833,
JOR,pais,Jordan,2021,0-100,3_pillars_10_dims,44.37804843,38.26335222,38.30935729,56.56143577,0.0,43.1903675,51.0696625,58.79337889,22.53448223,22.53448223,,48.10201402,44.29157562,35.19172521,65.643338,68.84924411,
MKD,pais,North Macedonia,2021,0-100,3_pillars_10_dims,43.72643901,40.79491842,31.07816973,59.30622889,0.0,55.8059675,47.68034,59.69336619,22.10759858,22.10759858,,39.32991988,31.79699073,33.45373444,73.97976892,70.4851833,
PAN,pais,Panama,2021,0-100,3_pillars_10_dims,42.98152532,38.24936083,29.96639584,60.72881928,0.0,44.0762725,45.3328575,63.58831333,24.78787456,24.78787456,,41.38975776,23.72155521,36.59618742,70.304544,75.28572643,
ALB,pais,Albania,2021,0-100,3_pillars_10_dims,42.89921225,41.47314583,28.53876492,58.68572598,0.0,52.5251425,50.0010075,63.36643333,16.97289248,16.97289248,,41.84559869,26.79780359,29.68918942,80.14030523,66.2276833,
MAR,pais,Morocco,2021,0-100,3_pillars_10_dims,42.37957443,42.13237729,31.73915044,53.26719556,0.0,56.184015,45.7880475,66.55744667,20.35633639,20.35633639,,45.86033761,29.0007773,35.85871032,63.637336,60.30554035,
BRB,pais,Barbados,2021,0-100,3_pillars_10_dims,42.19622123,35.38889979,31.06401583,60.13574807,0.0,27.37798833,44.91553084,69.26208,27.7870161,27.7870161,,41.0270803,24.37795109,40.11122956,60.77425269,79.52176197,
MDA,pais,Republic of Moldova,2021,0-100,3_pillars_10_dims,41.70704681,40.02719958,29.79987371,55.29406713,0.0,53.285505,48.1233,58.69999333,18.28252974,18.28252974,,38.10970031,33.00739108,33.53366583,61.69085228,70.6576833,
JAM,pais,Jamaica,2021,0-100,3_pillars_10_dims,41.49969775,36.76335014,31.67647978,56.05926333,0.0,41.9048575,48.5703075,56.57823556,22.85985307,22.85985307,,48.00577438,24.16381188,32.83826051,58.58858738,76.75094209,
LKA,pais,Sri Lanka,2021,0-100,3_pillars_10_dims,41.1170847,34.83594986,32.54292112,55.97238313,0.0,48.97724,50.323845,40.04271444,21.90273188,21.90273188,,41.283318,34.44271349,35.31994044,60.210006,72.38720296,
DOM,pais,Dominican Republic,2021,0-100,3_pillars_10_dims,40.88594812,41.25281792,24.56753429,56.83749215,0.0,53.832505,50.39820333,60.78056333,15.01506686,15.01506686,,40.17528438,18.51225162,34.2131372,61.69365231,74.60568694,
TTO,pais,Trinidad and Tobago,2021,0-100,3_pillars_10_dims,40.77693238,34.63273729,28.77842335,58.91963649,0.0,37.57667,41.3667025,59.58757667,24.58690297,24.58690297,,35.03269512,26.71567196,54.35904685,40.226972,82.17289063,
PER,pais,Peru,2021,0-100,3_pillars_10_dims,40.55691787,38.24457292,29.52295949,53.90322122,0.0,47.43403,47.145585,58.39867667,18.57697536,18.57697536,,35.86700151,34.12490161,32.38526146,70.346698,58.97770419,
GHA,pais,Ghana,2021,0-100,3_pillars_10_dims,40.19417706,41.78334188,24.75280282,54.04638649,0.0,58.984875,43.6781625,64.47033,8.162368964,8.162368964,,42.16603253,23.93000696,30.98997105,63.899822,67.24936643,
UZB,pais,Uzbekistan,2021,0-100,3_pillars_10_dims,40.13268957,37.94991174,31.31962244,51.12853453,0.0,52.49241,48.8278725,50.47936445,14.35861128,14.35861128,,38.62747516,40.97278088,29.48504147,71.76135533,52.1392068,
LBN,pais,Lebanon,2021,0-100,3_pillars_10_dims,39.66701083,38.2293609,33.47262343,47.29904815,50.0,40.8056425,32.8048,29.30700111,17.63370146,17.63370146,,41.18950981,41.59465901,30.13603892,40.67825354,71.08285199,
ECU,pais,Ecuador,2021,0-100,3_pillars_10_dims,39.19079497,35.42017813,26.12325577,56.02895101,0.0,40.298995,43.6640875,57.71763,17.2994905,17.2994905,,33.8411233,27.2291535,31.51297493,64.51458123,72.05929688,
BIH,pais,Bosnia and Herzegovina,2021,0-100,3_pillars_10_dims,38.67179055,31.04537988,27.10038805,57.86960373,0.0,38.0852,36.8711395,49.22518,18.31103625,18.31103625,,32.29342022,30.69670767,33.26356605,65.67006185,74.6751833,
SUR,pais,Suriname,2021,0-100,3_pillars_10_dims,38.58378245,24.9674703,26.62357079,64.16030627,0.0,42.03210269,34.00997648,23.82780205,18.75656172,18.75656172,,40.42573149,20.68841915,54.83830821,66.25663743,71.38597318,
TJK,pais,Tajikistan,2021,0-100,3_pillars_10_dims,38.48615463,35.85400625,26.2897616,53.31469605,0.0,40.235145,37.0864,66.09448,9.954519827,9.954519827,,39.18204883,29.73271615,43.11710886,58.93804262,57.88893668,
DZA,pais,Algeria,2021,0-100,3_pillars_10_dims,37.92372769,32.96002743,29.57411441,51.23704122,0.0,41.970695,38.4277025,51.44171222,11.14934247,11.14934247,,42.67395538,34.89904539,34.15408419,56.925036,62.63200348,
KGZ,pais,Kyrgyzstan,2021,0-100,3_pillars_10_dims,37.60655564,35.15789896,23.62062675,54.04114121,0.0,45.8502275,36.848285,57.93308333,11.30660295,11.30660295,,35.48292335,24.07235394,28.78769695,74.61179,58.72393668,
MDV,pais,Maldives,2021,0-100,3_pillars_10_dims,37.46980713,29.59328333,16.08446391,66.73167416,0.0,17.65,43.53,57.19313333,24.11858625,24.11858625,,,8.050341569,58.07032915,85.44469333,56.68,
PRY,pais,Paraguay,2021,0-100,3_pillars_10_dims,37.347056,35.32188606,22.44868617,54.27059576,0.0,47.6296575,37.87698675,55.7809,13.68967665,13.68967665,,32.31725804,21.33912384,29.13791054,63.06595908,70.60791767,
MNG,pais,Mongolia,2021,0-100,3_pillars_10_dims,37.19721197,33.45120229,27.23745049,50.90298313,0.0,39.735515,37.7248775,56.34441667,17.94259864,17.94259864,,36.24219355,27.5275593,30.92089315,53.338404,68.44965224,
IRQ,pais,Iraq,2021,0-100,3_pillars_10_dims,36.93068457,25.50789267,31.26790425,54.0162568,0.0,28.250505,40.61473125,33.16633444,15.64962795,15.64962795,,39.25032604,38.90375877,33.37088911,56.04308323,72.63479805,
CIV,pais,Côte D'Ivoire,2021,0-100,3_pillars_10_dims,36.70624068,38.72628917,22.29222149,49.10021139,0.0,53.2441725,39.6794575,61.98152667,11.04963303,11.04963303,,36.86708855,18.9599429,29.05562463,59.797376,58.44763355,
LCA,pais,Saint Lucia,2021,0-100,3_pillars_10_dims,36.60854493,28.22205475,27.52783286,54.07574719,0.0,36.97210269,36.36497648,39.55113983,21.46934793,21.46934793,,40.42573149,20.68841915,30.88140586,57.37236252,73.97347318,
GAB,pais,Gabon,2021,0-100,3_pillars_10_dims,36.50752942,32.39631474,26.50296402,50.6233095,0.0,38.31845375,37.61058188,53.65622333,20.631614,20.631614,,38.82066948,20.05660859,34.35052417,42.2501444,75.26925993,
SEN,pais,Senegal,2021,0-100,3_pillars_10_dims,36.33866393,39.47343729,28.31373279,41.22882171,0.0,46.09159,44.6158725,67.18628667,17.14008121,17.14008121,,44.49818333,23.30293382,28.79071352,33.98732352,60.90842808,
BWA,pais,Botswana,2021,0-100,3_pillars_10_dims,36.32851619,36.27311333,28.18160819,44.53082705,0.0,35.2432225,43.2878075,66.56142333,17.69944528,17.69944528,,40.66953985,26.17583945,30.04476513,43.890852,59.65686401,
BGD,pais,Bangladesh,2021,0-100,3_pillars_10_dims,36.09945532,40.21389292,25.09883801,42.98563502,0.0,54.80686,45.858775,60.18993667,10.14998704,10.14998704,,36.30824667,28.83828032,25.84726214,57.61349231,45.49615062,
CPV,pais,Cabo Verde,2021,0-100,3_pillars_10_dims,36.0725509,36.46299223,23.35131389,48.40334658,0.0,38.7997875,39.33093477,67.72124667,16.21179548,16.21179548,,33.25134253,20.59080367,30.6158526,58.01024266,56.58394449,
RWA,pais,Rwanda,2021,0-100,3_pillars_10_dims,35.15812223,44.43941931,27.02921825,34.00572912,0.0,47.9694,64.370275,65.41800222,8.728454267,8.728454267,,52.30020515,20.05899535,26.34811806,43.13443843,32.53463087,
NGA,pais,Nigeria,2021,0-100,3_pillars_10_dims,35.15364591,35.53463833,26.31931877,43.60698062,0.0,52.56581,36.79255,52.78019333,10.75440058,10.75440058,,37.73993253,30.4636232,27.07964448,51.6133762,52.12792117,
LAO,pais,Lao People's Democratic Republic,2021,0-100,3_pillars_10_dims,34.93069603,29.22001236,24.69076183,50.8813139,0.0,41.5432675,35.2381675,40.09861444,16.581787,16.581787,,32.2033284,25.28717009,47.4004265,42.91650545,62.32700976,
HND,pais,Honduras,2021,0-100,3_pillars_10_dims,34.91378879,30.6483746,25.58434149,48.50865028,0.0,36.087335,28.69236675,57.81379667,18.80429356,18.80429356,,36.49789375,21.45083714,27.5482734,59.41079736,58.56688007,
PNG,pais,Papua New Guinea,2021,0-100,3_pillars_10_dims,34.75322378,35.49750177,27.8340035,40.92816607,0.0,42.64476375,39.73426667,59.61097667,18.89669235,18.89669235,,39.70818635,24.89713182,24.82273672,34.95834268,63.00341882,
PAK,pais,Pakistan,2021,0-100,3_pillars_10_dims,34.02797097,39.58095354,34.99819959,27.50475977,0.0,41.4579825,54.097675,62.76815667,15.34134159,15.34134159,,46.69170828,42.96154888,28.02114256,34.30313677,20.19,
BTN,pais,Bhutan,2021,0-100,3_pillars_10_dims,34.02464587,36.52318843,26.15023957,39.40050961,0.0,40.493878,49.2210715,56.37780422,12.63479166,12.63479166,,43.31071867,22.50520838,32.76942216,49.59352077,35.8385859,
KHM,pais,Cambodia,2021,0-100,3_pillars_10_dims,33.35277841,32.65941576,22.53072093,44.86819854,0.0,40.1265525,40.454475,50.05663556,11.39416248,11.39416248,,35.79556136,20.40243894,30.40015365,52.270002,51.93443996,
NAM,pais,Namibia,2021,0-100,3_pillars_10_dims,33.13770727,30.49499514,22.96894607,45.94918059,0.0,25.8139125,41.6095225,54.55654556,16.17000353,16.17000353,,29.84548648,22.8913482,32.12897513,32.65417668,73.06438997,
TZA,pais,United Republic of Tanzania,2021,0-100,3_pillars_10_dims,32.69103588,39.90270021,22.98932404,35.18108337,0.0,46.65321,50.0784375,62.87915333,8.924085926,8.924085926,,42.9060092,17.137877,23.39625383,33.87615612,48.27084018,
TGO,pais,Togo,2021,0-100,3_pillars_10_dims,32.67579787,32.66993468,20.71119437,44.64626458,0.0,42.17368229,40.21755522,48.2885012,8.80658651,8.80658651,,35.96046743,17.36652916,41.9358901,44.18095215,47.82195148,
SLV,pais,El Salvador,2021,0-100,3_pillars_10_dims,32.41093072,26.1608566,23.68641565,47.38551991,0.0,22.59398,28.95787975,53.09156667,16.65218699,16.65218699,,33.22192062,21.18513933,32.31512814,53.944502,55.89692958,
BLZ,pais,Belize,2021,0-100,3_pillars_10_dims,32.27647959,27.9709974,22.56850821,46.28993318,0.0,34.6060635,23.37070008,53.907226,20.59330847,20.59330847,,28.67565623,18.43655992,28.86540394,47.38801708,62.61637852,
GTM,pais,Guatemala,2021,0-100,3_pillars_10_dims,32.25324754,24.2979924,23.28008407,49.18166615,0.0,13.00315,30.91088625,53.27793333,16.1352874,16.1352874,,37.70219862,16.00276618,30.50130536,64.012162,53.03153111,
BFA,pais,Burkina Faso,2021,0-100,3_pillars_10_dims,32.24337189,35.70797369,21.31261674,39.70952525,0.0,45.47294,36.66751143,60.69144333,7.791472638,7.791472638,,37.60693364,18.53944394,18.67653185,57.59270067,42.85934324,
NPL,pais,Nepal,2021,0-100,3_pillars_10_dims,31.92381466,33.27806125,24.4664062,38.02697654,0.0,44.5364425,33.0744125,55.50139,9.529374387,9.529374387,,38.55375167,25.31609253,26.72907375,38.111,49.24085587,
CMR,pais,Cameroon,2021,0-100,3_pillars_10_dims,31.88317068,34.57563333,23.77342706,37.30045164,0.0,46.45304,34.4586,57.39089333,10.63419087,10.63419087,,37.27268003,23.41341027,22.10796207,29.30412,60.48927285,
UGA,pais,Uganda,2021,0-100,3_pillars_10_dims,31.75694309,35.96645479,22.19552307,37.10885141,0.0,38.7121725,43.30287,61.85077667,5.722548827,5.722548827,,39.05604251,21.80797787,22.38221422,29.30510205,59.63923795,
BOL,pais,Bolivia,2021,0-100,3_pillars_10_dims,31.62091026,23.49901573,21.49053223,49.87318283,0.0,8.1183325,31.40768708,54.47004333,15.47949406,15.47949406,,27.70075607,21.29134657,29.11733121,55.58833877,64.91387852,
NIC,pais,Nicaragua,2021,0-100,3_pillars_10_dims,31.57349015,30.40754044,22.45148964,41.86144037,0.0,34.355005,32.22236675,55.05279,16.59170672,16.59170672,,31.90716769,18.85559449,26.96965938,39.53933582,59.0753259,
MMR,pais,Myanmar,2021,0-100,3_pillars_10_dims,31.56724078,24.79639344,27.54240591,42.362923,0.0,32.66476375,41.24176667,25.27904333,11.84540361,11.84540361,,39.70097601,31.08083812,30.99958653,44.24153806,51.84764442,
ZMB,pais,Zambia,2021,0-100,3_pillars_10_dims,31.21443781,35.08367917,21.93263441,36.62699985,0.0,50.914925,31.383445,58.03634667,7.490236225,7.490236225,,38.82772503,19.47994198,23.97346871,30.99402585,54.913505,
VEN,pais,Venezuela,2021,0-100,3_pillars_10_dims,30.53735761,18.77371507,22.43890267,50.39945509,0.0,35.4489625,21.3375,18.30839778,20.6099876,20.6099876,,21.05980624,25.64691419,30.07781493,56.58225569,64.53829465,
GMB,pais,Gambia,2021,0-100,3_pillars_10_dims,30.45293732,28.73078688,20.29234494,42.33568014,0.0,42.4269225,30.4268806,42.06934444,6.392871632,6.392871632,,35.52697388,18.95718931,27.76893186,59.091296,40.14681258,
COG,pais,Congo,2021,0-100,3_pillars_10_dims,30.419714,30.49026012,20.96616681,39.80271505,0.0,37.75836933,30.15282627,54.04984489,11.79950683,11.79950683,,32.86590736,18.23308625,22.85348058,37.39393436,59.16073022,
CUB,pais,Cuba,2021,0-100,3_pillars_10_dims,30.37906954,20.75486435,29.67096768,40.71137658,0.0,23.92210269,32.79461933,26.30273538,21.7118183,21.7118183,,42.11602143,25.18506332,24.69098381,27.87001536,69.57313056,
MLI,pais,Mali,2021,0-100,3_pillars_10_dims,30.13971936,31.81294708,22.00065569,36.60555531,0.0,37.08495,35.682465,54.48437333,10.41173984,10.41173984,,37.7756158,17.81461142,21.49467866,36.726498,51.59548928,
LSO,pais,Lesotho,2021,0-100,3_pillars_10_dims,29.84210131,23.2597128,20.77556826,45.49102287,0.0,39.2194875,29.05268702,24.76667667,11.16574013,11.16574013,,34.7085213,16.45244335,40.47037369,44.45446469,51.54823022,
SWZ,pais,Eswatini,2021,0-100,3_pillars_10_dims,29.75608844,28.58509805,21.52538216,39.15778509,0.0,22.9297825,33.33953727,58.07107245,12.71290893,12.71290893,,31.63991453,20.22332301,22.62320544,42.22870535,52.62144449,
MRT,pais,Mauritania,2021,0-100,3_pillars_10_dims,29.6239225,25.74254284,21.53654416,41.59268051,0.0,34.825065,28.64763746,39.49746889,11.45469512,11.45469512,,26.9456718,26.20926554,25.7973736,42.29243772,56.68823022,
MDG,pais,Madagascar,2021,0-100,3_pillars_10_dims,29.5299684,31.16055849,20.44270645,36.98664025,0.0,39.70868229,31.852055,53.08149667,7.736615638,7.736615638,,34.30577459,19.28572913,38.74892126,22.77357954,49.43741994,
SLE,pais,Sierra Leone,2021,0-100,3_pillars_10_dims,29.39077071,32.59032079,19.6524166,35.92957475,0.0,40.20368229,32.92838855,57.22921231,5.147332266,5.147332266,,36.28196181,17.52795572,21.85591627,39.97907985,45.95372814,
ZWE,pais,Zimbabwe,2021,0-100,3_pillars_10_dims,29.14901401,26.45496813,22.28272396,38.70934995,0.0,27.928655,27.3114675,50.57975,10.94191576,10.94191576,,28.72103003,27.18522608,25.92289986,34.51975431,55.6853957,
BEN,pais,Benin,2021,0-100,3_pillars_10_dims,28.7305943,34.76075444,21.60838924,29.82263921,0.0,53.1660425,42.5825775,43.29439778,9.351700747,9.351700747,,35.12207003,20.35139693,23.56418169,29.5672628,36.33647315,
LBR,pais,Liberia,2021,0-100,3_pillars_10_dims,28.13823481,31.71777912,19.72336411,32.97356121,0.0,36.30618229,35.95838855,54.60654564,7.162499661,7.162499661,,36.28196181,15.72563085,16.74617258,39.91763159,42.25687947,
ETH,pais,Ethiopia,2021,0-100,3_pillars_10_dims,27.9477856,34.65174188,20.5724471,28.61916782,0.0,40.446905,37.8912525,60.26881,6.26686999,6.26686999,,33.11674594,22.33372536,17.20327414,33.43545492,35.21877439,
NER,pais,Niger,2021,0-100,3_pillars_10_dims,27.80891145,33.31036245,20.09102384,30.02534806,0.0,36.71618229,36.63338855,59.89187897,6.87474562,6.87474562,,36.28196181,17.1163641,16.79188419,36.22237615,37.06178383,
GIN,pais,Guinea,2021,0-100,3_pillars_10_dims,27.54707074,27.77520834,22.21981923,32.64618465,0.0,38.3376275,34.40306143,38.36014444,6.784938681,6.784938681,,44.1644885,15.7100305,25.22723981,30.76940062,41.94191352,
MOZ,pais,Mozambique,2021,0-100,3_pillars_10_dims,26.23467412,32.27862063,17.59720136,28.82820036,0.0,37.2652175,36.021665,55.8276,7.21460212,7.21460212,,33.6969764,11.88002556,18.51972899,24.93125358,43.0336185,
SDN,pais,Sudan,2021,0-100,3_pillars_10_dims,25.91396992,24.83117079,21.61876464,31.29197435,0.0,42.63368229,35.92838855,20.76261231,3.806449371,3.806449371,,36.28196181,24.76788274,20.37537189,31.524618,41.97593315,
HTI,pais,Haiti,2021,0-100,3_pillars_10_dims,25.13503439,24.24280794,14.67388414,36.48841109,0.0,33.273165,21.45820008,42.23986667,13.60117307,13.60117307,,14.00544023,16.41503911,21.07836392,33.85799082,54.52887852,
MWI,pais,Malawi,2021,0-100,3_pillars_10_dims,24.84849018,28.57099729,18.42597412,27.54849913,0.0,29.2582375,29.017295,56.00845667,6.756224825,6.756224825,,32.9552385,15.56645903,16.85996082,26.34072662,39.44480994,
AFG,pais,Afghanistan,2021,0-100,3_pillars_10_dims,24.37809891,25.67053333,9.229463696,38.2342997,0.0,1.733333333,41.18,59.7688,3.408398662,3.408398662,,,15.05052873,19.43539397,69.49750513,25.77,
TCD,pais,Chad,2021,0-100,3_pillars_10_dims,24.00477702,27.58348187,14.41182161,30.01902758,0.0,41.2146125,29.1738561,39.94545889,6.903323829,6.903323829,,21.72551458,14.60662643,14.59319198,34.82443928,40.63945148,
BDI,pais,Burundi,2021,0-100,3_pillars_10_dims,23.7171165,28.39722633,19.05772835,23.69639483,0.0,35.2426275,33.07730893,45.26896889,4.615588902,4.615588902,,35.43375048,17.12384568,18.43565267,22.76541986,29.88811196,
COD,pais,Democratic Republic of the Congo,2021,0-100,3_pillars_10_dims,23.32239331,27.45853922,16.7226113,25.7860294,0.0,32.812575,30.06588855,46.95569333,2.36187738,2.36187738,,32.70560958,15.10034693,16.52565449,28.39233577,32.44009793,
AGO,pais,Angola,2021,0-100,3_pillars_10_dims,22.86557857,27.30429614,13.8571604,27.43527918,0.0,32.0173425,35.7152765,41.48456556,9.926893836,9.926893836,,18.80990925,12.83467811,16.88076998,22.74261973,42.68244784,
CAF,pais,Central African Republic,2021,0-100,3_pillars_10_dims,20.73444159,15.01155412,19.21036877,27.98140187,0.0,9.686182293,30.95255522,19.40747897,5.623513635,5.623513635,,36.28196181,15.72563085,15.83182798,23.63792615,44.47445148,
YEM,pais,Yemen,2021,0-100,3_pillars_10_dims,17.92941373,15.84583278,17.91432,20.0280884,0.0,28.67647,15.01836333,19.68849778,6.815920097,6.815920097,,27.536243,19.39079691,17.26316116,32.32610404,10.495,
