iso3,entity_type,pais_original,year,scale,framework,total_score,government,technology_sector,data_infrastructure,vision,governance_ethics,digital_capacity,adaptability,dim_size_maturity,size,maturity,innovation_capacity,human_capital,infrastructure,data_availability,data_representativeness,ranking_detail
PAN,pais,Panama,2020,0-100,3_pillars_10_dims,39.59053136,35.51011129,29.82755612,53.43392667,0.0,44.77377341,52.8,44.46667175,22.72014916,22.72014916,,38.73360913,28.02891008,48.67788834,61.88889168,49.735,
PRY,pais,Paraguay,2020,0-100,3_pillars_10_dims,35.14489848,31.03133482,19.4561487,54.94721192,0.0,48.43215831,42.56333333,33.12984765,4.341848138,4.341848138,,30.03226213,23.99433583,36.18427742,59.44235833,69.215,
PER,pais,Peru,2020,0-100,3_pillars_10_dims,36.57407952,31.66103661,25.5939655,52.46723645,0.0,43.54153119,45.63,37.47261524,8.233478599,8.233478599,,34.07526515,34.47315277,40.98920936,66.5025,49.91,
PHL,pais,Philippines,2020,0-100,3_pillars_10_dims,42.94447096,36.76552273,37.29968341,54.76820675,0.0,52.18012912,47.56,47.3219618,23.58818935,23.58818935,,47.06378747,41.24707339,43.75532026,70.9243,49.625,
POL,pais,Poland,2020,0-100,3_pillars_10_dims,62.41629586,64.82341328,41.50369099,80.9217833,100.0,55.76142029,52.64333333,50.8888995,27.83313185,27.83313185,,44.36466039,52.31328074,76.19368323,70.99166668,95.58,
PRT,pais,Portugal,2020,0-100,3_pillars_10_dims,63.9195424,71.53050301,49.27593167,70.95219252,100.0,55.39358615,69.48333333,61.24509257,35.04135678,35.04135678,,51.36950522,61.41693302,59.91267774,74.25389981,78.69,
QAT,pais,Qatar,2020,0-100,3_pillars_10_dims,56.77969578,52.96134033,37.79354001,79.58420701,0.0,62.73176535,80.79,68.32359597,18.03199003,18.03199003,,53.61311237,41.73551763,83.80095111,74.49466993,80.457,
KOR,pais,Republic of Korea,2020,0-100,3_pillars_10_dims,77.6948025,81.55809036,61.93398239,89.59233477,100.0,85.61875061,76.53444444,64.07916639,44.32451486,44.32451486,,73.04659065,68.43084166,86.13383786,92.93316644,89.71,
MDA,pais,Republic of Moldova,2020,0-100,3_pillars_10_dims,41.73921877,33.14589,28.71147716,63.36028915,0.0,50.8905058,43.78666667,37.90638754,13.02738726,13.02738726,,34.35640796,38.75063625,43.40294246,74.37292499,72.305,
ROU,pais,Romania,2020,0-100,3_pillars_10_dims,50.78196751,44.99838553,37.74752038,69.59999662,50.0,52.05577615,38.70666667,39.23109929,25.64972933,25.64972933,,39.45284846,48.13998336,75.34762318,62.99236667,70.46,
RUS,pais,Russian Federation,2020,0-100,3_pillars_10_dims,60.84733342,66.43804583,44.6082768,71.49567765,100.0,57.93346848,59.72333333,48.09538149,16.8454069,16.8454069,,49.13770746,67.84171604,47.23897461,76.90805833,90.34,
RWA,pais,Rwanda,2020,0-100,3_pillars_10_dims,39.56687138,49.37315598,25.05890003,44.26855815,0.0,57.90689918,76.11333333,63.47239139,3.411714836,3.411714836,,48.05407568,23.71090957,36.43178277,44.28889167,52.085,
KNA,pais,Saint Kitts and Nevis,2020,0-100,3_pillars_10_dims,40.3876546,31.93752264,28.19633536,61.02910581,0.0,37.25381003,40.54083333,49.9554472,21.71162611,21.71162611,,33.14115945,29.7362205,52.58773409,64.03833333,66.46125,
LCA,pais,Saint Lucia,2020,0-100,3_pillars_10_dims,35.03930525,28.36659983,26.76954695,49.98176897,0.0,36.59039037,33.92666667,42.94934229,16.56449936,16.56449936,,36.16553842,27.57860306,38.57836525,49.96444167,61.4025,
VCT,pais,Saint Vincent and the Grenadines,2020,0-100,3_pillars_10_dims,35.71748051,29.55784983,23.75473573,53.83985596,0.0,38.41539037,36.86666667,42.94934229,10.05888763,10.05888763,,33.62671651,27.57860306,42.60373453,57.51333334,61.4025,
WSM,pais,Samoa,2020,0-100,3_pillars_10_dims,32.32739111,25.12583333,32.17715678,39.67918322,0.0,12.23333333,26.47,61.8,12.24776149,12.24776149,,62.1,22.18370884,28.4837331,50.87463334,,
SAU,pais,Saudi Arabia,2020,0-100,3_pillars_10_dims,56.22593722,50.98662488,44.56159825,73.12958852,0.0,63.34969495,72.67666667,67.92013792,23.46219377,23.46219377,,52.31008317,57.91251782,80.77389438,69.77987118,68.835,
SEN,pais,Senegal,2020,0-100,3_pillars_10_dims,36.93644097,35.17615267,24.91550177,50.71766847,0.0,44.75409023,47.98,47.97052047,11.69183013,11.69183013,,38.1543989,24.90027628,38.04578039,50.61222501,63.495,
SRB,pais,Serbia,2020,0-100,3_pillars_10_dims,53.43131781,62.50589765,32.83900018,64.9490556,100.0,52.00478219,49.76666667,48.25214174,18.09448151,18.09448151,,42.21090077,38.21161826,42.23550012,69.18166668,83.43,
SYC,pais,Seychelles,2020,0-100,3_pillars_10_dims,45.11696962,41.82884316,31.942577,61.57948871,0.0,45.76141081,61.76,59.79396184,19.53704166,19.53704166,,41.01333934,35.27735001,45.80379965,77.35517777,,
SLE,pais,Sierra Leone,2020,0-100,3_pillars_10_dims,26.45187084,21.33203546,18.50541338,39.51816368,0.0,12.46238869,37.5275,35.33825317,2.682928173,2.682928173,,31.74045444,21.09285753,27.0484466,33.88104444,57.625,
SGP,pais,Singapore,2020,0-100,3_pillars_10_dims,78.70445636,93.82877729,64.68084527,77.60374653,100.0,91.58461487,93.82,89.91049429,44.94526619,44.94526619,,68.70443472,80.3928349,65.66123958,83.5,83.65,
SVK,pais,Slovakia,2020,0-100,3_pillars_10_dims,58.15951208,62.59998007,39.59310581,72.28545035,100.0,53.64962389,48.78333333,47.96696307,32.68367288,32.68367288,,47.25155538,38.84408918,54.07788781,77.27346323,85.505,
SVN,pais,Slovenia,2020,0-100,3_pillars_10_dims,55.98646971,52.78341372,43.25621217,71.91978322,50.0,54.71596184,51.12,55.29769306,24.17209513,24.17209513,,53.81966071,51.77688067,58.30003211,72.81431757,84.645,
SLB,pais,Solomon Islands,2020,0-100,3_pillars_10_dims,24.82111056,15.84583333,23.93612222,34.68137612,0.0,2.033333333,32.35,29.0,4.636616213,4.636616213,,55.3,11.87175043,26.65256335,42.71018889,,
ZAF,pais,South Africa,2020,0-100,3_pillars_10_dims,48.2496896,36.87982515,35.64683845,72.22240521,0.0,51.90986916,50.59333333,45.01609809,15.60227275,15.60227275,,47.28709871,44.05114389,74.83665732,67.55555833,74.275,
ESP,pais,Spain,2020,0-100,3_pillars_10_dims,68.04127646,68.1666029,50.48215724,85.47506924,100.0,58.48289659,59.85333333,54.33018168,45.36364377,45.36364377,,47.78340739,58.29942055,81.99431431,85.20089341,89.23,
LKA,pais,Sri Lanka,2020,0-100,3_pillars_10_dims,36.24239982,24.01070977,27.98203933,56.73445037,0.0,16.65,37.69333333,41.69950574,16.4393603,16.4393603,,37.04209409,30.46466359,29.90376777,63.61458334,76.685,
SDN,pais,Sudan,2020,0-100,3_pillars_10_dims,26.35366016,19.90880846,21.62507064,37.52710136,0.0,16.31279136,35.03113095,28.29131153,2.657192897,2.657192897,,30.96378648,31.25423256,28.43171797,40.96458612,43.185,
SUR,pais,Suriname,2020,0-100,3_pillars_10_dims,35.45630679,19.26909983,23.44345786,63.65636269,0.0,11.94039037,30.78666667,34.34934229,10.63623209,10.63623209,,32.11553842,27.57860306,67.43880475,62.12778333,61.4025,
SWE,pais,Sweden,2020,0-100,3_pillars_10_dims,78.77185699,78.26153643,65.44033645,92.61369808,100.0,62.21754694,79.48,71.34859877,42.01716855,42.01716855,,79.29338216,75.01045864,93.76898724,90.03710701,94.035,
CHE,pais,Switzerland,2020,0-100,3_pillars_10_dims,69.21928355,51.59125008,65.15480698,90.91179357,0.0,59.8237309,67.58,78.96126944,44.9167672,44.9167672,,75.90333046,74.64432328,92.69064125,85.88973947,94.155,
SYR,pais,Syrian Arab Republic,2020,0-100,3_pillars_10_dims,19.32991694,13.52520473,17.35296728,27.11157882,0.0,9.601470618,25.25666667,19.24268164,4.630671305,4.630671305,,19.78900824,27.63922228,24.34098648,27.59874999,29.395,
TJK,pais,Tajikistan,2020,0-100,3_pillars_10_dims,35.00657888,32.79517444,24.31583541,47.9087268,0.0,42.5351448,43.40333333,45.24221961,4.090057142,4.090057142,,37.36019968,31.4972494,34.29173595,51.26444445,58.17,
THA,pais,Thailand,2020,0-100,3_pillars_10_dims,48.15556385,38.69853699,40.75564827,65.0125063,0.0,43.35301311,59.00333333,52.43780152,21.33215965,21.33215965,,52.42964703,48.50513813,48.57696058,64.43055833,82.03,
TLS,pais,Timor-Leste,2020,0-100,3_pillars_10_dims,33.35090245,26.96914623,22.40037286,50.68318827,0.0,25.61226345,44.18055556,38.0837659,5.127035382,5.127035382,,34.90857898,27.16550421,31.9153529,56.02778333,64.10642857,
TGO,pais,Togo,2020,0-100,3_pillars_10_dims,30.31833945,25.95578546,21.72987651,43.26935637,0.0,23.68738869,43.9975,36.13825317,5.027121768,5.027121768,,35.12684259,25.03566516,27.55376078,40.48930833,61.765,
TON,pais,Tonga,2020,0-100,3_pillars_10_dims,33.9968729,24.34583333,32.45056005,45.19422532,0.0,6.933333333,37.65,52.8,14.72117754,14.72117754,,61.4,21.2305026,37.81160621,52.57684443,,
TTO,pais,Trinidad and Tobago,2020,0-100,3_pillars_10_dims,41.24250672,30.1234814,24.11217127,69.49186748,0.0,36.73167121,44.28,39.48225441,12.77090803,12.77090803,,30.18735472,29.37825106,75.54616075,59.76944168,73.16,
TUN,pais,Tunisia,2020,0-100,3_pillars_10_dims,44.38582431,44.88157739,34.09404458,54.18185095,50.0,47.49960966,39.58333333,42.44336659,20.95135533,20.95135533,,38.83153198,42.49924644,44.10721119,61.55334168,56.885,
TUR,pais,Turkey,2020,0-100,3_pillars_10_dims,46.010238,43.02539619,35.46456476,59.54075307,0.0,58.71816265,61.90416667,51.47925545,17.62635636,17.62635636,,42.40562631,46.3617116,47.2618342,63.185425,68.175,
UGA,pais,Uganda,2020,0-100,3_pillars_10_dims,30.90189558,31.8136013,19.46646176,41.42562367,0.0,36.74217334,48.06666667,42.44556521,1.924343235,1.924343235,,36.80185028,19.67319177,27.98283766,38.55403334,57.74,
UKR,pais,Ukraine,2020,0-100,3_pillars_10_dims,48.90066262,47.0743219,35.59682765,64.03083831,50.0,51.26935707,47.40333333,39.6245972,22.87074035,22.87074035,,41.52613699,42.39360561,41.35306493,66.56445,84.175,
ARE,pais,United Arab Emirates,2020,0-100,3_pillars_10_dims,72.39516242,82.53429302,51.88065702,82.77053723,100.0,63.31201193,88.248,78.57716017,30.99236962,30.99236962,,63.7003207,60.94928075,88.8611906,78.00542108,81.445,
GBR,pais,United Kingdom,2020,0-100,3_pillars_10_dims,81.12392339,83.25363588,65.64208452,94.47604977,100.0,89.48203737,75.94666667,67.58583949,57.23872764,57.23872764,,66.46175103,73.22577489,91.3581493,98.695,93.375,
TZA,pais,United Republic of Tanzania,2020,0-100,3_pillars_10_dims,32.77809792,33.07706874,20.56835097,44.68887407,0.0,40.05820951,47.80333333,44.44673211,0.6980016777,0.6980016777,,38.44616699,22.56088423,24.92218053,42.01944167,67.125,
USA,pais,United States of America,2020,0-100,3_pillars_10_dims,85.47916278,89.18199516,77.55153282,89.70396034,100.0,92.65674454,88.83333333,75.23790277,81.64574981,81.64574981,,79.90191216,71.1069365,90.40688103,89.545,89.16,
URY,pais,Uruguay,2020,0-100,3_pillars_10_dims,55.56530745,63.84158035,27.13472872,75.71961328,100.0,54.10168086,54.62,46.64464054,15.92140724,15.92140724,,34.25537373,31.2274052,78.14272316,77.96111668,71.055,
UZB,pais,Uzbekistan,2020,0-100,3_pillars_10_dims,37.17078668,38.03919785,27.66210382,45.81105838,0.0,52.99523327,56.40833333,42.75322479,9.444141176,9.444141176,,39.2357555,34.30641479,35.17998347,45.02319167,57.23,
VUT,pais,Vanuatu,2020,0-100,3_pillars_10_dims,28.11128001,19.24916667,25.06568351,40.01898986,0.0,3.266666667,33.53,40.2,8.377813083,8.377813083,,61.1,5.719237435,33.71391307,46.32406666,,
VEN,pais,Venezuela,2020,0-100,3_pillars_10_dims,26.27039998,9.945672924,18.12190931,50.74361769,0.0,12.53396193,14.45,12.79872977,5.450147806,5.450147806,,22.17273901,26.74284111,29.89848642,50.56736667,71.765,
VNM,pais,Viet Nam,2020,0-100,3_pillars_10_dims,42.82388161,39.00429986,29.76706185,59.70028312,0.0,53.10434702,53.21333333,49.69951908,20.16445471,20.16445471,,41.2928003,27.84393053,42.64418267,62.54166668,73.915,
YEM,pais,Yemen,2020,0-100,3_pillars_10_dims,19.07215615,15.17353806,16.26680991,25.77612049,0.0,29.15147062,18.0,13.54268164,3.922118931,3.922118931,,17.23908851,27.63922228,19.22348648,28.70987499,29.395,
ZMB,pais,Zambia,2020,0-100,3_pillars_10_dims,32.05329986,30.02713565,22.97654959,43.15621434,0.0,44.59492491,36.38,39.1336177,4.874245229,4.874245229,,36.59210948,27.46329406,29.56600136,38.54764166,61.355,
ZWE,pais,Zimbabwe,2020,0-100,3_pillars_10_dims,27.3212745,17.88797071,22.22714513,41.84870766,0.0,23.45615552,21.72,26.37572734,9.03012654,9.03012654,,28.98530952,28.66599933,30.910298,40.27582499,54.36,
USA,pais,United States of America,2021,0-100,3_pillars_10_dims,88.15961153,88.4581425,83.30771897,92.71297313,100.0,94.506745,77.574275,81.75155,87.03540992,87.03540992,,85.94556552,76.94218146,91.22011525,93.722476,93.19632813,
SGP,pais,Singapore,2021,0-100,3_pillars_10_dims,82.45681323,94.87694458,66.69260177,85.80089333,100.0,93.764615,91.7675,93.97566333,50.94478069,50.94478069,,72.49403741,76.6389872,78.92691956,87.860915,90.61484544,
GBR,pais,United Kingdom,2021,0-100,3_pillars_10_dims,81.25074503,85.68940396,67.25632469,90.80650644,100.0,91.0920375,73.030805,78.63477333,53.22665422,53.22665422,,73.04819682,75.49412303,81.02026993,97.15592865,94.24332074,
FIN,pais,Finland,2021,0-100,3_pillars_10_dims,79.23374229,88.44736792,63.85213601,85.40172295,100.0,90.873745,76.63082,86.28490667,38.52152296,38.52152296,,79.61434429,73.42054079,76.0155501,86.7685175,93.42110124,
NLD,pais,Netherlands,2021,0-100,3_pillars_10_dims,78.50681097,80.42401396,66.17470313,88.92171583,100.0,65.632545,72.8676875,83.19582333,48.83455802,48.83455802,,78.4494389,71.24011246,84.03827322,92.27842096,90.44845332,
SWE,pais,Sweden,2021,0-100,3_pillars_10_dims,78.1646107,80.759755,67.37248085,86.36159625,100.0,65.6150475,77.2642325,80.15974,42.80626949,42.80626949,,83.20107472,76.11009835,77.79439299,91.40569327,89.88470247,
CAN,pais,Canada,2021,0-100,3_pillars_10_dims,77.73085276,84.36103375,63.75410312,85.07742142,100.0,88.91851,69.489845,79.03578,51.68484321,51.68484321,,68.39784514,71.17962101,76.18723137,88.63912654,90.40590635,
DEU,pais,Germany,2021,0-100,3_pillars_10_dims,77.26444673,78.04322271,67.68410138,86.0660161,100.0,66.1719025,66.918455,79.08253333,46.89915858,46.89915858,,81.39671559,74.75642998,80.60421428,90.5190725,87.07476152,
DNK,pais,Denmark,2021,0-100,3_pillars_10_dims,76.95991775,83.49694967,63.23844189,84.1443617,100.0,88.1915925,62.9694095,82.82679667,42.19538622,42.19538622,,78.78813263,68.73180681,71.07807552,91.99530712,89.35970247,
KOR,pais,Republic of Korea,2021,0-100,3_pillars_10_dims,76.54734155,85.26555604,58.4863105,85.89015813,100.0,88.42375,75.0132375,77.62523667,39.72290766,39.72290766,,74.09260408,61.64341975,75.57737352,96.149702,85.94339886,
FRA,pais,France,2021,0-100,3_pillars_10_dims,76.41358024,82.09731063,60.61032769,86.5331024,100.0,87.10395,64.3025625,76.98273,47.01784464,47.01784464,,68.80227992,66.01085852,78.70295515,88.68630423,92.21004782,
JPN,pais,Japan,2021,0-100,3_pillars_10_dims,76.17752679,81.89842771,59.31174815,87.3224045,100.0,87.966395,60.6948925,78.93242333,42.93408289,42.93408289,,77.89236289,57.10879867,81.76234706,93.0584975,87.14636894,
NOR,pais,Norway,2021,0-100,3_pillars_10_dims,76.13517078,84.242891,59.25352368,84.90909767,100.0,89.30555,65.26375733,82.40225667,38.10961085,38.10961085,,72.57927656,67.07168361,72.1828471,90.25088712,92.29355878,
AUS,pais,Australia,2021,0-100,3_pillars_10_dims,75.40980096,83.79237875,57.07186627,85.36515786,100.0,88.5528625,68.1813225,78.43533,35.06520704,35.06520704,,68.91070466,67.2396871,72.2589055,88.12722423,95.70934385,
CHN,pais,China,2021,0-100,3_pillars_10_dims,74.42075762,83.7872901,61.32953978,78.14544298,100.0,88.010445,76.22246875,70.91624667,61.41940369,61.41940369,,64.1785296,58.39068603,81.42393276,76.42788692,76.58450927,
LUX,pais,Luxembourg,2021,0-100,3_pillars_10_dims,73.37376397,82.66669883,50.65529621,86.79929686,100.0,68.712055,73.61689033,88.33785,35.68329998,35.68329998,,63.92638048,52.35620817,80.77155514,87.91027667,91.71605878,
IRL,pais,Ireland,2021,0-100,3_pillars_10_dims,72.79927998,74.696885,61.11201516,82.58893979,100.0,59.57089,60.63695,78.5797,52.17927778,52.17927778,,66.80492076,64.35184695,74.95002886,80.67287135,92.14391917,
TWN,pais,Taiwan,2021,0-100,3_pillars_10_dims,71.97943147,77.59488359,59.41924204,78.92416879,100.0,59.39872,74.47132768,76.50948667,41.43291985,41.43291985,,70.48558359,66.33922269,54.2326008,90.81588458,91.724021,
ARE,pais,United Arab Emirates,2021,0-100,3_pillars_10_dims,71.59684283,79.41127701,53.32882013,82.05043133,100.0,67.6520125,76.08274667,73.91034889,36.71543248,36.71543248,,66.08018501,57.19084291,75.0712183,81.45001,89.63006569,
ISR,pais,Israel,2021,0-100,3_pillars_10_dims,70.00840751,64.63928271,65.86633892,79.51960091,50.0,64.0521175,69.00933,75.49568333,51.44476813,51.44476813,,88.82685,57.32739862,70.51411126,80.48337,87.56132148,
EST,pais,Estonia,2021,0-100,3_pillars_10_dims,69.18310231,77.64502625,49.45723473,80.44704594,100.0,67.1828,68.116695,75.28061,32.20427484,32.20427484,,62.0118871,54.15554225,67.76250888,85.299962,88.27866692,
CHE,pais,Switzerland,2021,0-100,3_pillars_10_dims,68.56419978,52.30475813,67.59781312,85.79002809,0.0,61.86623,61.5113025,85.8415,46.49015494,46.49015494,,78.82418048,77.47910394,77.10883802,87.137965,93.12328125,
NZL,pais,New Zealand,2021,0-100,3_pillars_10_dims,68.08408201,66.0657925,53.16461862,85.02183491,50.0,62.2958975,71.4278525,80.53942,31.24826184,31.24826184,,66.99126323,61.25433078,69.13959275,89.81024,96.11567197,
AUT,pais,Austria,2021,0-100,3_pillars_10_dims,68.07358716,63.09391979,58.5386354,82.58820628,50.0,62.3011275,59.704475,80.37007667,41.42871439,41.42871439,,70.95238378,63.23480805,67.70778738,90.10019,89.95664147,
ESP,pais,Spain,2021,0-100,3_pillars_10_dims,67.67652903,71.86805229,49.84342107,81.31811372,100.0,60.7128975,57.906165,68.85314667,36.96224594,36.96224594,,55.73467743,56.83333985,66.26827867,89.98164173,87.70442076,
QAT,pais,Qatar,2021,0-100,3_pillars_10_dims,67.18031989,79.55623792,43.02239859,78.96232317,100.0,64.856765,72.63061,80.73757667,30.85730796,30.85730796,,56.54647126,41.66341656,64.22082071,78.8376175,93.82853129,
ITA,pais,Italy,2021,0-100,3_pillars_10_dims,67.07136413,72.74953021,48.1888239,80.2757383,100.0,83.0462425,45.962445,61.98943333,32.58938934,32.58938934,,55.37187666,56.6052057,69.41910215,83.0370825,88.37103024,
BEL,pais,Belgium,2021,0-100,3_pillars_10_dims,66.16481528,59.06667238,58.54179724,80.88597621,50.0,60.64429,53.2819095,72.34049,42.89282722,42.89282722,,72.70341567,60.02914883,65.3226389,80.79086692,96.54442282,
CZE,pais,Czech Republic,2021,0-100,3_pillars_10_dims,65.95432334,68.98434854,50.55676164,78.32185985,100.0,57.88412,48.3124075,69.74086667,32.63593079,32.63593079,,63.21934355,55.81501058,68.72460489,81.4181775,84.82279716,
LTU,pais,Lithuania,2021,0-100,3_pillars_10_dims,65.19059203,72.79464188,44.27256843,78.50456578,100.0,63.40815,57.8703975,69.90002,25.81249686,25.81249686,,57.57189721,49.43331123,66.44866789,84.13684167,84.92818779,
SVN,pais,Slovenia,2021,0-100,3_pillars_10_dims,65.0527651,70.09997529,45.4800599,79.5782601,100.0,55.9234625,54.03635533,70.44008333,26.62124097,26.62124097,,63.16827719,46.65066153,69.65432486,84.69439667,84.38605878,
MLT,pais,Malta,2021,0-100,3_pillars_10_dims,64.84862898,83.6170631,41.52178739,69.40703645,100.0,85.5387825,70.36356322,78.56590667,32.65062505,32.65062505,,49.47707885,42.43765827,46.81740257,79.040595,82.36311177,
PRT,pais,Portugal,2021,0-100,3_pillars_10_dims,64.31109865,74.64094667,50.41995164,67.87239764,100.0,60.773585,64.870565,72.91963667,33.49552613,33.49552613,,60.05967698,57.7046518,44.61899642,79.06573346,79.93246305,
SAU,pais,Saudi Arabia,2021,0-100,3_pillars_10_dims,63.41823204,67.22789521,45.13954623,77.8872547,100.0,53.709695,71.0812125,44.12067333,32.05311477,32.05311477,,50.31256599,53.05295793,74.7983291,79.6249975,79.2384375,
POL,pais,Poland,2021,0-100,3_pillars_10_dims,62.50277705,67.2690825,42.82257576,77.41667288,100.0,58.85142,44.85565,65.36926,28.95281583,28.95281583,,51.43649435,48.07841709,64.57801287,80.654556,87.01744977,
MYS,pais,Malaysia,2021,0-100,3_pillars_10_dims,62.45903786,68.36956604,52.66569365,66.3418539,50.0,67.02137,76.8009375,79.65595667,31.51582986,31.51582986,,67.05250395,59.42874713,45.36081277,79.274576,74.39017291,
LVA,pais,Latvia,2021,0-100,3_pillars_10_dims,62.2662637,68.74434104,41.45342779,76.60102225,100.0,58.94768,45.9462175,70.08346667,28.57316658,28.57316658,,53.53485186,42.25226494,63.88737028,79.431875,86.48382148,
RUS,pais,Russian Federation,2021,0-100,3_pillars_10_dims,61.93369511,67.44308375,46.45922244,71.89877913,100.0,49.0484675,54.7041675,66.0197,23.05328439,23.05328439,,53.37283887,62.95154406,46.46415406,82.252608,86.97957532,
