iso3,entity_type,pais_original,year,scale,framework,total_score,rank,privacy_laws,ai_strategy,data_availability,govt_procurement_advanced_tech,data_capability_govt,technology_skills,ai_startups,log_ai_startups,innovation_capability,digital_public_services,govt_effectiveness,ict_govt_vision,norm_privacy_laws,norm_ai_strategy,norm_data_availability,norm_govt_procurement,norm_data_capability,norm_technology_skills,norm_log_ai_startups,norm_innovation_capability,norm_digital_public_services,norm_govt_effectiveness,norm_ict_govt_vision,avg_governance,avg_infrastructure_data,avg_skills_education,avg_govt_public_services,government,technology_sector,data_infrastructure,vision,governance_ethics,digital_capacity,adaptability,size,maturity,innovation_capacity,human_capital,infrastructure,data_availability,data_representativeness,ranking_detail,policy_capacity,ai_infrastructure,governance_2025,public_sector_adoption,development_diffusion,resilience,policy_vision,policy_commitment,compute_capacity,enabling_technical_infrastructure,data_quality,governance_principles,regulatory_compliance,government_digital_policy,e_government_delivery,human_capital_2025,ai_sector_maturity,ai_technology_diffusion,societal_transition,safety_security,ind_ai_strategy,ind_data_protection_laws,ind_cybersecurity,ind_regulatory_quality,ind_ethical_principles,ind_accountability,ind_online_services,ind_foundational_it,ind_govt_promotion_emerging_tech,ind_govt_effectiveness,ind_govt_responsiveness,ind_procurement_data,ind_ai_unicorns_log,ind_non_ai_unicorns_log,ind_ict_trade_services_log,ind_ict_trade_goods_log,ind_software_spending,ind_time_govt_regulations,ind_vc_availability,ind_rd_spending_log,ind_company_investment_emerging_tech,ind_ai_research_papers_log,ind_stem_graduates,ind_github_activity_log,ind_female_stem_graduates,ind_eng_tech_higher_ed_quality,ind_ict_skills,ind_telecom_infrastructure,ind_supercomputers_log,ind_broadband_quality,ind_5g_infrastructure,ind_adoption_emerging_tech,ind_open_data,ind_data_governance,ind_mobile_subscriptions,ind_households_internet,ind_statistical_capacity,ind_cost_internet_device,ind_gender_gap_internet,rank_global,score_global,rank_asia_pacific,score_asia_pacific,rank_africa,score_africa,rank_latam,score_latam,rank_north_america,score_north_america,rank_eastern_europe,score_eastern_europe,rank_australasia,score_australasia,rank_western_europe,score_western_europe,region_pertenece
FJI,pais,Fiji,2022,0-100,3_pillars_10_dims,41.75570206,,,,56.04616575,,,,,,,,,,,,,,,,,,,,,,,,,38.57092146,34.33534822,52.3608365,0.0,26.77125748,66.26425,61.24817836,,22.42010929,45.27246976,35.31346561,36.51133333,56.04616575,64.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAN,pais,Panama,2022,0-100,3_pillars_10_dims,41.48689612,,,,58.65691667,,,,,,,,,,,,,,,,,,,,,,,,,38.2939505,29.13833111,57.02840673,0.0,47.46010897,58.54193333,47.17375972,,24.71027164,25.12678697,37.57793473,31.05,58.65691667,81.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,pais,Morocco,2022,0-100,3_pillars_10_dims,41.31130191,,,,49.04325,,,,,,,,,,,,,,,,,,,,,,,,,34.80676446,33.99854277,55.12859851,0.0,52.51812757,45.06245,41.64648028,,19.96394417,39.52255246,42.50913168,48.224,49.04325,68.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEO,pais,Georgia,2022,0-100,3_pillars_10_dims,40.79056687,,,,53.23208333,,,,,,,,,,,,,,,,,,,,,,,,,41.2319953,29.35037138,51.78933392,0.0,56.59282596,53.31195462,55.02320064,,18.0855264,30.15795794,39.80762978,33.13092308,53.23208333,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,pais,Bahamas,2022,0-100,3_pillars_10_dims,40.74236429,,,,55.94253229,,,,,,,,,,,,,,,,,,,,,,,,,33.95495095,30.54416661,57.72797531,0.0,44.85347978,49.95255889,41.01376514,,28.89897728,24.84200856,37.89151399,35.034,55.94253229,82.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,pais,Kenya,2022,0-100,3_pillars_10_dims,40.35660716,,,,43.3983893,,,,,,,,,,,,,,,,,,,,,,,,,40.36149755,28.75953101,51.9487929,0.0,55.52829532,61.64308,44.27461488,,12.85325621,39.76892091,33.65641591,46.644,43.3983893,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,pais,Belarus,2022,0-100,3_pillars_10_dims,40.27136657,,,,59.77616724,,,,,,,,,,,,,,,,,,,,,,,,,32.35757046,32.30340899,56.15312027,0.0,42.83127815,49.27362128,37.32538239,,21.98372631,32.06515528,42.86134539,35.16492308,59.77616724,73.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,pais,Pakistan,2022,0-100,3_pillars_10_dims,40.22052841,,,,49.15143839,,,,,,,,,,,,,,,,,,,,,,,,,44.31974041,34.6735833,41.66826151,50.0,39.8043399,47.50109667,39.97352507,,15.6106018,40.28891321,48.1212349,22.122,49.15143839,53.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RWA,pais,Rwanda,2022,0-100,3_pillars_10_dims,40.20366886,,,,40.37865199,,,,,,,,,,,,,,,,,,,,,,,,,53.28252051,28.13515048,39.1933356,50.0,54.55391033,65.91996,42.65621172,,8.549937003,41.9655972,33.88991724,21.274,40.37865199,55.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,pais,Seychelles,2022,0-100,3_pillars_10_dims,39.87192314,,,,49.54472222,,,,,,,,,,,,,,,,,,,,,,,,,37.21411347,27.29929483,55.10236111,0.0,36.63409671,48.0125,64.20985718,,27.57538878,25.75242729,28.57006843,60.66,49.54472222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TON,pais,Tonga,2022,0-100,3_pillars_10_dims,39.80367582,,,,48.64189916,,,,,,,,,,,,,,,,,,,,,,,,,36.68004992,32.45978961,50.27118795,0.0,38.66388363,49.07758333,58.9787327,,24.73438949,41.64877677,30.99620257,31.63333333,48.64189916,70.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRB,pais,Barbados,2022,0-100,3_pillars_10_dims,39.53011484,,,,54.72500873,,,,,,,,,,,,,,,,,,,,,,,,,32.77135565,31.41927334,54.39971553,0.0,36.43185251,41.39822556,53.25534455,,27.46091633,28.02886575,38.76803793,33.718,54.72500873,74.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,pais,Nigeria,2022,0-100,3_pillars_10_dims,39.10120996,,,,30.15144086,,,,,,,,,,,,,,,,,,,,,,,,,44.90852086,23.08072301,49.31438601,50.0,49.50642619,43.12425667,37.00340056,,10.78364717,30.59977979,27.85874209,42.666,30.15144086,75.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWA,pais,Botswana,2022,0-100,3_pillars_10_dims,38.36432707,,,,44.16983333,,,,,,,,,,,,,,,,,,,,,,,,,33.42458882,26.61474718,55.05364523,0.0,50.02492163,37.46354667,46.20988697,,17.85897011,26.89108044,35.09419098,45.594,44.16983333,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTN,pais,Bhutan,2022,0-100,3_pillars_10_dims,37.91424365,,,,62.30319454,,,,,,,,,,,,,,,,,,,,,,,,,37.32929176,26.68834787,49.72509132,0.0,43.29768296,59.45963133,46.55985276,,15.08402986,29.04173308,35.93928067,25.7756,62.30319454,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,pais,Antigua and Barbuda,2022,0-100,3_pillars_10_dims,37.91159431,,,,57.40183333,,,,,,,,,,,,,,,,,,,,,,,,,32.61527015,25.17542971,55.94408307,0.0,44.60539638,40.20222556,45.65345865,,26.19974196,24.84200856,24.48453861,31.044,57.40183333,79.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECU,pais,Ecuador,2022,0-100,3_pillars_10_dims,37.3586778,,,,54.94316751,,,,,,,,,,,,,,,,,,,,,,,,,36.07303852,26.54753224,49.45546264,0.0,42.66373305,61.71278,39.91564102,,19.67357448,25.9172344,34.05178785,25.53766667,54.94316751,67.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,pais,Mongolia,2022,0-100,3_pillars_10_dims,37.21364782,,,,62.05666667,,,,,,,,,,,,,,,,,,,,,,,,,35.20881506,26.6769265,49.7552019,0.0,43.06389144,58.58308333,39.18828546,,18.25730489,24.84911083,36.92436378,26.914,62.05666667,60.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAM,pais,Jamaica,2022,0-100,3_pillars_10_dims,37.09045226,,,,41.45601675,,,,,,,,,,,,,,,,,,,,,,,,,34.29816198,29.98754095,46.98565384,0.0,46.03579032,42.8036,48.35325761,,23.73765552,29.81995371,36.40501363,27.456,41.45601675,72.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,pais,Ghana,2022,0-100,3_pillars_10_dims,36.56305785,,,,34.71478347,,,,,,,,,,,,,,,,,,,,,,,,,47.22058769,22.81851736,39.65006852,50.0,59.05729606,48.33358333,31.49147135,,8.532688433,32.84449338,27.07837026,25.302,34.71478347,58.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,pais,Sri Lanka,2022,0-100,3_pillars_10_dims,36.23061644,,,,55.07658333,,,,,,,,,,,,,,,,,,,,,,,,,30.18841318,30.91652088,47.58691527,0.0,28.90335178,63.00415333,28.84614759,,22.36471553,29.96591701,40.4189301,28.768,55.07658333,58.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTO,pais,Trinidad and Tobago,2022,0-100,3_pillars_10_dims,36.1712009,,,,44.09,,,,,,,,,,,,,,,,,,,,,,,,,30.13839706,28.43648047,49.93872516,0.0,42.75093195,37.79652333,40.00613294,,22.17417889,23.33033371,39.80492882,27.726,44.09,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCA,pais,Saint Lucia,2022,0-100,3_pillars_10_dims,35.85863778,,,,55.3491203,,,,,,,,,,,,,,,,,,,,,,,,,29.78458801,27.49595936,50.29536597,0.0,43.03697506,40.284455,35.81692198,,21.18784002,24.43995371,36.86008434,27.79533333,55.3491203,67.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,pais,Benin,2022,0-100,3_pillars_10_dims,35.83543571,,,,25.60004724,,,,,,,,,,,,,,,,,,,,,,,,,48.39553051,22.98781191,36.12296472,50.0,51.58267317,50.10144333,41.89800553,,8.741841821,23.91085982,36.31073407,18.032,25.60004724,64.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TJK,pais,Tajikistan,2022,0-100,3_pillars_10_dims,35.83071587,,,,42.76666355,,,,,,,,,,,,,,,,,,,,,,,,,41.80757544,19.78529365,45.89927851,50.0,35.36723352,35.98107,45.88199825,,5.851347035,24.4279942,29.07653971,40.784,42.76666355,54.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRY,pais,Paraguay,2022,0-100,3_pillars_10_dims,35.45868855,,,,46.39332709,,,,,,,,,,,,,,,,,,,,,,,,,36.77186838,21.44232117,48.1618761,0.0,48.13994591,47.21385333,51.73367426,,13.77111109,19.67987054,30.8759819,25.116,46.39332709,72.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,pais,Algeria,2022,0-100,3_pillars_10_dims,35.32545863,,,,47.62052051,,,,,,,,,,,,,,,,,,,,,,,,,30.16661684,29.93052253,45.87923652,0.0,39.5384781,45.09685333,36.03113593,,11.18686347,35.99262538,42.61207873,27.816,47.62052051,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,pais,Bosnia and Herzegovina,2022,0-100,3_pillars_10_dims,35.16653037,,,,50.15821838,,,,,,,,,,,,,,,,,,,,,,,,,26.69570084,27.98356209,50.82032818,0.0,39.21486623,33.26801333,34.2999238,,18.78028849,21.8557859,43.31461187,28.978,50.15821838,73.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,pais,Suriname,2022,0-100,3_pillars_10_dims,35.10760082,,,,51.82629762,,,,,,,,,,,,,,,,,,,,,,,,,29.58735405,26.08858149,49.64686693,0.0,45.13325339,30.04778833,43.16837445,,19.31225691,24.43995371,34.51353385,30.60733333,51.82629762,66.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTM,pais,Guatemala,2022,0-100,3_pillars_10_dims,34.92596868,,,,46.33716044,,,,,,,,,,,,,,,,,,,,,,,,,29.60095971,23.07417313,52.10277321,0.0,38.55506503,39.9997,39.84907381,,16.6247272,22.4558335,30.14195868,44.424,46.33716044,65.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM,pais,Namibia,2022,0-100,3_pillars_10_dims,34.56777823,,,,51.46272802,,,,,,,,,,,,,,,,,,,,,,,,,29.16550661,26.58428787,47.95354021,0.0,32.94028045,40.99158667,42.73015932,,16.74620522,30.4445807,32.56207769,25.89,51.46272802,66.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,pais,Senegal,2022,0-100,3_pillars_10_dims,34.51097098,,,,32.13887031,,,,,,,,,,,,,,,,,,,,,,,,,35.00762967,27.24784581,41.27743747,0.0,47.64372886,40.87824333,51.5085465,,16.65247903,35.15013972,29.94091868,25.536,32.13887031,66.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRD,pais,Grenada,2022,0-100,3_pillars_10_dims,34.39033175,,,,49.82820946,,,,,,,,,,,,,,,,,,,,,,,,,27.41171407,24.68932502,51.06995617,0.0,22.20403371,39.79712167,47.6457009,,21.28792219,24.43995371,28.34009917,31.12533333,49.82820946,72.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPV,pais,Cabo Verde,2022,0-100,3_pillars_10_dims,34.27404409,,,,39.92713792,,,,,,,,,,,,,,,,,,,,,,,,,35.90971325,24.45425632,42.45816271,0.0,44.79589937,55.65144667,43.19150696,,16.86122199,18.8882612,37.61328577,23.52927273,39.92713792,63.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ,pais,Kyrgyzstan,2022,0-100,3_pillars_10_dims,33.90924499,,,,53.2865,,,,,,,,,,,,,,,,,,,,,,,,,33.73350051,22.4902151,45.50401936,0.0,44.25830661,42.98878,47.68691542,,12.33253403,22.09097432,33.04713694,23.326,53.2865,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VCT,pais,Saint Vincent and the Grenadines,2022,0-100,3_pillars_10_dims,33.70891003,,,,47.39373892,,,,,,,,,,,,,,,,,,,,,,,,,30.21396892,23.94199382,46.97076736,0.0,33.33299514,38.00378833,49.5190922,,20.59419367,24.43995371,26.79183409,27.40133333,47.39373892,66.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDV,pais,Maldives,2022,0-100,3_pillars_10_dims,33.53552338,,,,61.324375,,,,,,,,,,,,,,,,,,,,,,,,,33.68188379,15.16006177,51.76462457,0.0,24.545076,52.4545,57.72795916,,24.58453902,0.0,20.89564629,52.81666667,61.324375,41.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUY,pais,Guyana,2022,0-100,3_pillars_10_dims,33.51820323,,,,46.36523144,,,,,,,,,,,,,,,,,,,,,,,,,29.25957345,23.93356738,47.36146885,0.0,43.99451354,37.53412167,35.50965859,,17.63556664,24.43995371,29.7251818,25.71533333,46.36523144,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,pais,Uganda,2022,0-100,3_pillars_10_dims,32.65923191,,,,36.37168423,,,,,,,,,,,,,,,,,,,,,,,,,37.77973358,19.49366267,40.70429948,0.0,47.68268008,55.87406,47.56219424,,5.067074291,26.6779564,26.73595731,25.624,36.37168423,60.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,pais,Bolivia,2022,0-100,3_pillars_10_dims,32.55578829,,,,61.49787635,,,,,,,,,,,,,,,,,,,,,,,,,27.79543628,20.55823716,49.31369143,0.0,36.05498374,41.45586,33.67090138,,13.23643872,15.5352961,32.90297665,24.036,61.49787635,62.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,pais,United Republic of Tanzania,2022,0-100,3_pillars_10_dims,32.49772202,,,,29.00888495,,,,,,,,,,,,,,,,,,,,,,,,,35.43252165,20.04908872,42.01155569,0.0,44.47611418,56.60135,40.65262241,,5.057674385,30.25656484,24.83302694,39.112,29.00888495,57.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMR,pais,Myanmar,2022,0-100,3_pillars_10_dims,32.44565026,,,,50.06423765,,,,,,,,,,,,,,,,,,,,,,,,,24.25865227,25.90623897,47.17205953,0.0,29.48623523,31.29415333,36.25422052,,10.85267264,25.75049008,41.11555421,27.92666667,50.06423765,63.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAB,pais,Gabon,2022,0-100,3_pillars_10_dims,32.42445285,,,,38.90425,,,,,,,,,,,,,,,,,,,,,,,,,25.31424573,26.3345793,45.62453352,0.0,37.07793214,31.79185167,32.38719911,,21.04351233,27.82326831,30.13695727,27.944,38.90425,70.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKM,pais,Turkmenistan,2022,0-100,3_pillars_10_dims,31.94984039,,,,34.47416667,,,,,,,,,,,,,,,,,,,,,,,,,22.4336096,29.42854706,43.9873645,0.0,34.28979039,30.16862128,25.27602673,,22.53182869,29.33918375,36.41462873,25.41492308,34.47416667,72.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,pais,Lao People's Democratic Republic,2022,0-100,3_pillars_10_dims,31.71862863,,,,40.81554865,,,,,,,,,,,,,,,,,,,,,,,,,29.6368339,21.46088557,44.05816643,0.0,36.50781473,38.33007667,43.70944419,,15.90673204,17.9812709,30.49465377,22.408,40.81554865,68.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUB,pais,Cuba,2022,0-100,3_pillars_10_dims,31.5867537,,,,39.47089411,,,,,,,,,,,,,,,,,,,,,,,,,24.36882628,27.04447266,43.34696216,0.0,23.43732998,28.004455,46.03352016,,21.45280626,32.44499255,27.23561917,21.16366667,39.47089411,69.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRQ,pais,Iraq,2022,0-100,3_pillars_10_dims,31.52182498,,,,45.76539458,,,,,,,,,,,,,,,,,,,,,,,,,21.01357138,27.18482757,46.36707599,0.0,28.74853782,25.68448333,29.62126438,,18.69624196,31.95760716,30.9006336,27.432,45.76539458,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHM,pais,Cambodia,2022,0-100,3_pillars_10_dims,31.1652904,,,,39.69551182,,,,,,,,,,,,,,,,,,,,,,,,,27.95633432,21.14028522,44.39925165,0.0,36.35782921,47.65460333,27.81290472,,12.57182244,24.90535067,25.94368255,24.962,39.69551182,68.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT,pais,Vanuatu,2022,0-100,3_pillars_10_dims,31.10658853,,,,38.06945483,,,,,,,,,,,,,,,,,,,,,,,,,27.0300747,22.7643215,43.52536941,0.0,24.20163197,41.98582,41.93284682,,22.10678386,15.25960423,30.92657639,26.08666667,38.06945483,66.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HND,pais,Honduras,2022,0-100,3_pillars_10_dims,31.04337178,,,,41.16211123,,,,,,,,,,,,,,,,,,,,,,,,,26.23285731,24.83343318,42.06382484,0.0,36.52138347,27.17055333,41.23949244,,18.36365534,23.05436133,33.08228288,20.357,41.16211123,64.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV,pais,El Salvador,2022,0-100,3_pillars_10_dims,30.95748673,,,,49.28066667,,,,,,,,,,,,,,,,,,,,,,,,,23.33612112,22.75668492,46.77965414,0.0,27.85425535,42.10658,23.38364912,,17.85954923,20.69116324,29.71934229,25.336,49.28066667,65.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIV,pais,Côte D'Ivoire,2022,0-100,3_pillars_10_dims,30.95367673,,,,34.60166667,,,,,,,,,,,,,,,,,,,,,,,,,31.42174601,21.62430561,39.81497857,0.0,50.7110207,43.80282667,31.17313666,,11.1732416,25.95266232,27.7470129,24.43,34.60166667,60.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,pais,Timor-Leste,2022,0-100,3_pillars_10_dims,30.86326755,,,,44.23846058,,,,,,,,,,,,,,,,,,,,,,,,,25.49804773,21.86635451,45.22540042,0.0,21.53805987,39.85648667,40.59764437,,11.76683836,24.72429718,29.10792798,23.91266667,44.23846058,67.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMR,pais,Cameroon,2022,0-100,3_pillars_10_dims,30.76487031,,,,27.72964673,,,,,,,,,,,,,,,,,,,,,,,,,31.31477812,22.69682714,38.28300568,0.0,42.52180727,36.96096333,45.77634189,,11.54496648,26.86955282,29.67596213,20.932,27.72964673,66.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,pais,Nepal,2022,0-100,3_pillars_10_dims,30.75440133,,,,40.41716667,,,,,,,,,,,,,,,,,,,,,,,,,30.88235512,23.49741367,37.88343519,0.0,45.27271368,42.60262667,35.65408012,,9.75004131,26.30556889,34.43663081,22.656,40.41716667,50.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLB,pais,Solomon Islands,2022,0-100,3_pillars_10_dims,30.57767234,,,,36.76899727,,,,,,,,,,,,,,,,,,,,,,,,,25.0280327,22.80645295,43.89853138,0.0,22.142095,38.39182,39.5782158,,15.84498414,23.32246138,29.25191332,20.60866667,36.76899727,74.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNG,pais,Papua New Guinea,2022,0-100,3_pillars_10_dims,30.5489561,,,,33.65761186,,,,,,,,,,,,,,,,,,,,,,,,,27.18948066,21.84608099,42.61130665,0.0,24.2076507,44.81082,39.73945192,,13.89957619,22.89101278,28.747654,19.49266667,33.65761186,74.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,pais,Samoa,2022,0-100,3_pillars_10_dims,30.11334049,,,,34.23415017,,,,,,,,,,,,,,,,,,,,,,,,,28.56782033,22.16191374,39.6102874,0.0,27.62040971,38.04082,48.61005159,,18.89984311,23.32246138,24.26343673,19.74866667,34.23415017,64.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
