iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,oxford_dimension_ai_sector_maturity,oxford_dimension_human_capital,oxford_dimension_data_quality,oxford_dimension_regulatory_compliance,oxford_dimension_government_digital_policy,oxford_dimension_societal_transition,oxford_dimension_ai_technology_diffusion,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_high_tech_exports_pct,wb_ict_service_exports_pct,stanford_fig_4.3.13,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_1.1.13
GHA,Ghana,Sub-Saharan Africa,LM,Additional research (GHA),0,strategy_led,2,low,3,"National AI Strategy launched, Data Protection Act 2012, UNESCO AI ethics adopted, no binding AI law.",IAPP_supplementary_research,2026-02,47.42,78,53.5,46.12,66.25,53.35,33.68,41.81,6.59,40.0,81.71,50.0,22.57,34.23,60.87,70.0,25.0,33.63,47.92,8.7,9.3,0.6,Ghana,F,80,34,46,2025,Data year 2024,Ghana,1,2,Data Protection Act 843,2012,1,none,1,Data Protection Commission active,English,1,21.8535373304419,101,LM,Sub-Saharan Africa,7975.13,34427.42,51.620152852334,24.2361700271735,32.5261453707923,20.6026563275975,1.45048657378432,20.3868358602963,39.774663823037,9.63483876058124,16.6990500899966,51.4331700472881,27.1516148893885,24.889594503841,24.0017581567803,15.1798786051583,44.841279193436,45.284874285145,17.3960837831905,8.30158553227504,20.1162793582556,9.75710088271914,6.74141868336794,5.24100502849877,17.2888789362907,28.5904725664846,11.0762632275016,15.0923123732167,39.3931908096649,0.243615552976546,10.0788708939763,23.4767175764453,1.14325401056793,1.0330510219968,4,0.03,0.0801,5
