iso3,country_name,region,income_group,value_used_for_ranking,question_id,question_label,outcome,outcome_label,value_type,rank_desc,rank_asc,percentile,n_ranked,is_top_5_global,is_bottom_5_global,interpretation_label,missingness_flag,why_high_or_low_short,group_name,group_type,rank_within_group,percentile_within_group,n_group_ranked,is_best_in_group,is_worst_in_group,distance_to_group_best,distance_to_group_median,distance_to_chile,why_best_or_worst
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,25.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,21.0,22.0,0.5232558139534884,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,7.0,0.25,8,False,False,75.0,32.5,,
SGP,Singapore,East Asia & Pacific,High income,100.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,1.0,40.0,0.9651162790697675,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,0.875,8,True,False,0.0,-42.5,,mejor de su grupo
IRL,Ireland,Europe & Central Asia,High income,27.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,20.0,24.0,0.5581395348837209,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,6.0,0.375,8,False,False,73.0,30.5,,
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,100.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,1.0,40.0,0.9651162790697675,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,0.875,8,True,False,0.0,-42.5,,mejor de su grupo
KOR,South Korea,East Asia & Pacific,High income,8.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,30.0,11.0,0.29069767441860467,43,False,False,low_performer,False,desempeño bajo relativo,ai_pioneers,custom,8.0,0.125,8,False,True,92.0,49.5,,peor de su grupo
USA,United States,North America,High income,87.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,5.0,39.0,0.9069767441860465,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,4.0,0.625,8,False,False,13.0,-29.5,,
CHN,China,East Asia & Pacific,Upper middle income,28.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,19.0,25.0,0.5813953488372093,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,5.0,0.5,8,False,False,72.0,29.5,,
EST,Estonia,Europe & Central Asia,High income,100.0,Q1,Inversión,oxford_ind_vc_availability,oxford_ind_vc_availability,observed_or_score,1.0,40.0,0.9651162790697675,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,0.875,8,True,False,0.0,-42.5,,mejor de su grupo
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,30.3887519497273,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,14.0,27.0,0.675,40,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,7.0,0.25,8,False,False,69.6112480502727,32.7466072625792,,
SGP,Singapore,East Asia & Pacific,High income,100.0,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,1.0,37.0,0.9625,40,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,0.875,8,True,False,0.0,-36.8646407876935,,mejor de su grupo
IRL,Ireland,Europe & Central Asia,High income,36.4551723326785,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,11.0,30.0,0.75,40,False,False,high_performer,False,desempeño alto relativo,ai_pioneers,custom,5.0,0.5,8,False,False,63.5448276673215,26.680186879627996,,
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,100.0,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,1.0,37.0,0.9625,40,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,0.875,8,True,False,0.0,-36.8646407876935,,mejor de su grupo
KOR,South Korea,East Asia & Pacific,High income,5.1544887120339,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,28.0,13.0,0.325,40,False,False,low_performer,False,desempeño bajo relativo,ai_pioneers,custom,8.0,0.125,8,False,True,94.8455112879661,57.980870500272594,,peor de su grupo
USA,United States,North America,High income,100.0,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,1.0,37.0,0.9625,40,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,0.875,8,True,False,0.0,-36.8646407876935,,mejor de su grupo
CHN,China,East Asia & Pacific,Upper middle income,31.0203696294824,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,13.0,28.0,0.7,40,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,6.0,0.375,8,False,False,68.9796303705176,32.114989582824094,,
EST,Estonia,Europe & Central Asia,High income,89.8155460919345,Q1,Inversión,wipo_c_vencapdeal_score,wipo_c_vencapdeal_score,observed_or_score,5.0,36.0,0.9,40,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,4.0,0.625,8,False,False,10.184453908065507,-26.680186879627996,,
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.4704,Q2,Adopción,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,24.0,19.0,0.4523809523809524,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,5.0,0.42857142857142855,7,False,False,21.7668,0.07950000000000007,,
SGP,Singapore,East Asia & Pacific,High income,0.5499,Q2,Adopción,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,20.0,23.0,0.5476190476190477,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,4.0,0.5714285714285714,7,False,False,21.6873,0.0,,
IRL,Ireland,Europe & Central Asia,High income,0.2577,Q2,Adopción,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,32.0,11.0,0.2619047619047619,42,False,False,low_performer,False,desempeño bajo relativo,ai_pioneers,custom,6.0,0.2857142857142857,7,False,False,21.9795,0.29220000000000007,,
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.6871999999999999,Q2,Adopción,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,17.0,26.0,0.6190476190476191,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,3.0,0.7142857142857143,7,False,False,21.55,-0.13729999999999987,,
KOR,South Korea,East Asia & Pacific,High income,2.9075,Q2,Adopción,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,7.0,36.0,0.8571428571428571,42,False,False,high_performer,False,desempeño alto relativo,ai_pioneers,custom,2.0,0.8571428571428571,7,False,False,19.329700000000003,-2.3576,,
USA,United States,North America,High income,22.2372,Q2,Adopción,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,1.0,42.0,1.0,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,1.0,7,True,False,0.0,-21.6873,,mejor de su grupo
CHN,China,East Asia & Pacific,Upper middle income,,Q2,Adopción,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,,,,42,False,False,not_ranked_missing,True,sin dato suficiente para ranking,ai_pioneers,custom,,,7,False,False,,,,
EST,Estonia,Europe & Central Asia,High income,0.0741,Q2,Adopción,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,40.0,3.0,0.07142857142857142,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra,ai_pioneers,custom,7.0,0.14285714285714285,7,False,True,22.1631,0.47580000000000006,,peor de su grupo
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,64.0,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,1.0,42.0,1.0,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,1.0,7,True,False,0.0,-27.9,,mejor de su grupo
SGP,Singapore,East Asia & Pacific,High income,60.9,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,2.0,41.0,0.9761904761904762,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,2.0,0.8571428571428571,7,False,False,3.1000000000000014,-24.799999999999997,,
IRL,Ireland,Europe & Central Asia,High income,44.6,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,4.0,39.0,0.9285714285714286,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,3.0,0.7142857142857143,7,False,False,19.4,-8.5,,
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,36.1,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,12.0,31.0,0.7380952380952381,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,4.0,0.5714285714285714,7,False,False,27.9,0.0,,
KOR,South Korea,East Asia & Pacific,High income,30.7,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,18.0,25.0,0.5952380952380952,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,5.0,0.42857142857142855,7,False,False,33.3,5.400000000000002,,
USA,United States,North America,High income,28.3,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,24.0,19.0,0.4523809523809524,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,6.0,0.2857142857142857,7,False,False,35.7,7.800000000000001,,
CHN,China,East Asia & Pacific,Upper middle income,16.3,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,39.0,4.0,0.09523809523809523,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra,ai_pioneers,custom,7.0,0.14285714285714285,7,False,True,47.7,19.8,,peor de su grupo
EST,Estonia,Europe & Central Asia,High income,,Q2,Adopción,ms_h2_2025_ai_diffusion_pct,ms_h2_2025_ai_diffusion_pct,observed_or_score,,,,42,False,False,not_ranked_missing,True,sin dato suficiente para ranking,ai_pioneers,custom,,,7,False,False,,,,
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,,,,31,False,False,not_ranked_missing,True,sin dato suficiente para ranking,ai_pioneers,custom,,,5,False,False,,,,
SGP,Singapore,East Asia & Pacific,High income,,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,,,,31,False,False,not_ranked_missing,True,sin dato suficiente para ranking,ai_pioneers,custom,,,5,False,False,,,,
IRL,Ireland,Europe & Central Asia,High income,19.6416,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,12.0,20.0,0.6451612903225806,31,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,3.0,0.6,5,False,False,10.6384,0.0,,
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,3.694724719,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,30.0,2.0,0.06451612903225806,31,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra,ai_pioneers,custom,5.0,0.2,5,False,True,26.585275281,15.946875281,,peor de su grupo
KOR,South Korea,East Asia & Pacific,High income,30.28,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,6.0,26.0,0.8387096774193549,31,False,False,high_performer,False,desempeño alto relativo,ai_pioneers,custom,1.0,1.0,5,True,False,0.0,-10.6384,,mejor de su grupo
USA,United States,North America,High income,5.651547688,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,27.0,5.0,0.16129032258064516,31,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra,ai_pioneers,custom,4.0,0.4,5,False,False,24.628452312,13.990052312,,
CHN,China,East Asia & Pacific,Upper middle income,,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,,,,31,False,False,not_ranked_missing,True,sin dato suficiente para ranking,ai_pioneers,custom,,,5,False,False,,,,
EST,Estonia,Europe & Central Asia,High income,23.4026,Q2,Adopción,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_ai_pct,observed_or_score,10.0,22.0,0.7096774193548387,31,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,2.0,0.8,5,False,False,6.8774000000000015,-3.7609999999999992,,
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,78.0,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,16.0,28.0,0.6511627906976745,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,4.0,0.625,8,False,False,21.75,-1.2999999999999972,,
SGP,Singapore,East Asia & Pacific,High income,88.54,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,7.0,37.0,0.8604651162790697,43,False,False,high_performer,False,desempeño alto relativo,ai_pioneers,custom,3.0,0.75,8,False,False,11.209999999999994,-11.840000000000003,,
IRL,Ireland,Europe & Central Asia,High income,71.34,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,22.0,22.0,0.5116279069767442,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,7.0,0.25,8,False,False,28.409999999999997,5.359999999999999,,
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,96.84,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,4.0,40.0,0.9302325581395349,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,2.0,0.875,8,False,False,2.9099999999999966,-20.14,,
KOR,South Korea,East Asia & Pacific,High income,75.4,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,18.0,26.0,0.6046511627906976,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,5.0,0.5,8,False,False,24.349999999999994,1.2999999999999972,,
USA,United States,North America,High income,99.75,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,2.0,42.0,0.9767441860465116,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,1.0,8,True,False,0.0,-23.049999999999997,,mejor de su grupo
CHN,China,East Asia & Pacific,Upper middle income,47.9875,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,39.0,5.0,0.11627906976744186,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra,ai_pioneers,custom,8.0,0.125,8,False,True,51.7625,28.712500000000006,,peor de su grupo
EST,Estonia,Europe & Central Asia,High income,73.19,Q2,Adopción,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,20.0,24.0,0.5581395348837209,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,6.0,0.375,8,False,False,26.560000000000002,3.510000000000005,,
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,97.27,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,2.0,42.0,0.9767441860465116,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,2.0,0.875,8,False,False,2.3599999999999994,-11.404999999999987,,
SGP,Singapore,East Asia & Pacific,High income,92.5,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,7.0,37.0,0.8604651162790697,43,False,False,high_performer,False,desempeño alto relativo,ai_pioneers,custom,4.0,0.625,8,False,False,7.1299999999999955,-6.634999999999991,,
IRL,Ireland,Europe & Central Asia,High income,74.12,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,23.0,21.0,0.4883720930232558,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,6.0,0.375,8,False,False,25.50999999999999,11.745000000000005,,
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,70.61,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,32.0,12.0,0.27906976744186046,43,False,False,low_performer,False,desempeño bajo relativo,ai_pioneers,custom,7.0,0.25,8,False,False,29.019999999999996,15.25500000000001,,
KOR,South Korea,East Asia & Pacific,High income,79.23,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,17.0,27.0,0.627906976744186,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,5.0,0.5,8,False,False,20.39999999999999,6.635000000000005,,
USA,United States,North America,High income,92.87,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,6.0,38.0,0.8837209302325582,43,False,False,high_performer,False,desempeño alto relativo,ai_pioneers,custom,3.0,0.75,8,False,False,6.759999999999991,-7.0049999999999955,,
CHN,China,East Asia & Pacific,Upper middle income,49.02,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,42.0,2.0,0.046511627906976744,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra,ai_pioneers,custom,8.0,0.125,8,False,True,50.60999999999999,36.845000000000006,,peor de su grupo
EST,Estonia,Europe & Central Asia,High income,99.63,Q2,Adopción,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,1.0,43.0,1.0,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,1.0,8,True,False,0.0,-13.764999999999986,,mejor de su grupo
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,69.86,Q3,Innovación,oxford_total_score,oxford_total_score,observed_or_score,18.0,26.0,0.6046511627906976,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,7.0,0.25,8,False,False,18.5,3.934999999999988,,
SGP,Singapore,East Asia & Pacific,High income,76.42,Q3,Innovación,oxford_total_score,oxford_total_score,observed_or_score,7.0,37.0,0.8604651162790697,43,False,False,high_performer,False,desempeño alto relativo,ai_pioneers,custom,3.0,0.75,8,False,False,11.939999999999998,-2.625000000000014,,
IRL,Ireland,Europe & Central Asia,High income,70.58,Q3,Innovación,oxford_total_score,oxford_total_score,observed_or_score,16.0,28.0,0.6511627906976745,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,6.0,0.375,8,False,False,17.78,3.214999999999989,,
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,71.32,Q3,Innovación,oxford_total_score,oxford_total_score,observed_or_score,15.0,29.0,0.6744186046511628,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,5.0,0.5,8,False,False,17.040000000000006,2.4749999999999943,,
KOR,South Korea,East Asia & Pacific,High income,76.89,Q3,Innovación,oxford_total_score,oxford_total_score,observed_or_score,5.0,39.0,0.9069767441860465,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,2.0,0.875,8,False,False,11.469999999999999,-3.095000000000013,,
USA,United States,North America,High income,88.36,Q3,Innovación,oxford_total_score,oxford_total_score,observed_or_score,1.0,43.0,1.0,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,1.0,8,True,False,0.0,-14.565000000000012,,mejor de su grupo
CHN,China,East Asia & Pacific,Upper middle income,76.27,Q3,Innovación,oxford_total_score,oxford_total_score,observed_or_score,8.0,36.0,0.8372093023255814,43,False,False,high_performer,False,desempeño alto relativo,ai_pioneers,custom,4.0,0.625,8,False,False,12.090000000000003,-2.4750000000000085,,
EST,Estonia,Europe & Central Asia,High income,69.56,Q3,Innovación,oxford_total_score,oxford_total_score,observed_or_score,20.0,24.0,0.5581395348837209,43,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,8.0,0.125,8,False,True,18.799999999999997,4.234999999999985,,peor de su grupo
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,29.5936839608336,Q3,Innovación,wipo_out_score,wipo_out_score,observed_or_score,32.0,11.0,0.2619047619047619,42,False,False,low_performer,False,desempeño bajo relativo,ai_pioneers,custom,8.0,0.125,8,False,True,28.718666000686298,20.064081028186052,,peor de su grupo
SGP,Singapore,East Asia & Pacific,High income,51.1413477319094,Q3,Innovación,wipo_out_score,wipo_out_score,observed_or_score,9.0,34.0,0.8095238095238095,42,False,False,high_performer,False,desempeño alto relativo,ai_pioneers,custom,4.0,0.625,8,False,False,7.171002229610501,-1.4835827428897446,,
IRL,Ireland,Europe & Central Asia,High income,43.6818679425728,Q3,Innovación,wipo_out_score,wipo_out_score,observed_or_score,16.0,27.0,0.6428571428571429,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,7.0,0.25,8,False,False,14.630482018947099,5.975897046446853,,
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,48.1741822461299,Q3,Innovación,wipo_out_score,wipo_out_score,observed_or_score,13.0,30.0,0.7142857142857143,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,5.0,0.5,8,False,False,10.138167715389997,1.4835827428897517,,
KOR,South Korea,East Asia & Pacific,High income,54.7499614119472,Q3,Innovación,wipo_out_score,wipo_out_score,observed_or_score,6.0,37.0,0.8809523809523809,42,False,False,high_performer,False,desempeño alto relativo,ai_pioneers,custom,3.0,0.75,8,False,False,3.5623885495727023,-5.092196422927543,,
USA,United States,North America,High income,58.3123499615199,Q3,Innovación,wipo_out_score,wipo_out_score,observed_or_score,3.0,40.0,0.9523809523809523,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,1.0,8,True,False,0.0,-8.654584972500245,,mejor de su grupo
CHN,China,East Asia & Pacific,Upper middle income,55.2204727337487,Q3,Innovación,wipo_out_score,wipo_out_score,observed_or_score,5.0,38.0,0.9047619047619048,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,2.0,0.875,8,False,False,3.0918772277711994,-5.562707744729046,,
EST,Estonia,Europe & Central Asia,High income,45.8041056493187,Q3,Innovación,wipo_out_score,wipo_out_score,observed_or_score,15.0,28.0,0.6666666666666666,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,6.0,0.375,8,False,False,12.5082443122012,3.853659339700954,,
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,1.0,0.5714285714285714,7,True,False,0.0,0.0,,mejor de su grupo
SGP,Singapore,East Asia & Pacific,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,1.0,0.5714285714285714,7,True,False,0.0,0.0,,mejor de su grupo
IRL,Ireland,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,1.0,0.5714285714285714,7,True,False,0.0,0.0,,mejor de su grupo
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,1.0,0.5714285714285714,7,True,False,0.0,0.0,,mejor de su grupo
KOR,South Korea,East Asia & Pacific,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,1.0,0.5714285714285714,7,True,False,0.0,0.0,,mejor de su grupo
USA,United States,North America,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,1.0,0.5714285714285714,7,True,False,0.0,0.0,,mejor de su grupo
CHN,China,East Asia & Pacific,Upper middle income,,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,,,,42,False,False,not_ranked_missing,True,sin dato suficiente para ranking,ai_pioneers,custom,,,7,False,False,,,,
EST,Estonia,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,1.0,0.5714285714285714,7,True,False,0.0,0.0,,mejor de su grupo
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.4704,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,24.0,19.0,0.4523809523809524,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,5.0,0.42857142857142855,7,False,False,21.7668,0.07950000000000007,,
SGP,Singapore,East Asia & Pacific,High income,0.5499,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,20.0,23.0,0.5476190476190477,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,4.0,0.5714285714285714,7,False,False,21.6873,0.0,,
IRL,Ireland,Europe & Central Asia,High income,0.2577,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,32.0,11.0,0.2619047619047619,42,False,False,low_performer,False,desempeño bajo relativo,ai_pioneers,custom,6.0,0.2857142857142857,7,False,False,21.9795,0.29220000000000007,,
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,0.6871999999999999,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,17.0,26.0,0.6190476190476191,42,False,False,middle_performer,False,desempeño intermedio relativo,ai_pioneers,custom,3.0,0.7142857142857143,7,False,False,21.55,-0.13729999999999987,,
KOR,South Korea,East Asia & Pacific,High income,2.9075,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,7.0,36.0,0.8571428571428571,42,False,False,high_performer,False,desempeño alto relativo,ai_pioneers,custom,2.0,0.8571428571428571,7,False,False,19.329700000000003,-2.3576,,
USA,United States,North America,High income,22.2372,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,1.0,42.0,1.0,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra,ai_pioneers,custom,1.0,1.0,7,True,False,0.0,-21.6873,,mejor de su grupo
