iso3,country_name,region,income_group,value_used_for_ranking,question_id,question_label,outcome,outcome_label,value_type,rank_desc,rank_asc,percentile,n_ranked,is_top_5_global,is_bottom_5_global,interpretation_label,missingness_flag,why_high_or_low_short
SWE,Sweden,Europe & Central Asia,High income,0.4884999999999999,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,22.0,21.0,0.5,42,False,False,middle_performer,False,desempeño intermedio relativo
AUT,Austria,Europe & Central Asia,High income,0.3455999999999999,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,26.0,17.0,0.40476190476190477,42,False,False,middle_performer,False,desempeño intermedio relativo
KOR,South Korea,East Asia & Pacific,High income,2.9075,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,7.0,36.0,0.8571428571428571,42,False,False,high_performer,False,desempeño alto relativo
HUN,Hungary,Europe & Central Asia,High income,0.1647,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,36.0,7.0,0.16666666666666666,42,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
DNK,Denmark,Europe & Central Asia,High income,0.2537,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,33.0,10.0,0.23809523809523808,42,False,False,low_performer,False,desempeño bajo relativo
DEU,Germany,Europe & Central Asia,High income,3.027,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,5.0,38.0,0.9047619047619048,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
POL,Poland,Europe & Central Asia,High income,0.931,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,15.0,28.0,0.6666666666666666,42,False,False,middle_performer,False,desempeño intermedio relativo
TWN,Taiwan,,,0.5930000000000001,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,19.0,24.0,0.5714285714285714,42,False,False,middle_performer,False,desempeño intermedio relativo
CZE,Czech Republic,Europe & Central Asia,High income,0.3027,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,28.0,15.0,0.35714285714285715,42,False,False,low_performer,False,desempeño bajo relativo
ITA,Italy,Europe & Central Asia,High income,1.7373,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,10.0,33.0,0.7857142857142857,42,False,False,high_performer,False,desempeño alto relativo
BGR,Bulgaria,Europe & Central Asia,High income,0.1569,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,37.0,6.0,0.14285714285714285,42,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
FIN,Finland,Europe & Central Asia,High income,0.205,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,35.0,8.0,0.19047619047619047,42,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
CRI,Costa Rica,Latin America & Caribbean ,High income,0.0772,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,39.0,4.0,0.09523809523809523,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
CHL,Chile,Latin America & Caribbean ,High income,0.272,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,30.0,13.0,0.30952380952380953,42,False,False,low_performer,False,desempeño bajo relativo
USA,United States,North America,High income,22.2372,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,1.0,42.0,1.0,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
CHN,China,East Asia & Pacific,Upper middle income,,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,,,,42,False,False,not_ranked_missing,True,sin dato suficiente para ranking
IND,India,South Asia,Lower middle income,6.1627,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,2.0,41.0,0.9761904761904762,42,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
JPN,Japan,East Asia & Pacific,High income,2.9128,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,6.0,37.0,0.8809523809523809,42,False,False,high_performer,False,desempeño alto relativo
EST,Estonia,Europe & Central Asia,High income,0.0741,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,40.0,3.0,0.07142857142857142,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
ARG,Argentina,Latin America & Caribbean ,Upper middle income,0.4985,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,21.0,22.0,0.5238095238095238,42,False,False,middle_performer,False,desempeño intermedio relativo
BRA,Brazil,Latin America & Caribbean ,Upper middle income,2.5548,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,9.0,34.0,0.8095238095238095,42,False,False,high_performer,False,desempeño alto relativo
COL,Colombia,Latin America & Caribbean ,Upper middle income,0.6908,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,16.0,27.0,0.6428571428571429,42,False,False,middle_performer,False,desempeño intermedio relativo
MEX,Mexico,Latin America & Caribbean ,Upper middle income,0.9757,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,14.0,29.0,0.6904761904761905,42,False,False,middle_performer,False,desempeño intermedio relativo
PER,Peru,Latin America & Caribbean ,Upper middle income,0.3354,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,27.0,16.0,0.38095238095238093,42,False,False,low_performer,False,desempeño bajo relativo
URY,Uruguay,Latin America & Caribbean ,High income,0.0593,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,42.0,1.0,0.023809523809523808,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
GRC,Greece,Europe & Central Asia,High income,0.2108,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,34.0,9.0,0.21428571428571427,42,False,False,low_performer,False,desempeño bajo relativo
ROU,Romania,Europe & Central Asia,High income,0.3833,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,25.0,18.0,0.42857142857142855,42,False,False,middle_performer,False,desempeño intermedio relativo
HRV,Croatia,Europe & Central Asia,High income,0.1084,Q5,Uso poblacional,anthropic_usage_pct,anthropic_usage_pct,observed_or_score,38.0,5.0,0.11904761904761904,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
SGP,Singapore,East Asia & Pacific,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
NOR,Norway,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
IRL,Ireland,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
FRA,France,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
ESP,Spain,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
NZL,New Zealand,East Asia & Pacific,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
GBR,United Kingdom,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
AUS,Australia,East Asia & Pacific,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
BEL,Belgium,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
CAN,Canada,North America,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
CHE,Switzerland,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
SWE,Sweden,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
AUT,Austria,Europe & Central Asia,High income,16.66666666666666,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,38.0,1.0,0.07142857142857142,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
KOR,South Korea,East Asia & Pacific,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
HUN,Hungary,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
DNK,Denmark,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
DEU,Germany,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
POL,Poland,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
TWN,Taiwan,,,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
CZE,Czech Republic,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
ITA,Italy,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
BGR,Bulgaria,Europe & Central Asia,High income,16.66666666666666,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,38.0,1.0,0.07142857142857142,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
FIN,Finland,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
CRI,Costa Rica,Latin America & Caribbean ,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
CHL,Chile,Latin America & Caribbean ,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
USA,United States,North America,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
CHN,China,East Asia & Pacific,Upper middle income,,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,,,,42,False,False,not_ranked_missing,True,sin dato suficiente para ranking
IND,India,South Asia,Lower middle income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
JPN,Japan,East Asia & Pacific,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
EST,Estonia,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
ARG,Argentina,Latin America & Caribbean ,Upper middle income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
BRA,Brazil,Latin America & Caribbean ,Upper middle income,16.66666666666666,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,38.0,1.0,0.07142857142857142,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
COL,Colombia,Latin America & Caribbean ,Upper middle income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
MEX,Mexico,Latin America & Caribbean ,Upper middle income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
PER,Peru,Latin America & Caribbean ,Upper middle income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
URY,Uruguay,Latin America & Caribbean ,High income,16.66666666666666,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,38.0,1.0,0.07142857142857142,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
GRC,Greece,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
ROU,Romania,Europe & Central Asia,High income,16.66666666666667,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,1.0,6.0,0.5714285714285714,42,True,False,middle_performer,False,desempeño intermedio relativo
HRV,Croatia,Europe & Central Asia,High income,16.66666666666666,Q5,Uso poblacional,anthropic_collaboration_pct,anthropic_collaboration_pct,observed_or_score,38.0,1.0,0.07142857142857142,42,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,78.0,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,16.0,28.0,0.6511627906976745,43,False,False,middle_performer,False,desempeño intermedio relativo
SGP,Singapore,East Asia & Pacific,High income,88.54,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,7.0,37.0,0.8604651162790697,43,False,False,high_performer,False,desempeño alto relativo
NOR,Norway,Europe & Central Asia,High income,66.51241379,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,24.0,19.0,0.45348837209302323,43,False,False,middle_performer,False,desempeño intermedio relativo
IRL,Ireland,Europe & Central Asia,High income,71.34,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,22.0,22.0,0.5116279069767442,43,False,False,middle_performer,False,desempeño intermedio relativo
FRA,France,Europe & Central Asia,High income,83.82,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,13.0,31.0,0.7209302325581395,43,False,False,middle_performer,False,desempeño intermedio relativo
ESP,Spain,Europe & Central Asia,High income,68.8,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,23.0,21.0,0.4883720930232558,43,False,False,middle_performer,False,desempeño intermedio relativo
NZL,New Zealand,East Asia & Pacific,High income,77.97,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,17.0,27.0,0.627906976744186,43,False,False,middle_performer,False,desempeño intermedio relativo
NLD,Netherlands (Kingdom of the),Europe & Central Asia,High income,100.0,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,1.0,43.0,1.0,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
GBR,United Kingdom,Europe & Central Asia,High income,84.23,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,11.0,33.0,0.7674418604651163,43,False,False,high_performer,False,desempeño alto relativo
QAT,Qatar,"Middle East, North Africa, Afghanistan & Pakistan",High income,62.68,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,27.0,17.0,0.3953488372093023,43,False,False,low_performer,False,desempeño bajo relativo
AUS,Australia,East Asia & Pacific,High income,82.33,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,14.0,30.0,0.6976744186046512,43,False,False,middle_performer,False,desempeño intermedio relativo
ISR,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,96.84,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,4.0,40.0,0.9302325581395349,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
BEL,Belgium,Europe & Central Asia,High income,66.51241379,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,24.0,19.0,0.45348837209302323,43,False,False,middle_performer,False,desempeño intermedio relativo
CAN,Canada,North America,High income,85.04,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,10.0,34.0,0.7906976744186046,43,False,False,high_performer,False,desempeño alto relativo
CHE,Switzerland,Europe & Central Asia,High income,93.09,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,6.0,38.0,0.8837209302325582,43,False,False,high_performer,False,desempeño alto relativo
SWE,Sweden,Europe & Central Asia,High income,96.31,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,5.0,39.0,0.9069767441860465,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
AUT,Austria,Europe & Central Asia,High income,74.59,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,19.0,25.0,0.5813953488372093,43,False,False,middle_performer,False,desempeño intermedio relativo
KOR,South Korea,East Asia & Pacific,High income,75.4,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,18.0,26.0,0.6046511627906976,43,False,False,middle_performer,False,desempeño intermedio relativo
HUN,Hungary,Europe & Central Asia,High income,47.82,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,40.0,4.0,0.09302325581395349,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
DNK,Denmark,Europe & Central Asia,High income,84.22,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,12.0,32.0,0.7441860465116279,43,False,False,middle_performer,False,desempeño intermedio relativo
DEU,Germany,Europe & Central Asia,High income,85.48,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,8.0,36.0,0.8372093023255814,43,False,False,high_performer,False,desempeño alto relativo
POL,Poland,Europe & Central Asia,High income,48.92,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,38.0,6.0,0.13953488372093023,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
TWN,Taiwan,,,81.9,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,15.0,29.0,0.6744186046511628,43,False,False,middle_performer,False,desempeño intermedio relativo
CZE,Czech Republic,Europe & Central Asia,High income,72.11,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,21.0,23.0,0.5348837209302325,43,False,False,middle_performer,False,desempeño intermedio relativo
ITA,Italy,Europe & Central Asia,High income,65.18,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,26.0,18.0,0.4186046511627907,43,False,False,middle_performer,False,desempeño intermedio relativo
BGR,Bulgaria,Europe & Central Asia,High income,48.94,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,37.0,7.0,0.16279069767441862,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
FIN,Finland,Europe & Central Asia,High income,96.95,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,3.0,41.0,0.9534883720930233,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
CRI,Costa Rica,Latin America & Caribbean ,High income,57.76,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,29.0,15.0,0.3488372093023256,43,False,False,low_performer,False,desempeño bajo relativo
CHL,Chile,Latin America & Caribbean ,High income,61.55,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,28.0,16.0,0.37209302325581395,43,False,False,low_performer,False,desempeño bajo relativo
USA,United States,North America,High income,99.75,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,2.0,42.0,0.9767441860465116,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
CHN,China,East Asia & Pacific,Upper middle income,47.9875,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,39.0,5.0,0.11627906976744186,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
IND,India,South Asia,Lower middle income,51.54,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,34.0,10.0,0.23255813953488372,43,False,False,low_performer,False,desempeño bajo relativo
JPN,Japan,East Asia & Pacific,High income,85.26,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,9.0,35.0,0.813953488372093,43,False,False,high_performer,False,desempeño alto relativo
EST,Estonia,Europe & Central Asia,High income,73.19,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,20.0,24.0,0.5581395348837209,43,False,False,middle_performer,False,desempeño intermedio relativo
ARG,Argentina,Latin America & Caribbean ,Upper middle income,51.97,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,33.0,11.0,0.2558139534883721,43,False,False,low_performer,False,desempeño bajo relativo
BRA,Brazil,Latin America & Caribbean ,Upper middle income,55.65,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,30.0,14.0,0.32558139534883723,43,False,False,low_performer,False,desempeño bajo relativo
COL,Colombia,Latin America & Caribbean ,Upper middle income,46.99,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,41.0,3.0,0.06976744186046512,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
MEX,Mexico,Latin America & Caribbean ,Upper middle income,55.16,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,31.0,13.0,0.3023255813953488,43,False,False,low_performer,False,desempeño bajo relativo
PER,Peru,Latin America & Caribbean ,Upper middle income,38.64,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,42.0,2.0,0.046511627906976744,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
URY,Uruguay,Latin America & Caribbean ,High income,51.47,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,35.0,9.0,0.20930232558139536,43,False,False,low_performer,False,desempeño bajo relativo
GRC,Greece,Europe & Central Asia,High income,38.5,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,43.0,1.0,0.023255813953488372,43,False,True,bottom_laggard,False,ubicado en el tramo inferior de la muestra
ROU,Romania,Europe & Central Asia,High income,52.7,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,32.0,12.0,0.27906976744186046,43,False,False,low_performer,False,desempeño bajo relativo
HRV,Croatia,Europe & Central Asia,High income,49.87,Q5,Uso poblacional,oxford_ind_adoption_emerging_tech,oxford_ind_adoption_emerging_tech,observed_or_score,36.0,8.0,0.18604651162790697,43,False,False,bottom_laggard,False,ubicado en el tramo inferior de la muestra
ARE,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,97.27,Q6,Sector público,oxford_public_sector_adoption,oxford_public_sector_adoption,observed_or_score,2.0,42.0,0.9767441860465116,43,True,False,top_pioneer,False,ubicado en el tramo superior de la muestra
