iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_year_enacted,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_gdp_per_capita_ppp_2024,wb_rd_expenditure_2022,wb_internet_penetration_2024,wb_tertiary_education_2017,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_accountability_2023,wb_political_stability_2023,wb_gdp_current_usd_2024,wb_population_2024,wb_labor_force_2024,wb_fdi_net_inflows_2024,wb_exports_pct_gdp_2024,wb_inflation_consumer_prices_2024,wb_unemployment_rate_2024,wb_education_expenditure_pct_gdp_2023,wb_mobile_subscriptions_per100_2023,wb_patent_applications_residents_2021,wb_high_tech_exports_pct,wb_ict_service_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.2.24,stanford_fig_4.2.25,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.15,stanford_fig_4.3.16,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_4.4.12,stanford_fig_4.4.2,stanford_fig_4.4.3,stanford_fig_4.4.5,stanford_fig_4.4.6,stanford_fig_1.3.25,stanford_fig_6.2.20
PER,Peru,LATAM,UM,Peru,1,comprehensive,6,2023.0,medium,9,"Law No. 31814 promoting AI innovation with rights safeguards, Law No. 32082 on AI interoperability, National AI Strategy",IAPP_Global_AI_Law_Policy_Tracker,2026-02,56.52,60,72.5,45.52,72.5,90.4,31.57,55.57,8.12,50.0,95.94,66.67,13.4,14.7,1.2,Peru,PF,66,28,38,2025,Data year 2024 - downgraded to PF,Peru,1,2,Law 29733 Personal Data Protection,2011,1,none,1,ANPD (National Authority) active enforcement,French,0,26.4660453517052,80,UM,Latin America and the Caribbean,17775.18,34217.85,37.3625494986585,24.2270162299287,5.0854067831304,21.8058942064179,42.3742878456661,30.9204194578429,43.4280195472587,23.5626753240883,35.5019040463339,74.9225569064098,43.135217229447,36.0099735581245,12.4217343923989,17.3880624778043,45.4637364509529,40.1650305591537,29.4994312701331,4.52091305293238,28.1984220174622,12.9702307491907,11.2876594398496,8.07877539770976,19.5442574100127,32.060892279925,37.0206997257592,23.139307502275,37.6688057278498,7.0404900761814,56.0372025155617,64.1668982786791,17802.4182498972,0.16178,81.9571,71.2404708862305,-0.491872787475586,0.292205184698105,-0.538132667541504,-0.721040904521942,0.060481496155262,-0.52178555727005,289221969062.941,34217848.0,18941504.0,6799395299.75657,28.5375908827221,2.00770739412712,5.199,4.23516988754272,121.975,94.0,4.07500438789898,1.68111699951174,2024,0,light_touch,10,medium,1,16,0,15,0,7,1,1,2.00%,0.0019638288902795,1,1,0.067700002,2019,0.002,0.002,Little or no change,Advanced industries ,Decrease by <10%,19%,2023,2021-09-10,2024
