iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_gdp_per_capita_ppp_2024,wb_rd_expenditure_2023,wb_internet_penetration_2023,wb_tertiary_education_2023,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_accountability_2023,wb_political_stability_2023,wb_gdp_current_usd_2024,wb_population_2024,wb_labor_force_2024,wb_fdi_net_inflows_2024,wb_exports_pct_gdp_2024,wb_inflation_consumer_prices_2024,wb_unemployment_rate_2024,wb_education_expenditure_pct_gdp_2022,wb_mobile_subscriptions_per100_2023,wb_patent_applications_residents_2021,wb_high_tech_exports_pct,wb_ict_service_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.2.13,stanford_fig_4.2.14,stanford_fig_4.2.15,stanford_fig_4.2.16,stanford_fig_4.2.17,stanford_fig_4.2.18,stanford_fig_4.2.19,stanford_fig_4.2.2,stanford_fig_4.2.21,stanford_fig_4.2.22,stanford_fig_4.2.23,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_4.5.4,stanford_fig_4.5.7,stanford_fig_1.2.4,stanford_fig_6.2.1,stanford_fig_6.2.15,stanford_fig_6.2.16,stanford_fig_6.2.8
MEX,Mexico,LATAM,UM,Additional research (MEX),0,strategy_led,3,low,6,"AI Strategy MX, OECD AI principles adherent, draft AI regulation proposals, no binding AI law.",IAPP_supplementary_research,2026-02,48.33,77,35.0,52.1,67.64,66.11,34.07,32.22,12.47,50.0,77.34,24.33,16.7,17.8,1.1,Mexico,PF,60,27,33,2025,Data year 2024,Mexico,1,2,LFPDPPP (private) + LGPDPPSO (public),2010,1,none,1,INAI established but under reform/abolition debate (2024-2025),French,0,30.5127163343233,58,UM,Latin America and the Caribbean,24971.32,130861.01,21.2970875898817,28.5936744810896,32.2475466388579,31.7741373694937,18.7218677526485,15.4635669548511,44.4128270485567,25.0744248552647,32.1935380638012,77.2355826344859,39.2578581482006,33.4387047347322,21.9545362196582,27.4556194920552,42.9898688042018,30.9160601777457,35.650899990479,8.95598457326308,36.7671255782434,23.1371016146167,10.4273990314883,28.23324968422,30.7506561281418,27.0593616453672,36.2323928028237,23.5472028581589,28.4612241391536,25.1520394072239,27.015747735623,81.0193260825595,26185.3564713253,0.26819,81.1832,47.474681854248,-0.198361441493034,-0.171988308429718,-0.806393921375275,-1.02057874202728,-0.115086063742638,-0.630761027336121,1856365616165.94,130861007.0,60887761.0,45467026968.0,36.7033688165177,4.72225588452932,2.678,4.0658597946167,111.562,1117.0,20.4068584131191,2.97428590716616,2024,0,strategy_led,8,medium,21,18,0,15,1,4,1,1,24.02%,1/1/18,0.85,Female,0.28%,135%,2016,2014,2016,-0.1,1/1/23,3,26,0.1019,0.863794859,5.8,-3%,0.000770774,0,36,118,3
