STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,ACTIVITY,Economic activity,POL_CAT,Policy category,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observational value,DECIMALS,Decimals,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ALB,Albania,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.014225,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,USA,United States,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.024,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,TUR,Türkiye,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.102125,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CHE,Switzerland,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.09372,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,SWE,Sweden,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.0074475,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ESP,Spain,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.008685,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,SVK,Slovak Republic,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.01218,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,POL,Poland,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.057585,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,NOR,Norway,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.01206,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,NZL,New Zealand,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.03295,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,NLD,Netherlands,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00864,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,MEX,Mexico,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.0415,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,LVA,Latvia,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.006075,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,KOR,Korea,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.096725,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,JPN,Japan,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.0213,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ITA,Italy,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00954,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ISR,Israel,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.0344,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,IRL,Ireland,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00726,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ISL,Iceland,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.09356,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,HUN,Hungary,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.01527,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,GRC,Greece,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.013335,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,DEU,Germany,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00792,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,FRA,France,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.01617,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,DNK,Denmark,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00696,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CZE,Czechia,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.011385,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CRI,Costa Rica,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.0384375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,COL,Colombia,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.028875,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CHL,Chile,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.021,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CAN,Canada,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.0461625,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,BEL,Belgium,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.009795,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,AUT,Austria,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.014325,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,AUS,Australia,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.0366,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,SRB,Serbia,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.0096,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ROU,Romania,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,SVN,Slovenia,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,PRT,Portugal,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,LUX,Luxembourg,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,LTU,Lithuania,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,FIN,Finland,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,EST,Estonia,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2022,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,MKD,North Macedonia,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2023,,0.0048,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ROU,Romania,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2023,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,SVN,Slovenia,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2023,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,PRT,Portugal,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2023,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,LUX,Luxembourg,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2023,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,LTU,Lithuania,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2023,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,FIN,Finland,_T,Total - All activities,CLAS1_1,Foreign equity limits,RR,Regulatory restrictiveness,IX,Index,2023,,0.00576,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,BLR,Belarus,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.023526042,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,BGD,Bangladesh,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.07178125,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,AZE,Azerbaijan,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.011473958,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ARG,Argentina,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0645,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,AGO,Angola,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.024004167,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,DZA,Algeria,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.086458333,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ALB,Albania,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.014490625,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,USA,United States,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.018475,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,TUR,Türkiye,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0076975,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CHE,Switzerland,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.004166667,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ESP,Spain,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.00101875,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,SVN,Slovenia,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0325375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,SVK,Slovak Republic,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0040375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,PRT,Portugal,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0010375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,NOR,Norway,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.000183333,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,NZL,New Zealand,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.01375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,MEX,Mexico,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.007496875,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,LUX,Luxembourg,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.00055,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,LTU,Lithuania,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0096625,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,LVA,Latvia,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0023375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,KOR,Korea,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0055,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ITA,Italy,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0602,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ISR,Israel,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.05459375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,ISL,Iceland,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.00045,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,GRC,Greece,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0035375,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,DEU,Germany,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.000196,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,FRA,France,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0023,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,FIN,Finland,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0001225,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,EST,Estonia,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.00835,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,DNK,Denmark,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0065,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CZE,Czechia,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,2.625E-05,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CRI,Costa Rica,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.003022917,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,COL,Colombia,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.00118125,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CHL,Chile,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.000972917,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,CAN,Canada,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.000421875,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,BEL,Belgium,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.0002875,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,AUT,Austria,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.032698,,5,Five,0,Units,A,Normal value
DATAFLOW,OECD.DAF.INV:DSD_FDIRRI_SCORES@DF_FDIRRI_SCORES(2.0),OECD FDI Regulatory Restrictiveness Index - Scores,I,AUS,Australia,_T,Total - All activities,_O,Other restrictions,RR,Regulatory restrictiveness,IX,Index,2022,,0.056875,,5,Five,0,Units,A,Normal value
