variable,coefficient,std_err,p_value,ci_lower,ci_upper
const,29.84647770419704,5.698084584257238,2.857464362694304e-06,18.4175673683406,41.27538804005348
wipo_gii_score,0.6794803838675129,0.13114772016330012,3.4998402697133608e-06,0.41643136935490516,0.9425293983801206
wb_government_effectiveness_2023,-1.4616457833621734,2.158777613449678,0.5013056005778038,-5.791605336320731,2.8683137695963845
iapp_regulatory_intensity,0.41799067506763987,0.6886232464332096,0.5464460994511049,-0.9632126437485602,1.79919399388384
iapp_approach_ordinal,1.3961127921804692,2.4321335675381373,0.5683771069082632,-3.4821293709873107,6.274354955348249
income_ordinal,2.8326271828791696,1.9961234362710683,0.1617348562186637,-1.1710894055816685,6.836343771340008
is_common_law,1.008314497638993,2.054652459920144,0.6256312292038845,-3.1127964456158437,5.129425440893829
region_europe,-6.479226591775731,2.696696258641244,0.019811011105865424,-11.888114313134086,-1.070338870417376
region_latam,-1.3422785126416312,2.6780817707664846,0.6182995420011683,-6.713830299490294,4.029273274207032
