iso3,region,income_group,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,oxford_dimension_ai_sector_maturity,oxford_dimension_human_capital,oxford_dimension_data_quality,oxford_dimension_regulatory_compliance,oxford_dimension_government_digital_policy,oxford_dimension_societal_transition,oxford_dimension_ai_technology_diffusion,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_gdp_per_capita_ppp_2024,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_accountability_2023,wb_political_stability_2023,wb_gdp_current_usd_2024,wb_population_2024,wb_labor_force_2024,wb_fdi_net_inflows_2024,wb_inflation_consumer_prices_2024,wb_unemployment_rate_2024,wb_high_tech_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.2.1,stanford_fig_4.2.13,stanford_fig_4.2.14,stanford_fig_4.2.15,stanford_fig_4.2.16,stanford_fig_4.2.17,stanford_fig_4.2.18,stanford_fig_4.2.19,stanford_fig_4.2.21,stanford_fig_4.2.22,stanford_fig_4.2.23,stanford_fig_4.2.24,stanford_fig_4.2.25,stanford_fig_4.2.7,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.15,stanford_fig_4.3.16,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_4.4.12,stanford_fig_4.4.2,stanford_fig_4.4.5,stanford_fig_4.4.6,stanford_fig_1.1.11,stanford_fig_1.3.3,stanford_fig_6.2.1,stanford_fig_6.2.20,stanford_fig_6.2.8,wb_ict_service_exports_pct,stanford_fig_1.2.4,stanford_fig_1.3.12,stanford_fig_1.3.25,stanford_fig_1.4.6,stanford_fig_6.2.15,stanford_fig_6.2.16,oecd_year_enacted,stanford_fig_4.2.2,stanford_fig_1.2.5,stanford_fig_6.2.17,stanford_fig_6.2.3,stanford_fig_6.2.4,stanford_fig_6.3.1,stanford_fig_6.3.2,stanford_fig_6.3.3,stanford_fig_6.3.4,stanford_fig_6.3.5,iapp_year_enacted,stanford_fig_6.3.8,stanford_fig_4.5.4,stanford_fig_4.5.7,stanford_fig_1.3.1,oxford_dimension_policy_commitment,oxford_dimension_enabling_technical_infrastructure,oxford_dimension_governance_principles,wipo_income_group,wipo_research_and_development,wipo_information_and_communication_technologies,wipo_trade_diversification,oecd_has_ai_law_2024,oecd_regulatory_approach_2024,oecd_regulatory_intensity_2024,oecd_enforcement_level_2024,oecd_thematic_coverage_2024,stanford_fig_4.4.4,stanford_fig_4.4.7,stanford_fig_4.5.5,wipo_information_and_communication_technology_ict,wb_year,wb_education_expenditure_pct_gdp,wb_exports_pct_gdp,wb_internet_penetration,wb_mobile_subscriptions_per100,wb_patent_applications_residents,wb_rd_expenditure,wb_rd_expenditure_pct_gdp,wb_tertiary_education,iapp_approach_ordinal,iapp_enforcement_ordinal,income_ordinal,gdpr_eu_adequacy,gdpr_eu_eea_member,gdpr_eu_eu_member,legal_English,legal_French,legal_German,legal_Scandinavian,legal_Socialist,region_simplified,region_africa,region_asia,region_europe,region_latam,region_mena,region_north_america,region_other,region_south_asia,fh_status_ordinal
ISR,MENA,HI,0,light_touch,4,medium,8,71.32,16,92.0,62.7,90.38,70.61,64.66,61.32,21.14,80.0,75.35,66.67,45.54,68.31,87.8,80.76,65.87,55.96,86.51,33.9,36.1,2.2,F,74.0,32.0,42.0,2025.0,1,3.0,1981.0,1,adequacy,1,English,1,52.2499679129743,14.0,HI,Northern Africa and Western Asia,54446.21,9387.02,54.0217153181695,59.0190062271854,44.8301724970564,41.0757326734845,43.4020711759181,19.7749871746146,58.1358567879119,45.4120804671062,53.0730345880192,84.7754354665658,49.9875010360955,56.8571531271557,64.295167349485,48.5965942461785,70.1392909786598,65.4646314729991,29.0287523660899,66.3323770964455,33.5910494102893,56.1174558188725,53.1071539767832,55.8582468437144,59.38696663612,79.170801921782,56.7415923114794,61.4152534647019,72.232888122168,66.2849605258198,34.7982864503259,60.4903286620746,57235.7763244136,1.1453697681427,1.12179791927338,0.783846437931061,0.829359412193298,0.64426463842392,-1.46484839916229,540379921261.681,9974400.0,4742087.0,14777900000.0,3.07480889805025,3.595,23.0916656017552,2024.0,1.0,comprehensive,10.0,medium,16.0,13.0,2.0,9.0,1.0,7.0,1.0,1.0,,14.28%,1/1/18,0.87,Female,1.98%,133%,2016.0,2016.0,-2.1,1/1/22,,,,36.0,492.0,,,1.364899872,14.95814021,,,,,4.0,13.0,0.0,,,50.8154042813676,0.122993666,,,,,,2021.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,5.93496990203857,28.4347615877701,88.1824,153.337,1592.0,6.01924,,55.8351593017578,1,2,2,1,0,0,1,0,0,0,0,mena,0,0,0,0,1,0,0,0,
ITA,Europe,HI,1,comprehensive,10,high,14,68.81,25,69.5,63.56,85.77,70.24,61.38,72.28,39.99,80.0,94.06,83.33,46.05,78.59,83.64,71.54,46.42,61.23,64.6,25.8,27.8,2.0,F,89.0,36.0,53.0,2025.0,1,3.0,2018.0,1,eu_member,1,French,0,44.9447399864804,28.0,HI,Europe,60992.86,59342.87,39.4082235773438,38.6926965024249,26.2917266319499,47.5377848785612,36.8171396756977,36.8031349348741,59.0461733510728,37.820074161554,45.4341133547492,82.8866155704585,52.5032748889622,46.1874934136124,42.2790370944951,44.4636276321012,60.5221408671241,51.2451954482769,63.7876470444709,7.95033121985578,33.9820057573789,41.3894703856412,39.0346049579489,45.3853660022932,39.7484401966815,39.8170466554008,43.0621868736488,36.2841187933532,53.8052219003628,43.0658714113322,34.1902953018427,84.419089725393,62014.2675153689,0.611036896705627,0.644031763076782,0.390358686447144,0.550129175186157,1.11553084850311,0.583320736885071,2380825077243.59,58952704.0,25756934.0,26903748175.4513,0.982373023061417,6.5,7.75802459594121,2024.0,1.0,strategy_led,13.0,low,8.0,16.0,1.0,14.0,2.0,1.0,1.0,1.0,,19.78%,1/1/18,0.9,Female,0.41%,135%,2016.0,2016.0,-0.1,1/1/23,,0.4155461931831574,,14.0,85.0,1.198622814,2018.0,0.863945611,1.380678365,,,,,,1.0,10.0,,,7.33113323729912,0.077974725,12/23/21,2023-09-28,9/28/23,82.0,345.0,2022.0,2014.0,,10.0,,10.0,44.29552215362842,38.0,1033.923467,74.61698055,10.48191043085113,2024.0,,10.4,-9%,,,,,,,,,,,,,,,,,,,4.0698299407959,32.505041554007,89.2207,131.872,10281.0,1.39014,,75.9496536254883,3,3,2,0,0,1,0,1,0,0,0,europe,0,0,1,0,0,0,0,0,
JOR,MENA,UM,0,strategy_led,2,low,3,56.07,63,69.5,48.26,69.64,79.99,35.47,57.39,6.59,80.0,77.23,66.67,15.81,36.53,70.86,64.27,82.76,48.12,60.63,25.4,27.0,1.6,NF,33.0,11.0,22.0,2025.0,1,2.0,2023.0,0,none,0,French,0,29.6936103734472,65.0,LM,Northern Africa and Western Asia,10916.51,11552.88,57.2035557847336,24.913618243895,10.2691321860558,21.3139398739746,30.0547772928284,17.600025281124,33.7128425060027,8.03323798937302,26.1228122673199,71.6000006837624,32.4110879847531,34.448771150978,34.4532956533208,20.4560900312929,51.8674167149872,52.3601181400126,24.0158138225736,22.5371252165453,14.9676317087782,19.5982401886111,22.4884129153331,13.2632858316089,23.0430218188915,25.3199273695861,36.4362191189091,26.9549996646956,48.0093819203172,8.70823846037739,35.9473558355796,56.7167548473534,10821.4909765317,0.386213511228561,0.217705458402634,0.257768124341965,0.0886586904525757,-0.774707794189453,-0.20273420214653,53352289577.4648,11552876.0,3204396.0,1634647887.32394,1.55659611283953,16.693,1.36854381035936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0086,,,,,,,,,,0.173975428212716,0.01748372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51486315596325,42.6120551194793,92.5344,67.5457,25.0,0.69547,,35.9184001120427,2,1,1,0,0,0,0,1,0,0,0,mena,0,0,0,0,1,0,0,0,
JPN,East Asia,HI,1,comprehensive,7,medium,12,72.24,14,70.0,70.62,80.46,72.71,66.13,80.75,50.49,100.0,73.57,100.0,50.8,81.69,85.38,85.92,71.86,61.5,71.0,16.7,19.1,2.4,F,96.0,40.0,56.0,2025.0,1,3.0,2022.0,1,adequacy,1,German,0,53.5565691353389,12.0,HI,"South East Asia, East Asia, and Oceania",53059.36,123753.04,42.9453263162714,62.5156580186155,35.5452515307157,45.0691517969551,63.1878523260994,25.3054485139096,60.425712730134,50.0314690330205,52.8530889744879,93.538402240373,56.2917732624343,60.8580052232288,61.7010027867341,47.3890033482739,86.4764859056036,71.1659572022143,54.6508578237106,27.7094682372086,59.0855686397888,49.7088548995927,58.3263117091887,54.3199067872501,36.4803462023394,66.7604026293235,61.463548658392,35.4296400096837,84.0760593847678,68.6280439803117,29.505510213018,93.4933254118681,52039.1716551611,1.63126504421234,1.46932590007782,1.53553938865662,1.3956606388092,1.10550534725189,0.951136231422424,4027597523550.58,123975371.0,69501768.0,16160318365.9944,2.73853681635241,2.5,17.0303844450023,2024.0,1.0,regulation_focused,11.0,medium,0.0,24.0,2.0,21.0,0.0,12.0,1.0,1.0,,,,,,,,,,,,,,,42.0,388.0,,,0.927028226,5.892677976,,,,,,10.0,4.0,,,3.55938118314782,4.577701054,,,,32.0,587.0,2003.0,,3.652353356,3.0,,4.0,,,,,,2025.0,,46.1,-9%,,,,,,,,,,,,,,,,2011.0,,,3.33563995361328,22.7689998646748,86.9815,178.432,222452.0,3.40537,,64.8912200927734,3,2,2,1,0,0,0,0,1,0,0,asia,0,1,0,0,0,0,0,0,
KAZ,Central Asia,UM,0,strategy_led,2,low,3,56.7,58,88.0,53.88,64.63,73.59,39.85,37.38,7.91,70.0,85.98,33.33,11.11,72.11,79.39,54.25,61.2,41.44,45.9,12.7,13.7,1.1,NF,23.0,8.0,15.0,2025.0,1,2.0,2013.0,1,none,1,Socialist,0,26.341209901218,81.0,UM,Central and Southern Asia,41366.31,20592.57,44.3190623649648,25.9876201617853,13.9744005692907,19.4635979278374,21.2931846076375,6.75313890588122,51.0761704273817,28.135576580099,32.0099488862204,87.6793266313788,40.8560140391197,33.6678187655192,13.4829591548888,17.6780830396043,52.5310569592374,44.2453928632581,19.7584698347028,3.44906142481203,22.0311060395923,15.8925681513712,16.4381674476643,12.3037048957195,18.9358321107298,42.4487952908748,25.2401178772123,24.3630514726532,35.8860592655721,10.2684955182653,34.6851807130144,50.9781075991873,40890.9317694408,0.146814674139023,0.0659545287489891,-0.446781367063522,-0.26659306883812,-1.00384140014648,-0.27334600687027,291480274648.826,20592571.0,10266072.0,1978987098.02375,8.83943897452672,4.833,29.2897210078218,2024.0,0.0,light_touch,5.0,none,3.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,1.0,3.0,,,0.0015,0.00924,,,,,,,3.0,,,1.69729360472721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84984016418457,31.5871636865516,93.3917,127.115,803.0,0.14472,,53.4564204414133,2,1,1,0,0,0,0,0,0,0,1,other,0,0,0,0,0,0,1,0,
KEN,Sub-Saharan Africa,LM,0,strategy_led,3,low,5,52.55,68,69.0,39.17,70.63,62.14,35.48,70.74,9.13,60.0,69.43,100.0,,,,,,,,7.8,8.1,0.3,PF,52.0,22.0,30.0,2025.0,1,2.0,2019.0,1,none,1,English,1,21.3791141049195,102.0,LM,Sub-Saharan Africa,7157.32,56432.94,44.179003271043,21.311974238742,1.08369227665058,13.5683745611904,6.11733807538209,17.14444799026,39.1859122324736,8.49674034682339,16.1373466818176,55.7892557515248,27.1434813628694,25.3547685318016,22.2299848216841,16.6188232525021,41.3996646176527,39.5988631929715,15.1225264144584,26.306521338992,17.4403606331328,19.6692719438138,17.7037528872858,19.6142465024523,21.6898164417034,24.2655772614092,22.5821771826073,22.9447531391942,33.2179216902188,2.05436830566811,7.1717595073109,35.3226721334477,,,,,,,,,,,,,,4.59327769222193,2024.0,0.0,light_touch,6.0,none,3.0,9.0,0.0,9.0,0.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,6.0,,,0.0025,0.040606312,,,,,,,0.0,,2.0,11.2280460031494,,,,,21.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,0,0,0,0,africa,1,0,0,0,0,0,0,0,
KOR,East Asia,HI,1,comprehensive,8,high,12,76.89,5,96.0,68.21,90.73,79.23,65.88,82.71,40.81,90.0,91.5,100.0,50.65,70.07,85.27,81.45,66.96,65.42,82.0,25.9,30.7,4.8,F,83.0,33.0,50.0,2025.0,1,3.0,2023.0,1,adequacy,1,German,0,59.9976353178735,4.0,HI,"South East Asia, East Asia, and Oceania",62960.47,51717.59,58.1740865050582,63.6851715501906,37.7634037092226,61.7470086563706,65.8762520473492,25.7129696465399,71.1546987221603,60.6548343933107,68.6140954304918,95.0357487674814,60.4678509357773,63.9128818083116,58.3779884798275,57.9477759136713,80.2817087802358,70.9872709677794,81.5033688101877,30.0904999978219,50.427708833167,54.148543170972,65.116196564893,52.2575407904176,45.0718921576054,82.2498173375774,55.8100201573186,46.2178932958843,74.5060176180442,85.4505639680789,49.2370236012362,71.4633084267847,61051.3492502498,1.40480732917786,1.122523188591,1.24850225448608,0.894088566303253,0.8595951795578,0.609834730625153,1875388209406.8,51751065.0,29835657.0,15225800000.0,2.32174328643542,2.784,32.4050621736765,2024.0,0.0,light_touch,6.0,medium,20.0,12.0,0.0,10.0,0.0,4.0,1.0,1.0,,13.21%,1/1/18,0.63,,1.07%,65%,,,-0.36,1/1/23,,,,52.0,270.0,,,1.326995968,8.962056925,,,,,6.0,16.0,13.0,,,7.38567145838409,17.26851235,,,,10.0,40.0,,,10.42824097,10.0,2.0,13.0,,,,,,2025.0,,31.4,-1%,1.0,,,,,,,,,,,,,,,2011.0,,,5.81446981430054,44.3582383593234,97.8956,162.114,186245.0,5.21081,,106.709167480469,3,3,2,1,0,0,0,0,1,0,0,asia,0,1,0,0,0,0,0,0,
LBN,MENA,LM,0,none,0,none,1,34.26,117,42.0,41.01,39.38,18.65,34.15,25.67,3.29,30.0,36.22,26.33,15.61,37.21,74.27,40.0,1.08,25.0,55.8,24.8,25.7,0.9,PF,42.0,18.0,24.0,2025.0,1,2.0,2018.0,0,none,0,French,0,23.6120255291244,90.0,LM,Northern Africa and Western Asia,,5805.96,29.1503314789158,23.6146909950727,23.0906530872825,14.6874823294667,56.2358004802877,12.3850011446166,39.3945935597535,6.79929693149649,33.0849242575254,53.1152717633933,24.0998566131688,26.8171492216018,15.8785741032646,16.2570603396761,2.94323765622595,14.748274610087,4.37199634610992,8.1369746889355,17.5924154732532,17.8266383498854,30.2200674468009,18.4511304071627,4.80871719569269,37.3730834087003,38.5379996321552,26.9152835383646,12.1512546951191,13.663967611336,46.1962116014867,51.2412237272426,,,,,,,,,,,,,,3.89127352822828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0138,,,,,,,,,,4.15755081176814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,mena,0,0,0,0,1,0,0,0,
LKA,South Asia,LM,0,light_touch,1,none,2,45.6,80,72.5,44.09,56.63,43.99,33.31,39.09,3.29,50.0,63.73,43.0,,,,,,,,6.2,6.6,0.4,PF,57.0,25.0,32.0,2025.0,1,2.0,2022.0,0,none,0,English,1,22.9052774592463,93.0,LM,Central and Southern Asia,,23103.57,33.3216493010255,22.5013343232489,8.02024429426215,18.3891727972787,15.1169853600017,33.9533321339456,30.5161329866433,32.9375303798237,17.5088497527602,58.2893379374114,41.7267334837269,26.9171405044395,21.7491238343747,18.2837662874754,31.2160895229669,32.6576604378548,20.9708172942586,2.50693911483989,22.674579835362,18.1783597776721,7.90322093047871,26.2880933773503,20.3437650251873,23.0802993000098,20.1911245246066,23.5948123063353,33.435242489572,0.667104116708571,21.3433121549286,42.9494490989782,,,,,,,,,,,,,,1.10210418160865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.005564635,,,,,,,,,,14.1021039932466,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,south_asia,0,0,0,0,0,0,0,1,
LTU,Europe,HI,1,comprehensive,10,high,14,65.31,29,80.5,55.11,91.67,84.3,45.56,57.02,8.98,70.0,88.6,46.67,,,,,,,,21.0,22.4,1.3,F,89.0,37.0,52.0,2025.0,1,3.0,2018.0,1,eu_member,1,Socialist,0,40.7890541798699,33.0,HI,Europe,53623.64,2859.11,65.0117794535403,36.381953508697,21.4731850560997,29.5087545207896,44.0111175208217,38.4440560972363,59.0800582677159,31.5181875243361,39.1671566427876,81.341925739249,50.4347231202738,48.9969590618543,29.3848943497209,31.1176465808161,75.6425464175819,71.9175780075124,24.6164277465849,35.3460710880033,27.3944782383905,32.7265386408426,21.0722687684323,30.1518032292758,46.9555439248198,52.3664879379796,47.0833840300005,47.3289775338888,75.098408151415,18.7306575427731,39.6907541178736,61.8929634811766,55285.8991934304,1.05012118816376,1.33804214000702,1.26719617843628,0.781545519828796,1.07111299037933,0.742111504077911,84869215513.3648,2888278.0,1554585.0,4700199442.92396,0.715735835228723,6.851,12.0304039362778,2024.0,1.0,regulation_focused,13.0,low,19.0,14.0,1.0,13.0,0.0,2.0,1.0,1.0,,12.20%,1/1/18,0.35,Female,1.06%,165%,2016.0,2016.0,0.56,1/1/23,,0.0274936044639139,0.87%,7.0,9.0,,,0.34477884,0.552683711,,,,,,,1.0,,,5.73535286188466,0.069647947,,,,,,2017.0,,,,,,10.75185475005524,25.0,147.1327404,375.6841554,,2024.0,,,,,,,,,,,,,,,,,,,,,,4.25285005569458,74.1139807545184,88.5029,137.204,81.0,1.05319,,77.0064163208008,3,3,2,0,0,1,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
LUX,Europe,HI,1,comprehensive,10,high,14,64.28,33,81.0,57.65,81.52,75.46,46.26,66.54,12.18,90.0,85.39,66.67,,,,,,,,,,,F,97.0,40.0,57.0,2025.0,1,3.0,2018.0,1,eu_member,1,French,0,47.2652289615258,23.0,HI,Europe,151145.79,673.04,71.270355809746,58.2553081252497,55.0573533045619,53.5961643265818,42.189621133657,22.6783497956074,57.1615467143713,29.2967634742628,46.9483147208229,85.0543350793229,45.6764827830644,56.1163052832428,56.6877191762395,42.0648261958634,88.1407185509425,83.9005422730218,48.1826935713428,48.8296798148345,48.8390856678297,30.5334880651451,39.270129552561,19.9912075568303,32.3391270860439,69.23911953168,45.8008785140552,62.9619168590796,92.2905524583771,31.7285605632216,51.9548368848757,46.3833345936742,155941.288210791,1.91421329975128,1.92906320095062,1.75243473052979,1.92665910720825,1.63266289234161,1.05400168895721,93279851863.4062,677012.0,352177.0,105986643430.0,2.05113269954859,6.4,6.57356994288018,2024.0,0.0,light_touch,6.0,none,11.0,8.0,0.0,8.0,0.0,1.0,1.0,1.0,2014.0,9.15%,1/1/18,0.24,Female,1.45%,114%,2016.0,2016.0,8.92,1/1/19,,,,3.0,17.0,,,0.086071782,0.212533081,,,,,,,1.0,,,3.84135632614271,15.30543343,,,,0.0,0.0,,,82.16360308,,,,3.884373322290111,3.0,1148.414402,598.1029474,,2024.0,,,,,,,,,,,,,,,,,,,,,,3.70599007606506,191.532970187611,98.7606,144.475,112.0,0.97653,,21.5371704101562,3,3,2,0,0,1,0,1,0,0,0,europe,0,0,1,0,0,0,0,0,
LVA,Europe,HI,1,comprehensive,10,high,14,59.14,51,72.5,53.07,82.35,81.44,37.18,47.58,9.77,50.0,95.23,33.33,,,,,,,,,,,F,89.0,37.0,52.0,2025.0,1,3.0,2018.0,1,eu_member,1,Socialist,0,37.5271138784222,41.0,HI,Europe,43526.93,1871.87,32.6715642195057,35.8796109533488,51.9148532850446,32.8447398127081,32.5036767352029,32.458841648916,63.2596655374334,35.9675814812252,39.1510307587389,85.3726972116453,51.2663734472621,44.1597853750412,22.8290530097723,28.5471489505958,69.6932885920249,57.9331264543815,17.2465144113676,19.8893771749632,30.0473053668084,24.2495580884834,20.3057876080641,31.915118952037,20.5277677053492,54.7624744834656,36.5687852614748,44.9710771430526,71.434526551614,12.2460836595522,41.9473430792309,57.3133018742581,43394.2732822314,0.696560978889465,1.17222261428833,1.03986096382141,0.698113977909088,0.993027687072754,0.591089129447937,43684254432.3609,1866124.0,960324.0,1514022170.34634,1.26579885828729,6.9,17.1495055610295,2024.0,0.0,light_touch,9.0,none,14.0,14.0,0.0,14.0,0.0,2.0,1.0,1.0,,23.60%,1/1/18,0.22,Female,0.67%,162%,2016.0,2016.0,0.66,1/1/23,,,,,3.0,,,,0.006565042,,,,,,,3.0,,3.0,14.8993286633221,0.053263877,,,,1.0,1.0,2024.0,,,3.0,2.0,,4.457420085881875,8.0,556.3057491,235.0635629,,2024.0,,,,,,,,,,,,,,,,,,,,,,4.31920003890991,65.334130371428,92.7076,119.91,104.0,0.76382,,85.7360610961914,3,3,2,0,0,1,0,0,0,0,1,europe,0,0,1,0,0,0,0,0,
MAR,MENA,LM,0,strategy_led,2,low,4,43.06,86,23.0,48.12,78.75,34.9,30.81,39.78,7.69,20.0,59.8,33.33,,,,,,,,10.5,10.9,0.3,PF,36.0,13.0,23.0,2025.0,1,2.0,2009.0,1,none,1,French,0,31.0479471722523,57.0,LM,Northern Africa and Western Asia,10615.06,38081.17,44.0883458837812,14.1786200145431,4.63817021753075,36.3651302264137,23.3895210849063,14.6284907909845,46.0129636026853,27.0466039267397,26.708528769499,59.9349784429887,33.8700243869043,29.1626613220898,16.4227117622148,28.4263900764501,47.605536531429,43.5198652738977,58.5663094072151,9.14377054396971,17.5518466083171,20.4876499264865,13.5063475651994,15.7208385988239,32.2357636154362,8.56130167309739,27.5362681656047,23.6897318736939,38.8657134064831,3.58455044370585,30.5280722621058,50.0755128679381,,,,,,,,,,,,,,4.85375388189337,2024.0,0.0,light_touch,3.0,none,3.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,,20.47%,1/1/18,0.59,Female,0.78%,192%,2016.0,2016.0,1.14,1/1/23,,0.0554613132383972,,15.0,59.0,1.198622814,2018.0,0.133226771,0.817811835,Little or no change,Advanced industries ,27%,2023.0,,,0.0,2020.0,17.0,8.19719275273277,0.470829427,,,,0.0,0.0,,,2.304594017,,,,74.40290642056506,32.0,1068.37097,1270.163538,,,,,,,,,,,,,,,,,,,77%,67.70%,,,,,,,,,,,,2,1,0,0,0,0,0,1,0,0,0,mena,0,0,0,0,1,0,0,0,
MEX,LATAM,UM,0,strategy_led,3,low,6,48.33,77,35.0,52.1,67.64,66.11,34.07,32.22,12.47,50.0,77.34,24.33,,,,,,,,16.7,17.8,1.1,PF,60.0,27.0,33.0,2025.0,1,2.0,2010.0,1,none,1,French,0,30.5127163343233,58.0,UM,Latin America and the Caribbean,24971.32,130861.01,21.2970875898817,28.5936744810896,32.2475466388579,31.7741373694937,18.7218677526485,15.4635669548511,44.4128270485567,25.0744248552647,32.1935380638012,77.2355826344859,39.2578581482006,33.4387047347322,21.9545362196582,27.4556194920552,42.9898688042018,30.9160601777457,35.650899990479,8.95598457326308,36.7671255782434,23.1371016146167,10.4273990314883,28.23324968422,30.7506561281418,27.0593616453672,36.2323928028237,23.5472028581589,28.4612241391536,25.1520394072239,27.015747735623,81.0193260825595,26185.3564713253,-0.198361441493034,-0.171988308429718,-0.806393921375275,-1.02057874202728,-0.115086063742638,-0.630761027336121,1856365616165.94,130861007.0,60887761.0,45467026968.0,4.72225588452932,2.678,20.4068584131191,2024.0,0.0,strategy_led,8.0,medium,21.0,18.0,0.0,15.0,1.0,4.0,1.0,1.0,,24.02%,1/1/18,0.85,Female,0.28%,135%,2016.0,2016.0,-0.1,1/1/23,,,,3.0,26.0,,,0.1019,0.863794859,,,,,,,0.0,,3.0,2.97428590716616,0.000770774,,,,36.0,118.0,,2014.0,,,,,,,,,,,,5.8,-3%,,,,,,,,,,,,,,,,,,,4.0658597946167,36.7033688165177,81.1832,111.562,1117.0,0.26819,,47.474681854248,2,1,1,0,0,0,0,1,0,0,0,latam,0,0,0,1,0,0,0,0,
MLT,Europe,HI,1,comprehensive,10,high,14,61.48,39,77.0,52.25,87.77,66.58,44.16,65.19,7.19,80.0,67.62,66.67,,,,,,,,,,,F,90.0,36.0,54.0,2025.0,1,3.0,2018.0,1,eu_member,1,English,1,45.3472846775166,27.0,HI,Europe,72941.91,539.61,51.3885831953917,53.8771078499676,37.0645876760189,51.8005550809986,24.9172443352787,32.2794267490557,64.6323935931948,33.5609285831451,42.8277514716172,87.1975825325821,51.0126459549276,49.9352413377284,47.7294142310054,39.7276041516596,71.1623271607614,61.8426743221,60.031916726268,39.0740129295076,57.8235987405368,27.6546532223206,23.5996226048811,37.2466802112965,22.1176568507842,56.0783105783606,40.1160270900294,50.0737991954394,62.9771126101471,19.6520994867045,44.1987613349524,56.3568240053019,,,,,,,,,,,,,,29.6218204565045,2024.0,1.0,light_touch,20.0,medium,23.0,26.0,1.0,24.0,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,3.0,,,,0.015807271,,,,,,,0.0,,,1.60541512852324,,,,,1.0,7.0,2022.0,,,,,,1.297392016540143,2.0,648.6960083,234.7713734,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,0,0,1,1,0,0,0,0,europe,0,0,1,0,0,0,0,0,
