variable,coefficient,std_err,p_value,ci_lower,ci_upper
const,-2.911491444876247,1.1815477733491004,0.017012088281260114,-5.28137615954795,-0.5416067302045438
wipo_gii_score,0.12353656830851928,0.022118408017367263,8.204531895585392e-07,0.07917266000487824,0.16790047661216032
wb_regulatory_quality_2023,-1.1745388770653935,0.6009857898974847,0.055944172434996435,-2.37996371839522,0.030885964264432575
wb_rule_of_law_2023,-0.5638918323714543,0.546504447843285,0.306844108286598,-1.6600409400565264,0.5322572753136177
income_ordinal,1.238497295535925,0.38910574760437466,0.002440011534924206,0.45805000052328515,2.018944590548565
is_common_law,0.20599722904322001,0.3821296147976438,0.5920912273527268,-0.5604577155295137,0.9724521736159538
gdpr_has_gdpr_like_law,1.4087325518332052,0.8115368647308433,0.08839550455243086,-0.21900426465350264,3.036469368319913
gdpr_eu_eu_member,6.1427353298306135,0.551127940912061,1.6550812950904287e-15,5.037312669438464,7.248157990222763
region_europe,-0.7800098654077785,0.5858178128719449,0.18872688324347658,-1.9550115975615545,0.3949918667459975
