iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_high_tech_exports_pct,wb_ict_service_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.2.13,stanford_fig_4.2.14,stanford_fig_4.2.15,stanford_fig_4.2.16,stanford_fig_4.2.17,stanford_fig_4.2.18,stanford_fig_4.2.19,stanford_fig_4.2.21,stanford_fig_4.2.22,stanford_fig_4.2.23,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_1.2.4,stanford_fig_6.2.1,stanford_fig_6.2.15,stanford_fig_6.2.16,stanford_fig_6.2.17,stanford_fig_6.2.3,stanford_fig_6.2.4,stanford_fig_6.3.1,stanford_fig_6.3.2,stanford_fig_6.3.3,stanford_fig_6.3.4
UGA,Uganda,Sub-Saharan Africa,LM,Additional research (UGA),0,light_touch,1,none,1,"National 4IR Strategy mentions AI, no AI-specific legislation or strategy.",IAPP_supplementary_research,2026-02,35.76,113,12.0,33.92,45.75,70.84,20.91,33.65,4.83,30.0,81.67,33.33,6.4,6.8,0.4,Uganda,NF,35,13,22,2025,Data year 2024,Uganda,1,2,Data Protection and Privacy Act,2019,1,none,1,PDPO (Personal Data Protection Office) active under NITA-U,English,1,17.0672701323701,124,LI,Sub-Saharan Africa,3641.79,50015.09,56.8032196480279,12.6933504458456,0.907027886175216,6.93280504143356,2.80212981541135,19.7187738271971,39.4934125308652,22.2182599080281,13.4706626755519,28.7106142107736,23.5492159819996,20.825173843094,17.6471798899582,9.06386979004115,35.6988343983772,41.134266417715,4.82010436371221,8.59375911001025,16.0575351399922,11.1949345386487,8.54167033499293,8.82066144719199,16.2224718337613,4.37533630758622,13.2783736943582,17.1839835521346,30.9007452067397,0.586909098963436,0.331666396826965,28.439232157653,3.1241230157024,1.33744559825475,2024,0,light_touch,3,medium,0,3,0,2,0,0,1,1,19.67%,1/1/18,0.62,Female,0.61%,237%,2016,2016,0.42,1/1/19,5,27,0.071261713,0.793556783,0.141801411,0,3,41,20,5,20,11.60587060625429,15,601.2850239,111.4179526
