iso3,country_name,region,income_group,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_year_enacted,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_cluster_governance,oxford_cluster_infrastructure_and_data,oxford_cluster_skills_and_education,oxford_cluster_government_and_public_services,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_policy_vision,oxford_dimension_policy_commitment,oxford_dimension_compute_capacity,oxford_dimension_enabling_technical_infrastructure,oxford_dimension_data_quality,oxford_dimension_governance_principles,oxford_dimension_regulatory_compliance,oxford_dimension_government_digital_policy,oxford_dimension_e_government_delivery,oxford_dimension_ai_sector_maturity,oxford_dimension_ai_technology_diffusion,oxford_dimension_societal_transition,oxford_dimension_safety_and_security,oxford_dimension_human_capital,ms_ai_adoption_h1_2025,ms_ai_adoption_h2_2025,ms_ai_adoption_change_pp,stanford_ai_investment_cumulative_2013_2024_bn,stanford_ai_investment_2024_bn,stanford_ai_newly_funded_companies_2024,stanford_ai_newly_funded_companies_cumulative_2013_2024,stanford_ai_talent_concentration_pct,stanford_ai_talent_change_pct,stanford_ai_skill_penetration_rate,stanford_ai_skill_penetration_female,stanford_ai_skill_penetration_male,stanford_net_ai_talent_migration_per10k,stanford_ai_hiring_rate_yoy_pct,stanford_ai_patents_per100k_2023,stanford_ai_patents_change_2013_2023,stanford_notable_ml_models_cumulative_2003_2024,stanford_highly_cited_publications_top100_2023,stanford_ai_bills_passed_2016_2024,stanford_ai_mentions_parliamentary,wipo_gii_rank,wipo_gii_score,wipo_income_group,wipo_ppp_per_capita,wipo_innovation_inputs,wipo_innovation_outputs,wipo_institutions,wipo_human_capital_and_research,wipo_infrastructure,wipo_market_sophistication,wipo_business_sophistication,wipo_knowledge_and_technology_outputs,wipo_creative_outputs,wipo_regulatory_environment,wipo_business_environment,wipo_education,wipo_tertiary_education,wipo_research_and_development,wipo_information_and_communication_technologies,wipo_general_infrastructure,wipo_investment,wipo_credit,wipo_trade_diversification,wipo_intangible_assets,wipo_innovation_linkages,wipo_knowledge_creation,wipo_knowledge_impact,wipo_knowledge_diffusion,wipo_knowledge_absorption,wipo_international_restrictions,wipo_ecological_sustainability,wipo_online_creativity,wipo_creative_goods_and_services,wb_gdp_per_capita_ppp_2024,wb_gdp_current_usd_bn_2024,wb_population_2024,wb_internet_penetration_2024,wb_rd_expenditure_pct_gdp_2020,wb_tertiary_education_rate_2023,wb_mobile_subscriptions_per100_2023,wb_exports_pct_gdp_2024,wb_inflation_2024,wb_unemployment_rate_2024,wb_fdi_net_inflows_usd_2024,wb_education_expenditure_pct_gdp_2024,wb_patent_applications_residents_2021,wb_high_tech_exports_pct_2019,wb_ict_service_exports_pct_2019,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_and_accountability_2023,wb_political_stability_2023,fh_status,fh_total_score,fh_political_rights_score,fh_civil_liberties_score,fh_year,gdpr_has_gdpr_like_law,gdpr_similarity_level,gdpr_law_name,gdpr_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,legal_origin,is_common_law,oecd_has_ai_law_2024,oecd_regulatory_approach_2024,oecd_year_enacted,oecd_regulatory_intensity_2024,oecd_enforcement_level_2024,oecd_thematic_coverage_2024,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments
SGP,Singapore,"South East Asia, East Asia, and Oceania",HI,0,strategy_led,6,,medium,12,"National AI Strategy updated 2023, Model AI Governance Framework (voluntary), AI Verify toolkit, numerous sector frameworks, AI Safety Institute, GenAI Sandbox",IAPP_Global_AI_Law_Policy_Tracker,2026-02,76.42,7,,,,,85.0,74.46,78.3,92.5,64.15,76.42,100.0,75.0,41.99,86.39,95.01,75.0,81.6,93.92,91.08,44.31,69.59,52.85,100.0,85.17,58.6,60.9,2.3,7.271067,0.847717,39,239,1.64,157,0.86,0.638,0.773,1.26,24.97,0.980119,25.459,11,4,0,331,5,59.94,HI,148185.78,70.92,51.44,99.14,65.03,56.74,65.02,68.65,55.44,47.45,97.43,100.0,59.57,74.95,60.57,96.23,55.3,88.62,47.44,59.02,37.04,63.51,39.89,68.9,57.53,71.37,,18.69,67.11,48.58,150689.3,547.39,6036860,94.38,2.16,97.29,173.2,178.78,2.39,2.74,151941202883.73,2.19,2024,51.82,6.52,2.32,2.31,1.75,2.04,-0.07,1.42,PF,48,19,29,2025,1,2,Personal Data Protection Act,2012,1,none,1,English,1,1,regulation_focused,2017,31,medium,20,55,2,50,0,19,1,1
