iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_gdp_per_capita_ppp_2024,wb_rd_expenditure_2023,wb_internet_penetration_2024,wb_tertiary_education_2024,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_accountability_2023,wb_political_stability_2023,wb_gdp_current_usd_2024,wb_population_2024,wb_labor_force_2024,wb_fdi_net_inflows_2024,wb_exports_pct_gdp_2024,wb_inflation_consumer_prices_2024,wb_unemployment_rate_2024,wb_education_expenditure_pct_gdp_2023,wb_mobile_subscriptions_per100_2023,wb_patent_applications_residents_2021,wb_high_tech_exports_pct,wb_ict_service_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_year_enacted,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.2.13,stanford_fig_4.2.14,stanford_fig_4.2.15,stanford_fig_4.2.16,stanford_fig_4.2.17,stanford_fig_4.2.18,stanford_fig_4.2.19,stanford_fig_4.2.21,stanford_fig_4.2.22,stanford_fig_4.2.23,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_1.2.4,stanford_fig_1.3.1,stanford_fig_1.3.3,stanford_fig_6.2.1
SAU,Saudi Arabia,MENA,HI,Saudi Arabia,0,strategy_led,4,medium,7,"National Strategy on Data and AI, SDAIA AI Ethics Principles 2023, draft AI law Apr 2025, strong institutional framework",IAPP_Global_AI_Law_Policy_Tracker,2026-02,71.57,15,92.0,62.93,93.21,88.62,54.48,57.39,25.94,80.0,91.25,66.67,23.7,26.2,2.5,Saudi Arabia,NF,8,1,7,2025,Data year 2024,Saudi Arabia,1,2,Personal Data Protection Law (PDPL),2021,1,none,1,Amended 2023; effective Sep 2023; SDAIA enforcement,French,0,36.0448190047954,46,HI,Northern Africa and Western Asia,63117.95,33962.76,78.8380012824497,23.696995006064,7.90716282703358,24.4392629827295,49.4380710868029,6.25618986080418,57.3832091318126,46.9706878669161,43.4445632510264,85.0378243648321,46.0882340308508,45.3556459499998,37.4176102505222,22.5128106833564,63.2719237205899,64.8702523992604,33.4940985258193,37.1540566032644,15.9657667817452,20.5863583839834,22.0542541938782,17.6107526193374,22.0940683387346,17.7076079859246,48.6781850627972,22.8616920522456,52.5008321947417,33.1632479544946,39.7872326667718,59.4424274983245,71375.3727890285,0.56486,100.0,83.884129573915,0.796441078186035,0.517070889472961,0.414570838212967,0.536042988300323,-1.41669249534607,-0.213224530220032,1239804533333.33,35300280.0,17534019.0,21337562069.6656,29.1092122693749,1.68792112375809,3.518,5.11466979980469,157.775,1398.0,0.644531120548462,6.44444701607436,2024,1,regulation_focused,2021.0,27,high,24,41,13,25,0,33,1,1,28.71%,1/1/18,0.65,Female,0.37%,160%,2016,2016,1.61,1/1/19,3,13,0.025999147,0.155166756,0.006012453,1,2,0
