bloque,canonical_name,wb_code,wb_name,last_updated_wb,total_records_api,n_aggregates_filtered,n_null_filtered,n_rows_final,n_countries,years_data,output_file,extraction_timestamp,api_url
Apertura,exports_pct_gdp,NE.EXP.GNFS.ZS,,2026-04-08,2128,392,490,1246,185,"2018, 2019, 2020, 2021, 2022, 2023, 2024",/Users/francoia/Documents/Research_AI_law/World Bank WDI/data_v2/raw/tarea47_exports_pct_gdp.csv,2026-05-04T19:04:12.432812,https://api.worldbank.org/v2/country/all/indicator/NE.EXP.GNFS.ZS?date=2018:2025&format=json&per_page=20000&source=2
Apertura,trade_pct_gdp,NE.TRD.GNFS.ZS,,2026-04-08,2128,392,490,1246,185,"2018, 2019, 2020, 2021, 2022, 2023, 2024",/Users/francoia/Documents/Research_AI_law/World Bank WDI/data_v2/raw/tarea47_trade_pct_gdp.csv,2026-05-04T19:04:13.866097,https://api.worldbank.org/v2/country/all/indicator/NE.TRD.GNFS.ZS?date=2018:2025&format=json&per_page=20000&source=2
Apertura,fdi_net_inflows,BX.KLT.DINV.CD.WD,,2026-04-08,2128,392,353,1383,201,"2018, 2019, 2020, 2021, 2022, 2023, 2024",/Users/francoia/Documents/Research_AI_law/World Bank WDI/data_v2/raw/tarea47_fdi_net_inflows.csv,2026-05-04T19:04:15.297820,https://api.worldbank.org/v2/country/all/indicator/BX.KLT.DINV.CD.WD?date=2018:2025&format=json&per_page=20000&source=2
Apertura,fdi_pct_gdp,BX.KLT.DINV.WD.GD.ZS,,2026-04-08,2128,392,381,1355,198,"2018, 2019, 2020, 2021, 2022, 2023, 2024",/Users/francoia/Documents/Research_AI_law/World Bank WDI/data_v2/raw/tarea47_fdi_pct_gdp.csv,2026-05-04T19:04:16.220441,https://api.worldbank.org/v2/country/all/indicator/BX.KLT.DINV.WD.GD.ZS?date=2018:2025&format=json&per_page=20000&source=2
Apertura,gross_capital_formation_pct_gdp,NE.GDI.TOTL.ZS,,2026-04-08,2128,392,541,1195,176,"2018, 2019, 2020, 2021, 2022, 2023, 2024",/Users/francoia/Documents/Research_AI_law/World Bank WDI/data_v2/raw/tarea47_gross_capital_formation_pct_gdp.csv,2026-05-04T19:04:16.979637,https://api.worldbank.org/v2/country/all/indicator/NE.GDI.TOTL.ZS?date=2018:2025&format=json&per_page=20000&source=2
