bloque,canonical_name,wb_code,wb_name,last_updated_wb,total_records_api,n_aggregates_filtered,n_null_filtered,n_rows_final,n_countries,years_data,output_file,extraction_timestamp,api_url
Digital,internet_penetration,IT.NET.USER.ZS,,2026-04-08,2128,392,446,1290,192,"2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025",/Users/francoia/Documents/Research_AI_law/World Bank WDI/data_v2/raw/tarea47_internet_penetration.csv,2026-05-04T19:04:17.755022,https://api.worldbank.org/v2/country/all/indicator/IT.NET.USER.ZS?date=2018:2025&format=json&per_page=20000&source=2
Digital,mobile_subscriptions_per100,IT.CEL.SETS.P2,,2026-04-08,2128,392,390,1346,210,"2018, 2019, 2020, 2021, 2022, 2023, 2024",/Users/francoia/Documents/Research_AI_law/World Bank WDI/data_v2/raw/tarea47_mobile_subscriptions_per100.csv,2026-05-04T19:04:18.678218,https://api.worldbank.org/v2/country/all/indicator/IT.CEL.SETS.P2?date=2018:2025&format=json&per_page=20000&source=2
Digital,fixed_broadband_per100,IT.NET.BBND.P2,,2026-04-08,2128,392,420,1316,208,"2018, 2019, 2020, 2021, 2022, 2023, 2024",/Users/francoia/Documents/Research_AI_law/World Bank WDI/data_v2/raw/tarea47_fixed_broadband_per100.csv,2026-05-04T19:04:19.524131,https://api.worldbank.org/v2/country/all/indicator/IT.NET.BBND.P2?date=2018:2025&format=json&per_page=20000&source=2
Digital,secure_servers_per_1m,IT.NET.SECR.P6,,2026-04-08,2128,392,237,1499,215,"2018, 2019, 2020, 2021, 2022, 2023, 2024",/Users/francoia/Documents/Research_AI_law/World Bank WDI/data_v2/raw/tarea47_secure_servers_per_1m.csv,2026-05-04T19:04:20.320077,https://api.worldbank.org/v2/country/all/indicator/IT.NET.SECR.P6?date=2018:2025&format=json&per_page=20000&source=2
Digital,electric_consumption_kwh_pc,EG.USE.ELEC.KH.PC,,2026-04-08,2128,392,802,934,149,"2018, 2019, 2020, 2021, 2022, 2023, 2024",/Users/francoia/Documents/Research_AI_law/World Bank WDI/data_v2/raw/tarea47_electric_consumption_kwh_pc.csv,2026-05-04T19:04:21.134578,https://api.worldbank.org/v2/country/all/indicator/EG.USE.ELEC.KH.PC?date=2018:2025&format=json&per_page=20000&source=2
