iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_high_tech_exports_pct,wb_ict_service_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_year_enacted,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.3.13,stanford_fig_4.3.9,stanford_fig_6.2.1,stanford_fig_6.2.15,stanford_fig_6.2.16
UKR,Ukraine,Europe-Other,LM,Additional research (UKR),0,strategy_led,2,low,3,"AI Development Concept 2020, Ministry of Digital Transformation engagement, no binding AI law.",IAPP_supplementary_research,2026-02,60.84,41,73.5,52.4,83.0,80.24,40.34,58.21,10.99,90.0,99.63,59.67,9.1,9.0,-0.1,Ukraine,PF,48,19,29,2025,Data year 2024 - wartime conditions,Ukraine,1,2,Law 2297-VI On Personal Data Protection,2010,1,none,1,Reform toward full GDPR-alignment pending (EU candidate); Ombudsman enforcement,Socialist,0,29.6910120248977,66,UM,Europe,19603.12,37860.22,38.1536017811775,31.7875719690263,6.58954423040816,23.6599143201939,13.7963505289508,17.276605706744,58.8624063513708,13.7735853334435,34.3445458654636,75.5894651853953,35.5465520751943,31.6342954352562,23.7330825043062,27.3617950091184,28.8437554173772,30.7679246629655,25.8237820197239,2.63030032370057,25.7863622719544,31.0636756980428,32.8377036523765,32.5262395016724,27.8270839400796,45.8432711308184,25.7248826036315,36.4025490109198,25.3064167903418,6.963076790723,37.2081544542971,60.7479969582431,5.48014872729842,24.7981677640996,2024,1,regulation_focused,2020.0,3,low,6,2,1,1,0,1,1,1,4,0.015,0,2,5
