iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,oxford_dimension_ai_sector_maturity,oxford_dimension_human_capital,oxford_dimension_data_quality,oxford_dimension_regulatory_compliance,oxford_dimension_government_digital_policy,oxford_dimension_societal_transition,oxford_dimension_ai_technology_diffusion,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_gdp_per_capita_ppp_2024,wb_rd_expenditure_2022,wb_internet_penetration_2023,wb_tertiary_education_2019,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_accountability_2023,wb_political_stability_2023,wb_gdp_current_usd_2024,wb_population_2024,wb_labor_force_2024,wb_fdi_net_inflows_2024,wb_exports_pct_gdp_2024,wb_inflation_consumer_prices_2024,wb_unemployment_rate_2024,wb_education_expenditure_pct_gdp_2021,wb_mobile_subscriptions_per100_2023,wb_patent_applications_residents_2021,wb_high_tech_exports_pct,wb_ict_service_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_year_enacted,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.2.13,stanford_fig_4.2.14,stanford_fig_4.2.15,stanford_fig_4.2.16,stanford_fig_4.2.17,stanford_fig_4.2.18,stanford_fig_4.2.19,stanford_fig_4.2.21,stanford_fig_4.2.22,stanford_fig_4.2.23,stanford_fig_4.2.25,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_6.2.20
CRI,Costa Rica,LATAM,UM,Additional research (CRI),0,strategy_led,2,low,4,"National Strategy for Digital Transformation includes AI, OECD AI principles adherent, no binding AI law.",IAPP_supplementary_research,2026-02,45.92,79,69.0,43.32,66.0,42.61,24.09,58.76,7.69,60.0,63.79,62.33,4.68,41.83,57.71,60.0,21.43,55.19,32.22,25.1,26.5,1.4,Costa Rica,F,91,37,54,2025,Data year 2024,Costa Rica,1,2,Law 8968 Protection of Persons,2011,1,none,1,PRODHAB agency active,French,0,28.3589014854175,72,UM,Latin America and the Caribbean,29779.19,5129.91,57.2141351619434,30.7318840868921,13.5229145327288,17.8867857617689,17.3327926179701,37.7756678467803,54.6799062045918,20.8472967392403,26.4083065636201,72.4128483576133,43.6786043145446,36.4158930023064,22.8748237571914,20.2519089102736,55.3536321637963,56.3704903655228,16.0967461434619,2.70439416726308,38.2223041872988,22.6170320587783,4.87698863054684,30.1291756864749,32.8449318593133,31.098524316186,24.8901796809525,25.8307362274228,56.5437037708286,4.82143998098377,19.7235735052848,54.6333522576244,31106.7643556729,0.33789,85.3951,55.0202903747559,0.260196477174759,0.543547570705414,0.389316648244858,0.653749406337738,1.0699063539505,0.984186828136444,95350423176.5962,5129910.0,2402966.0,5298432816.49544,38.5317940509141,-0.412853001047069,6.936,6.24841976165771,145.789,15.0,17.5649349958823,11.3550288612849,2024,1,comprehensive,2018.0,14,high,22,15,7,5,1,9,1,1,17.61%,1/1/18,0.33,Female,0.63%,240%,2016,2016,-0.28,1/1/23,0.0163652407523295,1,2,0.004332492,0.005932492,2024
