iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_gdp_per_capita_ppp_2024,wb_rd_expenditure_2020,wb_internet_penetration_2023,wb_tertiary_education_2022,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_accountability_2023,wb_political_stability_2023,wb_gdp_current_usd_2024,wb_population_2024,wb_labor_force_2024,wb_fdi_net_inflows_2024,wb_exports_pct_gdp_2024,wb_inflation_consumer_prices_2024,wb_unemployment_rate_2024,wb_education_expenditure_pct_gdp_2020,wb_mobile_subscriptions_per100_2023,wb_patent_applications_residents_2021,wb_high_tech_exports_pct,wb_ict_service_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_year_enacted,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.2.25,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_4.5.3,stanford_fig_1.2.4,stanford_fig_1.3.11,stanford_fig_1.3.12,stanford_fig_1.3.15,stanford_fig_1.3.4,stanford_fig_1.3.5,stanford_fig_6.2.7,stanford_fig_6.2.8
COL,Colombia,LATAM,UM,Colombia,0,strategy_led,3,low,7,"National AI Policy (CONPES 3975), AI ethics framework, no binding AI law",IAPP_Global_AI_Law_Policy_Tracker,2026-02,56.02,64,80.5,53.74,67.13,70.7,35.33,50.28,11.28,70.0,85.3,50.0,20.4,22.0,1.6,Colombia,PF,67,32,35,2025,Data year 2024,Colombia,1,2,Law 1581 of 2012 + Decree 1377/2013,2012,1,none,1,SIC (Superintendencia de Industria y Comercio) active enforcement,French,0,28.4802835988839,71,UM,Latin America and the Caribbean,21436.9,52886.36,38.2941701385163,33.6283822222323,7.44711785278308,24.7126432817753,20.0442426835727,35.8519517893509,37.0277685159437,19.5883458722564,25.5806749338008,70.5374031269461,41.9925669295178,35.1527421489298,21.6393982176949,23.2115407557661,50.5129581399384,42.4555578821424,31.5832115911008,13.2051152127607,36.95818318316,21.710438229757,11.6116104496837,19.1532100776197,34.3664941619676,42.287565265842,32.1065287769556,28.2370320921162,38.5595453679725,11.0402023533999,28.6740539320588,63.0702284345334,22349.436440123,0.2894,77.3369,59.2901382446289,-0.075877919793129,0.101034268736839,-0.458272933959961,-0.309191286563873,0.205213740468025,-0.717313230037689,418818154879.271,52886363.0,26786696.0,13683861747.2544,16.0992987183311,6.60908593728228,9.619,5.26166009902954,166.98,432.0,9.04845616228861,4.94298555338194,2024,1,comprehensive,2020.0,17,high,19,21,3,15,1,6,1,1,0.0805169845014622,2,10,0.01,0.07194705,2017,0.001911273,2022-11-03,ERNIE 3.0 Titan,2022-07-11,2003,2003,4,7
