cluster_label,iapp_categoria_obligatoriedad_binding_ai_specific_horizontal_law,iapp_categoria_obligatoriedad_binding_ai_specific_horizontal_law_light_touch,iapp_categoria_obligatoriedad_binding_ai_specific_laws_subnational_or_use_case,iapp_categoria_obligatoriedad_binding_ai_specific_laws_use_case,iapp_categoria_obligatoriedad_nonbinding_ai_frameworks_plus_adjacent_binding_laws,iapp_modelo_gobernanza_binding_horizontal_ai_law,iapp_modelo_gobernanza_binding_use_case_specific_ai_laws,iapp_modelo_gobernanza_draft_horizontal_ai_law,iapp_modelo_gobernanza_strategy_voluntary_sectoral,n_binding,n_non_binding,n_hybrid,regulatory_intensity,n_regulatory_mechanisms
0,1.3877787807814457e-17,6.938893903907228e-18,6.938893903907228e-18,1.3877787807814457e-17,5.551115123125783e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.3877787807814457e-17,6.661338147750939e-16,0.0,-2.220446049250313e-16,-1.1102230246251565e-16,-8.881784197001252e-16
1,6.938893903907228e-18,0.0,0.3333333333333333,0.6666666666666666,0.0,1.3877787807814457e-17,0.9999999999999999,0.0,0.0,4.333333333333333,7.666666666666666,2.0,0.36052836052836046,13.999999999999998
2,1.3877787807814457e-17,-3.469446951953614e-18,-3.469446951953614e-18,1.3877787807814457e-17,0.9999999999999998,1.3877787807814457e-17,1.3877787807814457e-17,0.5833333333333333,0.4166666666666665,3.166666666666666,6.333333333333332,2.083333333333333,0.3472770285270285,11.583333333333332
3,0.6666666666666666,0.3333333333333333,0.0,6.938893903907228e-18,0.0,0.9999999999999999,1.3877787807814457e-17,0.0,0.0,4.0,6.0,1.6666666666666665,0.4173789173789174,11.666666666666666
