question,y_var,model,x_var,coefficient,std_error,p_value,ci95_lower,ci95_upper,p_value_bootstrap,n_effective,r2,ci_method,n_boot,seed,r2_adj,cv_r2_mean_5fold,cv_r2_std_5fold,loocv_r2,model_hyperparams_json,fdr_q_value,fdr_significant_05
Q1,oxford_ind_non_ai_unicorns_log,OLS_full,const,20.95624676334698,7.926930340985864,0.01601663875012204,-15.983155410960126,56.86000712416856,0.173,36,0.843808432309105,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,OLS_only_X2,__model_metadata__,,,,,,,36,0.7725418168925671,,,42,0.6538679822278195,,,,,,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,n_binding,1.358684116130009,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,n_non_binding,-4.0270624560379185,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,n_hybrid,5.170915494290969,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,regulatory_intensity,-2.1701921798827915,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,n_regulatory_mechanisms,2.5025371543820176,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wb_gdp_per_capita_ppp_z,2.465111211278222,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wb_internet_penetration_z,-3.2231478520039247,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wb_tertiary_education_enrollment_z,0.10332997298938786,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wb_rd_expenditure_pct_gdp_z,9.230020716333108,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wb_researchers_rd_per_million_z,-7.395708544851208,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wb_government_effectiveness_z,4.842020213623267,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wb_rule_of_law_z,-6.557407933208315,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wb_regulatory_quality_z,-4.7809708852637005,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wipo_in_score_z,9.879673391974716,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wb_mobile_subscriptions_per100_z,-5.592953058864151,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wb_secure_servers_per_1m_z,2.0539150704859135,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Ridge,wb_electric_consumption_kwh_pc_z,0.4392008087698708,,,,,,36,0.030175458547621253,,,42,,0.030175458547621253,0.8578659777090705,,"{""alpha"":1.0}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,n_binding,1.3439855307755806,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,n_non_binding,-1.4133493508139576,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,n_hybrid,9.87082649720668,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,regulatory_intensity,-0.0,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,n_regulatory_mechanisms,0.12143954067012465,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wb_gdp_per_capita_ppp_z,2.1586920975606327,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wb_internet_penetration_z,-3.04298690264082,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wb_tertiary_education_enrollment_z,0.2134410827666497,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wb_rd_expenditure_pct_gdp_z,10.082599828517923,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wb_researchers_rd_per_million_z,-8.952579697145227,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wb_government_effectiveness_z,4.564242843115538,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wb_rule_of_law_z,-7.315275067446834,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wb_regulatory_quality_z,-3.605501999897326,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wipo_in_score_z,11.240991376820045,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wb_mobile_subscriptions_per100_z,-5.543273626967215,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wb_secure_servers_per_1m_z,1.8181402346896447,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_non_ai_unicorns_log,Lasso,wb_electric_consumption_kwh_pc_z,0.40902820364034637,,,,,,36,-0.2648980131288496,,,42,,-0.2648980131288496,1.0839951017943956,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,OLS_full,n_binding,-34.930520086336664,15.952027116793502,0.04122577960071531,-180.66671888493235,40.91563196111712,0.19,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,0.08245155920143062,False
Q1,oxford_ind_vc_availability,OLS_full,n_non_binding,10.532783901315394,10.168985777162014,0.3133107335031713,-50.201218927580754,107.90978092677399,0.585,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,n_hybrid,25.92621331535696,9.980845478056759,0.01767561708237343,-33.06854286868183,147.64749961371322,0.15,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,regulatory_intensity,5.812668831516888,126.75234323257213,0.9639016234590979,-667.8914696107653,1304.7823335456787,0.841,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,n_regulatory_mechanisms,1.5284771303355544,4.67651523122472,0.7473613089756297,-48.82040199092099,28.411392758978575,0.89,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wb_gdp_per_capita_ppp_z,-4.500491084172138,3.1957192113742168,0.17519932430463137,-21.20533634744764,5.845040752531197,0.383,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wb_internet_penetration_z,1.5344395887663853,2.9885382629560455,0.6135614930171811,-11.181892370052699,12.61688305504945,0.9,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wb_tertiary_education_enrollment_z,-1.908635497512729,1.7909953931403793,0.29992208275372245,-11.048759910113167,4.726177759488991,0.526,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wb_rd_expenditure_pct_gdp_z,-4.881950505327925,7.914695139576722,0.5446738807642164,-33.4019925768558,19.89288070808306,0.493,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wb_researchers_rd_per_million_z,-6.3092888657947075,6.84619093984105,0.36830413834464215,-29.15218918955942,20.23341922309557,0.536,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wb_government_effectiveness_z,-31.761588904278845,13.082308382034418,0.025294814359267163,-85.44427386064693,14.010282669457615,0.222,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wb_rule_of_law_z,14.295762077708662,9.58420387269072,0.15222236121779592,-18.496105950966573,60.016587052391685,0.589,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wb_regulatory_quality_z,3.395243105935294,11.51840560325118,0.7713686279686168,-46.974918478390265,44.00986410505314,0.955,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wipo_in_score_z,34.08416895997165,9.679143101749172,0.0022817472307113946,6.248302591398056,77.93594551349635,0.021,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wb_mobile_subscriptions_per100_z,1.5210547633427693,1.6951588455641873,0.3807918553972084,-4.444431732132577,16.112387569457027,0.461,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wb_secure_servers_per_1m_z,3.182662802725725,2.2257749002341822,0.1689810283816065,-5.077097029161673,10.828436264888595,0.527,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,wb_electric_consumption_kwh_pc_z,0.6613152159293452,1.6120989308498628,0.6862333073981077,-7.424186389030204,7.765460866582461,0.939,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_full,const,35.65592451775115,9.324455702135483,0.0011455012399747447,8.368952730671083,81.22115078398762,0.028,36,0.8557358340735945,bootstrap_2000,2000.0,42,,,,,,,
Q1,oxford_ind_vc_availability,OLS_only_X2,__model_metadata__,,,,,,,36,0.697266160703656,,,42,0.5393180706359982,,,,,,
Q1,oxford_ind_vc_availability,Ridge,n_binding,-18.8529305990137,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,n_non_binding,7.260072914900936,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,n_hybrid,12.575739980944437,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,regulatory_intensity,-2.7228901723782264,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,n_regulatory_mechanisms,0.9828822968327904,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wb_gdp_per_capita_ppp_z,-3.6610752437372938,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wb_internet_penetration_z,-0.1677776681009952,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wb_tertiary_education_enrollment_z,-1.314121775923508,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wb_rd_expenditure_pct_gdp_z,-4.436805887832981,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wb_researchers_rd_per_million_z,-3.062290304138681,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wb_government_effectiveness_z,-12.11330202182289,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wb_rule_of_law_z,5.598532967032178,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wb_regulatory_quality_z,3.65626999828896,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wipo_in_score_z,20.19787776902968,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wb_mobile_subscriptions_per100_z,-0.05933778343050108,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wb_secure_servers_per_1m_z,4.34603879769394,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Ridge,wb_electric_consumption_kwh_pc_z,0.7373765381474905,,,,,,36,0.1349833573768473,,,42,,0.1349833573768473,0.5955570454222436,,"{""alpha"":1.0}",,
Q1,oxford_ind_vc_availability,Lasso,n_binding,-28.729727758173702,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,n_non_binding,10.76849120808125,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,n_hybrid,23.381760351870405,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,regulatory_intensity,0.0,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,n_regulatory_mechanisms,0.1301640570360194,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wb_gdp_per_capita_ppp_z,-4.107480262566377,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wb_internet_penetration_z,0.9505701384718349,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wb_tertiary_education_enrollment_z,-1.7056066845441293,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wb_rd_expenditure_pct_gdp_z,-5.074329402684621,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wb_researchers_rd_per_million_z,-5.170807462884933,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wb_government_effectiveness_z,-25.92771463957839,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wb_rule_of_law_z,12.044134304373491,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wb_regulatory_quality_z,2.6032325161124756,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wipo_in_score_z,30.658672152176674,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wb_mobile_subscriptions_per100_z,1.0728593561403106,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wb_secure_servers_per_1m_z,3.448288724029071,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,oxford_ind_vc_availability,Lasso,wb_electric_consumption_kwh_pc_z,0.6051296503860827,,,,,,36,0.005949273945775042,,,42,,0.005949273945775042,0.8782753798866543,,"{""alpha"":0.1}",,
Q1,wipo_c_vencapdeal_score,OLS_full,n_binding,-28.166510407447536,16.825630918464253,0.11242364145794495,-202.85212440365157,82.45928493581184,0.396,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,0.16863546218691744,False
Q1,wipo_c_vencapdeal_score,OLS_full,n_non_binding,2.8635455420589353,10.713759197917597,0.7924710783766103,-87.04547974973015,101.72960412579143,0.964,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,n_hybrid,31.913790591416593,11.02837687802746,0.010094556851532314,-34.64348525013128,174.15212466307185,0.156,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,regulatory_intensity,-97.00343410895243,134.53155843398136,0.48068055912572305,-1193.1415872720454,1278.1742058723285,0.807,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,n_regulatory_mechanisms,6.610825726028522,5.023323785548784,0.20563587555216942,-44.32904549275583,49.82307584999508,0.526,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wb_gdp_per_capita_ppp_z,-3.7861978552589006,3.4352278904254567,0.28574856284022676,-21.94725002001981,9.601332902755356,0.538,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wb_internet_penetration_z,5.171850187292062,3.356346898422707,0.1417445658265889,-13.690213070264624,18.792788861958037,0.564,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wb_tertiary_education_enrollment_z,-3.4893172295896147,2.0060093776188377,0.1000314208029426,-13.802967091351478,5.052008016117209,0.293,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wb_rd_expenditure_pct_gdp_z,-10.05688003341526,8.308360472566422,0.24266660189770584,-42.80653502702652,14.745038922316597,0.258,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wb_researchers_rd_per_million_z,-3.1890834374681316,7.172548139003643,0.6622005298353923,-27.88531360623158,30.609337609647085,0.855,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wb_government_effectiveness_z,-51.21466555981584,15.140541033624134,0.0035383916777901718,-128.6357589041918,23.101977677749836,0.128,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wb_rule_of_law_z,18.790626600304233,10.339194680874034,0.08682271742351073,-28.716346089504132,71.93179125568224,0.547,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wb_regulatory_quality_z,8.158074850712314,12.729964596754654,0.5301612351788787,-45.29096143908558,73.54172465377601,0.685,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wipo_in_score_z,40.48922742777302,10.20760388171732,0.0009968642338446668,5.462716568054734,82.8537959953132,0.03,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wb_mobile_subscriptions_per100_z,1.4776813096712722,1.8350297273567249,0.43178741597084314,-6.5637003069671325,17.047282820674585,0.442,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wb_secure_servers_per_1m_z,1.697132203671811,2.4233746001247174,0.4932027800429628,-11.184570195669654,8.755491348907466,0.979,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,wb_electric_consumption_kwh_pc_z,0.15480137672832653,1.697849137924832,0.9284192684356644,-9.643364741395558,7.853499801189596,0.72,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_full,const,35.61619105747131,9.966913439351446,0.002339954779546537,5.282118132285382,86.63365261159976,0.033,34,0.8587824685484496,bootstrap_2000,2000.0,42,,,,,,,
Q1,wipo_c_vencapdeal_score,OLS_only_X2,__model_metadata__,,,,,,,34,0.6445076579794407,,,42,0.44136917682483534,,,,,,
Q1,wipo_c_vencapdeal_score,Ridge,n_binding,-17.4378607993667,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,n_non_binding,5.838129389286004,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,n_hybrid,13.404927367354688,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,regulatory_intensity,-3.7978681889383132,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,n_regulatory_mechanisms,1.8051959572738905,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wb_gdp_per_capita_ppp_z,-1.759710199396022,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wb_internet_penetration_z,1.789599863897363,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wb_tertiary_education_enrollment_z,-1.7602809155217918,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wb_rd_expenditure_pct_gdp_z,-5.855937814286634,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wb_researchers_rd_per_million_z,-2.257007465628109,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wb_government_effectiveness_z,-20.276677955185807,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wb_rule_of_law_z,5.02719634115785,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wb_regulatory_quality_z,4.284702488108663,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wipo_in_score_z,22.512254643892447,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wb_mobile_subscriptions_per100_z,-0.8092994690982281,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wb_secure_servers_per_1m_z,4.531574030833595,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Ridge,wb_electric_consumption_kwh_pc_z,0.9255735437839496,,,,,,34,-0.9503074081867636,,,42,,-0.9503074081867636,3.1256993565027456,,"{""alpha"":1.0}",,
Q1,wipo_c_vencapdeal_score,Lasso,n_binding,-29.92458846806394,,,,,,34,-1.0885371635102465,,,42,,-1.0885371635102465,3.5570662798558588,,"{""alpha"":0.1}",,
Q1,wipo_c_vencapdeal_score,Lasso,n_non_binding,11.19207555732253,,,,,,34,-1.0885371635102465,,,42,,-1.0885371635102465,3.5570662798558588,,"{""alpha"":0.1}",,
Q1,wipo_c_vencapdeal_score,Lasso,n_hybrid,29.633798053019685,,,,,,34,-1.0885371635102465,,,42,,-1.0885371635102465,3.5570662798558588,,"{""alpha"":0.1}",,
Q1,wipo_c_vencapdeal_score,Lasso,regulatory_intensity,-0.0,,,,,,34,-1.0885371635102465,,,42,,-1.0885371635102465,3.5570662798558588,,"{""alpha"":0.1}",,
Q1,wipo_c_vencapdeal_score,Lasso,n_regulatory_mechanisms,0.14635018280879217,,,,,,34,-1.0885371635102465,,,42,,-1.0885371635102465,3.5570662798558588,,"{""alpha"":0.1}",,
