question,tier,y_var,model,x_var,coefficient,std_error,p_value,ci95_lower,ci95_upper,p_value_bootstrap,n_effective,r2,ci_method,n_boot,seed,binarization_threshold_value,binarization_method,n_class_0,n_class_1,auc_cv_5fold_mean,auc_cv_5fold_std,auc_loocv,model_hyperparams_json,fdr_q_value,fdr_significant_05
Q6,primary,oxford_ind_data_governance,Logistic,wb_gdp_per_capita_ppp_z,-0.444123646682495,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oxford_ind_data_governance,Logistic,wb_internet_penetration_z,0.45280012274446646,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oxford_ind_data_governance,Logistic,wb_tertiary_education_enrollment_z,-0.12505156134143466,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oxford_ind_data_governance,Logistic,wb_rd_expenditure_pct_gdp_z,-0.6284259193605561,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oxford_ind_data_governance,Logistic,wb_researchers_rd_per_million_z,-0.7487303279997876,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oxford_ind_data_governance,Logistic,wb_government_effectiveness_z,0.1846771859698462,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oxford_ind_data_governance,Logistic,wb_rule_of_law_z,0.45685719986155404,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oxford_ind_data_governance,Logistic,wb_regulatory_quality_z,0.12202493720817462,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oxford_ind_data_governance,Logistic,wipo_in_score_z,0.9009460462535904,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oxford_ind_data_governance,Logistic,wb_mobile_subscriptions_per100_z,-1.608278819005232,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oxford_ind_data_governance,Logistic,wb_secure_servers_per_1m_z,0.1331645075978179,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oxford_ind_data_governance,Logistic,wb_electric_consumption_kwh_pc_z,0.6661970521638219,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,n_binding,0.024150880755501394,0.017587111007032905,0.1856752666261596,-0.13176871388145409,0.13089118578789755,0.731,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,0.5700613516031483,False
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,n_non_binding,-0.013551043367740497,0.011211307527405717,0.24160819946299553,-0.07752174602051815,0.10219556198166234,0.613,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,n_hybrid,-0.004696802389529908,0.01100388283454163,0.674299613127811,-0.10246147044285345,0.09924361861244362,0.933,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,regulatory_intensity,-0.21531588202821933,0.13974446723990225,0.13985973771433985,-0.9551441421345769,1.3608332558040623,0.625,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,n_regulatory_mechanisms,0.005903034998229754,0.005155858368059341,0.2664612252964523,-0.05512636891223777,0.03679234521732438,0.647,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wb_gdp_per_capita_ppp_z,-0.0031965118174318713,0.003523280653063696,0.3756357078735507,-0.015245937651928885,0.013253538212100789,0.68,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wb_internet_penetration_z,0.0027641333159609174,0.0032948636430062835,0.41194412643403566,-0.017385835509197523,0.010582574610767625,0.919,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wb_tertiary_education_enrollment_z,0.0001923727604619663,0.001974572545647468,0.9234092758696023,-0.007084855629088271,0.009425541830047793,0.855,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wb_rd_expenditure_pct_gdp_z,0.0024523428436767037,0.008725951942497659,0.7817172677613475,-0.03329981702095082,0.02449436163594807,0.785,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wb_researchers_rd_per_million_z,0.012227040829990769,0.00754792598788723,0.12172839657039422,-0.012499866818934821,0.04646560000374642,0.222,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wb_government_effectiveness_z,0.009805516519382246,0.014423245902137383,0.5048046273813562,-0.04700886526185816,0.0649873845956776,0.484,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wb_rule_of_law_z,-0.01376179693195884,0.01056658543700671,0.20835057681940838,-0.05840667737774248,0.02652212628920175,0.318,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wb_regulatory_quality_z,0.019478919460833383,0.01269904297963153,0.14154062706555526,-0.03227025372721503,0.06311705070512029,0.372,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wipo_in_score_z,-0.014605771416590651,0.01067125594365444,0.18705878045731522,-0.036900238493422104,0.031208627799915158,0.807,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wb_mobile_subscriptions_per100_z,-0.004557167439777615,0.0018689127452714471,0.024741860459233263,-0.011100930534630689,0.008870854301997029,0.582,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wb_secure_servers_per_1m_z,-0.0015737920144339966,0.002453916982492858,0.5289639652883138,-0.012152146374044742,0.004926704877772949,0.439,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,wb_electric_consumption_kwh_pc_z,-0.0017882704006354465,0.0017773391835152945,0.32698595299175126,-0.012600678114250951,0.004103220133149874,0.269,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,OLS_full,const,0.11202608164165817,0.010280213060882833,1.296019797440648e-09,0.08419884250137878,0.16035122000250032,0.0,36,0.6688023541202104,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,__model_metadata__,,,,,,,36,,,,42,0.11286954581737516,median,18.0,18.0,,,,"{""penalty"":""l2"",""C"":1.0}",,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,n_binding,-0.30791153333693544,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,n_non_binding,0.29755633208644067,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,n_hybrid,-0.16843633308256423,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,regulatory_intensity,-0.11819515650571664,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,n_regulatory_mechanisms,-0.17879153433305905,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wb_gdp_per_capita_ppp_z,-0.26637184409854253,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wb_internet_penetration_z,0.40922061324790515,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wb_tertiary_education_enrollment_z,0.22916043647899725,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wb_rd_expenditure_pct_gdp_z,0.34433844218455517,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wb_researchers_rd_per_million_z,0.5395381322010925,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wb_government_effectiveness_z,-0.071690926092733,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wb_rule_of_law_z,-0.3308132577061558,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wb_regulatory_quality_z,0.18147635804781856,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wipo_in_score_z,-0.3444550265611078,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wb_mobile_subscriptions_per100_z,-0.7964024584993566,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wb_secure_servers_per_1m_z,0.5440740974043814,,,,,,36,,,,42,,,,,,,,,,
Q6,primary,oecd_2_indigo_oecd_indigo_score,Logistic,wb_electric_consumption_kwh_pc_z,-0.2744831179320368,,,,,,36,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,n_binding,-0.04538343631167168,0.5677229708110562,0.9382490010599254,-6.409913581160398,4.544556066880083,0.828,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,n_non_binding,-0.012674167673067838,0.3482767098069308,0.9718621920791648,-3.024518546718343,5.455378621828457,0.929,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,n_hybrid,0.06327026636428197,0.2506222116327307,0.8070564035513983,-9.182457110546968,5.382784867755763,0.902,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,regulatory_intensity,0.3330780053810083,5.394401554565265,0.9522805493687929,-22.750020309236472,59.73038053803968,0.876,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,n_regulatory_mechanisms,0.00521266237953634,0.19662455085689878,0.9794993469720492,-3.1985352251981136,1.3128977555342387,0.985,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wb_gdp_per_capita_ppp_z,0.03559167156171662,0.05939030599907232,0.5655642885801765,-0.7857606886413931,0.9373284520108047,0.746,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wb_internet_penetration_z,-0.007685005725971015,0.06793444304316955,0.9127196097290616,-1.0049788870387055,0.5913527543664667,0.924,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wb_tertiary_education_enrollment_z,0.0008791939949947497,0.06424221505565224,0.9894159465787498,-0.7820161829274471,0.6924381533249739,0.944,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wb_rd_expenditure_pct_gdp_z,-0.06735423161184699,0.19919853515343078,0.7439704204060205,-2.0072788484623367,2.3366485883001418,0.933,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wb_researchers_rd_per_million_z,0.10568564952224023,0.2141777221894694,0.6349557181046057,-2.480460490711898,2.0903918704223208,0.674,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wb_government_effectiveness_z,-0.04638902772898332,0.24513611806763103,0.8546193387199346,-3.752576749618584,3.473347241629389,0.992,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wb_rule_of_law_z,-0.07946167657854315,0.14542406878207376,0.5996853180540351,-2.378409320438626,2.109450583840004,0.736,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wb_regulatory_quality_z,0.004841746942404932,0.17557336699108653,0.9786752181633591,-2.293160309699326,2.3857351350852167,0.844,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wipo_in_score_z,0.11134905148240336,0.1652609505846197,0.5194417580854997,-1.6076775621610537,2.321380188890309,0.818,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wb_mobile_subscriptions_per100_z,0.022413786411561897,0.052090740181433476,0.6783460251599127,-0.4520933997765505,0.5435943144971123,0.643,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wb_secure_servers_per_1m_z,0.011688712495829322,0.042014833561447716,0.7879105926028555,-0.4592053211198301,0.5041061180088492,0.999,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,wb_electric_consumption_kwh_pc_z,0.00857728329149219,0.042852406748758974,0.8463509569913658,-0.7898659840277247,0.5925266592331234,0.976,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,OLS_full,const,0.6105640828272848,0.15845938729055853,0.0048559675438753485,-1.4582122386730685,2.2660627843613144,0.271,25,0.6833550314102891,bootstrap_2000,2000.0,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,__model_metadata__,,,,,,,25,,,,42,0.56,median,12.0,13.0,,,,"{""penalty"":""l2"",""C"":1.0}",,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,n_binding,-0.006814548628693013,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,n_non_binding,-0.03694695257311999,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,n_hybrid,0.03844206557502283,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,regulatory_intensity,-0.016120381084034918,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,n_regulatory_mechanisms,-0.005319435626789879,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wb_gdp_per_capita_ppp_z,0.5755402687516179,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wb_internet_penetration_z,-0.03868069542965239,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wb_tertiary_education_enrollment_z,0.24812823115785537,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wb_rd_expenditure_pct_gdp_z,-0.4172526902660642,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wb_researchers_rd_per_million_z,-0.09534732922998354,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wb_government_effectiveness_z,-0.13708741275908887,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wb_rule_of_law_z,-0.2183625427708528,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wb_regulatory_quality_z,-0.19868921554496652,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wipo_in_score_z,0.12686410114157662,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wb_mobile_subscriptions_per100_z,0.27464852659231703,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wb_secure_servers_per_1m_z,0.9347993014723687,,,,,,25,,,,42,,,,,,,,,,
Q6,auxiliary_low_n,oecd_4_digital_gov_oecd_digital_gov_overall,Logistic,wb_electric_consumption_kwh_pc_z,0.4506509045270319,,,,,,25,,,,42,,,,,,,,,,
