iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_gdp_per_capita_ppp_2024,wb_rd_expenditure_2018,wb_internet_penetration_2023,wb_tertiary_education_2024,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_accountability_2023,wb_political_stability_2023,wb_gdp_current_usd_2024,wb_population_2024,wb_labor_force_2024,wb_fdi_net_inflows_2024,wb_exports_pct_gdp_2024,wb_inflation_consumer_prices_2024,wb_unemployment_rate_2024,wb_education_expenditure_pct_gdp_2024,wb_mobile_subscriptions_per100_2023,wb_patent_applications_residents_2021,wb_high_tech_exports_pct,wb_ict_service_exports_pct,stanford_fig_4.2.25,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_1.2.4,stanford_fig_6.2.1,stanford_fig_6.2.15,stanford_fig_6.2.16,stanford_fig_6.2.17,stanford_fig_6.2.4
PHL,Philippines,SE Asia,LM,Additional research (PHL),0,strategy_led,2,low,4,"National AI Strategy Roadmap, DICT engagement, pending AI regulation bills filed in Congress, no binding AI law.",IAPP_supplementary_research,2026-02,60.51,43,84.5,49.5,83.34,69.17,43.96,58.17,10.39,80.0,95.14,66.67,17.1,18.3,1.2,Philippines,PF,58,25,33,2025,Data year 2024,Philippines,1,2,Data Privacy Act of 2012 (RA 10173),2012,1,none,1,NPC (National Privacy Commission) active enforcement,French,0,33.5939127875318,50,LM,"South East Asia, East Asia, and Oceania",12079.57,115843.67,53.632147978184,36.6941813378251,16.3550065108025,26.2442673138514,7.99696623413322,17.346820143186,33.0385747846052,28.793092694959,26.1518609025902,56.7282207203793,34.2893778528414,34.8112491125432,29.082432706625,27.4527092733202,51.8372811729892,47.2324967196865,31.8751424193667,13.1292330173929,47.7436739559004,28.661151232789,13.3912988397401,43.1978517867192,29.3943030719077,33.2564373509498,29.6883287497729,24.8717779058697,36.2280610078864,7.22834195905246,38.188665964113,67.9387869977926,11794.1375488492,0.32222,83.7661,47.4134996154186,0.154091909527779,0.16425496339798,-0.41814711689949,-0.537639975547791,-0.0168379731476307,-0.566050469875336,461617509782.355,115843670.0,51307682.0,9440028898.64281,25.7734411549927,3.21260487006347,2.202,3.92501087473821,117.276,490.0,62.2466747019023,14.7780281734487,0.0104737540814909,2,5,0.0055,0.021,0.000870389,6,5,8,6,6
