iso3,country_name_canonical,entity_type,region,income_group,n_sources_present,source_list,n_variables_available,pct_variables_available,included_in_matrix,included_in_dense_candidate,inclusion_notes,iapp_ley_ia_vigente,iapp_categoria_obligatoriedad,iapp_proyecto_ley_ia,iapp_modelo_gobernanza,iapp_n_leyes_relacionadas,iapp_n_autoridades,oxford_ind_company_investment_emerging_tech,oxford_ind_ai_unicorns_log,oxford_ind_non_ai_unicorns_log,oxford_ind_vc_availability,wipo_c_vencapdeal_score,wb_fdi_net_inflows,ms_h2_2025_ai_diffusion_pct,ms_h1_2025_ai_diffusion_pct,ms_change_pp,anthropic_usage_pct,anthropic_collaboration_pct,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_bigdata_pct,oxford_public_sector_adoption,oxford_ind_adoption_emerging_tech,wipo_out_score,oxford_total_score,wipo_gii_score,oxford_innovation_capacity,oxford_ind_ai_research_papers_log,stanford_fig_6_3_5_fig_6_3_5_volume_of_publications,wb_patent_applications_residents,wb_gdp_per_capita_ppp,wb_internet_penetration,wb_tertiary_education_enrollment,wb_rd_expenditure_pct_gdp,wb_researchers_rd_per_million,wb_government_effectiveness,wb_rule_of_law,wb_regulatory_quality,wipo_in_score,wb_mobile_subscriptions_per100,wb_secure_servers_per_1m,wb_electric_consumption_kwh_pc,oxford_ind_ai_unicorns_log_log,oxford_ind_non_ai_unicorns_log_log,oxford_ind_vc_availability_log,wb_fdi_net_inflows_log,wb_gdp_per_capita_ppp_log,wb_researchers_rd_per_million_log,wb_mobile_subscriptions_per100_log,wb_secure_servers_per_1m_log,wb_electric_consumption_kwh_pc_log,iapp_ley_ia_vigente_z,iapp_proyecto_ley_ia_z,iapp_n_leyes_relacionadas_z,iapp_n_autoridades_z,oxford_ind_company_investment_emerging_tech_z,oxford_ind_ai_unicorns_log_z,oxford_ind_ai_unicorns_log_log_z,oxford_ind_non_ai_unicorns_log_z,oxford_ind_non_ai_unicorns_log_log_z,oxford_ind_vc_availability_z,oxford_ind_vc_availability_log_z,wipo_c_vencapdeal_score_z,wb_fdi_net_inflows_z,wb_fdi_net_inflows_log_z,ms_h2_2025_ai_diffusion_pct_z,ms_h1_2025_ai_diffusion_pct_z,ms_change_pp_z,anthropic_usage_pct_z,anthropic_collaboration_pct_z,oecd_5_ict_business_oecd_biz_ai_pct_z,oecd_5_ict_business_oecd_biz_bigdata_pct_z,oxford_public_sector_adoption_z,oxford_ind_adoption_emerging_tech_z,wipo_out_score_z,oxford_total_score_z,wipo_gii_score_z,oxford_innovation_capacity_z,oxford_ind_ai_research_papers_log_z,stanford_fig_6_3_5_fig_6_3_5_volume_of_publications_z,wb_patent_applications_residents_z,wb_gdp_per_capita_ppp_z,wb_gdp_per_capita_ppp_log_z,wb_internet_penetration_z,wb_tertiary_education_enrollment_z,wb_rd_expenditure_pct_gdp_z,wb_researchers_rd_per_million_z,wb_researchers_rd_per_million_log_z,wb_government_effectiveness_z,wb_rule_of_law_z,wb_regulatory_quality_z,wipo_in_score_z,wb_mobile_subscriptions_per100_z,wb_mobile_subscriptions_per100_log_z,wb_secure_servers_per_1m_z,wb_secure_servers_per_1m_log_z,wb_electric_consumption_kwh_pc_z,wb_electric_consumption_kwh_pc_log_z,n_binding,binding_variables_used,n_non_binding,non_binding_variables_used,n_hybrid,hybrid_variables_used,regulatory_intensity,n_regulatory_mechanisms,iapp_categoria_obligatoriedad_binding_ai_specific_horizontal_law,iapp_categoria_obligatoriedad_binding_ai_specific_horizontal_law_light_touch,iapp_categoria_obligatoriedad_binding_ai_specific_laws_subnational_or_use_case,iapp_categoria_obligatoriedad_binding_ai_specific_laws_use_case,iapp_categoria_obligatoriedad_nonbinding_ai_frameworks_plus_adjacent_binding_laws,iapp_modelo_gobernanza_binding_horizontal_ai_law,iapp_modelo_gobernanza_binding_use_case_specific_ai_laws,iapp_modelo_gobernanza_draft_horizontal_ai_law,iapp_modelo_gobernanza_strategy_voluntary_sectoral,split
AUS,Australia,country_iso3,East Asia & Pacific,High income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",386,97.23,True,True,,0.0,nonbinding_ai_frameworks_plus_adjacent_binding_laws,1.0,strategy_voluntary_sectoral,7.0,7.0,65.75,0.0,36.3335431,36.0,25.335210146763,53393088476.4107,36.9,34.5,2.4,1.5906,16.66666666666667,3.39,9.46,82.67,82.33,37.7631417619452,75.73,48.0058166127025,71.87783779,73.25134495,6.0,2966.0,72111.1844628126,96.13140106,108.421989440918,1.85783,,1.8090452,1.4704014,1.7223205,58.2484914634598,112.581025002429,44295.1916570222,9800.04568182477,0.0,3.6198922013612,3.6109179126442243,24.700947145273897,11.185978302931549,,4.732516458906092,10.698653985227734,9.190244361193402,0.0,0.0,-0.3333333333333333,0.0,0.08333333333333333,0.0,0.0,1.0,0.7885942246693853,0.6470588235294118,0.36924871644275475,0.5997135074482363,3.4132144539349834,1.3891854556471663,1.0915032679738559,1.1095890410958904,0.777777777777778,3.2975653742110027,0.0,-1.4738853087877684,-2.660002828987694,1.1298701298701308,0.7772277227722768,-0.13627783087150078,1.0,0.13626470923499184,1.0,1.828334076113935,1.5,1.4942119323241319,0.9106086301487033,0.8772850854292938,0.7811395679857027,2.6946862540705525,0.1704859739233507,,,1.0931060520008755,0.8837219094075601,1.0928607724153265,0.19470754480255806,-1.2659134229967848,-1.3499504160561084,0.36054122892198803,0.24599865136991286,2.0219345570044074,1.379578323103874,3,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,9,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.25,14,0,0,0,0,1,0,0,0,1,train
ISR,Israel,country_iso3,"Middle East, North Africa, Afghanistan & Pakistan",High income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",383,96.47,True,True,,0.0,nonbinding_ai_frameworks_plus_adjacent_binding_laws,0.0,strategy_voluntary_sectoral,5.0,4.0,96.25,39.47083098,43.63973725,100.0,100.0,14777900000.0,36.1,33.9,2.2,0.6871999999999999,16.66666666666667,3.694724719,5.092143467,70.61,96.84,48.1741822461299,71.32,52.2499679129743,81.71045971,57.09716701,2.0,1592.0,57235.7763244136,88.18242225,56.2561111450195,6.34589,,1.1726244,0.5997177,1.1138772,56.3257535798188,177.393104798636,12353.0237407764,7206.44850818094,3.700581491911465,3.7986244320790306,4.61512051684126,23.416398658542104,10.954951913503262,,5.1839895691671085,9.421737097961655,8.882870285287375,0.0,0.0,-1.6666666666666667,-2.0,1.7777777777777777,0.0,0.0,1.4021735028643547,1.0,4.411764705882353,1.4202069330324063,5.967596773958971,0.15370721304144092,0.12903017376960013,0.9869281045751634,1.0273972602739725,0.33333333333333415,0.5822061917643524,0.0,-1.435832534314035,-3.071889908340799,-0.6103896103896116,1.8033946251768034,0.9174826598727843,0.2977707006369411,0.5958683053028148,2.1343278743011815,-0.5746879736122588,-0.5,0.27070347284060553,-0.024489980759920104,-0.02646816455477485,-1.1221278810436137,-1.8134798894170212,4.717244628149409,,,-0.014787387243887564,-0.6125933431542853,-0.010738193315412644,-0.025866597324831306,4.192344488148882,3.5547064826174117,-0.7801686442496357,-0.9651616609525441,0.5902064226274186,0.47340859756223963,4,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,6,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.4,12,0,0,0,0,1,0,0,0,1,train
BEL,Belgium,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",372,93.7,True,True,,,,,,,,67.5,0.0,22.9239134,25.0,19.8582521525309,-41357732773.2876,36.0,33.5,2.5,0.4812,16.66666666666667,34.5428,52.08730000000001,72.0,66.51241379,40.2040682088159,65.17,48.463340688029,70.63243321,60.17587186,1.0,799.0,73514.4831045258,95.77579144,82.1475601196289,3.27235,5990.12849,1.1947395,1.282799,1.2435483,56.7226131672421,103.90465332676,36731.8766702,7098.80837636114,0.0,3.1748785193797384,3.2580965380214817,-24.44552524877483,11.205251317499732,8.698035069024694,4.653051874063387,10.51142745510983,8.867823073420281,,,,,0.18055555555555555,0.0,0.0,0.26185950744781616,0.26222882267008624,0.0,0.0,0.20595801404352124,-4.58470035962773,-46.82400961850778,0.9738562091503267,0.9726027397260275,1.0000000000000004,-0.03697024346257868,0.0,2.4163487244588846,1.3597340751567746,-0.40981240981241074,-0.34141345190947714,0.11078218723451835,-0.6815286624203822,0.18581047125676448,0.8563254906605465,-0.1167138404420397,-1.0,-0.43544078361531613,0.998822855825553,0.9526792843175236,0.6959940127533475,0.424054634799883,1.6035062658926744,0.5243937948689854,0.432324575575552,0.02371099966967975,0.5613174213745253,0.2244602086477077,0.019660649933208627,-1.9966086033963504,-2.213227797124659,0.09044221429039127,0.06841360652165017,0.5307864761991387,0.42904790186082403,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,test
CAN,Canada,country_iso3,North America,High income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",388,97.73,True,True,,0.0,nonbinding_ai_frameworks_plus_adjacent_binding_laws,0.0,strategy_voluntary_sectoral,11.0,6.0,68.25,26.94303373,45.84782679,100.0,100.0,63052828220.4018,35.0,33.5,1.5,2.5902,16.66666666666667,8.3,2.6,78.6,85.04,42.4678279521607,74.66,51.0643545243557,64.81218897,74.66221664,13.0,4710.0,64610.3795171971,94.353302,76.2666931152344,1.7908,5624.26883,1.7591249,1.4608299,1.3622118,59.6608810965506,94.1059718794246,39712.7546032744,14084.4933973177,3.330167928106212,3.8469046210557134,4.61512051684126,24.86723875515387,11.076145827774466,8.63502401793062,4.554991763367623,10.589452870229191,9.552900709680443,0.0,0.0,2.3333333333333335,-0.6666666666666666,0.2222222222222222,0.0,0.0,1.5237190143451769,1.0571061567504176,4.411764705882353,1.4202069330324063,5.967596773958971,4.228592880999255,1.5523192358716302,0.8431372549019607,0.9726027397260275,-1.2222222222222219,6.302073940486927,0.0,-0.8607446247002686,-3.306898014993635,0.5425685425685418,0.968882602545969,0.33991015784397854,0.8296178343949033,0.4674769878395638,0.18488044473195167,2.0382089328226414,5.0,3.0471950133570793,0.4390926744126153,0.4476308947429107,0.3553995901925514,-0.08416887048036772,0.10257929874682156,0.35327243995198093,0.3009094941510438,1.0062038438154575,0.8672727885156727,0.4396929441712801,0.3567351588206885,-2.8218209819666296,-3.278520917529125,0.19689450324877433,0.14242099657769788,4.38705293270049,2.448725754635816,3,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,9,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.25,14,0,0,0,0,1,0,0,0,1,train
CHE,Switzerland,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",364,91.69,True,True,,,,,,,,89.25,0.0,26.61383928,72.0,53.8346244301293,-108395568633.839,34.8,32.4,2.5,0.6287,16.66666666666667,9.94986452932108,22.1669645401998,73.93,93.09,64.4527324885586,66.95,65.9619514450125,74.22366609,64.38515927,6.0,1288.0,96497.6947971323,97.32103855,73.5430526733398,3.22178,6107.95842,1.8402935,1.7636516,1.7710562,67.4711704014664,129.471369643132,167357.645513638,7117.25238857411,0.0,3.318317070240911,4.290459441148391,-25.409053045363947,11.47728476181729,8.717511566275318,4.871153812985504,12.027894366575694,8.870417523235021,,,,,1.3888888888888888,0.0,0.0,0.46497352084553517,0.4318889781737617,2.764705882352941,1.0804296573310708,2.6486247725538283,-10.243362663834377,-47.769240300454896,0.8169934640522871,0.821917808219178,1.0000000000000004,0.4063721070033067,0.0,-0.6547163016535014,-1.4617412852845681,-0.13131313131313097,1.538189533239038,2.5651271117529926,-0.3980891719745222,2.08075338471644,1.27062348686489,0.5094406130642997,1.5,0.0,2.4435945977515696,2.016848230621675,1.065980975288678,-0.3195454044962472,1.5522748685530194,0.5795056846886385,0.4729445212456163,1.1475036872723063,1.3876876401049552,1.1812579461768977,1.252722010619874,0.1565352555054175,0.1561606670742082,4.755313571834017,1.5067879881543256,0.5409680153619848,0.43669660115215125,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
SWE,Sweden,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",367,92.44,True,True,,,,,,,,92.0,0.0,18.16677155,47.0,35.9235637796986,27034877940.548,33.3,31.2,2.2,0.4884999999999999,16.66666666666667,35.0402,38.6442,73.81,96.31,59.0850877646012,69.45,62.5781910502956,78.48261231,62.83394678,3.0,1771.0,71844.9129880579,95.76629783,83.9988098144531,3.59978,8910.73864,1.7746948,1.7267013,1.6717941,66.07129433599,140.686673016562,55097.2595366627,12226.2590199976,0.0,2.953178131294136,3.8712010109078907,24.020393644939336,11.182279007329212,9.095124634986579,4.953618091578898,10.91687340728572,9.411423084183943,,,,,1.5416666666666667,0.0,0.0,0.0,0.0,1.2941176470588236,0.6416505799873539,1.3609430829664086,1.1883184612318878,0.7215554697765545,0.620915032679738,0.6575342465753425,0.33333333333333415,-0.015028554253081038,0.0,2.4784619986473,0.09205525955962081,-0.14862914862914894,1.7659123055162658,2.021837327504184,0.0,1.7143224222895892,1.761951380055728,0.278689297143071,0.0,0.4300979519145147,0.893870260091819,0.862813793073746,0.6937209058148737,0.584039311948591,1.935218673069325,1.8904333468992784,1.2604897424411976,1.0333082220188365,1.3241866265029594,1.00121561372577,1.092129937797964,1.1010508235354617,1.0520257445389267,0.7463016918086975,0.4529805669591482,3.3612627809716127,2.031635469163461,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
AUT,Austria,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",373,93.95,True,True,,,,,,,,64.25,0.0,18.16677155,24.0,10.4544426973637,13655965523.2324,31.4,29.1,2.2,0.3455999999999999,16.66666666666666,29.9459,26.3411,81.6,74.59,42.2135476086252,69.72,50.0967566107785,62.89817135,60.96047396,,1872.0,73911.439663136,91.92573373,92.6126708984375,3.25517,6633.64894,1.5145106,1.6777399,1.3510615,57.9799656129318,124.45929984531,47132.0383936251,7896.83396633378,0.0,2.953178131294136,3.2188758248682006,23.33744229784781,11.210636423800471,8.800061035042468,4.831981401952483,10.760729486195926,8.974343819383762,,,,,0.0,0.0,0.0,0.0,0.0,-0.058823529411764705,-0.041046827180761775,-0.47011100744665313,0.05900474763547604,0.05157317156652423,0.37254901960784287,0.3698630136986305,0.33333333333333415,-0.4445446348061319,0.0,1.8423066856234815,-1.068122023669197,0.9754689754689752,0.22984441301272984,0.3141730012170657,0.04299363057324777,0.36269479484862954,-0.03592775433583094,0.0,,0.5200356188780053,1.0237763578131236,0.9737453076962663,-0.22584635083007928,1.328447690990047,1.5861015712852933,0.8253837737062268,0.6451086888197879,0.5803746155509973,1.2400439124418354,0.41946844741441275,0.1639025871309068,-0.26556460166931223,-0.2693956543193449,0.46184991559606275,0.3048774898361954,0.9713158308449913,0.7430817866303653,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
KOR,South Korea,country_iso3,East Asia & Pacific,High income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",392,98.74,True,True,,1.0,binding_ai_specific_horizontal_law,0.0,binding_horizontal_ai_law,8.0,9.0,59.5,0.0,39.65185541,8.0,5.1544887120339,12862500000.0,30.7,25.9,4.8,2.9075,16.66666666666667,30.28,40.24,79.23,75.4,54.7499614119472,76.89,59.9976353178735,80.54080491,73.623513,5.0,186245.0,61051.3492502498,97.89563777,111.853302001953,4.94352,9471.82543,1.4867237,1.1174546,1.013674,65.2453092237997,172.520241179065,11902.38307173,11350.1625522103,0.0,3.7050444784946204,2.197224577336219,23.277581938184323,11.019486959556058,9.156182497541478,5.156294256438498,9.384577930438397,9.337075445171726,0.0,0.0,0.3333333333333333,1.3333333333333333,-0.2638888888888889,0.0,0.0,1.1826583386523624,0.8893129540012978,-1.0,-1.1102660948815752,-0.8511411337893354,-0.007971660364068508,-0.007150457151420981,0.2810457516339867,-0.0684931506849315,6.111111111111112,7.255785993387439,0.0,1.8840277248401076,0.24253854495732974,0.6334776334776342,0.2871287128712873,1.5830545872247042,1.1847133757961779,1.4348713352374671,1.9993921416202118,1.8836961028091541,1.0,164.69902048085484,0.21536474521292892,0.2259867941727461,1.2035604075407598,2.9912196897320364,3.2965332441823954,2.1528671219999085,1.3878312776153825,0.5320026512673816,0.2771644647432175,-0.19248749991951256,0.9973739343502311,3.78196811255518,3.2538336209828223,-0.796261799284753,-1.0004072665138197,2.8776364206000333,1.8124511432251658,4,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,5,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.4444444444444444,11,1,0,0,0,0,1,0,0,0,train
HUN,Hungary,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",373,93.95,True,True,,,,,,,,28.25,0.0,0.0,6.0,4.78882117748421,-62190710104.0316,29.8,27.9,1.9,0.1647,16.66666666666667,10.3731,40.5583,82.61,47.82,34.6765785618852,63.17,39.9943737874299,51.7950946,58.95756391,,433.0,48552.4708092529,93.77898628,60.5168685913086,1.37748,4567.0829,0.501908,0.1923364,0.3350443999999999,45.3121690129747,104.58063059269,55077.4335878286,4812.45421360344,0.0,0.0,1.9459101490553132,-24.85347147031237,10.790420960541217,8.426848899157163,4.659474932030504,10.916513513582508,8.47917023709289,,,,,-2.0,0.0,0.0,-1.0,-3.4930404551447762,-1.1176470588235294,-1.3732817077125548,-0.8774301067265627,-6.343211534587116,-47.22420905909134,0.16339869281045752,0.2054794520547945,-0.33333333333333315,-0.988277727682597,0.0,-0.6018643900400249,0.2725541043896463,1.1212121212121218,-1.6633663366336635,-0.448686408798876,-1.0,-0.7313028376503528,-1.3168200280855753,-0.2979437908660428,,-0.761353517364203,-0.5703403433030392,-0.6700975950730589,0.21788803789520195,-1.4452659708087856,-0.3161464506782561,-0.14119882463289649,-0.13325800042584585,-1.182383259587887,-1.3126993090733359,-1.4233908966275794,-1.2893315699808126,-1.9396800451535245,-2.143449786312923,0.7455936730029812,0.4526392064725477,-0.731336112934927,-0.7167397934340872,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
DNK,Denmark,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",366,92.19,True,True,,,,,,,,76.75,0.0,18.16677155,42.0,40.8785305756796,18240080341.0515,28.7,26.6,2.1,0.2537,16.66666666666667,42.0324,59.9904,85.26,84.22,50.1245957381868,74.75,56.914915504656,66.44222214,58.41477948,5.0,1090.0,81878.2349849181,99.76915157,78.9604110717773,3.04841,8837.51688,1.9128986,2.0043149,1.9307059,63.7052352711251,126.686532566268,246545.586810222,6165.47587816748,0.0,2.953178131294136,3.7612001156935624,23.62688722630063,11.313000696606494,9.086874367800442,4.849578295975613,12.415306247752843,8.726882783244152,,,,,0.6944444444444444,0.0,0.0,0.0,0.0,1.0,0.5265280497583519,1.7171710105149063,0.44594978225304616,0.3355216244042194,0.019607843137254714,0.02739726027397299,0.11111111111111172,-0.7207694619777578,0.0,3.3516192881130067,2.1049931632797403,1.5036075036075054,0.9108910891089105,1.1148950781287967,0.8439490445859866,1.101040373147695,0.3729271402939552,-0.3786859343773119,1.0,-0.176313446126447,1.5245854226455162,1.3741846014913834,1.6521460581102878,0.1486217675475942,1.3766373886879617,1.856185770162866,1.2432830855895067,1.27389602697225,1.8012800463046659,1.4708317549430108,0.8206985311066741,-0.07799446571075368,-0.0782287260921567,7.583251447246857,1.8742495666510728,0.015564447901335455,0.013541735017699475,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
DEU,Germany,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",368,92.7,True,True,,,,,,,,86.75,26.94303373,46.85032209,33.0,22.4909398637641,47599143488.7827,28.6,26.5,2.1,3.027,16.66666666666667,25.9684,37.668,82.89,85.48,52.6206360616167,76.78,55.4553512524913,74.05715901,77.86554314,24.0,39822.0,73551.9347696836,93.49999579,76.7096862792969,3.1539,5926.07432,1.5462994,1.6257844,1.4980615,58.2900664433659,129.150921864378,152113.844011812,6109.08541252395,3.330167928106212,3.8680778491197776,3.526360524616161,24.586080604109764,11.205760626928754,8.687286000936487,4.8686947145071375,11.932391067251444,8.717696031204422,,,,,1.25,0.0,0.0,1.5789019232754098,1.0821500040585286,0.47058823529411764,0.2807543415526295,0.3952300971613508,2.9241476803246713,1.2765001969324345,0.006535947712418394,0.013698630136986495,0.11111111111111172,7.614968440036072,0.0,1.3456127811513774,0.0,1.1616161616161624,1.0,1.36753348445625,1.167197452229299,0.9429826293193868,1.2514146101635184,2.5147212159337333,10.5,34.31344612644702,1.001177144174447,0.954671654335794,0.15108781979199937,-0.045885478169880776,1.483507076355753,0.49443412028096384,0.4099064499686577,0.6357131635077331,1.1507556817049134,0.6860981365940269,0.19947697572955803,0.12954820881608461,0.12944582173277427,4.210931145337617,1.416202761354611,-0.015564447901335455,-0.013541735017704712,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
