iso3,country_name_canonical,entity_type,region,income_group,n_sources_present,source_list,n_variables_available,pct_variables_available,included_in_matrix,included_in_dense_candidate,inclusion_notes,iapp_ley_ia_vigente,iapp_categoria_obligatoriedad,iapp_proyecto_ley_ia,iapp_modelo_gobernanza,iapp_n_leyes_relacionadas,iapp_n_autoridades,oxford_ind_company_investment_emerging_tech,oxford_ind_ai_unicorns_log,oxford_ind_non_ai_unicorns_log,oxford_ind_vc_availability,wipo_c_vencapdeal_score,wb_fdi_net_inflows,ms_h2_2025_ai_diffusion_pct,ms_h1_2025_ai_diffusion_pct,ms_change_pp,anthropic_usage_pct,anthropic_collaboration_pct,oecd_5_ict_business_oecd_biz_ai_pct,oecd_5_ict_business_oecd_biz_bigdata_pct,oxford_public_sector_adoption,oxford_ind_adoption_emerging_tech,wipo_out_score,oxford_total_score,wipo_gii_score,oxford_innovation_capacity,oxford_ind_ai_research_papers_log,stanford_fig_6_3_5_fig_6_3_5_volume_of_publications,wb_patent_applications_residents,wb_gdp_per_capita_ppp,wb_internet_penetration,wb_tertiary_education_enrollment,wb_rd_expenditure_pct_gdp,wb_researchers_rd_per_million,wb_government_effectiveness,wb_rule_of_law,wb_regulatory_quality,wipo_in_score,wb_mobile_subscriptions_per100,wb_secure_servers_per_1m,wb_electric_consumption_kwh_pc,oxford_ind_ai_unicorns_log_log,oxford_ind_non_ai_unicorns_log_log,oxford_ind_vc_availability_log,wb_fdi_net_inflows_log,wb_gdp_per_capita_ppp_log,wb_researchers_rd_per_million_log,wb_mobile_subscriptions_per100_log,wb_secure_servers_per_1m_log,wb_electric_consumption_kwh_pc_log,iapp_ley_ia_vigente_z,iapp_proyecto_ley_ia_z,iapp_n_leyes_relacionadas_z,iapp_n_autoridades_z,oxford_ind_company_investment_emerging_tech_z,oxford_ind_ai_unicorns_log_z,oxford_ind_ai_unicorns_log_log_z,oxford_ind_non_ai_unicorns_log_z,oxford_ind_non_ai_unicorns_log_log_z,oxford_ind_vc_availability_z,oxford_ind_vc_availability_log_z,wipo_c_vencapdeal_score_z,wb_fdi_net_inflows_z,wb_fdi_net_inflows_log_z,ms_h2_2025_ai_diffusion_pct_z,ms_h1_2025_ai_diffusion_pct_z,ms_change_pp_z,anthropic_usage_pct_z,anthropic_collaboration_pct_z,oecd_5_ict_business_oecd_biz_ai_pct_z,oecd_5_ict_business_oecd_biz_bigdata_pct_z,oxford_public_sector_adoption_z,oxford_ind_adoption_emerging_tech_z,wipo_out_score_z,oxford_total_score_z,wipo_gii_score_z,oxford_innovation_capacity_z,oxford_ind_ai_research_papers_log_z,stanford_fig_6_3_5_fig_6_3_5_volume_of_publications_z,wb_patent_applications_residents_z,wb_gdp_per_capita_ppp_z,wb_gdp_per_capita_ppp_log_z,wb_internet_penetration_z,wb_tertiary_education_enrollment_z,wb_rd_expenditure_pct_gdp_z,wb_researchers_rd_per_million_z,wb_researchers_rd_per_million_log_z,wb_government_effectiveness_z,wb_rule_of_law_z,wb_regulatory_quality_z,wipo_in_score_z,wb_mobile_subscriptions_per100_z,wb_mobile_subscriptions_per100_log_z,wb_secure_servers_per_1m_z,wb_secure_servers_per_1m_log_z,wb_electric_consumption_kwh_pc_z,wb_electric_consumption_kwh_pc_log_z,n_binding,binding_variables_used,n_non_binding,non_binding_variables_used,n_hybrid,hybrid_variables_used,regulatory_intensity,n_regulatory_mechanisms,iapp_categoria_obligatoriedad_binding_ai_specific_horizontal_law,iapp_categoria_obligatoriedad_binding_ai_specific_horizontal_law_light_touch,iapp_categoria_obligatoriedad_binding_ai_specific_laws_subnational_or_use_case,iapp_categoria_obligatoriedad_binding_ai_specific_laws_use_case,iapp_categoria_obligatoriedad_nonbinding_ai_frameworks_plus_adjacent_binding_laws,iapp_modelo_gobernanza_binding_horizontal_ai_law,iapp_modelo_gobernanza_binding_use_case_specific_ai_laws,iapp_modelo_gobernanza_draft_horizontal_ai_law,iapp_modelo_gobernanza_strategy_voluntary_sectoral,split
POL,Poland,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",368,92.7,True,True,,,,,,,,37.25,0.0,0.0,6.0,3.33375041549552,20606000000.0,28.5,26.4,2.1,0.931,16.66666666666667,8.362400000000001,24.5002,74.84,48.92,32.7268057308873,69.14,37.7080354431444,54.66494368,63.97189901,1.0,3377.0,51262.5105756884,88.58496367,80.9149627685547,1.55525,3675.06022,0.6734027,0.5769112,0.6858352999999999,42.6892651554014,138.016156588197,41131.8530670488,4369.59385882083,0.0,0.0,1.9459101490553132,23.748848132517818,10.84473448324779,8.209596865278282,4.934590160823452,10.62456242587555,8.382654173323829,,,,,-1.5,0.0,0.0,-1.0,-3.4930404551447762,-1.1176470588235294,-1.3732817077125548,-0.9820396557552404,0.6456570105222018,0.4551665282281194,-0.006535947712418394,0.0,0.11111111111111172,1.3149984971445754,0.0,-0.8529523683485252,-1.2417181385260976,0.0,-1.5855728429985856,-0.646033982113314,-0.049363057324841114,-0.9788928151316163,-0.9857435529635048,0.4479658960750437,-1.0,1.8601959038290294,-0.39998169515547255,-0.4576282629520863,-1.0257451883877728,0.31753378576623237,-0.13605142388232058,-0.5584192681720872,-0.5863561986959909,-0.8838420224139153,-0.6517875003523032,-0.7871237630627013,-1.590227897654602,0.8761488073094554,0.8453124991072722,0.24757295540877425,0.17572253781832722,-0.9758056998028181,-1.0012788677140774,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
TWN,Taiwan,country_iso3,,,6,"iapp, microsoft, oxford, stanford, oecd, anthropic",108,27.2,True,True,included by documented human-in-loop decision; comparable special case,0.0,nonbinding_ai_frameworks_plus_adjacent_binding_laws,1.0,draft_horizontal_ai_law,12.0,7.0,70.45,0.0,0.0,43.8,,,28.4,26.4,2.0,0.5930000000000001,16.66666666666667,,,69.45,81.9,,64.81,,64.8714204,70.79298649,,,,,,,,,,,,,,,0.0,0.0,3.802208139420939,,,,,,,0.0,0.0,3.0,0.0,0.3444444444444446,0.0,0.0,-1.0,-3.4930404551447762,1.1058823529411763,0.5694454045852207,,,,-0.01960784313725518,0.0,-0.11111111111111073,0.2990682296363095,0.0,,,-0.7777777777777787,0.746817538896747,,-0.7388535031847133,,0.19171360303198443,1.462639850913954,,,,,,,,,,,,,,,,,,,,3,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,3,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.5,8,0,0,0,0,1,0,0,1,0,train
CZE,Czech Republic,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",358,90.18,True,True,,,,,,,,55.0,0.0,0.0,8.0,1.82702984455493,13051379572.6952,27.8,26.0,1.8,0.3027,16.66666666666667,17.6049,44.5998,69.33,72.11,36.2601456488119,64.56,42.0357587785266,59.91780976,58.13114596,,541.0,57285.4237001379,87.68776014,66.7282867431641,1.83369,4504.58395,1.1773279,1.1881307,1.2319075,47.8113719082412,126.600163061009,79335.8806598204,5876.92209501892,0.0,0.0,2.197224577336219,23.292159679587137,10.955818940949644,8.413072784283658,4.848901648817467,11.281458377185269,8.678958593236544,,,,,-0.5138888888888888,0.0,0.0,-1.0,-3.4930404551447762,-1.0,-1.1102660948815752,-1.0903624697075367,0.00797166036406867,0.007150457151424466,-0.09803921568627451,-0.05479452054794501,-0.5555555555555551,-0.5734896302975653,0.0,0.3012131658019264,0.6536658965533504,-0.7950937950937966,0.05445544554455417,-0.2884045970835839,-0.7786624203821656,-0.51023911572158,-0.37975336408058075,-0.42087796699778834,,-0.6651825467497774,-0.021369045075795186,-0.023076435694567046,-1.2405675340776332,-0.9084762927666777,0.14603025053439928,-0.1704310854535897,-0.1619892979741457,-0.0065994449398523135,0.39862502088040747,0.20334603935653708,-1.002626065649769,-0.0852682183328577,-0.08557960054456941,1.611904630837449,0.7987907370768195,-0.14372419330052444,-0.12774360265429133,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
ITA,Italy,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",376,94.71,True,True,,,,,,,,41.0,0.0,18.16677155,7.0,7.13114531079065,26903748175.4513,27.8,25.8,2.0,1.7373,16.66666666666667,16.4032,42.7112,70.24,65.18,42.9523881318341,68.81,44.9447399864804,62.6499097,74.98332861,2.0,10281.0,62014.2675153689,89.2207202,75.9496536254883,1.37935,2855.12509,0.7922891,0.6192042999999999,0.6401491,46.9370918411267,132.575141676252,30647.1608155582,5136.67702163416,0.0,2.953178131294136,2.0794415416798357,24.015531451262195,11.035135883960498,7.957221121519933,4.894664178492735,10.330327933546247,8.544356314976643,,,,,-1.2916666666666667,0.0,0.0,0.0,0.0,-1.0588235294117647,-1.2335331015399846,-0.7090331615984194,1.1772498005392056,0.7167856077534012,-0.09803921568627451,-0.08219178082191751,-0.11111111111111073,3.738503155996395,0.0,0.15114979307932966,0.47557169126314297,-0.6637806637806657,-0.43564356435643536,0.3889552435396345,-0.10191082802547778,-0.19522248943314727,-0.06456814262760407,2.0859760892330175,-0.5,8.008014247551202,0.27589575879951295,0.28720389722433287,-0.8735225270901202,-0.1115673681288652,-0.3142519932326331,-0.9419226322479466,-1.112707978894961,-0.6768823149759614,-0.5791046068880941,-0.869989731129352,-1.1029224073527149,0.4179246185290897,0.41156962445089174,-0.12685347675453848,-0.1033599484260114,-0.5523573105281817,-0.5245646721882876,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,test
BGR,Bulgaria,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",350,88.16,True,True,,,,,,,,46.5,0.0,0.0,9.0,9.50287580940247,3549010000.0,27.3,25.4,1.9,0.1569,16.66666666666666,8.5463,27.0635,64.66,48.94,35.3641460788917,56.6,39.0927629267023,49.7927979,57.59795536,,165.0,41969.4515718999,82.438955,69.5460433959961,0.79224,2400.56923,0.0428203,-0.0333423,0.2880341999999999,42.8213797745128,118.067152838789,50750.6030113542,5360.50343468088,0.0,0.0,2.3025850929940455,21.989934528583696,10.64472111566694,7.783877648505314,4.779687643518415,10.834698482835817,8.58699970627939,,,,,-0.9861111111111112,0.0,0.0,-1.0,-3.4930404551447762,-0.9411764705882353,-1.0,-0.5385221016838833,-0.7941231538763782,-1.2703458142473445,-0.16339869281045752,-0.136986301369863,-0.33333333333333315,-1.011722272317403,0.0,-0.8299876897734353,-1.0,-1.4689754689754715,-1.5841584158415845,-0.3790937984117369,-2.0461783439490446,-0.8289392234732788,-1.5478124305099406,-0.5001929759859048,,-1.0,-0.984162410379181,-1.2400615228007914,-2.4973176409834714,-0.6649662521453009,-0.909040715638898,-1.154529331354003,-1.474231016919089,-1.9815718638383577,-1.7005399003102328,-1.5086583457042562,-1.5750718698772743,-0.8038899736872491,-0.837498022393791,0.5910750952074227,0.37503735220935347,-0.42879973727348447,-0.3988476608265735,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,test
FIN,Finland,country_iso3,Europe & Central Asia,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",373,93.95,True,True,,,,,,,,87.75,0.0,18.16677155,54.0,43.9707170242733,8741865603.01226,27.3,25.6,1.7,0.205,16.66666666666667,37.8204,45.1414,81.77,96.95,50.2223053338181,70.3,57.7063647384345,70.45901473,58.72620012,1.0,1557.0,65378.3841859721,93.72405196,110.304496765137,3.0938,8314.89822,1.8171611,2.0212705,1.9635191,65.1904241430508,125.860954798649,177933.600727841,14819.2738283578,0.0,2.953178131294136,4.007333185232471,22.89138945967204,11.08796226123678,9.025924409845766,4.8430916425738415,12.089171350120685,9.6037513756266,,,,,1.3055555555555556,0.0,0.0,0.0,0.0,1.7058823529411764,0.7841210600983185,1.939477882696075,-0.35579432248214743,-0.3860092520084598,-0.16339869281045752,-0.10958904109589002,-0.7777777777777776,-0.8671475804027655,0.0,2.8256419843703284,0.7047385543872884,1.0,1.811173974540311,1.1247848208110267,0.13535031847133666,1.1867472408379272,0.8363192891220929,-0.3323604161467107,-1.0,0.23953695458593055,0.4873710202745349,0.4938556579451343,0.20473481336288468,2.8573722101235295,1.422621037595356,1.6117444638868221,1.1161665949365296,1.1072343651602925,1.8304191273467685,1.530348580228647,0.9910775849077093,-0.14752188090158785,-0.14869761700331074,5.132999161700522,1.5649094299401167,4.792669435679541,2.598638638044131,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
CRI,Costa Rica,country_iso3,Latin America & Caribbean ,High income,7,"microsoft, oxford, wb, wipo, stanford, oecd, anthropic",355,89.42,True,True,,,,,,,,48.25,0.0,0.0,5.0,,5298432816.49544,26.5,25.1,1.4,0.0772,16.66666666666667,,,42.61,57.76,20.1094040166776,45.92,28.3589014854175,41.31704026,28.1226027,,15.0,31106.7643556729,87.17019653,55.0202903747559,0.33738,507.75814,0.2868974999999999,0.6167412,0.5818279,36.6083989541574,136.024511151268,1999.84015314109,2282.30124894979,0.0,0.0,1.791759469228055,22.390676918965973,10.345212724746697,6.231972736628806,4.920159823337916,7.601322447905166,7.733377590934601,,,,,-0.8888888888888888,0.0,0.0,-1.0,-3.4930404551447762,-1.1764705882352942,-1.5346096338504065,,-0.6464544110128113,-0.8772134061454863,-0.26797385620915043,-0.17808219178082152,-1.4444444444444444,-1.2512774271115121,0.0,,,-4.6507936507936565,-0.9603960396039607,-1.9231128141936211,-3.7468152866242033,-1.9913203378770719,-2.5256073894839353,-4.884812399426253,,-1.1335707925200356,-1.6670131686321896,-2.4117098455812123,-1.3644906184461394,-1.9202793057772578,-1.3698497604068522,-2.0398425640912006,-4.710865017086166,-1.5566776294745033,-0.5833375724283758,-0.9757731558135841,-2.287817442824904,0.7084190492690255,0.688546010273188,-1.149898675352736,-2.6918315782400914,-2.128041515217048,-2.915411608837414,0,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,0,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,0,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.0,0,0,0,0,0,0,0,0,0,0,train
CHL,Chile,country_iso3,Latin America & Caribbean ,High income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",388,97.73,True,True,,0.0,nonbinding_ai_frameworks_plus_adjacent_binding_laws,1.0,draft_horizontal_ai_law,10.0,7.0,38.5,16.99916163,0.0,9.0,3.94851488450514,12521388616.3117,20.8,19.6,1.2,0.272,16.66666666666667,,,70.76,61.55,22.8780848440835,59.3,33.0660923295208,50.69566413,48.5913924,,402.0,36181.156616977,95.590243,110.176902770996,0.39205,707.0557,0.964461,0.6910552999999999,0.7807061,43.2540998149581,132.660408764665,11912.6095617298,4373.3873769648,2.8903251807003527,0.0,2.3025850929940455,23.250704108393943,10.496321365160004,6.5625227629155996,4.895302320320542,9.385436686267536,8.38352176086453,0.0,0.0,1.6666666666666667,0.0,-1.4305555555555556,0.0,0.0,-1.0,-3.4930404551447762,-0.9411764705882353,-1.0,-0.9378423317886341,-0.03676486503177169,-0.033517884714958826,-1.0130718954248366,-0.931506849315068,-1.8888888888888888,-0.6657649534114818,0.0,,,-0.5887445887445891,-0.6923620933521928,-1.6428789152059537,-1.6162420382165612,-1.481573703917802,-1.443654420592864,-1.8399683248469698,,-0.7889581478183437,-1.3480264819743517,-1.8205872244289152,0.6515671354762423,2.846345559307146,-1.3144647397906977,-1.9466263059805005,-4.021473904493894,-0.37716219515538757,-0.45562492395407206,-0.6150464030884065,-1.5254307552382842,0.42510552926909345,0.41850218952940765,-0.7958965937000461,-0.9995927334861804,-0.9737115863798919,-0.9987211322859227,3,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,5,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.375,10,0,0,0,0,1,0,0,1,0,train
USA,United States,country_iso3,North America,High income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",375,94.46,True,True,,1.0,binding_ai_specific_laws_use_case,1.0,binding_use_case_specific_ai_laws,8.0,8.0,100.0,100.0,100.0,87.0,100.0,297058000000.0,28.3,26.3,2.1,22.2372,16.66666666666667,5.651547688,,92.87,99.75,58.3123499615199,88.36,61.6892112586677,92.47637069,88.99890836,62.0,262244.0,85809.9003846359,94.69380188,79.361930847168,3.44716,4937.49441,1.3599787,0.9617896,1.3524886,65.0660725558155,113.190481805755,196554.134852003,12835.2954006884,4.61512051684126,4.61512051684126,4.477336814478206,26.417193242881897,11.35990132151661,8.504815788424892,4.737867947038704,12.188698255423551,9.460032015418385,0.0,0.0,0.3333333333333333,0.6666666666666666,1.9861111111111112,0.0,0.0,4.504555375993596,1.9657574750805713,3.6470588235294117,1.2760080298375864,5.967596773958971,23.98096447147025,3.0728405354215504,-0.032679738562091505,-0.013698630136986007,0.11111111111111172,65.35527502254286,0.0,-1.1914724989065417,,2.6017316017316046,2.009193776520509,1.9436241491164352,3.0111464968152855,1.6180538681884093,3.3763234494609713,4.170869997424419,29.5,232.3739982190561,1.771737959209753,1.5576553828756805,0.43692733778034254,0.18332103681110798,1.7806025792987468,0.032051539914136395,0.029348795106531465,0.31136254340623465,0.009646060769375181,0.42205693196834654,0.9768121226676523,-1.2145869969861454,-1.2918135910908097,5.797970530420857,1.659311061646307,3.6974655382676063,2.174939492919366,5,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,8,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,3,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.38461538461538464,16,0,0,0,1,0,0,1,0,0,train
CHN,China,country_iso3,East Asia & Pacific,Upper middle income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",361,90.93,True,True,,1.0,binding_ai_specific_laws_use_case,1.0,binding_use_case_specific_ai_laws,7.0,5.0,59.75,72.21120639,76.47905034,28.0,31.0203696294824,18556141172.84,16.3,15.4,0.9,,,,,49.02,47.9875,55.2204727337487,76.27,56.5551447506996,80.53849887,100.0,9.0,1426644.0,27104.8702677463,91.6,76.8757843123403,2.57729,2107.27003,0.8957841999999999,-0.5793197999999999,-0.0712903,57.8898167676506,131.753932036803,1413.32103124612,6523.71926193193,4.293348502009328,4.3500075816232044,3.3672958299864737,23.64406663179576,10.207505598456128,7.6536229991804,4.8884972795463115,7.254404858343748,8.783353206274017,0.0,0.0,-0.3333333333333333,-1.3333333333333333,-0.25,0.0,0.0,3.2098316769993183,1.6521799776429105,0.17647058823529413,0.11428360438095694,1.008437251460907,0.4726284703658023,0.35237479794948695,-1.6013071895424835,-1.5068493150684927,-2.555555555555556,,,,,-3.7258297258297297,-1.6515205091937768,1.6306777082869524,1.0859872611464956,1.062080420832186,1.999126108259777,5.807342362664349,3.0,1269.239536954586,-1.9185804243207019,-2.9504070188307603,-0.3038385584052211,-0.03153131499795548,0.8993556818527189,-1.2917124154362258,-1.745888528573645,-0.49671607546276414,-2.6388306490696096,-2.160403786177863,0.15356082168234714,0.34876507257213557,0.34457444185073366,-1.1708442841449702,-3.020884173842429,0.21332342786250502,0.18002222816715066,4,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,8,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.3333333333333333,14,0,0,0,1,0,0,1,0,0,train
IND,India,country_iso3,South Asia,Lower middle income,8,"iapp, microsoft, oxford, wb, wipo, stanford, oecd, anthropic",373,93.95,True,True,,0.0,nonbinding_ai_frameworks_plus_adjacent_binding_laws,1.0,draft_horizontal_ai_law,7.0,4.0,64.25,0.0,65.96227135,31.0,23.4179716337861,27139853378.1402,15.7,14.2,1.4,6.1627,16.66666666666667,,,79.07,51.54,35.2544472576614,66.55,38.1998133830439,63.76079966,94.01117948,2.0,26267.0,11159.9856476091,70.0,34.4465039692543,0.64558,259.26325,0.4046051,-0.0392287,-0.0960695999999999,41.1451795084264,79.3526921826412,1212.44166069372,1181.63126786529,0.0,4.204129346603526,3.4657359027997265,24.024269088948717,9.320179551713583,5.5616936187831305,4.386425597317815,7.101215948768911,7.075497122970644,0.0,0.0,-0.3333333333333333,-2.0,0.0,0.0,0.0,2.630929753723908,1.4796341460693996,0.35294117647058826,0.21730704101852255,0.4618772856903248,1.1971794356942231,0.7253573202232181,-1.6797385620915033,-1.6712328767123286,-1.4444444444444444,17.039975954313203,0.0,,,0.6103896103896096,-1.4002828854314004,-0.3901970386564862,-0.4617834394904467,-0.9256376661857801,0.06358825931298095,4.91647265608659,-0.5,22.243098842386466,-2.9209085164757114,-6.4215420719456215,-5.475644633333382,-3.6982623542083553,-1.057618859475833,-2.1560695956987628,-6.108790989108568,-1.3517699995082186,-1.7106559850637202,-2.2053486641172397,-1.7673635175695614,-4.064293154955366,-5.109768870970141,-1.178018032711644,-3.16618441179467,-2.7356378661834895,-4.854909470967987,3,iapp_ley_ia_vigente|iapp_categoria_obligatoriedad|iapp_firmo_coe_convencion|iapp_n_leyes_relacionadas|iapp_n_autoridades,6,iapp_estrategia_nacional_ia|iapp_adhiere_oecd_ai|iapp_adopto_unesco_etica_ia|iapp_endoso_hiroshima_g7|iapp_firmo_bletchley|iapp_endoso_declaracion_data_scraping|iapp_firmo_ai_action_summit|iapp_marcos_voluntarios|iapp_guias_sectoriales|iapp_herramientas_testing,2,iapp_proyecto_ley_ia|iapp_modelo_gobernanza|iapp_sandbox_regulatorio|iapp_instituto_seguridad_ia,0.3333333333333333,11,0,0,0,0,1,0,0,1,0,train
