bloque_tematico,variable_matriz,tipo_matriz,source_id,unit,is_primary,n_non_null,pct_complete,n_unique,median,iqr,min,max
ecosystem_outcome,wipo_out_7_3_3_score,numeric,wipo,score_0_100,True,139,69.85,138,64.350149,20.138057,0.0,100.0
ecosystem_outcome,wipo_out_7_3_4_score,numeric,wipo,score_0_100,True,127,63.82,127,65.10115,18.860964,0.0,100.0
ecosystem_outcome,wipo_out_7_3_score,numeric,wipo,score_0_100,True,141,70.85,141,24.446554,22.093438,0.132988,91.518239
ecosystem_outcome,wipo_out_7_score,numeric,wipo,score_0_100,True,141,70.85,141,21.742258,24.257574,0.97206,68.797898
ecosystem_outcome,wipo_out_score,numeric,wipo,score_0_100,True,141,70.85,141,20.521018,20.841701,3.242986,64.452732
ecosystem_outcome,wipo_patfam_score,numeric,wipo,score_0_100,True,127,63.82,96,0.809086,8.511027,0.0,100.0
ecosystem_outcome,wipo_patorig_score,numeric,wipo,score_0_100,True,131,65.83,123,6.929591,14.725771,0.0,100.0
ecosystem_outcome,wipo_pctpatorig_score,numeric,wipo,score_0_100,True,117,58.79,93,2.654175,14.238415,0.0,100.0
ecosystem_outcome,wipo_utilmodorig_score,numeric,wipo,score_0_100,True,80,40.2,73,9.1141,28.76221,0.0,100.0
ecosystem_outcome,wipo_wikiedit_score,numeric,wipo,score_0_100,True,131,65.83,131,49.320837,44.46985,0.0,100.0
