variable_matriz,source_id,bloque_tematico,unit,direction,is_primary,n_total,n_non_null,n_missing,pct_complete,pct_missing
wipo_in_3_2_2_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,131,68,65.83,34.17
wipo_patorig_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,131,68,65.83,34.17
wipo_hitechimp_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,131,68,65.83,34.17
wipo_ictservexp_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,131,68,65.83,34.17
wipo_wikiedit_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,131,68,65.83,34.17
wipo_in_2_1_3_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,130,69,65.33,34.67
wipo_out_6_3_2_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,130,69,65.33,34.67
wipo_costredu_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,130,69,65.33,34.67
wipo_sp22_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,130,69,65.33,34.67
wipo_envperf_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,130,69,65.33,34.67
wipo_domcred2priv_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,130,69,65.33,34.67
wipo_in_4_2_2_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,129,70,64.82,35.18
oecd_1_digital_stri_digital_stri_other,oecd,institutional_control,count,lower_better,True,199,128,71,64.32,35.68
oecd_1_digital_stri_digital_stri_payment,oecd,institutional_control,count,lower_better,True,199,128,71,64.32,35.68
oecd_1_digital_stri_digital_stri_overall,oecd,institutional_control,count,lower_better,True,199,128,71,64.32,35.68
wipo_tertenrol_score,wipo,socioeconomic_control,score_0_100,higher_better,False,199,128,71,64.32,35.68
oecd_1_digital_stri_digital_stri_infrastructure,oecd,institutional_control,count,lower_better,True,199,128,71,64.32,35.68
oecd_1_digital_stri_digital_stri_e_transactions,oecd,institutional_control,count,lower_better,True,199,128,71,64.32,35.68
oecd_1_digital_stri_digital_stri_ip,oecd,institutional_control,count,lower_better,True,199,128,71,64.32,35.68
wipo_patfam_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,127,72,63.82,36.18
wipo_out_7_3_4_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,127,72,63.82,36.18
wipo_jvstratall_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,127,72,63.82,36.18
wipo_statclustdev_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,127,72,63.82,36.18
wipo_tradmkorig_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,127,72,63.82,36.18
wipo_unirescoll_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,127,72,63.82,36.18
wipo_grocap_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,126,73,63.32,36.68
wipo_ictorgmod_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,125,74,62.81,37.19
wipo_in_4_2_4_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,125,74,62.81,37.19
wipo_compsoftspend_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,125,74,62.81,37.19
wipo_logperf_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,125,74,62.81,37.19
wipo_out_6_1_2_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,125,74,62.81,37.19
wipo_intelproppay_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,125,74,62.81,37.19
wipo_knowintsemp_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,124,75,62.31,37.69
wipo_out_7_2_1_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,124,75,62.31,37.69
wipo_pupteachr_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,124,75,62.31,37.69
wipo_femempdeg_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,124,75,62.31,37.69
wipo_elecout_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,124,75,62.31,37.69
wipo_out_7_1_3_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,124,75,62.31,37.69
wipo_gdpener_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,124,75,62.31,37.69
wipo_in_2_2_3_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,122,77,61.31,38.69
wipo_c_eccomplexity_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,121,78,60.8,39.2
wipo_in_4_2_3_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,121,78,60.8,39.2
wipo_newbus_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,121,78,60.8,39.2
wipo_industdes_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,121,78,60.8,39.2
wipo_in_2_3_2_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,121,78,60.8,39.2
wipo_r_growppp20_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,120,79,60.3,39.7
wipo_in_4_3_2_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,120,79,60.3,39.7
wipo_in_2_2_2_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,119,80,59.8,40.2
wipo_schlifeexp_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,119,80,59.8,40.2
wipo_in_2_3_1_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,118,81,59.3,40.7
wipo_pctpatorig_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,117,82,58.79,41.21
wb_rd_expenditure_pct_gdp,wb,socioeconomic_control,pct,higher_better,True,199,117,82,58.79,41.21
wipo_in_2_1_2_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,116,83,58.29,41.71
wipo_rdexp_score,wipo,socioeconomic_control,score_0_100,higher_better,True,199,116,83,58.29,41.71
wipo_in_4_2_5_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,116,83,58.29,41.71
wipo_expedu_score,wipo,socioeconomic_control,score_0_100,higher_better,True,199,114,85,57.29,42.71
wipo_intelproprec_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,114,85,57.29,42.71
wipo_brandval_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,113,86,56.78,43.22
wipo_cultservexp_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,113,86,56.78,43.22
wipo_c_hhi_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,112,87,56.28,43.72
wipo_tertmob_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,111,88,55.78,44.22
wipo_c_hitechmanufind2_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,110,89,55.28,44.72
wipo_scienggrad_score,wipo,socioeconomic_control,score_0_100,higher_better,True,199,110,89,55.28,44.72
wipo_out_6_2_5_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,110,89,55.28,44.72
wipo_resppop_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,108,91,54.27,45.73
wipo_natfeatfilm_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,108,91,54.27,45.73
wb_researchers_rd_per_million,wb,socioeconomic_control,count,higher_better,True,199,108,91,54.27,45.73
wipo_in_5_1_4_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,106,93,53.27,46.73
wipo_appcrea_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,104,95,52.26,47.74
oecd_6_fdi_restrictiveness_oecd_fdi_restrictiveness,oecd,institutional_control,count,lower_better,True,199,103,96,51.76,48.24
wipo_gerdfinbus_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,103,96,51.76,48.24
wipo_gerdfinabr_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,102,97,51.26,48.74
wipo_printmedia_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,102,97,51.26,48.74
wipo_govfundpup_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,102,97,51.26,48.74
wipo_firmtrain_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,98,101,49.25,50.75
wipo_c_vencapdeal_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,94,105,47.24,52.76
wipo_in_4_1_1_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,93,106,46.73,53.27
wipo_in_1_3_2_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,93,106,46.73,53.27
wipo_out_7_2_2_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,93,106,46.73,53.27
wipo_in_5_3_5_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,90,109,45.23,54.77
wipo_r_vencapdeal_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,89,110,44.72,55.28
wipo_gerdperf_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,89,110,44.72,55.28
wipo_out_6_1_3_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,88,111,44.22,55.78
wipo_in_4_2_1_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,88,111,44.22,55.78
wipo_restalbus_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,87,112,43.72,56.28
wipo_in_2_1_4_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,86,113,43.22,56.78
stanford_fig_3_4_5_fig_3_4_5_number_of_rai_submissions,stanford,regulatory_treatment,count,unknown,True,199,84,115,42.21,57.79
wipo_out_7_1_1_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,83,116,41.71,58.29
wipo_microloan_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,83,116,41.71,58.29
wipo_utilmodorig_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,80,119,40.2,59.8
wipo_pisa_score,wipo,socioeconomic_control,score_0_100,higher_better,True,199,79,120,39.7,60.3
wipo_markcap_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,75,124,37.69,62.31
wipo_in_4_1_3_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,68,131,34.17,65.83
wipo_out_7_2_3_score,wipo,ecosystem_outcome,score_0_100,higher_better,True,199,65,134,32.66,67.34
wipo_entmedia_score,wipo,tech_infrastructure_control,score_0_100,higher_better,True,199,63,136,31.66,68.34
stanford_fig_3_5_2_fig_3_5_2_seoul_ministerial_statement_2024,stanford,regulatory_treatment,count,unknown,True,199,58,141,29.15,70.85
stanford_fig_3_5_2_fig_3_5_2_g7_hiroshima_ai_process_2023,stanford,regulatory_treatment,count,unknown,True,199,58,141,29.15,70.85
stanford_fig_3_5_2_fig_3_5_2_gpai_ministerial_declaration_2022,stanford,regulatory_treatment,count,unknown,True,199,58,141,29.15,70.85
stanford_fig_3_5_2_fig_3_5_2_oecd_ai_principles_2019,stanford,regulatory_treatment,count,unknown,True,199,58,141,29.15,70.85
stanford_fig_3_5_2_fig_3_5_2_g20_ai_principles_2019,stanford,regulatory_treatment,count,unknown,True,199,58,141,29.15,70.85
stanford_fig_3_5_2_fig_3_5_2_ai_action_summit_inclusive_2025,stanford,regulatory_treatment,count,unknown,True,199,58,141,29.15,70.85
stanford_fig_3_5_2_fig_3_5_2_bletchley_declaration_2023,stanford,regulatory_treatment,count,unknown,True,199,58,141,29.15,70.85
stanford_fig_3_5_2_fig_3_5_2_coe_drafters_2022,stanford,regulatory_treatment,count,unknown,True,199,58,141,29.15,70.85
oecd_7_pmr_oecd_pmr_overall,oecd,institutional_control,count,unknown,True,199,55,144,27.64,72.36
oecd_8_rd_tax_oecd_rd_tax_subsidy_rate,oecd,socioeconomic_control,count,unknown,True,199,52,147,26.13,73.87
oecd_3_regulatory_gov_oecd_reg_gov_ex_post_eval,oecd,institutional_control,count,unknown,True,199,43,156,21.61,78.39
oecd_3_regulatory_gov_oecd_reg_gov_ria,oecd,institutional_control,count,unknown,True,199,41,158,20.6,79.4
oecd_3_regulatory_gov_oecd_reg_gov_stakeholder,oecd,institutional_control,count,unknown,True,199,41,158,20.6,79.4
oecd_4_digital_gov_oecd_open_gov_data,oecd,tech_infrastructure_control,count,unknown,True,199,40,159,20.1,79.9
stanford_fig_6_3_5_fig_6_3_5_volume_of_publications,stanford,ecosystem_outcome,count,unknown,True,199,39,160,19.6,80.4
oecd_5_ict_business_oecd_biz_cloud_pct,oecd,adoption_diffusion,pct,unknown,True,199,38,161,19.1,80.9
oecd_5_ict_business_oecd_biz_ai_pct,oecd,adoption_diffusion,pct,unknown,True,199,38,161,19.1,80.9
oecd_4_digital_gov_oecd_digital_gov_policy,oecd,tech_infrastructure_control,count,unknown,True,199,38,161,19.1,80.9
oecd_4_digital_gov_oecd_digital_gov_user_driven,oecd,tech_infrastructure_control,count,unknown,True,199,38,161,19.1,80.9
oecd_4_digital_gov_oecd_digital_gov_proactiveness,oecd,tech_infrastructure_control,count,unknown,True,199,38,161,19.1,80.9
oecd_4_digital_gov_oecd_digital_gov_overall,oecd,tech_infrastructure_control,count,unknown,True,199,38,161,19.1,80.9
oecd_4_digital_gov_oecd_digital_gov_open_data,oecd,tech_infrastructure_control,count,unknown,True,199,38,161,19.1,80.9
oecd_4_digital_gov_oecd_digital_gov_design,oecd,tech_infrastructure_control,count,unknown,True,199,38,161,19.1,80.9
oecd_4_digital_gov_oecd_digital_gov_data_driven,oecd,tech_infrastructure_control,count,unknown,True,199,38,161,19.1,80.9
oecd_5_ict_business_oecd_biz_bigdata_pct,oecd,adoption_diffusion,pct,unknown,True,199,36,163,18.09,81.91
oecd_5_ict_business_oecd_biz_website_pct,oecd,adoption_diffusion,pct,unknown,True,199,36,163,18.09,81.91
oecd_5_ict_business_oecd_biz_ict_specialists_pct,oecd,adoption_diffusion,pct,unknown,True,199,36,163,18.09,81.91
oecd_5_ict_business_oecd_biz_iot_pct,oecd,adoption_diffusion,pct,unknown,True,199,36,163,18.09,81.91
iapp_firmo_ai_action_summit,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_estrategia_nacional_ia,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_endoso_hiroshima_g7,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_endoso_declaracion_data_scraping,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_herramientas_testing,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_guias_sectoriales,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_firmo_coe_convencion,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_firmo_bletchley,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_adhiere_oecd_ai,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_categoria_obligatoriedad,iapp,regulatory_treatment,categorical,categorical,True,199,28,171,14.07,85.93
iapp_sandbox_regulatorio,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_proyecto_ley_ia,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_adopto_unesco_etica_ia,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_instituto_seguridad_ia,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_ley_ia_vigente,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_marcos_voluntarios,iapp,regulatory_treatment,binary,higher_better,True,199,28,171,14.07,85.93
iapp_n_autoridades,iapp,regulatory_treatment,count,higher_better,True,199,28,171,14.07,85.93
iapp_modelo_gobernanza,iapp,regulatory_treatment,categorical,categorical,True,199,28,171,14.07,85.93
iapp_n_leyes_relacionadas,iapp,regulatory_treatment,count,higher_better,True,199,28,171,14.07,85.93
stanford_fig_3_4_4_fig_3_4_4_number_of_rai_submissions,stanford,regulatory_treatment,count,unknown,True,199,10,189,5.03,94.97
