variable_matriz,bloque_tematico,source_id,unit,pct_complete,n_outliers_iqr_1_5,suggest_log_transform,fe_recommendation
wipo_in_5_2_score,tech_infrastructure_control,wipo,score_0_100,70.85,2,False,keep_primary
wipo_in_5_3_1_score,tech_infrastructure_control,wipo,score_0_100,70.85,7,False,keep_primary
wipo_in_5_3_2_score,tech_infrastructure_control,wipo,score_0_100,69.85,12,False,keep_with_caution
wipo_in_5_3_3_score,tech_infrastructure_control,wipo,score_0_100,70.85,6,False,keep_primary
wipo_in_5_3_4_score,tech_infrastructure_control,wipo,score_0_100,70.35,21,False,keep_with_caution
wipo_in_5_3_5_score,tech_infrastructure_control,wipo,score_0_100,45.23,0,False,keep_with_caution
wipo_in_5_3_score,tech_infrastructure_control,wipo,score_0_100,70.85,2,False,keep_primary
wipo_in_5_score,tech_infrastructure_control,wipo,score_0_100,70.85,4,False,keep_primary
wipo_in_score,tech_infrastructure_control,wipo,score_0_100,70.85,0,False,collapse_redundant
wipo_industdes_score,ecosystem_outcome,wipo,score_0_100,60.8,16,True,transform_log
wipo_intelproppay_score,tech_infrastructure_control,wipo,score_0_100,62.81,8,False,keep_with_caution
wipo_intelproprec_score,tech_infrastructure_control,wipo,score_0_100,57.29,24,True,transform_log
wipo_isoenv_score,tech_infrastructure_control,wipo,score_0_100,66.33,16,True,transform_log
wipo_isoqual_score,tech_infrastructure_control,wipo,score_0_100,66.33,15,False,keep_with_caution
wipo_jvstratall_score,tech_infrastructure_control,wipo,score_0_100,63.82,19,True,transform_log
wipo_knowintsemp_score,tech_infrastructure_control,wipo,score_0_100,62.31,0,False,keep_with_caution
wipo_logperf_score,tech_infrastructure_control,wipo,score_0_100,62.81,0,False,keep_with_caution
wipo_markcap_score,tech_infrastructure_control,wipo,score_0_100,37.69,4,True,transform_log
wipo_microloan_score,tech_infrastructure_control,wipo,score_0_100,41.71,10,False,keep_with_caution
wipo_natfeatfilm_score,tech_infrastructure_control,wipo,score_0_100,54.27,6,False,keep_with_caution
wipo_newbus_score,tech_infrastructure_control,wipo,score_0_100,60.8,10,True,transform_log
wipo_out_6_1_1_score,ecosystem_outcome,wipo,score_0_100,70.35,10,False,keep_primary
wipo_out_6_1_2_score,ecosystem_outcome,wipo,score_0_100,62.81,11,True,transform_log
wipo_out_6_1_3_score,ecosystem_outcome,wipo,score_0_100,44.22,5,True,transform_log
wipo_out_6_1_4_score,ecosystem_outcome,wipo,score_0_100,70.85,6,False,keep_primary
wipo_out_6_1_5_score,ecosystem_outcome,wipo,score_0_100,70.85,11,False,collapse_redundant
wipo_out_6_1_score,ecosystem_outcome,wipo,score_0_100,70.85,5,False,keep_primary
wipo_out_6_2_1_score,ecosystem_outcome,wipo,score_0_100,69.85,7,False,keep_with_caution
wipo_out_6_2_2_score,ecosystem_outcome,wipo,score_0_100,70.35,18,True,transform_log
wipo_out_6_2_3_score,ecosystem_outcome,wipo,score_0_100,69.85,1,False,keep_with_caution
wipo_out_6_2_4_score,ecosystem_outcome,wipo,score_0_100,68.84,1,False,keep_with_caution
wipo_out_6_2_5_score,ecosystem_outcome,wipo,score_0_100,55.28,0,False,keep_with_caution
wipo_out_6_2_score,ecosystem_outcome,wipo,score_0_100,70.85,3,False,keep_primary
wipo_out_6_3_1_score,ecosystem_outcome,wipo,score_0_100,70.85,18,True,transform_log
wipo_out_6_3_2_score,ecosystem_outcome,wipo,score_0_100,65.33,0,False,keep_with_caution
wipo_out_6_3_3_score,ecosystem_outcome,wipo,score_0_100,69.85,8,True,transform_log
wipo_out_6_3_4_score,ecosystem_outcome,wipo,score_0_100,70.85,7,False,keep_primary
wipo_out_6_3_5_score,ecosystem_outcome,wipo,score_0_100,69.85,8,False,keep_with_caution
wipo_out_6_3_score,ecosystem_outcome,wipo,score_0_100,70.85,0,False,keep_primary
wipo_out_6_score,ecosystem_outcome,wipo,score_0_100,70.85,3,False,keep_primary
wipo_out_7_1_1_score,ecosystem_outcome,wipo,score_0_100,41.71,10,False,keep_with_caution
wipo_out_7_1_2_score,ecosystem_outcome,wipo,score_0_100,69.85,7,True,transform_log
wipo_out_7_1_3_score,ecosystem_outcome,wipo,score_0_100,62.31,10,False,keep_with_caution
wipo_out_7_1_4_score,ecosystem_outcome,wipo,score_0_100,67.84,5,False,keep_with_caution
wipo_out_7_1_score,ecosystem_outcome,wipo,score_0_100,70.85,0,False,keep_primary
wipo_out_7_2_1_score,ecosystem_outcome,wipo,score_0_100,62.31,12,True,transform_log
wipo_out_7_2_2_score,ecosystem_outcome,wipo,score_0_100,46.73,5,False,keep_with_caution
wipo_out_7_2_3_score,ecosystem_outcome,wipo,score_0_100,32.66,0,False,collapse_redundant
wipo_out_7_2_4_score,ecosystem_outcome,wipo,score_0_100,69.85,13,True,transform_log
wipo_out_7_2_5_score,ecosystem_outcome,wipo,score_0_100,65.83,14,True,transform_log
wipo_out_7_2_score,ecosystem_outcome,wipo,score_0_100,70.85,0,False,keep_primary
wipo_out_7_3_1_score,ecosystem_outcome,wipo,score_0_100,70.85,18,False,keep_with_caution
wipo_out_7_3_2_score,ecosystem_outcome,wipo,score_0_100,70.85,12,False,keep_with_caution
wipo_out_7_3_3_score,ecosystem_outcome,wipo,score_0_100,69.85,11,False,keep_with_caution
wipo_out_7_3_4_score,ecosystem_outcome,wipo,score_0_100,63.82,8,False,keep_with_caution
wipo_out_7_3_score,ecosystem_outcome,wipo,score_0_100,70.85,5,False,keep_primary
wipo_out_7_score,ecosystem_outcome,wipo,score_0_100,70.85,0,False,keep_primary
wipo_out_score,ecosystem_outcome,wipo,score_0_100,70.85,1,False,keep_primary
wipo_patfam_score,ecosystem_outcome,wipo,score_0_100,63.82,26,True,transform_log
wipo_patorig_score,ecosystem_outcome,wipo,score_0_100,65.83,18,True,transform_log
wipo_pctpatorig_score,ecosystem_outcome,wipo,score_0_100,58.79,19,True,transform_log
wipo_pisa_score,socioeconomic_control,wipo,score_0_100,39.7,0,False,keep_with_caution
wipo_polstab_score,institutional_control,wipo,score_0_100,66.33,1,False,collapse_redundant
wipo_printmedia_score,tech_infrastructure_control,wipo,score_0_100,51.26,4,True,transform_log
wipo_pupteachr_score,tech_infrastructure_control,wipo,score_0_100,62.31,5,False,keep_with_caution
wipo_qsrank_score,tech_infrastructure_control,wipo,score_0_100,66.33,2,False,keep_with_caution
wipo_r_growppp20_score,tech_infrastructure_control,wipo,score_0_100,60.3,3,False,keep_with_caution
wipo_r_vencapdeal_score,tech_infrastructure_control,wipo,score_0_100,44.72,10,False,keep_with_caution
wipo_rdcompexp_score,tech_infrastructure_control,wipo,score_0_100,66.33,0,False,keep_with_caution
wipo_rdexp_score,socioeconomic_control,wipo,score_0_100,58.29,10,False,keep_with_caution
wipo_regqua_score,institutional_control,wipo,score_0_100,66.33,0,False,collapse_redundant
wipo_resppop_score,tech_infrastructure_control,wipo,score_0_100,54.27,0,False,keep_with_caution
wipo_restalbus_score,tech_infrastructure_control,wipo,score_0_100,43.72,0,False,keep_with_caution
wipo_ruleol_score,institutional_control,wipo,score_0_100,66.33,0,False,collapse_redundant
wipo_schlifeexp_score,tech_infrastructure_control,wipo,score_0_100,59.8,0,False,keep_with_caution
wipo_scienggrad_score,socioeconomic_control,wipo,score_0_100,55.28,4,False,keep_with_caution
wipo_sp11_score,tech_infrastructure_control,wipo,score_0_100,66.33,1,False,collapse_redundant
wipo_sp12_score,tech_infrastructure_control,wipo,score_0_100,66.33,0,False,collapse_redundant
wipo_sp13_score,tech_infrastructure_control,wipo,score_0_100,66.33,1,False,keep_with_caution
wipo_sp21_score,tech_infrastructure_control,wipo,score_0_100,65.83,0,False,keep_with_caution
wipo_sp22_score,tech_infrastructure_control,wipo,score_0_100,65.33,0,False,keep_with_caution
wipo_sp23_score,tech_infrastructure_control,wipo,score_0_100,66.33,1,False,keep_with_caution
wipo_sp31_score,tech_infrastructure_control,wipo,score_0_100,66.33,0,False,collapse_redundant
wipo_sp32_score,tech_infrastructure_control,wipo,score_0_100,66.33,2,False,keep_with_caution
wipo_sp33_score,tech_infrastructure_control,wipo,score_0_100,66.33,0,False,keep_with_caution
wipo_sp41_score,tech_infrastructure_control,wipo,score_0_100,66.33,7,False,keep_with_caution
wipo_sp42_score,tech_infrastructure_control,wipo,score_0_100,66.33,11,False,keep_with_caution
wipo_sp43_score,tech_infrastructure_control,wipo,score_0_100,66.33,1,False,keep_with_caution
wipo_sp51_score,tech_infrastructure_control,wipo,score_0_100,66.33,0,False,keep_with_caution
wipo_sp52_score,tech_infrastructure_control,wipo,score_0_100,66.33,13,False,keep_with_caution
wipo_sp53_score,tech_infrastructure_control,wipo,score_0_100,66.33,2,False,keep_with_caution
wipo_sp61_score,tech_infrastructure_control,wipo,score_0_100,66.33,6,False,keep_with_caution
wipo_sp62_score,tech_infrastructure_control,wipo,score_0_100,66.33,0,False,keep_with_caution
wipo_sp63_score,tech_infrastructure_control,wipo,score_0_100,66.33,3,False,keep_with_caution
wipo_sp71_score,tech_infrastructure_control,wipo,score_0_100,66.33,0,False,keep_with_caution
wipo_sp72_score,tech_infrastructure_control,wipo,score_0_100,66.33,1,False,keep_with_caution
wipo_sp73_score,tech_infrastructure_control,wipo,score_0_100,66.33,3,False,keep_with_caution
wipo_statclustdev_score,tech_infrastructure_control,wipo,score_0_100,63.82,0,False,keep_with_caution
wipo_tertenrol_score,socioeconomic_control,wipo,score_0_100,64.32,0,False,collapse_redundant
wipo_tertmob_score,tech_infrastructure_control,wipo,score_0_100,55.78,7,True,transform_log
wipo_tradmkorig_score,tech_infrastructure_control,wipo,score_0_100,63.82,0,False,keep_with_caution
wipo_unirescoll_score,tech_infrastructure_control,wipo,score_0_100,63.82,0,False,keep_with_caution
wipo_utilmodorig_score,ecosystem_outcome,wipo,score_0_100,40.2,5,False,keep_with_caution
wipo_wikiedit_score,ecosystem_outcome,wipo,score_0_100,65.83,0,False,keep_with_caution
