record_type,iso3,variable_matriz,component,value,explained_variance_ratio
score,GTM,,PC9,5.605186,
score,GTM,,PC10,4.02789,
score,HRV,,PC1,0.517576,
score,HRV,,PC2,-8.842499,
score,HRV,,PC3,-3.836983,
score,HRV,,PC4,-0.394101,
score,HRV,,PC5,0.914157,
score,HRV,,PC6,2.298434,
score,HRV,,PC7,-7.422266,
score,HRV,,PC8,-2.944097,
score,HRV,,PC9,-5.853044,
score,HRV,,PC10,4.649992,
score,HUN,,PC1,15.483561,
score,HUN,,PC2,-12.615974,
score,HUN,,PC3,-1.029345,
score,HUN,,PC4,-14.582424,
score,HUN,,PC5,18.2401,
score,HUN,,PC6,-11.530017,
score,HUN,,PC7,10.370243,
score,HUN,,PC8,-20.598655,
score,HUN,,PC9,-10.325308,
score,HUN,,PC10,-1.818833,
score,IDN,,PC1,-7.454559,
score,IDN,,PC2,37.285855,
score,IDN,,PC3,-6.950322,
score,IDN,,PC4,0.804551,
score,IDN,,PC5,0.337098,
score,IDN,,PC6,2.319276,
score,IDN,,PC7,-4.528624,
score,IDN,,PC8,-2.874701,
score,IDN,,PC9,0.026514,
score,IDN,,PC10,-4.573807,
score,IND,,PC1,7.816718,
score,IND,,PC2,179.108824,
score,IND,,PC3,-8.580009,
score,IND,,PC4,-32.666958,
score,IND,,PC5,13.151407,
score,IND,,PC6,-6.042271,
score,IND,,PC7,-10.837658,
score,IND,,PC8,3.681256,
score,IND,,PC9,-0.169882,
score,IND,,PC10,2.218125,
score,IRL,,PC1,51.97778,
score,IRL,,PC2,-11.299599,
score,IRL,,PC3,2.238382,
score,IRL,,PC4,-5.988553,
score,IRL,,PC5,7.351629,
score,IRL,,PC6,8.039846,
score,IRL,,PC7,-1.396646,
score,IRL,,PC8,-0.732163,
score,IRL,,PC9,0.239574,
score,IRL,,PC10,-4.343028,
score,ISR,,PC1,20.612052,
score,ISR,,PC2,-2.124076,
score,ISR,,PC3,-3.543439,
score,ISR,,PC4,22.3052,
score,ISR,,PC5,13.429096,
score,ISR,,PC6,-20.80538,
score,ISR,,PC7,4.289037,
score,ISR,,PC8,27.087238,
score,ISR,,PC9,9.862825,
score,ISR,,PC10,-2.825577,
score,ITA,,PC1,20.715966,
score,ITA,,PC2,14.226978,
score,ITA,,PC3,-2.449444,
score,ITA,,PC4,19.675343,
score,ITA,,PC5,-13.12887,
score,ITA,,PC6,-3.867236,
score,ITA,,PC7,5.472849,
score,ITA,,PC8,-3.359463,
score,ITA,,PC9,-1.671621,
score,ITA,,PC10,4.301429,
score,JOR,,PC1,-13.457817,
score,JOR,,PC2,-5.978074,
score,JOR,,PC3,-6.293193,
score,JOR,,PC4,0.989436,
score,JOR,,PC5,-0.729136,
score,JOR,,PC6,-3.658719,
score,JOR,,PC7,-2.996931,
score,JOR,,PC8,-0.41087,
score,JOR,,PC9,-4.18347,
score,JOR,,PC10,-4.112596,
score,KAZ,,PC1,-12.489726,
score,KAZ,,PC2,-3.482487,
score,KAZ,,PC3,-1.494461,
score,KAZ,,PC4,1.974147,
score,KAZ,,PC5,1.707273,
score,KAZ,,PC6,-0.079287,
score,KAZ,,PC7,-3.032696,
score,KAZ,,PC8,-6.010502,
score,KAZ,,PC9,-0.100294,
score,KAZ,,PC10,-3.046988,
score,KEN,,PC1,-16.631686,
score,KEN,,PC2,0.380734,
score,KEN,,PC3,-3.955489,
score,KEN,,PC4,-7.588686,
score,KEN,,PC5,-4.792889,
score,KEN,,PC6,-0.548977,
score,KEN,,PC7,5.880928,
score,KEN,,PC8,3.96866,
score,KEN,,PC9,-7.563873,
score,KEN,,PC10,-11.117706,
score,KGZ,,PC1,-19.149467,
score,KGZ,,PC2,-7.585901,
score,KGZ,,PC3,-4.588366,
score,KGZ,,PC4,-3.251154,
score,KGZ,,PC5,0.985095,
score,KGZ,,PC6,1.913353,
score,KGZ,,PC7,2.078258,
score,KGZ,,PC8,-1.440404,
score,KGZ,,PC9,3.492452,
score,KGZ,,PC10,4.937012,
score,KHM,,PC1,-19.188789,
score,KHM,,PC2,-5.908087,
score,KHM,,PC3,-7.880316,
score,KHM,,PC4,-3.550683,
score,KHM,,PC5,-1.78583,
score,KHM,,PC6,2.31895,
score,KHM,,PC7,0.051735,
score,KHM,,PC8,2.362044,
score,KHM,,PC9,5.730474,
score,KHM,,PC10,4.721752,
score,KWT,,PC1,-12.532627,
score,KWT,,PC2,-6.747131,
score,KWT,,PC3,-5.406333,
score,KWT,,PC4,2.256475,
score,KWT,,PC5,0.805713,
score,KWT,,PC6,-5.235517,
score,KWT,,PC7,-5.103283,
score,KWT,,PC8,-4.753978,
score,KWT,,PC9,0.792813,
score,KWT,,PC10,-1.627214,
score,LBN,,PC1,-21.006684,
score,LBN,,PC2,-6.461302,
score,LBN,,PC3,23.665544,
score,LBN,,PC4,-2.987041,
score,LBN,,PC5,-1.183362,
score,LBN,,PC6,-3.167205,
score,LBN,,PC7,1.972667,
score,LBN,,PC8,3.699306,
score,LBN,,PC9,4.367426,
score,LBN,,PC10,5.106735,
score,LKA,,PC1,-17.191872,
score,LKA,,PC2,-4.614126,
score,LKA,,PC3,-7.628249,
score,LKA,,PC4,-3.934782,
score,LKA,,PC5,-3.151496,
score,LKA,,PC6,-1.165673,
score,LKA,,PC7,0.613425,
score,LKA,,PC8,-1.574804,
score,LKA,,PC9,-1.393271,
score,LKA,,PC10,-1.980206,
score,LTU,,PC1,28.323576,
score,LTU,,PC2,-13.396656,
score,LTU,,PC3,-1.875563,
score,LTU,,PC4,-9.268545,
score,LTU,,PC5,3.362032,
score,LTU,,PC6,12.639459,
score,LTU,,PC7,-11.063695,
score,LTU,,PC8,-3.797916,
score,LTU,,PC9,-1.718734,
score,LTU,,PC10,-2.125569,
score,MAR,,PC1,-15.028584,
score,MAR,,PC2,-2.72632,
score,MAR,,PC3,-6.999639,
score,MAR,,PC4,-0.643765,
score,MAR,,PC5,0.274873,
score,MAR,,PC6,-1.836502,
score,MAR,,PC7,-0.538344,
score,MAR,,PC8,-2.186121,
score,MAR,,PC9,-0.596694,
score,MAR,,PC10,-0.459051,
score,MDA,,PC1,-10.774686,
score,MDA,,PC2,-8.376463,
score,MDA,,PC3,-3.720691,
score,MDA,,PC4,-2.282267,
score,MDA,,PC5,-0.218336,
score,MDA,,PC6,-1.034335,
score,MDA,,PC7,-4.959715,
score,MDA,,PC8,-2.662598,
score,MDA,,PC9,1.743316,
score,MDA,,PC10,2.19606,
score,MDG,,PC1,-24.458275,
score,MDG,,PC2,-4.065871,
score,MDG,,PC3,-2.345916,
score,MDG,,PC4,-14.022435,
score,MDG,,PC5,-8.428967,
score,MDG,,PC6,2.853553,
score,MDG,,PC7,9.096554,
score,MDG,,PC8,5.745128,
score,MDG,,PC9,0.661087,
score,MDG,,PC10,2.219895,
score,MEX,,PC1,-7.987647,
score,MEX,,PC2,21.621272,
score,MEX,,PC3,-4.661275,
score,MEX,,PC4,16.417211,
score,MEX,,PC5,-1.062915,
score,MEX,,PC6,12.413725,
score,MEX,,PC7,8.219706,
score,MEX,,PC8,-2.848045,
score,MEX,,PC9,3.213911,
score,MEX,,PC10,2.381843,
score,MNG,,PC1,-17.045438,
score,MNG,,PC2,-7.824286,
score,MNG,,PC3,-3.703533,
score,MNG,,PC4,-0.342223,
score,MNG,,PC5,-2.071752,
score,MNG,,PC6,1.422002,
score,MNG,,PC7,-5.609143,
score,MNG,,PC8,0.309402,
score,MNG,,PC9,0.340547,
score,MNG,,PC10,5.250256,
score,MOZ,,PC1,-25.312748,
score,MOZ,,PC2,-4.277648,
score,MOZ,,PC3,-5.225046,
score,MOZ,,PC4,-12.966748,
score,MOZ,,PC5,-11.846336,
score,MOZ,,PC6,7.295753,
score,MOZ,,PC7,6.814773,
score,MOZ,,PC8,11.177448,
score,MOZ,,PC9,-1.424819,
score,MOZ,,PC10,9.850156,
score,MYS,,PC1,-2.721882,
score,MYS,,PC2,1.39805,
score,MYS,,PC3,-8.328445,
score,MYS,,PC4,18.610874,
score,MYS,,PC5,28.395693,
score,MYS,,PC6,12.465314,
score,MYS,,PC7,10.82442,
score,MYS,,PC8,2.196821,
score,MYS,,PC9,-1.147887,
score,MYS,,PC10,-4.1378,
score,NER,,PC1,-25.702499,
score,NER,,PC2,-5.244132,
score,NER,,PC3,-1.340899,
score,NER,,PC4,-15.062179,
score,NER,,PC5,-8.898461,
score,NER,,PC6,3.297674,
score,NER,,PC7,10.794873,
score,NER,,PC8,6.7406,
score,NER,,PC9,2.019839,
score,NER,,PC10,2.732077,
score,NLD,,PC1,92.032034,
score,NLD,,PC2,-11.893724,
score,NLD,,PC3,9.289006,
score,NLD,,PC4,-18.327493,
score,NLD,,PC5,1.940974,
score,NLD,,PC6,7.170615,
score,NLD,,PC7,4.630353,
score,NLD,,PC8,-6.33609,
score,NLD,,PC9,2.544212,
score,NLD,,PC10,-3.842662,
score,NOR,,PC1,20.971621,
score,NOR,,PC2,-6.591587,
score,NOR,,PC3,-1.835319,
score,NOR,,PC4,11.065672,
score,NOR,,PC5,0.677239,
score,NOR,,PC6,-10.160139,
score,NOR,,PC7,-10.170827,
score,NOR,,PC8,6.430136,
score,NOR,,PC9,-7.302028,
score,NOR,,PC10,2.400522,
score,NPL,,PC1,-20.469396,
score,NPL,,PC2,-5.0548,
score,NPL,,PC3,-4.138688,
score,NPL,,PC4,-8.414707,
score,NPL,,PC5,-5.101407,
score,NPL,,PC6,-0.848602,
score,NPL,,PC7,4.29779,
score,NPL,,PC8,0.610187,
score,NPL,,PC9,1.945863,
score,NPL,,PC10,-1.854458,
score,OMN,,PC1,-13.129446,
score,OMN,,PC2,-6.297869,
score,OMN,,PC3,-8.136549,
score,OMN,,PC4,8.350593,
score,OMN,,PC5,1.618644,
score,OMN,,PC6,-3.578391,
score,OMN,,PC7,-12.452705,
score,OMN,,PC8,-0.751398,
score,OMN,,PC9,11.315751,
score,OMN,,PC10,-1.794259,
score,PAK,,PC1,-18.264829,
score,PAK,,PC2,20.048378,
score,PAK,,PC3,0.672402,
score,PAK,,PC4,-12.917906,
score,PAK,,PC5,-1.099818,
score,PAK,,PC6,-1.75241,
score,PAK,,PC7,1.315769,
score,PAK,,PC8,2.859484,
score,PAK,,PC9,1.096137,
score,PAK,,PC10,-1.044889,
score,PAN,,PC1,-13.927516,
score,PAN,,PC2,-7.205105,
score,PAN,,PC3,-8.332171,
score,PAN,,PC4,4.761536,
score,PAN,,PC5,13.045472,
score,PAN,,PC6,5.452376,
score,PAN,,PC7,6.434829,
score,PAN,,PC8,-1.484054,
score,PAN,,PC9,4.441562,
score,PAN,,PC10,6.344951,
score,PHL,,PC1,-9.419406,
score,PHL,,PC2,11.479054,
score,PHL,,PC3,-9.208024,
score,PHL,,PC4,15.516382,
score,PHL,,PC5,43.076451,
score,PHL,,PC6,21.256126,
score,PHL,,PC7,25.666737,
score,PHL,,PC8,3.488262,
score,PHL,,PC9,1.308666,
score,PHL,,PC10,2.057934,
score,POL,,PC1,11.143786,
score,POL,,PC2,2.316287,
score,POL,,PC3,-2.161338,
score,POL,,PC4,8.482875,
score,POL,,PC5,-0.134502,
score,POL,,PC6,7.311488,
score,POL,,PC7,-2.901958,
score,POL,,PC8,-4.609247,
score,POL,,PC9,-4.094003,
score,POL,,PC10,0.503937,
score,PRT,,PC1,10.32312,
score,PRT,,PC2,-5.521823,
score,PRT,,PC3,-3.383643,
score,PRT,,PC4,7.910977,
score,PRT,,PC5,1.583236,
score,PRT,,PC6,-2.70322,
score,PRT,,PC7,-6.943831,
score,PRT,,PC8,2.241609,
score,PRT,,PC9,-6.538563,
score,PRT,,PC10,3.41076,
score,QAT,,PC1,-9.711783,
score,QAT,,PC2,-6.61022,
score,QAT,,PC3,-7.364059,
score,QAT,,PC4,8.326669,
score,QAT,,PC5,4.649231,
score,QAT,,PC6,-10.609748,
score,QAT,,PC7,-11.515223,
score,QAT,,PC8,-7.022308,
score,QAT,,PC9,9.173565,
score,QAT,,PC10,-7.021143,
score,ROU,,PC1,-1.876811,
score,ROU,,PC2,-4.09896,
score,ROU,,PC3,-2.056259,
score,ROU,,PC4,0.921172,
score,ROU,,PC5,0.626001,
score,ROU,,PC6,4.327343,
score,ROU,,PC7,-4.552311,
score,ROU,,PC8,-5.717538,
score,ROU,,PC9,-4.913298,
score,ROU,,PC10,3.205971,
score,RWA,,PC1,-18.49663,
score,RWA,,PC2,-5.89666,
score,RWA,,PC3,-6.503327,
score,RWA,,PC4,-6.457242,
score,RWA,,PC5,-4.584074,
score,RWA,,PC6,-0.333153,
score,RWA,,PC7,3.968794,
score,RWA,,PC8,5.081962,
score,RWA,,PC9,-2.581918,
score,RWA,,PC10,-10.035049,
score,SAU,,PC1,-4.339684,
score,SAU,,PC2,4.692146,
score,SAU,,PC3,-6.054282,
score,SAU,,PC4,17.505656,
score,SAU,,PC5,-2.835261,
score,SAU,,PC6,-7.140229,
score,SAU,,PC7,-8.011701,
score,SAU,,PC8,-5.091296,
score,SAU,,PC9,8.865509,
score,SAU,,PC10,-8.447321,
score,SEN,,PC1,-19.20376,
score,SEN,,PC2,-5.720762,
score,SEN,,PC3,-7.391925,
score,SEN,,PC4,-5.724734,
score,SEN,,PC5,-5.541176,
score,SEN,,PC6,2.139891,
score,SEN,,PC7,2.364969,
score,SEN,,PC8,5.238481,
score,SEN,,PC9,-3.734906,
score,SEN,,PC10,-2.335718,
score,SLV,,PC1,-19.135012,
score,SLV,,PC2,-7.468917,
score,SLV,,PC3,-7.102876,
score,SLV,,PC4,-4.645984,
score,SLV,,PC5,-3.299348,
score,SLV,,PC6,-0.704829,
score,SLV,,PC7,0.873887,
score,SLV,,PC8,-0.974776,
score,SLV,,PC9,2.815286,
score,SLV,,PC10,1.98411,
score,SVK,,PC1,5.787712,
score,SVK,,PC2,-9.364653,
score,SVK,,PC3,-3.867858,
score,SVK,,PC4,0.112365,
score,SVK,,PC5,8.87151,
score,SVK,,PC6,8.776383,
score,SVK,,PC7,-3.023835,
score,SVK,,PC8,-4.435004,
score,SVK,,PC9,-3.76502,
score,SVK,,PC10,5.060634,
score,SVN,,PC1,21.206629,
score,SVN,,PC2,-12.312411,
score,SVN,,PC3,-1.764826,
score,SVN,,PC4,-4.584796,
score,SVN,,PC5,2.26253,
score,SVN,,PC6,3.561469,
score,SVN,,PC7,-8.968684,
score,SVN,,PC8,-0.033538,
score,SVN,,PC9,-5.232024,
score,SVN,,PC10,2.083288,
score,SWE,,PC1,42.731025,
score,SWE,,PC2,-5.17551,
score,SWE,,PC3,0.64012,
score,SWE,,PC4,14.892569,
score,SWE,,PC5,-0.155285,
score,SWE,,PC6,-11.351499,
score,SWE,,PC7,-2.632525,
score,SWE,,PC8,24.934144,
score,SWE,,PC9,-8.057289,
score,SWE,,PC10,2.141484,
score,TGO,,PC1,-22.719375,
score,TGO,,PC2,-7.188767,
score,TGO,,PC3,-5.396658,
score,TGO,,PC4,-11.660663,
score,TGO,,PC5,-7.732791,
score,TGO,,PC6,1.521147,
score,TGO,,PC7,8.387079,
score,TGO,,PC8,2.905415,
score,TGO,,PC9,0.047984,
score,TGO,,PC10,-1.92716,
score,THA,,PC1,-6.639498,
score,THA,,PC2,6.91401,
score,THA,,PC3,-7.628157,
score,THA,,PC4,11.179995,
score,THA,,PC5,13.661852,
score,THA,,PC6,4.873365,
score,THA,,PC7,3.784158,
score,THA,,PC8,-0.261683,
score,THA,,PC9,-1.050414,
score,THA,,PC10,-4.860911,
score,TUN,,PC1,-16.08469,
score,TUN,,PC2,-6.033549,
score,TUN,,PC3,-2.641221,
score,TUN,,PC4,-0.879815,
score,TUN,,PC5,1.673751,
score,TUN,,PC6,-0.724367,
score,TUN,,PC7,1.391331,
score,TUN,,PC8,-0.921146,
score,TUN,,PC9,-1.02394,
score,TUN,,PC10,-0.357956,
score,TUR,,PC1,-7.064786,
score,TUR,,PC2,11.865856,
score,TUR,,PC3,33.491104,
score,TUR,,PC4,8.3783,
score,TUR,,PC5,-3.028831,
score,TUR,,PC6,-2.308418,
score,TUR,,PC7,-0.366032,
score,TUR,,PC8,-4.918999,
score,TUR,,PC9,-0.142,
score,TUR,,PC10,0.26822,
score,TZA,,PC1,-19.970194,
score,TZA,,PC2,0.570794,
score,TZA,,PC3,-5.634014,
score,TZA,,PC4,-11.11046,
score,TZA,,PC5,-5.798722,
score,TZA,,PC6,1.397371,
score,TZA,,PC7,5.200706,
score,TZA,,PC8,3.110668,
score,TZA,,PC9,-2.605993,
score,TZA,,PC10,-6.558778,
score,UKR,,PC1,-9.244798,
score,UKR,,PC2,-0.869978,
score,UKR,,PC3,-2.261442,
score,UKR,,PC4,0.780521,
score,UKR,,PC5,0.783503,
score,UKR,,PC6,-1.472052,
score,UKR,,PC7,-4.874689,
score,UKR,,PC8,-3.30409,
score,UKR,,PC9,-1.42005,
score,UKR,,PC10,1.314851,
score,URY,,PC1,-9.158038,
score,URY,,PC2,-7.797487,
score,URY,,PC3,-3.702927,
score,URY,,PC4,2.359896,
score,URY,,PC5,2.61038,
score,URY,,PC6,-7.197668,
score,URY,,PC7,-7.019213,
score,URY,,PC8,-5.80472,
score,URY,,PC9,-3.100189,
score,URY,,PC10,-0.24735,
score,UZB,,PC1,-16.93339,
score,UZB,,PC2,-2.89998,
score,UZB,,PC3,-1.194315,
score,UZB,,PC4,-1.176517,
score,UZB,,PC5,-0.478384,
score,UZB,,PC6,-1.062863,
score,UZB,,PC7,-3.240621,
score,UZB,,PC8,-2.640693,
score,UZB,,PC9,0.522327,
score,UZB,,PC10,-1.955161,
score,ZAF,,PC1,-5.8003,
score,ZAF,,PC2,1.227641,
score,ZAF,,PC3,-3.094005,
score,ZAF,,PC4,-0.913997,
score,ZAF,,PC5,-1.934259,
score,ZAF,,PC6,-1.488196,
score,ZAF,,PC7,-2.856578,
score,ZAF,,PC8,-2.71436,
score,ZAF,,PC9,-2.942789,
score,ZAF,,PC10,-1.739357,
score,ZWE,,PC1,-31.841976,
score,ZWE,,PC2,-3.406562,
score,ZWE,,PC3,63.754807,
score,ZWE,,PC4,-9.130159,
score,ZWE,,PC5,-2.584435,
score,ZWE,,PC6,2.842554,
score,ZWE,,PC7,7.231649,
score,ZWE,,PC8,4.324438,
score,ZWE,,PC9,-1.375876,
score,ZWE,,PC10,-1.98104,
