iso3,country_name,n_vars_regulatory_treatment,n_data_regulatory_treatment,pct_coverage_regulatory_treatment,avg_percentile_regulatory_treatment,zscore_regulatory_treatment,rank_regulatory_treatment_of_199,n_vars_ecosystem_outcome,n_data_ecosystem_outcome,pct_coverage_ecosystem_outcome,avg_percentile_ecosystem_outcome,zscore_ecosystem_outcome,rank_ecosystem_outcome_of_199,n_vars_adoption_diffusion,n_data_adoption_diffusion,pct_coverage_adoption_diffusion,avg_percentile_adoption_diffusion,zscore_adoption_diffusion,rank_adoption_diffusion_of_199,n_vars_socioeconomic_control,n_data_socioeconomic_control,pct_coverage_socioeconomic_control,avg_percentile_socioeconomic_control,zscore_socioeconomic_control,rank_socioeconomic_control_of_199,n_vars_institutional_control,n_data_institutional_control,pct_coverage_institutional_control,avg_percentile_institutional_control,zscore_institutional_control,rank_institutional_control_of_199,n_vars_tech_infrastructure_control,n_data_tech_infrastructure_control,pct_coverage_tech_infrastructure_control,avg_percentile_tech_infrastructure_control,zscore_tech_infrastructure_control,rank_tech_infrastructure_control_of_199
CHL,Chile,31,30,96.77,81.21,0.9587,54,124,123,99.19,65.81,0.7231,59,14,8,57.14,69.81,0.8752,46,28,28,100.0,62.7,1.8092,70,31,31,100.0,58.8,0.2872,95,167,166,99.4,57.73,0.4051,66
