iso3,country_name_canonical,variable_matriz,bloque_tematico,value,q1,q3,iqr,lower_fence,upper_fence,direction,iqr_k
JPN,Japan,wb_labor_force,socioeconomic_control,69386649.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
MEX,Mexico,wb_labor_force,socioeconomic_control,61707262.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
NGA,Nigeria,wb_labor_force,socioeconomic_control,116581818.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
PAK,Pakistan,wb_labor_force,socioeconomic_control,85158214.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
PHL,Philippines (the),wb_labor_force,socioeconomic_control,52204133.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
RUS,Russia,wb_labor_force,socioeconomic_control,72386984.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
USA,United States,wb_labor_force,socioeconomic_control,174845690.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
VNM,Vietnam,wb_labor_force,socioeconomic_control,57041323.0,1391230.0,13250486.0,11859256.0,-34186538.0,48828254.0,above,3.0
FJI,Fiji,wb_mobile_subscriptions_per100,socioeconomic_control,574.152333,88.192937,132.548743,44.355806,-44.874482,265.616162,above,3.0
HKG,Hong Kong,wb_mobile_subscriptions_per100,socioeconomic_control,364.848982,88.192937,132.548743,44.355806,-44.874482,265.616162,above,3.0
BRA,Brazil,wb_patent_applications_residents,tech_infrastructure_control,4666.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
CAN,Canada,wb_patent_applications_residents,tech_infrastructure_control,4710.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
CHN,China,wb_patent_applications_residents,tech_infrastructure_control,1426644.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
DEU,Germany,wb_patent_applications_residents,tech_infrastructure_control,39822.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
FRA,France,wb_patent_applications_residents,tech_infrastructure_control,13386.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
GBR,United Kingdom,wb_patent_applications_residents,tech_infrastructure_control,11592.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
IND,India,wb_patent_applications_residents,tech_infrastructure_control,26267.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
IRN,Iran,wb_patent_applications_residents,tech_infrastructure_control,10210.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
ITA,Italy,wb_patent_applications_residents,tech_infrastructure_control,10281.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
JPN,Japan,wb_patent_applications_residents,tech_infrastructure_control,222452.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
KOR,South Korea,wb_patent_applications_residents,tech_infrastructure_control,186245.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
PRK,North Korea,wb_patent_applications_residents,tech_infrastructure_control,6937.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
RUS,Russia,wb_patent_applications_residents,tech_infrastructure_control,19569.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
TUR,Turkiye,wb_patent_applications_residents,tech_infrastructure_control,8234.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
USA,United States,wb_patent_applications_residents,tech_infrastructure_control,262244.0,11.0,882.0,871.0,-2602.0,3495.0,above,3.0
ATG,Antigua and Barbuda,wb_political_stability_se,institutional_control,0.300082,0.237364,0.251855,0.014491,0.19389,0.295328,above,3.0
DMA,Dominica,wb_political_stability_se,institutional_control,0.300082,0.237364,0.251855,0.014491,0.19389,0.295328,above,3.0
GRD,Grenada,wb_political_stability_se,institutional_control,0.300082,0.237364,0.251855,0.014491,0.19389,0.295328,above,3.0
KNA,Saint Kitts and Nevis,wb_political_stability_se,institutional_control,0.300082,0.237364,0.251855,0.014491,0.19389,0.295328,above,3.0
LCA,Saint Lucia,wb_political_stability_se,institutional_control,0.300082,0.237364,0.251855,0.014491,0.19389,0.295328,above,3.0
MCO,Monaco,wb_political_stability_se,institutional_control,0.309324,0.237364,0.251855,0.014491,0.19389,0.295328,above,3.0
NRU,Nauru,wb_political_stability_se,institutional_control,0.309324,0.237364,0.251855,0.014491,0.19389,0.295328,above,3.0
PLW,Palau,wb_political_stability_se,institutional_control,0.309324,0.237364,0.251855,0.014491,0.19389,0.295328,above,3.0
SMR,San Marino,wb_political_stability_se,institutional_control,0.309324,0.237364,0.251855,0.014491,0.19389,0.295328,above,3.0
VCT,Saint Vincent and the Grenadines,wb_political_stability_se,institutional_control,0.300082,0.237364,0.251855,0.014491,0.19389,0.295328,above,3.0
BGD,Bangladesh,wb_population,socioeconomic_control,173562364.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
BRA,Brazil,wb_population,socioeconomic_control,211998573.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
CHN,China,wb_population,socioeconomic_control,1408975000.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
ETH,Ethiopia,wb_population,socioeconomic_control,132059767.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
IDN,Indonesia,wb_population,socioeconomic_control,283487931.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
IND,India,wb_population,socioeconomic_control,1450935791.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
JPN,Japan,wb_population,socioeconomic_control,123975371.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
MEX,Mexico,wb_population,socioeconomic_control,130861007.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
NGA,Nigeria,wb_population,socioeconomic_control,232679478.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
PAK,Pakistan,wb_population,socioeconomic_control,251269164.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
RUS,Russia,wb_population,socioeconomic_control,143533851.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
USA,United States,wb_population,socioeconomic_control,340110988.0,2127400.0,31934230.0,29806830.0,-87293090.0,121354720.0,above,3.0
ISR,Israel,wb_rd_expenditure_pct_gdp,socioeconomic_control,6.34589,0.19997,1.4943,1.29433,-3.68302,5.37729,above,3.0
LIE,Liechtenstein,wb_rd_expenditure_pct_gdp,socioeconomic_control,6.00984,0.19997,1.4943,1.29433,-3.68302,5.37729,above,3.0
ATG,Antigua and Barbuda,wb_regulatory_quality_se,institutional_control,0.346377,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
FJI,Fiji,wb_regulatory_quality_se,institutional_control,0.299651,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
FSM,Micronesia (Federated States of),wb_regulatory_quality_se,institutional_control,0.299651,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
KIR,Kiribati,wb_regulatory_quality_se,institutional_control,0.299651,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
KNA,Saint Kitts and Nevis,wb_regulatory_quality_se,institutional_control,0.346377,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
LIE,Liechtenstein,wb_regulatory_quality_se,institutional_control,0.302667,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
MCO,Monaco,wb_regulatory_quality_se,institutional_control,0.484918,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
MDV,Maldives,wb_regulatory_quality_se,institutional_control,0.299651,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
MHL,Marshall Islands (the),wb_regulatory_quality_se,institutional_control,0.324287,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
NRU,Nauru,wb_regulatory_quality_se,institutional_control,0.455315,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
PLW,Palau,wb_regulatory_quality_se,institutional_control,0.455315,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
PSE,Palestine,wb_regulatory_quality_se,institutional_control,0.326937,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
SMR,San Marino,wb_regulatory_quality_se,institutional_control,0.484918,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
TUV,Tuvalu,wb_regulatory_quality_se,institutional_control,0.324287,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
WSM,Samoa,wb_regulatory_quality_se,institutional_control,0.298749,0.190169,0.216344,0.026175,0.111645,0.294867,above,3.0
LIE,Liechtenstein,wb_researchers_rd_per_million,socioeconomic_control,18129.75165,305.02474,3904.043035,3599.018295,-10492.030145,14701.09792,above,3.0
MCO,Monaco,wb_rule_of_law_se,institutional_control,0.361625,0.147094,0.183853,0.036759,0.036819,0.294128,above,3.0
NRU,Nauru,wb_rule_of_law_se,institutional_control,0.356632,0.147094,0.183853,0.036759,0.036819,0.294128,above,3.0
PLW,Palau,wb_rule_of_law_se,institutional_control,0.356632,0.147094,0.183853,0.036759,0.036819,0.294128,above,3.0
SMR,San Marino,wb_rule_of_law_se,institutional_control,0.361625,0.147094,0.183853,0.036759,0.036819,0.294128,above,3.0
BLZ,Belize,wb_secure_servers_per_1m,socioeconomic_control,464560.075958,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
CHE,Switzerland,wb_secure_servers_per_1m,socioeconomic_control,167357.645514,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
CYP,Cyprus,wb_secure_servers_per_1m,socioeconomic_control,221297.933713,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
CZE,Czech Republic,wb_secure_servers_per_1m,socioeconomic_control,79335.88066,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
DEU,Germany,wb_secure_servers_per_1m,socioeconomic_control,152113.844012,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
DMA,Dominica,wb_secure_servers_per_1m,socioeconomic_control,62865.342497,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
DNK,Denmark,wb_secure_servers_per_1m,socioeconomic_control,246545.58681,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
EST,Estonia,wb_secure_servers_per_1m,socioeconomic_control,139022.298394,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
FIN,Finland,wb_secure_servers_per_1m,socioeconomic_control,177933.600728,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
FRA,France,wb_secure_servers_per_1m,socioeconomic_control,57274.636397,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
GBR,United Kingdom,wb_secure_servers_per_1m,socioeconomic_control,68449.195389,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
HKG,Hong Kong,wb_secure_servers_per_1m,socioeconomic_control,156139.206018,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
HUN,Hungary,wb_secure_servers_per_1m,socioeconomic_control,55077.433588,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
IRL,Ireland,wb_secure_servers_per_1m,socioeconomic_control,121467.848082,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
ISL,Iceland,wb_secure_servers_per_1m,socioeconomic_control,88084.01422,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
LIE,Liechtenstein,wb_secure_servers_per_1m,socioeconomic_control,60321.384425,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
LTU,Lithuania,wb_secure_servers_per_1m,socioeconomic_control,98553.186362,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
LUX,Luxembourg,wb_secure_servers_per_1m,socioeconomic_control,58437.664325,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
NLD,Netherlands (Kingdom of the),wb_secure_servers_per_1m,socioeconomic_control,198682.411995,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
SGP,Singapore,wb_secure_servers_per_1m,socioeconomic_control,209665.45522,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
SVN,Slovenia,wb_secure_servers_per_1m,socioeconomic_control,68783.491586,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
SWE,Sweden,wb_secure_servers_per_1m,socioeconomic_control,55097.259537,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
SYC,Seychelles,wb_secure_servers_per_1m,socioeconomic_control,139583.367668,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
USA,United States,wb_secure_servers_per_1m,socioeconomic_control,196554.134852,97.267849,12782.596854,12685.329005,-37958.719167,50838.583871,above,3.0
HKG,Hong Kong,wb_trade_pct_gdp,socioeconomic_control,359.506711,51.706608,112.241184,60.534577,-129.897122,293.844914,above,3.0
LUX,Luxembourg,wb_trade_pct_gdp,socioeconomic_control,351.267921,51.706608,112.241184,60.534577,-129.897122,293.844914,above,3.0
SGP,Singapore,wb_trade_pct_gdp,socioeconomic_control,322.371428,51.706608,112.241184,60.534577,-129.897122,293.844914,above,3.0
SMR,San Marino,wb_trade_pct_gdp,socioeconomic_control,340.983395,51.706608,112.241184,60.534577,-129.897122,293.844914,above,3.0
DJI,Djibouti,wb_unemployment_rate,socioeconomic_control,26.015,3.227,8.54,5.313,-12.712,24.479,above,3.0
SWZ,Swaziland,wb_unemployment_rate,socioeconomic_control,34.202,3.227,8.54,5.313,-12.712,24.479,above,3.0
ZAF,South Africa,wb_unemployment_rate,socioeconomic_control,32.391,3.227,8.54,5.313,-12.712,24.479,above,3.0
FSM,Micronesia (Federated States of),wb_voice_accountability_se,institutional_control,0.319396,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
KIR,Kiribati,wb_voice_accountability_se,institutional_control,0.319396,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
LIE,Liechtenstein,wb_voice_accountability_se,institutional_control,0.273957,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
MCO,Monaco,wb_voice_accountability_se,institutional_control,0.41932,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
MHL,Marshall Islands (the),wb_voice_accountability_se,institutional_control,0.319396,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
NRU,Nauru,wb_voice_accountability_se,institutional_control,0.419121,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
PLW,Palau,wb_voice_accountability_se,institutional_control,0.419121,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
PRI,Puerto Rico,wb_voice_accountability_se,institutional_control,0.364878,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
SLB,Solomon Islands,wb_voice_accountability_se,institutional_control,0.254695,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
SMR,San Marino,wb_voice_accountability_se,institutional_control,0.41932,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
TON,Tonga,wb_voice_accountability_se,institutional_control,0.297926,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
TUV,Tuvalu,wb_voice_accountability_se,institutional_control,0.319396,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
VUT,Vanuatu,wb_voice_accountability_se,institutional_control,0.254695,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
WSM,Samoa,wb_voice_accountability_se,institutional_control,0.297926,0.151615,0.177114,0.025498,0.075121,0.253608,above,3.0
BLR,Belarus,wipo_appcrea_score,ecosystem_outcome,100.0,0.606723,20.528101,19.921378,-59.157411,80.292235,above,3.0
CYP,Cyprus,wipo_appcrea_score,ecosystem_outcome,100.0,0.606723,20.528101,19.921378,-59.157411,80.292235,above,3.0
HKG,Hong Kong,wipo_appcrea_score,ecosystem_outcome,84.922364,0.606723,20.528101,19.921378,-59.157411,80.292235,above,3.0
ISR,Israel,wipo_appcrea_score,ecosystem_outcome,100.0,0.606723,20.528101,19.921378,-59.157411,80.292235,above,3.0
LTU,Lithuania,wipo_appcrea_score,ecosystem_outcome,85.990491,0.606723,20.528101,19.921378,-59.157411,80.292235,above,3.0
SGP,Singapore,wipo_appcrea_score,ecosystem_outcome,100.0,0.606723,20.528101,19.921378,-59.157411,80.292235,above,3.0
HKG,Hong Kong,wipo_brandval_score,ecosystem_outcome,100.0,0.0,22.023071,22.023071,-66.069214,88.092285,above,3.0
BRN,Brunei,wipo_c_hhi_score,tech_infrastructure_control,0.0,77.49061,94.76251,17.2719,25.674909,146.578211,below,3.0
BWA,Botswana,wipo_c_hhi_score,tech_infrastructure_control,22.29233,77.49061,94.76251,17.2719,25.674909,146.578211,below,3.0
CHN,China,wipo_c_htexphkg_score,tech_infrastructure_control,100.0,1.381716,22.043386,20.66167,-60.603295,84.028398,above,3.0
CZE,Czech Republic,wipo_c_htexphkg_score,tech_infrastructure_control,87.279522,1.381716,22.043386,20.66167,-60.603295,84.028398,above,3.0
KOR,South Korea,wipo_c_htexphkg_score,tech_infrastructure_control,100.0,1.381716,22.043386,20.66167,-60.603295,84.028398,above,3.0
MYS,Malaysia,wipo_c_htexphkg_score,tech_infrastructure_control,100.0,1.381716,22.043386,20.66167,-60.603295,84.028398,above,3.0
PHL,Philippines (the),wipo_c_htexphkg_score,tech_infrastructure_control,100.0,1.381716,22.043386,20.66167,-60.603295,84.028398,above,3.0
SGP,Singapore,wipo_c_htexphkg_score,tech_infrastructure_control,100.0,1.381716,22.043386,20.66167,-60.603295,84.028398,above,3.0
VNM,Vietnam,wipo_c_htexphkg_score,tech_infrastructure_control,100.0,1.381716,22.043386,20.66167,-60.603295,84.028398,above,3.0
CAN,Canada,wipo_c_vencapdeal_score,tech_infrastructure_control,100.0,3.282183,22.470498,19.188315,-54.282763,80.035443,above,3.0
EST,Estonia,wipo_c_vencapdeal_score,tech_infrastructure_control,89.815546,3.282183,22.470498,19.188315,-54.282763,80.035443,above,3.0
ISR,Israel,wipo_c_vencapdeal_score,tech_infrastructure_control,100.0,3.282183,22.470498,19.188315,-54.282763,80.035443,above,3.0
SGP,Singapore,wipo_c_vencapdeal_score,tech_infrastructure_control,100.0,3.282183,22.470498,19.188315,-54.282763,80.035443,above,3.0
USA,United States,wipo_c_vencapdeal_score,tech_infrastructure_control,100.0,3.282183,22.470498,19.188315,-54.282763,80.035443,above,3.0
AUT,Austria,wipo_cctld_score,tech_infrastructure_control,63.332321,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
BEL,Belgium,wipo_cctld_score,tech_infrastructure_control,63.095731,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
CHE,Switzerland,wipo_cctld_score,tech_infrastructure_control,100.0,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
DEU,Germany,wipo_cctld_score,tech_infrastructure_control,84.771438,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
DNK,Denmark,wipo_cctld_score,tech_infrastructure_control,100.0,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
GBR,United Kingdom,wipo_cctld_score,tech_infrastructure_control,69.42593,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
ISL,Iceland,wipo_cctld_score,tech_infrastructure_control,94.518465,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
LUX,Luxembourg,wipo_cctld_score,tech_infrastructure_control,68.678052,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
MNE,Montenegro,wipo_cctld_score,tech_infrastructure_control,100.0,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
NLD,Netherlands (Kingdom of the),wipo_cctld_score,tech_infrastructure_control,100.0,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
NOR,Norway,wipo_cctld_score,tech_infrastructure_control,63.021663,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
NZL,New Zealand,wipo_cctld_score,tech_infrastructure_control,64.633367,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
SWE,Sweden,wipo_cctld_score,tech_infrastructure_control,69.648113,0.445027,14.370884,13.925856,-41.332541,56.148452,above,3.0
USA,United States,wipo_compsoftspend_score,tech_infrastructure_control,100.0,6.298498,28.587988,22.28949,-60.569971,95.456457,above,3.0
ARE,United Arab Emirates,wipo_creagoodexp_score,ecosystem_outcome,82.536282,1.179689,20.129481,18.949792,-55.669686,76.978857,above,3.0
CHN,China,wipo_creagoodexp_score,ecosystem_outcome,100.0,1.179689,20.129481,18.949792,-55.669686,76.978857,above,3.0
CZE,Czech Republic,wipo_creagoodexp_score,ecosystem_outcome,100.0,1.179689,20.129481,18.949792,-55.669686,76.978857,above,3.0
HKG,Hong Kong,wipo_creagoodexp_score,ecosystem_outcome,100.0,1.179689,20.129481,18.949792,-55.669686,76.978857,above,3.0
HUN,Hungary,wipo_creagoodexp_score,ecosystem_outcome,82.428197,1.179689,20.129481,18.949792,-55.669686,76.978857,above,3.0
MEX,Mexico,wipo_creagoodexp_score,ecosystem_outcome,100.0,1.179689,20.129481,18.949792,-55.669686,76.978857,above,3.0
MYS,Malaysia,wipo_creagoodexp_score,ecosystem_outcome,100.0,1.179689,20.129481,18.949792,-55.669686,76.978857,above,3.0
SVK,Slovakia,wipo_creagoodexp_score,ecosystem_outcome,77.045065,1.179689,20.129481,18.949792,-55.669686,76.978857,above,3.0
THA,Thailand,wipo_creagoodexp_score,ecosystem_outcome,78.540858,1.179689,20.129481,18.949792,-55.669686,76.978857,above,3.0
CRI,Costa Rica,wipo_cultservexp_score,tech_infrastructure_control,100.0,3.290996,27.263364,23.972368,-68.626107,99.180466,above,3.0
LUX,Luxembourg,wipo_cultservexp_score,tech_infrastructure_control,100.0,3.290996,27.263364,23.972368,-68.626107,99.180466,above,3.0
MLT,Malta,wipo_cultservexp_score,tech_infrastructure_control,100.0,3.290996,27.263364,23.972368,-68.626107,99.180466,above,3.0
SGP,Singapore,wipo_cultservexp_score,tech_infrastructure_control,100.0,3.290996,27.263364,23.972368,-68.626107,99.180466,above,3.0
ISL,Iceland,wipo_elecout_score,ecosystem_outcome,100.0,4.318372,23.101652,18.78328,-52.031468,79.451493,above,3.0
NOR,Norway,wipo_elecout_score,ecosystem_outcome,100.0,4.318372,23.101652,18.78328,-52.031468,79.451493,above,3.0
CYP,Cyprus,wipo_fdinetinfl_score,tech_infrastructure_control,100.0,40.140347,45.349396,5.209049,24.513201,60.976542,above,3.0
HKG,Hong Kong,wipo_fdinetinfl_score,tech_infrastructure_control,94.684383,40.140347,45.349396,5.209049,24.513201,60.976542,above,3.0
KHM,Cambodia,wipo_fdinetinfl_score,tech_infrastructure_control,65.921981,40.140347,45.349396,5.209049,24.513201,60.976542,above,3.0
MLT,Malta,wipo_fdinetinfl_score,tech_infrastructure_control,100.0,40.140347,45.349396,5.209049,24.513201,60.976542,above,3.0
MNG,Mongolia,wipo_fdinetinfl_score,tech_infrastructure_control,70.529739,40.140347,45.349396,5.209049,24.513201,60.976542,above,3.0
MOZ,Mozambique,wipo_fdinetinfl_score,tech_infrastructure_control,73.787775,40.140347,45.349396,5.209049,24.513201,60.976542,above,3.0
SGP,Singapore,wipo_fdinetinfl_score,tech_infrastructure_control,96.989387,40.140347,45.349396,5.209049,24.513201,60.976542,above,3.0
AGO,Angola,wipo_fdinetinfl_score,tech_infrastructure_control,24.509164,40.140347,45.349396,5.209049,24.513201,60.976542,below,3.0
BEL,Belgium,wipo_fdinetinfl_score,tech_infrastructure_control,21.837585,40.140347,45.349396,5.209049,24.513201,60.976542,below,3.0
HUN,Hungary,wipo_fdinetinfl_score,tech_infrastructure_control,15.481186,40.140347,45.349396,5.209049,24.513201,60.976542,below,3.0
ISL,Iceland,wipo_fdinetinfl_score,tech_infrastructure_control,12.757379,40.140347,45.349396,5.209049,24.513201,60.976542,below,3.0
LUX,Luxembourg,wipo_fdinetinfl_score,tech_infrastructure_control,0.0,40.140347,45.349396,5.209049,24.513201,60.976542,below,3.0
AUS,Australia,wipo_gentld_score,tech_infrastructure_control,62.333492,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
CAN,Canada,wipo_gentld_score,tech_infrastructure_control,78.581378,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
CHE,Switzerland,wipo_gentld_score,tech_infrastructure_control,59.177099,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
CYP,Cyprus,wipo_gentld_score,tech_infrastructure_control,72.335005,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
DEU,Germany,wipo_gentld_score,tech_infrastructure_control,52.066536,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
GBR,United Kingdom,wipo_gentld_score,tech_infrastructure_control,60.134264,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
HKG,Hong Kong,wipo_gentld_score,tech_infrastructure_control,73.973148,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
IRL,Ireland,wipo_gentld_score,tech_infrastructure_control,58.794758,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
ISL,Iceland,wipo_gentld_score,tech_infrastructure_control,100.0,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
LUX,Luxembourg,wipo_gentld_score,tech_infrastructure_control,84.348924,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
MLT,Malta,wipo_gentld_score,tech_infrastructure_control,95.813448,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
NLD,Netherlands (Kingdom of the),wipo_gentld_score,tech_infrastructure_control,78.86768,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
PAN,Panama,wipo_gentld_score,tech_infrastructure_control,56.417441,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
USA,United States,wipo_gentld_score,tech_infrastructure_control,100.0,0.871288,13.396591,12.525304,-36.704623,50.972502,above,3.0
ISL,Iceland,wipo_gerdfinabr_score,tech_infrastructure_control,100.0,1.567922,23.723999,22.156077,-64.900309,90.192229,above,3.0
ISR,Israel,wipo_gerdfinabr_score,tech_infrastructure_control,100.0,1.567922,23.723999,22.156077,-64.900309,90.192229,above,3.0
ISR,Israel,wipo_gerdperf_score,tech_infrastructure_control,100.0,1.41047,20.734027,19.323558,-56.560203,78.7047,above,3.0
KOR,South Korea,wipo_gerdperf_score,tech_infrastructure_control,84.914187,1.41047,20.734027,19.323558,-56.560203,78.7047,above,3.0
TUN,Tunisia,wipo_govfundpup_score,tech_infrastructure_control,100.0,19.819718,37.101932,17.282214,-32.026925,88.948574,above,3.0
MOZ,Mozambique,wipo_grocap_score,tech_infrastructure_control,100.0,21.402881,34.827207,13.424327,-18.8701,75.100188,above,3.0
CHN,China,wipo_hitechimp_score,tech_infrastructure_control,84.333147,17.152459,33.423722,16.271263,-31.66133,82.237511,above,3.0
HKG,Hong Kong,wipo_hitechimp_score,tech_infrastructure_control,100.0,17.152459,33.423722,16.271263,-31.66133,82.237511,above,3.0
MYS,Malaysia,wipo_hitechimp_score,tech_infrastructure_control,95.070685,17.152459,33.423722,16.271263,-31.66133,82.237511,above,3.0
PHL,Philippines (the),wipo_hitechimp_score,tech_infrastructure_control,100.0,17.152459,33.423722,16.271263,-31.66133,82.237511,above,3.0
PRY,Paraguay,wipo_hitechimp_score,tech_infrastructure_control,84.254494,17.152459,33.423722,16.271263,-31.66133,82.237511,above,3.0
VNM,Vietnam,wipo_hitechimp_score,tech_infrastructure_control,95.799369,17.152459,33.423722,16.271263,-31.66133,82.237511,above,3.0
CYP,Cyprus,wipo_ictservexp_score,tech_infrastructure_control,100.0,4.957039,26.186929,21.22989,-58.73263,89.876599,above,3.0
FIN,Finland,wipo_ictservexp_score,tech_infrastructure_control,96.161748,4.957039,26.186929,21.22989,-58.73263,89.876599,above,3.0
