bloque_tematico,variable_matriz,component,loading,explained_variance_ratio,status
ecosystem_outcome,oxford_policy_vision,PC4,0.022805,0.032747,exploratory_not_feature
ecosystem_outcome,oxford_policy_vision,PC5,-0.032268,0.030984,exploratory_not_feature
ecosystem_outcome,oxford_public_sector_adoption,PC1,0.060818,0.604183,exploratory_not_feature
ecosystem_outcome,oxford_public_sector_adoption,PC2,-0.108193,0.097602,exploratory_not_feature
ecosystem_outcome,oxford_public_sector_adoption,PC3,-0.083842,0.052836,exploratory_not_feature
ecosystem_outcome,oxford_public_sector_adoption,PC4,0.007888,0.032747,exploratory_not_feature
ecosystem_outcome,oxford_public_sector_adoption,PC5,0.053014,0.030984,exploratory_not_feature
ecosystem_outcome,oxford_regulatory_compliance,PC1,0.065513,0.604183,exploratory_not_feature
ecosystem_outcome,oxford_regulatory_compliance,PC2,-0.094973,0.097602,exploratory_not_feature
ecosystem_outcome,oxford_regulatory_compliance,PC3,-0.048295,0.052836,exploratory_not_feature
ecosystem_outcome,oxford_regulatory_compliance,PC4,0.01452,0.032747,exploratory_not_feature
ecosystem_outcome,oxford_regulatory_compliance,PC5,0.048907,0.030984,exploratory_not_feature
ecosystem_outcome,oxford_resilience,PC1,0.075776,0.604183,exploratory_not_feature
ecosystem_outcome,oxford_resilience,PC2,-0.067166,0.097602,exploratory_not_feature
ecosystem_outcome,oxford_resilience,PC3,-0.016318,0.052836,exploratory_not_feature
ecosystem_outcome,oxford_resilience,PC4,-0.001857,0.032747,exploratory_not_feature
ecosystem_outcome,oxford_resilience,PC5,-0.077464,0.030984,exploratory_not_feature
ecosystem_outcome,oxford_safety_security,PC1,0.048666,0.604183,exploratory_not_feature
ecosystem_outcome,oxford_safety_security,PC2,-0.090303,0.097602,exploratory_not_feature
ecosystem_outcome,oxford_safety_security,PC3,0.026736,0.052836,exploratory_not_feature
ecosystem_outcome,oxford_safety_security,PC4,-0.009681,0.032747,exploratory_not_feature
ecosystem_outcome,oxford_safety_security,PC5,-0.115189,0.030984,exploratory_not_feature
ecosystem_outcome,oxford_size,PC1,0.081428,0.604183,exploratory_not_feature
ecosystem_outcome,oxford_size,PC2,-0.062919,0.097602,exploratory_not_feature
ecosystem_outcome,oxford_size,PC3,0.011479,0.052836,exploratory_not_feature
ecosystem_outcome,oxford_size,PC4,-0.02448,0.032747,exploratory_not_feature
ecosystem_outcome,oxford_size,PC5,0.003982,0.030984,exploratory_not_feature
ecosystem_outcome,oxford_societal_transition,PC1,0.097548,0.604183,exploratory_not_feature
ecosystem_outcome,oxford_societal_transition,PC2,-0.002657,0.097602,exploratory_not_feature
ecosystem_outcome,oxford_societal_transition,PC3,-0.087151,0.052836,exploratory_not_feature
ecosystem_outcome,oxford_societal_transition,PC4,0.012668,0.032747,exploratory_not_feature
ecosystem_outcome,oxford_societal_transition,PC5,0.016625,0.030984,exploratory_not_feature
ecosystem_outcome,oxford_technology_sector,PC1,0.089297,0.604183,exploratory_not_feature
ecosystem_outcome,oxford_technology_sector,PC2,-0.098606,0.097602,exploratory_not_feature
ecosystem_outcome,oxford_technology_sector,PC3,0.01626,0.052836,exploratory_not_feature
ecosystem_outcome,oxford_technology_sector,PC4,0.001262,0.032747,exploratory_not_feature
ecosystem_outcome,oxford_technology_sector,PC5,-0.040824,0.030984,exploratory_not_feature
ecosystem_outcome,oxford_total_score,PC1,0.077811,0.604183,exploratory_not_feature
ecosystem_outcome,oxford_total_score,PC2,-0.121486,0.097602,exploratory_not_feature
ecosystem_outcome,oxford_total_score,PC3,-0.023166,0.052836,exploratory_not_feature
ecosystem_outcome,oxford_total_score,PC4,0.005849,0.032747,exploratory_not_feature
ecosystem_outcome,oxford_total_score,PC5,-0.010199,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_gii_score,PC1,0.101045,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_gii_score,PC2,-0.051731,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_gii_score,PC3,-0.002198,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_gii_score,PC4,0.020834,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_gii_score,PC5,0.014299,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_1_score,PC1,0.109162,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_1_score,PC2,-0.040185,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_1_score,PC3,0.0989,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_1_score,PC4,-0.057159,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_1_score,PC5,-0.102185,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_4_score,PC1,0.099496,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_4_score,PC2,0.035384,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_4_score,PC3,-0.030338,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_4_score,PC4,0.125141,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_4_score,PC5,-0.070807,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_5_score,PC1,0.164776,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_5_score,PC2,-0.125831,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_5_score,PC3,0.221884,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_5_score,PC4,-0.134764,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_5_score,PC5,-0.259644,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_score,PC1,0.123665,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_score,PC2,-0.021404,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_score,PC3,0.086906,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_score,PC4,0.019097,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_6_1_score,PC5,-0.112836,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_6_2_score,PC1,0.081482,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_6_2_score,PC2,-0.076661,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_6_2_score,PC3,0.064903,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_6_2_score,PC4,0.046073,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_6_2_score,PC5,-0.037387,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_1_score,PC1,0.39643,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_1_score,PC2,0.280906,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_1_score,PC3,0.548137,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_1_score,PC4,-0.23498,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_1_score,PC5,0.558955,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_4_score,PC1,0.065855,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_4_score,PC2,-0.022617,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_4_score,PC3,0.012843,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_4_score,PC4,0.24109,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_4_score,PC5,0.229009,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_score,PC1,0.086852,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_score,PC2,-0.058215,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_score,PC3,0.030846,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_score,PC4,0.037107,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_6_3_score,PC5,0.111183,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_6_score,PC1,0.098925,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_6_score,PC2,-0.053594,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_6_score,PC3,0.05981,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_6_score,PC4,0.035032,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_6_score,PC5,-0.002846,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_7_1_score,PC1,0.065709,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_7_1_score,PC2,-0.073905,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_7_1_score,PC3,0.053637,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_7_1_score,PC4,-0.050395,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_7_1_score,PC5,-0.015676,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_7_2_score,PC1,0.093359,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_7_2_score,PC2,-0.004101,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_7_2_score,PC3,-0.054107,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_7_2_score,PC4,0.107208,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_7_2_score,PC5,0.080311,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_1_score,PC1,0.489279,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_1_score,PC2,0.528013,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_1_score,PC3,-0.360775,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_1_score,PC4,-0.231938,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_1_score,PC5,-0.381701,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_2_score,PC1,0.282483,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_2_score,PC2,0.145609,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_2_score,PC3,-0.107473,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_2_score,PC4,0.221389,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_2_score,PC5,0.04726,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_score,PC1,0.146927,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_score,PC2,0.054277,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_score,PC3,-0.120101,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_score,PC4,0.028487,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_7_3_score,PC5,0.021579,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_7_score,PC1,0.089309,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_7_score,PC2,-0.037705,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_7_score,PC3,0.000449,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_7_score,PC4,-0.006211,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_7_score,PC5,0.00962,0.030984,exploratory_not_feature
ecosystem_outcome,wipo_out_score,PC1,0.097233,0.604183,exploratory_not_feature
ecosystem_outcome,wipo_out_score,PC2,-0.046282,0.097602,exploratory_not_feature
ecosystem_outcome,wipo_out_score,PC3,0.026723,0.052836,exploratory_not_feature
ecosystem_outcome,wipo_out_score,PC4,0.011776,0.032747,exploratory_not_feature
ecosystem_outcome,wipo_out_score,PC5,0.004502,0.030984,exploratory_not_feature
adoption_diffusion,anthropic_ai_autonomy_mean,PC1,-0.021473,0.957943,exploratory_not_feature
adoption_diffusion,anthropic_ai_autonomy_mean,PC2,-0.320613,0.025408,exploratory_not_feature
adoption_diffusion,anthropic_ai_autonomy_mean,PC3,0.222278,0.012213,exploratory_not_feature
adoption_diffusion,anthropic_ai_autonomy_mean,PC4,0.896406,0.002503,exploratory_not_feature
adoption_diffusion,anthropic_ai_autonomy_mean,PC5,-0.209274,0.001932,exploratory_not_feature
adoption_diffusion,anthropic_ai_education_years_mean,PC1,0.008893,0.957943,exploratory_not_feature
adoption_diffusion,anthropic_ai_education_years_mean,PC2,0.173735,0.025408,exploratory_not_feature
adoption_diffusion,anthropic_ai_education_years_mean,PC3,0.967205,0.012213,exploratory_not_feature
adoption_diffusion,anthropic_ai_education_years_mean,PC4,-0.153262,0.002503,exploratory_not_feature
adoption_diffusion,anthropic_ai_education_years_mean,PC5,0.103745,0.001932,exploratory_not_feature
adoption_diffusion,anthropic_usage_pct,PC1,0.999071,0.957943,exploratory_not_feature
adoption_diffusion,anthropic_usage_pct,PC2,-0.041657,0.025408,exploratory_not_feature
adoption_diffusion,anthropic_usage_pct,PC3,0.000323,0.012213,exploratory_not_feature
adoption_diffusion,anthropic_usage_pct,PC4,0.006937,0.002503,exploratory_not_feature
adoption_diffusion,anthropic_usage_pct,PC5,-0.008637,0.001932,exploratory_not_feature
adoption_diffusion,ms_change_pp,PC1,0.024125,0.957943,exploratory_not_feature
adoption_diffusion,ms_change_pp,PC2,0.479386,0.025408,exploratory_not_feature
adoption_diffusion,ms_change_pp,PC3,-0.109625,0.012213,exploratory_not_feature
adoption_diffusion,ms_change_pp,PC4,0.381405,0.002503,exploratory_not_feature
adoption_diffusion,ms_change_pp,PC5,0.780422,0.001932,exploratory_not_feature
adoption_diffusion,ms_h1_2025_ai_diffusion_pct,PC1,0.019168,0.957943,exploratory_not_feature
adoption_diffusion,ms_h1_2025_ai_diffusion_pct,PC2,0.571312,0.025408,exploratory_not_feature
adoption_diffusion,ms_h1_2025_ai_diffusion_pct,PC3,-0.037062,0.012213,exploratory_not_feature
adoption_diffusion,ms_h1_2025_ai_diffusion_pct,PC4,0.107194,0.002503,exploratory_not_feature
adoption_diffusion,ms_h1_2025_ai_diffusion_pct,PC5,-0.456779,0.001932,exploratory_not_feature
adoption_diffusion,ms_h2_2025_ai_diffusion_pct,PC1,0.019196,0.957943,exploratory_not_feature
adoption_diffusion,ms_h2_2025_ai_diffusion_pct,PC2,0.55595,0.025408,exploratory_not_feature
adoption_diffusion,ms_h2_2025_ai_diffusion_pct,PC3,-0.041428,0.012213,exploratory_not_feature
adoption_diffusion,ms_h2_2025_ai_diffusion_pct,PC4,0.126331,0.002503,exploratory_not_feature
adoption_diffusion,ms_h2_2025_ai_diffusion_pct,PC5,-0.357298,0.001932,exploratory_not_feature
socioeconomic_control,anthropic_gdp_total,PC1,0.628162,0.548485,exploratory_not_feature
socioeconomic_control,anthropic_gdp_total,PC2,-0.024579,0.144716,exploratory_not_feature
socioeconomic_control,anthropic_gdp_total,PC3,-0.100051,0.101902,exploratory_not_feature
socioeconomic_control,anthropic_gdp_total,PC4,0.080683,0.08272,exploratory_not_feature
socioeconomic_control,anthropic_gdp_total,PC5,-0.164913,0.070409,exploratory_not_feature
socioeconomic_control,wb_education_expenditure_pct_gdp,PC1,0.002297,0.548485,exploratory_not_feature
socioeconomic_control,wb_education_expenditure_pct_gdp,PC2,0.010519,0.144716,exploratory_not_feature
socioeconomic_control,wb_education_expenditure_pct_gdp,PC3,-0.002153,0.101902,exploratory_not_feature
socioeconomic_control,wb_education_expenditure_pct_gdp,PC4,-0.007259,0.08272,exploratory_not_feature
socioeconomic_control,wb_education_expenditure_pct_gdp,PC5,-0.007725,0.070409,exploratory_not_feature
socioeconomic_control,wb_exports_pct_gdp,PC1,-0.004402,0.548485,exploratory_not_feature
socioeconomic_control,wb_exports_pct_gdp,PC2,0.037065,0.144716,exploratory_not_feature
socioeconomic_control,wb_exports_pct_gdp,PC3,-0.012742,0.101902,exploratory_not_feature
socioeconomic_control,wb_exports_pct_gdp,PC4,-0.039778,0.08272,exploratory_not_feature
socioeconomic_control,wb_exports_pct_gdp,PC5,0.049604,0.070409,exploratory_not_feature
socioeconomic_control,wb_fdi_net_inflows,PC1,0.329387,0.548485,exploratory_not_feature
socioeconomic_control,wb_fdi_net_inflows,PC2,-0.073384,0.144716,exploratory_not_feature
socioeconomic_control,wb_fdi_net_inflows,PC3,-0.270514,0.101902,exploratory_not_feature
socioeconomic_control,wb_fdi_net_inflows,PC4,-0.170262,0.08272,exploratory_not_feature
socioeconomic_control,wb_fdi_net_inflows,PC5,0.340694,0.070409,exploratory_not_feature
socioeconomic_control,wb_fdi_pct_gdp,PC1,0.000971,0.548485,exploratory_not_feature
socioeconomic_control,wb_fdi_pct_gdp,PC2,-0.16292,0.144716,exploratory_not_feature
socioeconomic_control,wb_fdi_pct_gdp,PC3,-0.349815,0.101902,exploratory_not_feature
socioeconomic_control,wb_fdi_pct_gdp,PC4,-0.361496,0.08272,exploratory_not_feature
socioeconomic_control,wb_fdi_pct_gdp,PC5,0.654095,0.070409,exploratory_not_feature
socioeconomic_control,wb_gdp_current_usd,PC1,0.653943,0.548485,exploratory_not_feature
socioeconomic_control,wb_gdp_current_usd,PC2,-0.026428,0.144716,exploratory_not_feature
socioeconomic_control,wb_gdp_current_usd,PC3,-0.101357,0.101902,exploratory_not_feature
socioeconomic_control,wb_gdp_current_usd,PC4,0.08383,0.08272,exploratory_not_feature
socioeconomic_control,wb_gdp_current_usd,PC5,-0.170805,0.070409,exploratory_not_feature
socioeconomic_control,wb_gdp_growth_annual_pct,PC1,-0.002571,0.548485,exploratory_not_feature
socioeconomic_control,wb_gdp_growth_annual_pct,PC2,-0.013078,0.144716,exploratory_not_feature
socioeconomic_control,wb_gdp_growth_annual_pct,PC3,0.004009,0.101902,exploratory_not_feature
socioeconomic_control,wb_gdp_growth_annual_pct,PC4,-0.019083,0.08272,exploratory_not_feature
socioeconomic_control,wb_gdp_growth_annual_pct,PC5,-0.00392,0.070409,exploratory_not_feature
socioeconomic_control,wb_gdp_per_capita_ppp,PC1,0.008737,0.548485,exploratory_not_feature
socioeconomic_control,wb_gdp_per_capita_ppp,PC2,0.026873,0.144716,exploratory_not_feature
socioeconomic_control,wb_gdp_per_capita_ppp,PC3,-0.008432,0.101902,exploratory_not_feature
socioeconomic_control,wb_gdp_per_capita_ppp,PC4,-0.014936,0.08272,exploratory_not_feature
socioeconomic_control,wb_gdp_per_capita_ppp,PC5,0.02507,0.070409,exploratory_not_feature
socioeconomic_control,wb_gross_capital_formation_pct_gdp,PC1,-0.000423,0.548485,exploratory_not_feature
socioeconomic_control,wb_gross_capital_formation_pct_gdp,PC2,-0.007163,0.144716,exploratory_not_feature
socioeconomic_control,wb_gross_capital_formation_pct_gdp,PC3,0.00923,0.101902,exploratory_not_feature
socioeconomic_control,wb_gross_capital_formation_pct_gdp,PC4,-0.023776,0.08272,exploratory_not_feature
socioeconomic_control,wb_gross_capital_formation_pct_gdp,PC5,-0.019157,0.070409,exploratory_not_feature
socioeconomic_control,wb_high_tech_exports_pct_manufactured,PC1,0.007207,0.548485,exploratory_not_feature
socioeconomic_control,wb_high_tech_exports_pct_manufactured,PC2,0.015355,0.144716,exploratory_not_feature
socioeconomic_control,wb_high_tech_exports_pct_manufactured,PC3,0.002069,0.101902,exploratory_not_feature
socioeconomic_control,wb_high_tech_exports_pct_manufactured,PC4,-0.024134,0.08272,exploratory_not_feature
socioeconomic_control,wb_high_tech_exports_pct_manufactured,PC5,0.021303,0.070409,exploratory_not_feature
socioeconomic_control,wb_ict_goods_exports_pct,PC1,0.025602,0.548485,exploratory_not_feature
socioeconomic_control,wb_ict_goods_exports_pct,PC2,0.02864,0.144716,exploratory_not_feature
socioeconomic_control,wb_ict_goods_exports_pct,PC3,-0.035724,0.101902,exploratory_not_feature
socioeconomic_control,wb_ict_goods_exports_pct,PC4,-0.145777,0.08272,exploratory_not_feature
socioeconomic_control,wb_ict_goods_exports_pct,PC5,0.163831,0.070409,exploratory_not_feature
socioeconomic_control,wb_ict_service_exports_pct,PC1,0.001347,0.548485,exploratory_not_feature
socioeconomic_control,wb_ict_service_exports_pct,PC2,0.003418,0.144716,exploratory_not_feature
socioeconomic_control,wb_ict_service_exports_pct,PC3,0.044451,0.101902,exploratory_not_feature
socioeconomic_control,wb_ict_service_exports_pct,PC4,0.003334,0.08272,exploratory_not_feature
socioeconomic_control,wb_ict_service_exports_pct,PC5,0.002344,0.070409,exploratory_not_feature
socioeconomic_control,wb_inflation_consumer_prices,PC1,-0.013292,0.548485,exploratory_not_feature
socioeconomic_control,wb_inflation_consumer_prices,PC2,-0.136283,0.144716,exploratory_not_feature
socioeconomic_control,wb_inflation_consumer_prices,PC3,-0.032582,0.101902,exploratory_not_feature
socioeconomic_control,wb_inflation_consumer_prices,PC4,0.880702,0.08272,exploratory_not_feature
socioeconomic_control,wb_inflation_consumer_prices,PC5,0.445502,0.070409,exploratory_not_feature
socioeconomic_control,wb_labor_force,PC1,0.140557,0.548485,exploratory_not_feature
socioeconomic_control,wb_labor_force,PC2,-0.276638,0.144716,exploratory_not_feature
socioeconomic_control,wb_labor_force,PC3,0.529058,0.101902,exploratory_not_feature
socioeconomic_control,wb_labor_force,PC4,-0.101633,0.08272,exploratory_not_feature
socioeconomic_control,wb_labor_force,PC5,0.159923,0.070409,exploratory_not_feature
socioeconomic_control,wb_mobile_subscriptions_per100,PC1,-3e-06,0.548485,exploratory_not_feature
socioeconomic_control,wb_mobile_subscriptions_per100,PC2,0.006055,0.144716,exploratory_not_feature
socioeconomic_control,wb_mobile_subscriptions_per100,PC3,-0.013441,0.101902,exploratory_not_feature
socioeconomic_control,wb_mobile_subscriptions_per100,PC4,-0.009621,0.08272,exploratory_not_feature
socioeconomic_control,wb_mobile_subscriptions_per100,PC5,-0.000378,0.070409,exploratory_not_feature
socioeconomic_control,wb_population,PC1,0.148251,0.548485,exploratory_not_feature
socioeconomic_control,wb_population,PC2,-0.327687,0.144716,exploratory_not_feature
socioeconomic_control,wb_population,PC3,0.634971,0.101902,exploratory_not_feature
socioeconomic_control,wb_population,PC4,-0.121,0.08272,exploratory_not_feature
socioeconomic_control,wb_population,PC5,0.194732,0.070409,exploratory_not_feature
socioeconomic_control,wb_secure_servers_per_1m,PC1,0.162702,0.548485,exploratory_not_feature
socioeconomic_control,wb_secure_servers_per_1m,PC2,0.87154,0.144716,exploratory_not_feature
socioeconomic_control,wb_secure_servers_per_1m,PC3,0.309943,0.101902,exploratory_not_feature
socioeconomic_control,wb_secure_servers_per_1m,PC4,-0.008994,0.08272,exploratory_not_feature
socioeconomic_control,wb_secure_servers_per_1m,PC5,0.324516,0.070409,exploratory_not_feature
socioeconomic_control,wb_tertiary_education_enrollment,PC1,0.004871,0.548485,exploratory_not_feature
socioeconomic_control,wb_tertiary_education_enrollment,PC2,0.015021,0.144716,exploratory_not_feature
socioeconomic_control,wb_tertiary_education_enrollment,PC3,0.000621,0.101902,exploratory_not_feature
socioeconomic_control,wb_tertiary_education_enrollment,PC4,0.006416,0.08272,exploratory_not_feature
socioeconomic_control,wb_tertiary_education_enrollment,PC5,0.005187,0.070409,exploratory_not_feature
socioeconomic_control,wb_trade_pct_gdp,PC1,-0.005125,0.548485,exploratory_not_feature
socioeconomic_control,wb_trade_pct_gdp,PC2,0.030751,0.144716,exploratory_not_feature
socioeconomic_control,wb_trade_pct_gdp,PC3,-0.012189,0.101902,exploratory_not_feature
socioeconomic_control,wb_trade_pct_gdp,PC4,-0.034088,0.08272,exploratory_not_feature
socioeconomic_control,wb_trade_pct_gdp,PC5,0.039242,0.070409,exploratory_not_feature
socioeconomic_control,wb_unemployment_rate,PC1,-0.005005,0.548485,exploratory_not_feature
socioeconomic_control,wb_unemployment_rate,PC2,-0.001281,0.144716,exploratory_not_feature
socioeconomic_control,wb_unemployment_rate,PC3,-0.005151,0.101902,exploratory_not_feature
socioeconomic_control,wb_unemployment_rate,PC4,0.013381,0.08272,exploratory_not_feature
socioeconomic_control,wb_unemployment_rate,PC5,-0.006316,0.070409,exploratory_not_feature
institutional_control,wb_control_of_corruption,PC1,0.02938,0.857014,exploratory_not_feature
institutional_control,wb_control_of_corruption,PC2,0.374329,0.075564,exploratory_not_feature
institutional_control,wb_control_of_corruption,PC3,-0.126497,0.025927,exploratory_not_feature
institutional_control,wb_control_of_corruption,PC4,-0.042438,0.013138,exploratory_not_feature
institutional_control,wb_control_of_corruption,PC5,-0.11523,0.01024,exploratory_not_feature
institutional_control,wb_control_of_corruption_se,PC1,0.455397,0.857014,exploratory_not_feature
institutional_control,wb_control_of_corruption_se,PC2,-0.133542,0.075564,exploratory_not_feature
institutional_control,wb_control_of_corruption_se,PC3,-0.014635,0.025927,exploratory_not_feature
institutional_control,wb_control_of_corruption_se,PC4,-0.169975,0.013138,exploratory_not_feature
institutional_control,wb_control_of_corruption_se,PC5,-0.18633,0.01024,exploratory_not_feature
institutional_control,wb_government_effectiveness,PC1,0.010379,0.857014,exploratory_not_feature
institutional_control,wb_government_effectiveness,PC2,0.412822,0.075564,exploratory_not_feature
institutional_control,wb_government_effectiveness,PC3,-0.110861,0.025927,exploratory_not_feature
institutional_control,wb_government_effectiveness,PC4,0.081627,0.013138,exploratory_not_feature
institutional_control,wb_government_effectiveness,PC5,-0.082456,0.01024,exploratory_not_feature
institutional_control,wb_government_effectiveness_se,PC1,0.30665,0.857014,exploratory_not_feature
institutional_control,wb_government_effectiveness_se,PC2,0.14756,0.075564,exploratory_not_feature
institutional_control,wb_government_effectiveness_se,PC3,0.670237,0.025927,exploratory_not_feature
institutional_control,wb_government_effectiveness_se,PC4,0.168675,0.013138,exploratory_not_feature
institutional_control,wb_government_effectiveness_se,PC5,0.0132,0.01024,exploratory_not_feature
institutional_control,wb_political_stability,PC1,0.061216,0.857014,exploratory_not_feature
institutional_control,wb_political_stability,PC2,0.319992,0.075564,exploratory_not_feature
institutional_control,wb_political_stability,PC3,-0.001384,0.025927,exploratory_not_feature
institutional_control,wb_political_stability,PC4,-0.148747,0.013138,exploratory_not_feature
institutional_control,wb_political_stability,PC5,-0.407338,0.01024,exploratory_not_feature
institutional_control,wb_political_stability_se,PC1,0.19293,0.857014,exploratory_not_feature
institutional_control,wb_political_stability_se,PC2,-0.035852,0.075564,exploratory_not_feature
institutional_control,wb_political_stability_se,PC3,0.459221,0.025927,exploratory_not_feature
institutional_control,wb_political_stability_se,PC4,-0.472186,0.013138,exploratory_not_feature
institutional_control,wb_political_stability_se,PC5,-0.322466,0.01024,exploratory_not_feature
institutional_control,wb_regulatory_quality,PC1,0.00744,0.857014,exploratory_not_feature
institutional_control,wb_regulatory_quality,PC2,0.451154,0.075564,exploratory_not_feature
institutional_control,wb_regulatory_quality,PC3,-0.144033,0.025927,exploratory_not_feature
institutional_control,wb_regulatory_quality,PC4,0.039874,0.013138,exploratory_not_feature
institutional_control,wb_regulatory_quality,PC5,0.007564,0.01024,exploratory_not_feature
institutional_control,wb_regulatory_quality_se,PC1,0.337847,0.857014,exploratory_not_feature
institutional_control,wb_regulatory_quality_se,PC2,0.231505,0.075564,exploratory_not_feature
institutional_control,wb_regulatory_quality_se,PC3,0.207435,0.025927,exploratory_not_feature
institutional_control,wb_regulatory_quality_se,PC4,0.540843,0.013138,exploratory_not_feature
institutional_control,wb_regulatory_quality_se,PC5,0.351327,0.01024,exploratory_not_feature
institutional_control,wb_rule_of_law,PC1,0.033745,0.857014,exploratory_not_feature
institutional_control,wb_rule_of_law,PC2,0.362286,0.075564,exploratory_not_feature
institutional_control,wb_rule_of_law,PC3,-0.125116,0.025927,exploratory_not_feature
institutional_control,wb_rule_of_law,PC4,-0.074572,0.013138,exploratory_not_feature
institutional_control,wb_rule_of_law,PC5,-0.107488,0.01024,exploratory_not_feature
institutional_control,wb_rule_of_law_se,PC1,0.562357,0.857014,exploratory_not_feature
institutional_control,wb_rule_of_law_se,PC2,-0.252016,0.075564,exploratory_not_feature
