iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,oxford_dimension_ai_sector_maturity,oxford_dimension_human_capital,oxford_dimension_data_quality,oxford_dimension_regulatory_compliance,oxford_dimension_government_digital_policy,oxford_dimension_societal_transition,oxford_dimension_ai_technology_diffusion,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_gdp_per_capita_ppp_2024,wb_rd_expenditure_2023,wb_internet_penetration_2024,wb_tertiary_education_2024,wb_government_effectiveness_2023,wb_regulatory_quality_2023,wb_rule_of_law_2023,wb_control_of_corruption_2023,wb_voice_accountability_2023,wb_political_stability_2023,wb_gdp_current_usd_2024,wb_population_2024,wb_labor_force_2024,wb_fdi_net_inflows_2024,wb_exports_pct_gdp_2024,wb_inflation_consumer_prices_2024,wb_unemployment_rate_2024,wb_education_expenditure_pct_gdp_2023,wb_mobile_subscriptions_per100_2023,wb_patent_applications_residents_2020,wb_high_tech_exports_pct,wb_ict_service_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.3.12,stanford_fig_4.3.13,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_6.2.1
KAZ,Kazakhstan,Central Asia,UM,Additional research (KAZ),0,strategy_led,2,low,3,"Digital Kazakhstan program, AI development roadmap, UNESCO AI ethics adopted, no binding AI law.",IAPP_supplementary_research,2026-02,56.7,58,88.0,53.88,64.63,73.59,39.85,37.38,7.91,70.0,85.98,33.33,11.11,72.11,79.39,54.25,61.2,41.44,45.9,12.7,13.7,1.1,Kazakhstan,NF,23,8,15,2025,Data year 2024,Kazakhstan,1,2,Law 94-V On Personal Data,2013,1,none,1,Committee on Information Security operational,Socialist,0,26.341209901218,81,UM,Central and Southern Asia,41366.31,20592.57,44.3190623649648,25.9876201617853,13.9744005692907,19.4635979278374,21.2931846076375,6.75313890588122,51.0761704273817,28.135576580099,32.0099488862204,87.6793266313788,40.8560140391197,33.6678187655192,13.4829591548888,17.6780830396043,52.5310569592374,44.2453928632581,19.7584698347028,3.44906142481203,22.0311060395923,15.8925681513712,16.4381674476643,12.3037048957195,18.9358321107298,42.4487952908748,25.2401178772123,24.3630514726532,35.8860592655721,10.2684955182653,34.6851807130144,50.9781075991873,40890.9317694408,0.14472,93.3917,53.4564204414133,0.146814674139023,0.0659545287489891,-0.446781367063522,-0.26659306883812,-1.00384140014648,-0.27334600687027,291480274648.826,20592571.0,10266072.0,1978987098.02375,31.5871636865516,8.83943897452672,4.833,4.84984016418457,127.115,803.0,29.2897210078218,1.69729360472721,2024,0,light_touch,5,none,3,5,0,5,0,0,1,1,1,3,0.0015,0.00924,3
