year,country,country_code,education_label,pct_share
2014,Canada,CA,High School,0.0007
2014,Canada,CA,Diploma,0.0022
2014,Canada,CA,Masters,0.2283
2015,Canada,CA,Doctorate,0.2423
2015,Canada,CA,Masters,0.2408
2015,Canada,CA,Bachelor,0.0703
2015,Canada,CA,High School,0.0007
2014,Canada,CA,Other,0.4634
2021,Denmark,DK,High School,0.0003
2021,Denmark,DK,Bachelor,0.0503
2021,Denmark,DK,Masters,0.3631
2021,Denmark,DK,Doctorate,0.3565
2020,Denmark,DK,Other,0.2624
2020,Denmark,DK,Diploma,0.002
2020,Denmark,DK,High School,0.0005
2020,Denmark,DK,Bachelor,0.0489
2020,Denmark,DK,Masters,0.3467
2018,Denmark,DK,Bachelor,0.0474
2019,Denmark,DK,Other,0.3036
2019,Denmark,DK,Diploma,0.0023
2019,Denmark,DK,High School,0.0005
2019,Denmark,DK,Bachelor,0.0473
2019,Denmark,DK,Masters,0.327
2019,Denmark,DK,Doctorate,0.3193
2018,Denmark,DK,Other,0.3363
2018,Denmark,DK,Diploma,0.0021
2018,Denmark,DK,High School,0.0011
2021,Denmark,DK,Diploma,0.0023
2020,Denmark,DK,Doctorate,0.3395
2021,Denmark,DK,Other,0.2274
2023,Denmark,DK,Other,0.1842
2022,Denmark,DK,Masters,0.3718
2018,Denmark,DK,Masters,0.3113
2025,Denmark,DK,Diploma,0.0017
2025,Denmark,DK,High School,0.0003
2025,Denmark,DK,Bachelor,0.0568
2025,Denmark,DK,Masters,0.3872
2025,Denmark,DK,Doctorate,0.3875
2024,Denmark,DK,Other,0.1707
2024,Denmark,DK,Diploma,0.0016
2024,Denmark,DK,High School,0.0003
2024,Denmark,DK,Bachelor,0.0559
2024,Denmark,DK,Masters,0.3839
2024,Denmark,DK,Doctorate,0.3876
2023,Denmark,DK,Diploma,0.0021
2023,Denmark,DK,High School,0.0003
2023,Denmark,DK,Bachelor,0.0555
2023,Denmark,DK,Masters,0.3821
2023,Denmark,DK,Doctorate,0.3758
2022,Denmark,DK,Other,0.2042
2022,Denmark,DK,Diploma,0.0023
2022,Denmark,DK,High School,0.0003
2022,Denmark,DK,Bachelor,0.0537
2022,Denmark,DK,Doctorate,0.3677
2018,Denmark,DK,Doctorate,0.3019
2025,Denmark,DK,Other,0.1666
2017,Denmark,DK,Diploma,0.0031
2013,Denmark,DK,Bachelor,0.035
2013,Denmark,DK,Masters,0.2218
2013,Denmark,DK,Doctorate,0.2329
2012,Denmark,DK,Other,0.5319
2012,Denmark,DK,Diploma,0.0023
2012,Denmark,DK,High School,0.0018
2012,Denmark,DK,Bachelor,0.0328
2012,Denmark,DK,Masters,0.2073
2012,Denmark,DK,Doctorate,0.2239
2011,Denmark,DK,Other,0.5685
2011,Denmark,DK,Diploma,0.0032
2011,Denmark,DK,High School,0.0016
2011,Denmark,DK,Bachelor,0.0279
2011,Denmark,DK,Masters,0.1865
2011,Denmark,DK,Doctorate,0.2123
2010,Denmark,DK,Other,0.5773
2010,Denmark,DK,Diploma,0.0026
2010,Denmark,DK,High School,0.002
2010,Denmark,DK,Bachelor,0.0269
2010,Denmark,DK,Masters,0.1841
2010,Denmark,DK,Doctorate,0.2071
2013,Denmark,DK,High School,0.0012
2013,Denmark,DK,Diploma,0.0016
2017,Denmark,DK,Other,0.3608
2014,Denmark,DK,Doctorate,0.2492
2013,Denmark,DK,Other,0.5074
2017,Denmark,DK,High School,0.0014
2017,Denmark,DK,Bachelor,0.0441
2017,Denmark,DK,Masters,0.2943
2017,Denmark,DK,Doctorate,0.2963
2016,Denmark,DK,Other,0.3943
2016,Denmark,DK,High School,0.0015
2016,Denmark,DK,Bachelor,0.041
2016,Denmark,DK,Masters,0.2758
2016,Denmark,DK,Doctorate,0.2849
2016,Denmark,DK,Diploma,0.0024
2015,Denmark,DK,Diploma,0.0023
2015,Denmark,DK,High School,0.0017
2015,Denmark,DK,Bachelor,0.0406
2015,Denmark,DK,Masters,0.2573
2014,Denmark,DK,Masters,0.2374
2015,Denmark,DK,Doctorate,0.2616
2014,Denmark,DK,Other,0.4749
2014,Denmark,DK,Diploma,0.0026
2014,Denmark,DK,High School,0.0011
2014,Denmark,DK,Bachelor,0.0348
2015,Denmark,DK,Other,0.4366
2020,Finland,FI,Bachelor,0.0263
2020,Finland,FI,High School,0.0009
2020,Finland,FI,Diploma,0.0012
2021,Finland,FI,High School,0.0009
2021,Finland,FI,Doctorate,0.311
2021,Finland,FI,Masters,0.4003
2021,Finland,FI,Bachelor,0.0293
2020,Finland,FI,Masters,0.3878
2020,Finland,FI,Other,0.2869
2020,Finland,FI,Doctorate,0.2969
2018,Finland,FI,Masters,0.3504
2019,Finland,FI,Diploma,0.0016
2019,Finland,FI,High School,0.0012
2019,Finland,FI,Bachelor,0.0246
2019,Finland,FI,Masters,0.3662
2019,Finland,FI,Doctorate,0.2769
2018,Finland,FI,Other,0.3647
2018,Finland,FI,Diploma,0.0017
2018,Finland,FI,High School,0.001
2018,Finland,FI,Bachelor,0.0242
2021,Finland,FI,Diploma,0.0014
2019,Finland,FI,Other,0.3294
2021,Finland,FI,Other,0.2571
2023,Finland,FI,Diploma,0.0014
2022,Finland,FI,Masters,0.4133
2018,Finland,FI,Doctorate,0.2581
2025,Finland,FI,Diploma,0.0013
2025,Finland,FI,High School,0.0008
2025,Finland,FI,Bachelor,0.0326
2025,Finland,FI,Masters,0.4463
2025,Finland,FI,Doctorate,0.3609
2024,Finland,FI,Other,0.1762
2024,Finland,FI,Diploma,0.0012
2024,Finland,FI,High School,0.0007
2024,Finland,FI,Bachelor,0.0319
2024,Finland,FI,Masters,0.4383
2024,Finland,FI,Doctorate,0.3517
2023,Finland,FI,Other,0.1985
2023,Finland,FI,High School,0.0009
2023,Finland,FI,Bachelor,0.0305
2023,Finland,FI,Masters,0.4313
2023,Finland,FI,Doctorate,0.3373
2022,Finland,FI,Other,0.2339
2022,Finland,FI,Diploma,0.0014
2022,Finland,FI,High School,0.0009
2022,Finland,FI,Bachelor,0.0304
2022,Finland,FI,Doctorate,0.3201
2025,Finland,FI,Other,0.1582
2017,Finland,FI,Other,0.3976
2017,Finland,FI,High School,0.0011
2013,Finland,FI,Masters,0.2922
2013,Finland,FI,Doctorate,0.2039
2012,Finland,FI,Other,0.497
2012,Finland,FI,Diploma,0.0015
2012,Finland,FI,High School,0.0015
2012,Finland,FI,Bachelor,0.0191
2012,Finland,FI,Masters,0.2927
2012,Finland,FI,Doctorate,0.1882
2011,Finland,FI,Diploma,0.0017
2013,Finland,FI,Bachelor,0.0176
2011,Finland,FI,High School,0.0013
2011,Finland,FI,Masters,0.2768
2011,Finland,FI,Doctorate,0.1794
2010,Finland,FI,Other,0.5332
2010,Finland,FI,Diploma,0.0015
2010,Finland,FI,High School,0.001
2010,Finland,FI,Bachelor,0.0149
2010,Finland,FI,Masters,0.2793
2010,Finland,FI,Doctorate,0.1701
2017,Finland,FI,Diploma,0.0018
2011,Finland,FI,Bachelor,0.0178
2013,Finland,FI,High School,0.0014
2011,Finland,FI,Other,0.5231
2013,Finland,FI,Other,0.4829
2017,Finland,FI,Bachelor,0.0245
2013,Finland,FI,Diploma,0.0021
2017,Finland,FI,Masters,0.3389
2017,Finland,FI,Doctorate,0.2361
2016,Finland,FI,Other,0.4128
2016,Finland,FI,Diploma,0.0017
2016,Finland,FI,High School,0.0009
2016,Finland,FI,Masters,0.3308
2016,Finland,FI,Doctorate,0.23
2015,Finland,FI,Other,0.4279
2015,Finland,FI,Diploma,0.0018
2016,Finland,FI,Bachelor,0.0239
2014,Finland,FI,Masters,0.3054
2015,Finland,FI,Bachelor,0.0232
2015,Finland,FI,Masters,0.3222
2015,Finland,FI,Doctorate,0.2239
2014,Finland,FI,Other,0.45
2014,Finland,FI,Diploma,0.0019
2014,Finland,FI,High School,0.001
2014,Finland,FI,Bachelor,0.02
2015,Finland,FI,High School,0.0009
2014,Finland,FI,Doctorate,0.2218
2020,France,FR,High School,0.0008
2020,France,FR,Diploma,0.0014
2020,France,FR,Other,0.3337
2021,France,FR,Doctorate,0.3643
2021,France,FR,Diploma,0.0015
2021,France,FR,Bachelor,0.0111
2021,France,FR,High School,0.0008
2020,France,FR,Bachelor,0.0115
2021,France,FR,Masters,0.3209
2020,France,FR,Masters,0.3039
2018,France,FR,Bachelor,0.0111
2019,France,FR,Other,0.3638
2019,France,FR,Diploma,0.0016
2019,France,FR,High School,0.0009
2019,France,FR,Bachelor,0.0116
2019,France,FR,Masters,0.2878
2019,France,FR,Doctorate,0.3343
2018,France,FR,Other,0.3933
2018,France,FR,Diploma,0.0014
2018,France,FR,High School,0.0008
2021,France,FR,Other,0.3014
2020,France,FR,Doctorate,0.3487
2022,France,FR,Doctorate,0.3817
2025,France,FR,Other,0.2364
2022,France,FR,Bachelor,0.0124
2018,France,FR,Masters,0.2724
2025,France,FR,Diploma,0.0016
2025,France,FR,High School,0.0008
2025,France,FR,Bachelor,0.0127
2025,France,FR,Masters,0.3419
2025,France,FR,Doctorate,0.4065
2024,France,FR,Other,0.2407
2024,France,FR,Diploma,0.0019
2024,France,FR,High School,0.0009
2024,France,FR,Bachelor,0.0126
2024,France,FR,Masters,0.3397
2024,France,FR,Doctorate,0.4043
2023,France,FR,Other,0.2528
2023,France,FR,Diploma,0.0017
2023,France,FR,High School,0.0008
2023,France,FR,Bachelor,0.0124
2023,France,FR,Masters,0.3367
2023,France,FR,Doctorate,0.3955
2022,France,FR,Other,0.2734
2022,France,FR,Diploma,0.0017
2022,France,FR,High School,0.0009
2022,France,FR,Masters,0.3299
2018,France,FR,Doctorate,0.321
2013,France,FR,Masters,0.2008
2017,France,FR,Diploma,0.0012
2013,France,FR,Bachelor,0.0094
2017,France,FR,Other,0.4222
2013,France,FR,Doctorate,0.2784
2012,France,FR,Other,0.5237
2012,France,FR,Diploma,0.0012
2012,France,FR,High School,0.0008
2012,France,FR,Bachelor,0.0089
2012,France,FR,Masters,0.1955
2011,France,FR,Other,0.5434
2013,France,FR,High School,0.0006
2011,France,FR,Diploma,0.0014
2011,France,FR,Bachelor,0.0091
2011,France,FR,Masters,0.1864
2011,France,FR,Doctorate,0.2589
2010,France,FR,Other,0.5608
2010,France,FR,Diploma,0.0018
2010,France,FR,High School,0.0005
2010,France,FR,Bachelor,0.0103
2010,France,FR,Masters,0.1758
2010,France,FR,Doctorate,0.2508
2011,France,FR,High School,0.0008
2013,France,FR,Diploma,0.0014
2012,France,FR,Doctorate,0.27
2014,France,FR,Doctorate,0.2857
2013,France,FR,Other,0.5094
2017,France,FR,Bachelor,0.0104
2017,France,FR,Masters,0.2543
2017,France,FR,Doctorate,0.3112
2016,France,FR,Other,0.4473
2016,France,FR,Diploma,0.0014
2016,France,FR,High School,0.0008
2016,France,FR,Bachelor,0.01
2016,France,FR,Masters,0.236
2016,France,FR,Doctorate,0.3045
2015,France,FR,Other,0.4731
2017,France,FR,High School,0.0007
2015,France,FR,High School,0.0009
2015,France,FR,Bachelor,0.0096
2015,France,FR,Masters,0.2226
2015,France,FR,Doctorate,0.2924
2014,France,FR,Other,0.4914
2014,France,FR,Diploma,0.0015
2014,France,FR,High School,0.0006
2014,France,FR,Bachelor,0.0086
2014,France,FR,Masters,0.2123
2015,France,FR,Diploma,0.0015
2021,Germany,DE,Other,0.3516
2020,Germany,DE,High School,0.0011
2020,Germany,DE,Diploma,0.0108
2020,Germany,DE,Other,0.4069
2021,Germany,DE,Diploma,0.0105
2021,Germany,DE,Masters,0.3883
2021,Germany,DE,Bachelor,0.0317
2021,Germany,DE,High School,0.0011
2020,Germany,DE,Bachelor,0.0282
2021,Germany,DE,Doctorate,0.2168
2020,Germany,DE,Masters,0.3495
2019,Germany,DE,Bachelor,0.0252
2019,Germany,DE,Other,0.457
2019,Germany,DE,Diploma,0.0108
2019,Germany,DE,High School,0.0011
2019,Germany,DE,Masters,0.3154
2019,Germany,DE,Doctorate,0.1906
2018,Germany,DE,Other,0.4996
2018,Germany,DE,Diploma,0.0114
2018,Germany,DE,High School,0.0011
2018,Germany,DE,Bachelor,0.0222
2020,Germany,DE,Doctorate,0.2035
2022,Germany,DE,Doctorate,0.2315
2025,Germany,DE,Other,0.2377
2022,Germany,DE,Bachelor,0.0365
2018,Germany,DE,Masters,0.2844
2025,Germany,DE,Diploma,0.0104
2025,Germany,DE,High School,0.0011
2025,Germany,DE,Bachelor,0.0391
2025,Germany,DE,Masters,0.4534
2025,Germany,DE,Doctorate,0.2583
2024,Germany,DE,Other,0.2474
2024,Germany,DE,Diploma,0.0104
2024,Germany,DE,High School,0.0011
2024,Germany,DE,Bachelor,0.0391
2024,Germany,DE,Masters,0.4481
2024,Germany,DE,Doctorate,0.2539
2023,Germany,DE,Other,0.2702
2023,Germany,DE,Diploma,0.0104
2023,Germany,DE,High School,0.0011
2023,Germany,DE,Bachelor,0.0382
2023,Germany,DE,Masters,0.4369
2023,Germany,DE,Doctorate,0.2432
2022,Germany,DE,Other,0.3033
2022,Germany,DE,Diploma,0.0104
2022,Germany,DE,High School,0.0011
2022,Germany,DE,Masters,0.4172
2018,Germany,DE,Doctorate,0.1812
2017,Germany,DE,Other,0.5399
2017,Germany,DE,Diploma,0.0119
2013,Germany,DE,Bachelor,0.0157
2013,Germany,DE,Masters,0.1531
2013,Germany,DE,Doctorate,0.1486
2012,Germany,DE,Other,0.6899
2012,Germany,DE,Diploma,0.017
2012,Germany,DE,High School,0.0014
2012,Germany,DE,Bachelor,0.0146
2012,Germany,DE,Masters,0.1329
2012,Germany,DE,Doctorate,0.1442
2013,Germany,DE,High School,0.0013
2011,Germany,DE,Other,0.7094
2011,Germany,DE,High School,0.0013
2011,Germany,DE,Bachelor,0.0142
2011,Germany,DE,Masters,0.1178
2011,Germany,DE,Doctorate,0.1392
2010,Germany,DE,Other,0.7246
2010,Germany,DE,Diploma,0.0186
2010,Germany,DE,High School,0.0017
2010,Germany,DE,Bachelor,0.0141
2010,Germany,DE,Masters,0.1063
2011,Germany,DE,Diploma,0.0182
2013,Germany,DE,Diploma,0.0162
2010,Germany,DE,Doctorate,0.1347
2014,Germany,DE,Doctorate,0.1565
2017,Germany,DE,High School,0.0011
2017,Germany,DE,Bachelor,0.0197
2017,Germany,DE,Masters,0.2541
2017,Germany,DE,Doctorate,0.1732
2016,Germany,DE,Other,0.5746
2016,Germany,DE,Diploma,0.0129
2013,Germany,DE,Other,0.6651
2016,Germany,DE,Bachelor,0.0179
2016,Germany,DE,Masters,0.2258
2016,Germany,DE,Doctorate,0.1677
2016,Germany,DE,High School,0.001
2015,Germany,DE,Diploma,0.0139
2015,Germany,DE,Other,0.6074
2014,Germany,DE,Bachelor,0.0157
2014,Germany,DE,High School,0.0012
2014,Germany,DE,Diploma,0.0149
2014,Germany,DE,Masters,0.175
2015,Germany,DE,Doctorate,0.162
2015,Germany,DE,Masters,0.1989
2015,Germany,DE,Bachelor,0.0169
2015,Germany,DE,High School,0.001
2014,Germany,DE,Other,0.6367
2021,India,IN,High School,0.0019
2021,India,IN,Bachelor,0.2198
2021,India,IN,Masters,0.2665
2021,India,IN,Doctorate,0.1307
