iso3,country_name,region,income_group,iapp_jurisdiction_iapp,iapp_has_ai_law,iapp_regulatory_approach,iapp_regulatory_intensity,iapp_enforcement_level,iapp_thematic_coverage,iapp_evidence_summary,iapp_source,iapp_source_date,oxford_readiness_score,oxford_rank,oxford_pillar_policy_capacity,oxford_pillar_ai_infrastructure,oxford_pillar_governance,oxford_pillar_public_sector_adoption,oxford_pillar_development_and_diffusion,oxford_pillar_resilience,oxford_dimension_compute_capacity,oxford_dimension_policy_vision,oxford_dimension_e_government_delivery,oxford_dimension_safety_and_security,ms_ai_user_share_h1_2025,ms_ai_user_share_h2_2025,ms_ai_user_share_change_pp,fh_country_name,fh_fh_status,fh_fh_total_score,fh_fh_pr_score,fh_fh_cl_score,fh_fh_year,fh_notes,gdpr_country_name,gdpr_has_gdpr_like_law,gdpr_gdpr_similarity_level,gdpr_dp_law_name,gdpr_dp_law_year,gdpr_has_dpa,gdpr_eu_status,gdpr_enforcement_active,gdpr_notes,legal_origin,is_common_law,wipo_gii_score,wipo_gii_rank,wipo_income_group_wipo,wipo_region_un,wipo_ppp_per_capita,wipo_population_thousands,wipo_business_environment,wipo_business_sophistication,wipo_creative_goods_and_services,wipo_creative_outputs,wipo_credit,wipo_ecological_sustainability,wipo_education,wipo_general_infrastructure,wipo_human_capital_and_research,wipo_information_and_communication_technologies_icts,wipo_infrastructure,wipo_innovation_inputs,wipo_innovation_linkages,wipo_innovation_outputs,wipo_institutional_environment,wipo_institutions,wipo_intangible_assets,wipo_investment,wipo_knowledge_absorption,wipo_knowledge_and_technology_outputs,wipo_knowledge_creation,wipo_knowledge_diffusion,wipo_knowledge_impact,wipo_knowledge_workers,wipo_market_sophistication,wipo_online_creativity,wipo_regulatory_environment,wipo_research_and_development_r_d,wipo_tertiary_education,wipo_trade_diversification_and_market_scale,wb_high_tech_exports_pct,wb_ict_service_exports_pct,oecd_year,oecd_has_ai_law,oecd_regulatory_approach,oecd_regulatory_intensity,oecd_enforcement_level,oecd_thematic_coverage,oecd_n_total_initiatives,oecd_n_binding,oecd_n_nonbinding,oecd_n_strategies,oecd_n_regulations,oecd_n_sectors_covered,oecd_n_policy_instruments,stanford_fig_4.3.13,stanford_fig_4.3.8,stanford_fig_4.3.9,stanford_fig_6.2.1,stanford_fig_6.2.15,stanford_fig_6.2.16,stanford_fig_6.2.8
KEN,Kenya,Sub-Saharan Africa,LM,Kenya,0,strategy_led,3,low,5,"National AI Strategy 2025, Draft AI Code of Practice, DLT/AI Taskforce, pending Robotics/AI Bill",IAPP_Global_AI_Law_Policy_Tracker,2026-02,52.55,68,69.0,39.17,70.63,62.14,35.48,70.74,9.13,60.0,69.43,100.0,7.8,8.1,0.3,Kenya,PF,52,22,30,2025,Data year 2024,Kenya,1,2,Data Protection Act,2019,1,none,1,ODPC (Office of Data Protection Commissioner) active enforcement,English,1,21.3791141049195,102,LM,Sub-Saharan Africa,7157.32,56432.94,44.179003271043,21.311974238742,1.08369227665058,13.5683745611904,6.11733807538209,17.14444799026,39.1859122324736,8.49674034682339,16.1373466818176,55.7892557515248,27.1434813628694,25.3547685318016,22.2299848216841,16.6188232525021,41.3996646176527,39.5988631929715,15.1225264144584,26.306521338992,17.4403606331328,19.6692719438138,17.7037528872858,19.6142465024523,21.6898164417034,24.2655772614092,22.5821771826073,22.9447531391942,33.2179216902188,2.05436830566811,7.1717595073109,35.3226721334477,4.59327769222193,11.2280460031494,2024,0,light_touch,6,none,3,9,0,9,0,4,1,1,6,0.0025,0.040606312,0,21,52,2
